Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Cboe global markets inc,CBOE,"",4563053.0,472869000.0,0.4163,0.4008,35,-56000.0,-1.21237,reduction,4.0858283,Q2 2011,FINANCE,13F,06/30/2019,57.5536
Ralph lauren corp. class a,RL,"",4106694.0,466479000.0,0.4107,0.4639,36,171700.0,4.363412,addition,5.3181740,Q1 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,107.2622
Ebay inc.,EBAY,"",11685728.0,461586000.0,0.4064,0.1136,37,8322388.0,247.444148,addition,1.3932147,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,38.8208
Apple inc,AAPL,"",2322540.0,459677000.0,0.4047,,38,2322540.0,,new,0.0513930,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,197.92
Sprint corp,S,"",69952504.0,459588000.0,0.4046,0.2495,39,21383042.0,44.025693,addition,1.7091183,Q4 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,6.1217
Allergan plc,AGN,"",2743966.0,459422000.0,0.4045,0.3006,40,485600.0,21.502272,addition,0.8364985,Q1 2017,HEALTH CARE,13F,06/30/2019,155.7329
Entergy corp.,ETR,"",4318733.0,444527000.0,0.3914,0.3708,41,53900.0,1.263824,addition,2.1720731,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,80.9171
American electric power co. (american gas & electric),AEP,"",4836800.0,425687000.0,0.3748,0.3782,42,-130700.0,-2.631102,reduction,0.9795059,Q1 2014,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,65.8125
Etsy inc,ETSY,"",6884800.0,422520000.0,0.372,0.424,43,-53200.0,-0.766792,reduction,5.7154242,Q4 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,20.4917
Netapp inc.,NTAP,"",6688840.0,412701000.0,0.3633,0.4309,44,-146700.0,-2.146136,reduction,2.7867844,Q4 2013,INFORMATION TECHNOLOGY,13F,06/30/2019,69.2579
Udr inc.,UDR,"",9176298.0,411924000.0,0.3627,0.428,45,-1180100.0,-11.394888,reduction,3.1335535,Q1 2014,REAL ESTATE,13F,06/30/2019,37.8644
Estee lauder companies inc.,EL,"",2215730.0,405722000.0,0.3572,0.3147,46,124800.0,5.968636,addition,0.6141839,Q2 2011,CONSUMER STAPLES,13F,06/30/2019,139.0681
Evergy (kansas power & light - western resources - westar energy inc.),EVRG,"",6538356.0,393282000.0,0.3462,0.345,47,398.0,0.006088,addition,4.5970302,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,53.9038
Vodafone group plc sponsored adr,VOD,"",23640311.0,386046000.0,0.3399,0.345,48,2765455.0,13.24778,addition,0.8845071,Q3 2015,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,21.6087
Crown castle international corp,CCI,"",2892100.0,376985000.0,0.3319,0.4542,49,-1011200.0,-25.906284,reduction,0.6956177,Q1 2013,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,96.5068
Micron technology  inc.,MU,"",9735914.0,375709000.0,0.3308,0.1439,50,5905239.0,154.156617,addition,0.8820361,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,35.8909
Novartis ag ads,NVS,"",4069357.0,371573000.0,0.3271,0.2809,51,854857.0,26.593778,addition,0.1720222,Q3 2013,HEALTH CARE,13F,06/30/2019,78.072
Firstenergy corp.,FE,"",8576000.0,367139000.0,0.3232,0.381,52,-1496908.0,-14.860733,reduction,1.5881776,Q1 2014,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,33.1693
Jazz pharmaceuticals plc,JAZZ,"",2555801.0,364355000.0,0.3208,0.259,53,562700.0,28.232388,addition,4.5139544,Q2 2015,HEALTH CARE,13F,06/30/2019,135.9477
Sba communications corp.,SBAC,"",1619249.0,364072000.0,0.3205,0.3257,54,-175400.0,-9.773499,reduction,1.4315702,Q2 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,157.0074
American tower corp.  class a,AMT,"",1774000.0,362694000.0,0.3193,0.422,55,-581500.0,-24.686903,reduction,0.4007319,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,129.1383
Wayfair inc class a,W,"",2469900.0,360605000.0,0.3175,0.4205,56,-645800.0,-20.727284,reduction,2.6747888,Q1 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,116.677
Colgate-palmolive co.,CL,"",4889302.0,350416000.0,0.3085,0.3273,57,-363100.0,-6.913028,reduction,0.5698421,Q3 2004,CONSUMER STAPLES,13F,06/30/2019,64.266
Public storage  inc.,PSA,"",1468123.0,349663000.0,0.3078,0.3291,58,-194215.0,-11.683244,reduction,0.8408494,Q2 2016,REAL ESTATE,13F,06/30/2019,204.4512
F5 networks inc,FFIV,"",2397274.0,349115000.0,0.3074,0.3723,59,-212500.0,-8.142468,reduction,3.9868186,Q3 2011,INFORMATION TECHNOLOGY,13F,06/30/2019,135.5257
Icon plc ads,ICLR,"",2264260.0,348628000.0,0.3069,0.2758,60,43100.0,1.940428,addition,4.1954049,Q1 2013,HEALTH CARE,13F,06/30/2019,100.8197
Herbalife nutrition ltd,HLF,"",8143340.0,348209000.0,0.3066,0.4125,61,-419300.0,-4.896854,reduction,5.3840264,Q3 2015,HEALTH CARE,13F,06/30/2019,52.6058
Mondelez international inc. (kraft foods),MDLZ,"",6355453.0,342559000.0,0.3016,0.2052,62,1834400.0,40.574618,addition,0.4406929,Q1 2016,CONSUMER STAPLES,13F,06/30/2019,50.833
Equity lifestyle properties inc,ELS,"",5614802.0,340650000.0,0.2999,0.314,63,-428200.0,-7.085882,reduction,3.0840393,Q2 2014,REAL ESTATE,13F,06/30/2019,78.8776
Aspen technology inc,AZPN,"",2731103.0,339421000.0,0.2988,0.325,64,-697800.0,-20.350532,reduction,3.9945927,Q3 2010,INFORMATION TECHNOLOGY,13F,06/30/2019,55.6589
Ameren corporation,AEE,"",4456000.0,334690000.0,0.2947,0.3003,65,-35800.0,-0.797008,reduction,1.8128560,Q2 2011,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,55.1914
Jpmorgan chase & co. (chemical bank),JPM,"",2965786.0,331575000.0,0.2919,,66,2965786.0,,new,0.0927536,Q2 2019,FINANCE,13F,06/30/2019,111.8
Abbvie inc,ABBV,"",4538542.0,330043000.0,0.2906,0.1813,67,2064486.0,83.445403,addition,0.3069735,Q1 2013,HEALTH CARE,13F,06/30/2019,77.3071
Cable one inc,CABO,"",278600.0,326238000.0,0.2872,0.2292,68,21700.0,8.446866,addition,4.8791594,Q4 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,769.2184
Apartment investment and management co,AIV,"",6495595.0,325559000.0,0.2866,0.319,69,-481500.0,-6.901153,reduction,4.3629735,Q3 2010,REAL ESTATE,13F,06/30/2019,42.2806
Gaming and leisure properties inc,GLPI,"",8238817.0,321149000.0,0.2827,0.3366,70,-1361395.0,-14.180885,reduction,3.8377199,Q1 2014,REAL ESTATE,13F,06/30/2019,35.7702
National grid plc adr,NGG,"",5973068.0,317648000.0,0.2797,0.2696,71,662742.0,12.480251,addition,0.8099075,Q2 2011,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,60.6509
Consolidated edison co. of new york inc. (consolidated gas co. of new york),ED,"",3620400.0,317437000.0,0.2795,0.2457,72,434000.0,13.620387,addition,1.0900223,Q1 2014,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,79.5622
Xcel energy inc. (northern states power co. (mn)),XEL,"",5311630.0,315989000.0,0.2782,0.2504,73,411500.0,8.397736,addition,1.0313644,Q3 2015,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,47.5241
Franco-nevada corp,FNV,"",3675031.0,311948000.0,0.2746,0.2083,74,621600.0,20.357427,addition,1.9564688,Q1 2014,MATERIALS,13F,06/30/2019,73.3649
Toronto-dominion bank (the),TD,"",5144555.0,300501000.0,0.2646,0.2556,75,-31703.0,-0.612469,reduction,0.2812170,Q2 2011,FINANCE,13F,06/30/2019,52.6862
Haemonetics corp. (ma),HAE,"",2484400.0,298973000.0,0.2632,0.1889,76,108700.0,4.575494,addition,4.8934410,Q2 2013,HEALTH CARE,13F,06/30/2019,71.1503
Kellogg co.,K,"",5523983.0,295920000.0,0.2605,0.2556,77,623700.0,12.727836,addition,1.6223151,Q3 2015,CONSUMER STAPLES,13F,06/30/2019,57.4893
Wec energy group (wisconsin electric power),WEC,"",3455802.0,288110000.0,0.2537,0.2943,78,-637500.0,-15.574223,reduction,1.0955497,Q2 2014,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,63.7775
Philip morris international inc,PM,"",3663243.0,287674000.0,0.2533,0.1762,79,1470000.0,67.024037,addition,0.2354511,Q2 2008,CONSUMER STAPLES,13F,06/30/2019,81.5166
Exelixis inc,EXEL,"",13454473.0,287522000.0,0.2531,0.207,80,3889200.0,40.659582,addition,4.4417395,Q4 2015,HEALTH CARE,13F,06/30/2019,21.5299
Ventas  inc.,VTR,"",4199622.0,287044000.0,0.2527,0.1892,81,938202.0,28.766672,addition,1.1271430,Q3 2017,REAL ESTATE,13F,06/30/2019,59.24
General mills co.,GIS,"",5313884.0,279085000.0,0.2457,0.1728,82,1639900.0,44.635469,addition,0.8805256,Q3 2016,CONSUMER STAPLES,13F,06/30/2019,49.3542
Mobile telesystems ojsc ads adr,MBT,"",29739946.0,276879000.0,0.2438,0.1901,83,2086350.0,7.544588,addition,3.2489535,Q4 2013,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,8.9546
Fortinet inc,FTNT,"",3545000.0,272362000.0,0.2398,0.2854,84,-193700.0,-5.180945,reduction,2.0732207,Q3 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,49.6448
Target corp.,TGT,"",3129200.0,271020000.0,0.2386,0.032,85,2690600.0,613.451892,addition,0.6107782,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,85.72
Kinder morgan inc. (de),KMI,"",12845700.0,268218000.0,0.2361,0.2345,86,-45400.0,-0.352181,reduction,0.5674372,Q2 2015,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,16.5431
Edison international (southern california edison),EIX,"",3963890.0,267206000.0,0.2353,0.2235,87,-6700.0,-0.168741,reduction,1.1200910,Q2 2014,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,69.8632
Zoetis  inc.,ZTS,"",2351975.0,266926000.0,0.235,0.237,88,-237400.0,-9.168236,reduction,0.4924983,Q4 2014,HEALTH CARE,13F,06/30/2019,86.8387
Pinnacle west capital corp,PNW,"",2804750.0,263899000.0,0.2323,0.2342,89,109400.0,4.058842,addition,2.4975512,Q4 2013,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,82.1622
Godaddy inc,GDDY,"",3660300.0,256770000.0,0.2261,0.2437,90,94900.0,2.661693,addition,2.0503585,Q4 2015,COMMUNICATIONS,13F,06/30/2019,50.4095
Essex property trust  inc.,ESS,"",878226.0,256381000.0,0.2257,0.2082,91,86426.0,10.91513,addition,1.3361114,Q1 2014,REAL ESTATE,13F,06/30/2019,249.2979
Twitter inc,TWTR,"",7337600.0,256082000.0,0.2255,0.0508,92,5636902.0,331.446383,addition,0.9492122,Q1 2019,COMMUNICATIONS,13F,06/30/2019,34.4318
Lilly (eli) & co.,LLY,"",2308601.0,255770000.0,0.2252,0.0855,93,1583947.0,218.579764,addition,0.2391267,Q1 2007,HEALTH CARE,13F,06/30/2019,116.6789
Clorox co.,CLX,"",1634794.0,250303000.0,0.2204,0.3241,94,-587200.0,-26.426714,reduction,1.3029362,Q4 2011,CONSUMER STAPLES,13F,06/30/2019,129.7007
Red hat inc,RHT,"",1320765.0,247987000.0,0.2183,0.0204,95,1198200.0,977.60372,addition,N/A,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,187.2407
Idexx laboratories inc.,IDXX,"",893025.0,245877000.0,0.2165,0.2214,96,-196100.0,-18.005279,reduction,1.0373156,Q3 2010,HEALTH CARE,13F,06/30/2019,142.8099
China mobile ltd. adr,CHL,"",5420097.0,245476000.0,0.2161,0.2424,97,190000.0,3.63282,addition,0.1323557,Q1 2013,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,52.7651
Teradyne inc,TER,"",5084800.0,243613000.0,0.2145,0.1485,98,985600.0,24.043716,addition,2.9919388,Q4 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,38.885
Msci inc,MSCI,"",998767.0,238496000.0,0.21,0.1711,99,52400.0,5.536964,addition,1.1791818,Q2 2015,FINANCE,13F,06/30/2019,140.6826
United therapeutics corp,UTHR,"",3040978.0,237379000.0,0.209,0.2392,100,799200.0,35.650274,addition,6.9349555,Q2 2010,HEALTH CARE,13F,06/30/2019,117.1334
Charles river laboratories international inc,CRL,"",1664500.0,236193000.0,0.2079,0.249,101,-221200.0,-11.730392,reduction,3.4101619,Q4 2011,HEALTH CARE,13F,06/30/2019,89.8562
Markel corp. (holding co.),MKL,"",216371.0,235758000.0,0.2076,0.2069,102,-12040.0,-5.2712,reduction,1.5656368,Q4 2011,FINANCE,13F,06/30/2019,906.6398
Csx corp,CSX,"",3036900.0,234965000.0,0.2069,0.0548,103,2231500.0,277.067296,addition,0.3804781,Q2 2018,TRANSPORTS,13F,06/30/2019,75.6103
Wix.com ltd,WIX,"",1637300.0,232660000.0,0.2048,0.2019,104,-200400.0,-10.904936,reduction,3.2837946,Q1 2015,COMMUNICATIONS,13F,06/30/2019,57.9982
Bank of nova scotia (nyse) adr,BNS,"",4268600.0,231929000.0,0.2042,0.1894,105,358200.0,9.160188,addition,0.3493240,Q2 2011,FINANCE,13F,06/30/2019,55.8727
Sinclair broadcast group inc  class a,SBGI,"",4291227.0,230139000.0,0.2026,0.1126,106,1072664.0,33.32742,addition,4.6598187,Q1 2018,COMMUNICATIONS,13F,06/30/2019,37.8974
Ericsson (l.m.) telephone companies adr,ERIC,"",23362900.0,221948000.0,0.1954,0.1761,107,2259100.0,10.704707,addition,0.7068956,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,8.7808
Wells fargo & co.  (northwest bancorporation),WFC,"",4661211.0,220569000.0,0.1942,0.125,108,1816711.0,63.867499,addition,0.1057897,Q2 2017,FINANCE,13F,06/30/2019,47.9955
Kinross gold corp. adr,KGC,"",56711483.0,220041000.0,0.1937,0.1836,109,-1997173.0,-3.401837,reduction,4.5246117,Q1 2013,MATERIALS,13F,06/30/2019,3.3758
Ryanair holdings adr,RYAAY,"",3396619.0,217859000.0,0.1918,0.2338,110,-35000.0,-1.019927,reduction,1.5090719,Q1 2007,TRANSPORTS,13F,06/30/2019,65.3731
Alexion pharmaceuticals inc.,ALXN,"",1642542.0,215140000.0,0.1894,0.0985,111,840742.0,104.856822,addition,0.7325255,Q3 2018,HEALTH CARE,13F,06/30/2019,125.977
Medtronic plc,MDT,"",2206541.0,214895000.0,0.1892,,112,2206541.0,,new,0.1645248,Q3 2018,HEALTH CARE,13F,06/30/2019,97.39
Horizon therapeutics plc,HZNP,"",8754275.0,210628000.0,0.1854,0.1888,113,896500.0,11.409082,addition,4.6952400,Q2 2017,HEALTH CARE,13F,06/30/2019,18.6668
Newmont goldcorp corp,NEM,"",5403498.0,207873000.0,0.183,0.1748,114,28098.0,0.522715,addition,0.6590516,Q3 2014,MATERIALS,13F,06/30/2019,35.7852
Comcast corp.  class a,CMCSA,"",4902776.0,207289000.0,0.1825,,115,4902776.0,,new,0.1078723,Q2 2019,COMMUNICATIONS,13F,06/30/2019,42.28
Cogent communications group inc,CCOI,"",3423700.0,203231000.0,0.1789,0.1665,116,47300.0,1.4009,addition,7.3124733,Q3 2011,COMMUNICATIONS,13F,06/30/2019,40.2205
Hsbc holdings plc adr,HSBC,"",4866027.0,203108000.0,0.1788,0.1101,117,1880300.0,62.976287,addition,0.1201316,Q3 2017,FINANCE,13F,06/30/2019,41.765
Altice usa inc,ATUS,"",8340700.0,203096000.0,0.1788,0.1657,118,-143300.0,-1.689062,reduction,1.2876816,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,19.3497
Berkshire hathaway inc class b,BRK.B,"",935100.0,199335000.0,0.1755,0.2442,119,-401800.0,-30.054604,reduction,0.0381507,Q1 2019,FINANCE,13F,06/30/2019,200.89
Telus corp. non-voting shares,TU,"",5398100.0,199281000.0,0.1754,0.191,120,-275500.0,-4.855823,reduction,1.6567737,Q2 2005,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,32.271
Avalonbay communities  inc.,AVB,"",964614.0,195990000.0,0.1726,0.2681,121,-504300.0,-34.331486,reduction,0.6906874,Q3 2014,REAL ESTATE,13F,06/30/2019,177.8941
Sony corp. sponsored adr,SNE,"",3712000.0,194472000.0,0.1712,0.1205,122,573000.0,18.254221,addition,0.2938732,Q2 2011,CONSUMER DISCRETIONARY,13F,06/30/2019,44.0238
Cme group inc,CME,"",991419.0,192444000.0,0.1694,0.2795,123,-876789.0,-46.932087,reduction,0.2768631,Q2 2018,FINANCE,13F,06/30/2019,165.9256
Roku inc,ROKU,"",2115800.0,191649000.0,0.1687,0.1675,124,-739800.0,-25.90699,reduction,1.8203562,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,64.51
Douglas emmett inc,DEI,"",4798800.0,191184000.0,0.1683,0.1504,125,706200.0,17.255534,addition,2.7382596,Q3 2014,REAL ESTATE,13F,06/30/2019,38.4441
Netflix inc,NFLX,"",518400.0,190419000.0,0.1676,,126,518400.0,,new,0.1183994,Q4 2016,COMMUNICATIONS,13F,06/30/2019,367.32
Expedia group inc,EXPE,"",1428032.0,189971000.0,0.1673,0.2542,127,-921359.0,-39.216929,reduction,0.9543755,Q3 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,121.1975
Match group inc,MTCH,"",2821900.0,189829000.0,0.1671,0.111,128,665600.0,30.86769,addition,1.0037705,Q3 2018,COMMUNICATIONS,13F,06/30/2019,59.3227
Best buy co.  inc.,BBY,"",2717530.0,189493000.0,0.1668,0.1285,129,727800.0,36.577827,addition,1.0176490,Q1 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,67.0302
Arch capital group ltd.,ACGL,"",5083600.0,188500000.0,0.166,0.1445,130,166000.0,3.37563,addition,1.2552409,Q3 2013,FINANCE,13F,06/30/2019,26.783
Renaissancere holdings ltd,RNR,"",1050015.0,186913000.0,0.1646,0.1676,131,-234900.0,-18.281365,reduction,2.3777514,Q4 2014,FINANCE,13F,06/30/2019,126.8997
Fidelity national information services inc,FIS,"",1513701.0,185701000.0,0.1635,0.1993,132,-424300.0,-21.893694,reduction,0.2467562,Q1 2016,FINANCE,13F,06/30/2019,113.1
Conocophillips (phillips petroleum),COP,"",3031213.0,184904000.0,0.1628,0.2264,133,-700000.0,-18.760655,reduction,0.2730478,Q2 2018,ENERGY,13F,06/30/2019,67.6705
Home depot  inc. (the),HD,"",888265.0,184732000.0,0.1626,0.302,134,-843049.0,-48.694171,reduction,0.0807301,Q4 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,190.0565
Royal bank of canada (nyse),RY,"",2315783.0,183886000.0,0.1619,0.2041,135,-656496.0,-22.087294,reduction,0.1612752,Q2 2012,FINANCE,13F,06/30/2019,71.5766
Equinor asa,EQNR,"",9164223.0,181268000.0,0.1596,0.1798,136,160600.0,1.783726,addition,0.2744881,Q3 2011,ENERGY,13F,06/30/2019,18.0284
Eversource energy (western massachusetts cos./northeast utilities),ES,"",2376847.0,180070000.0,0.1585,0.2051,137,-802500.0,-25.241032,reduction,0.7502674,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,59.3343
Rogers communications inc. class b (nyse),RCI,"",3351183.0,179367000.0,0.1579,0.1728,138,-181500.0,-5.137738,reduction,0.6546430,Q4 2011,COMMUNICATIONS,13F,06/30/2019,47.7343
World wrestling entertainment inc,WWE,"",2460401.0,177666000.0,0.1564,0.226,139,-404099.0,-14.107139,reduction,3.1278935,Q2 2017,COMMUNICATIONS,13F,06/30/2019,49.2871
Barrick gold corp,GOLD,"",11248725.0,177415000.0,0.1562,0.0384,140,8167378.0,265.05869,addition,0.6327756,Q2 2014,MATERIALS,13F,06/30/2019,14.8107
Caterpillar inc.,CAT,"",1282304.0,174765000.0,0.1539,0.2294,141,-580300.0,-31.155307,reduction,0.2279287,Q1 2017,INDUSTRIALS,13F,06/30/2019,135.4328
Heico corp.  class a,HEI.A,"",1676452.0,173295000.0,0.1526,0.132,142,-51293.0,-2.968783,reduction,1.2525792,Q4 2006,INDUSTRIALS,13F,06/30/2019,48.1395
International business machines corp,IBM,"",1244573.0,171627000.0,0.1511,0.2033,143,-340327.0,-21.47309,reduction,0.1404900,Q1 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,141.1
Old republic international corp.,ORI,"",7664078.0,171522000.0,0.151,0.174,144,-1487000.0,-16.249452,reduction,2.5277302,Q3 2015,FINANCE,13F,06/30/2019,19.7883
