Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Costar group inc,CSGP,"",2076263.0,1150380000.0,0.623935,0.5489,21,-47185.0,-2.222094,reduction,5.6806101,Q4 2014,INDUSTRIALS,13F,06/30/2019,262.8233
Crown castle international corp,CCI,"",8604305.0,1121515000.0,0.608279,0.6411,22,-432448.0,-4.785436,reduction,2.0695365,Q1 2005,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,104.3276
Ss&c technologies holdings inc,SSNC,"",18687217.0,1076565000.0,0.583899,0.6969,23,-1055948.0,-5.348423,reduction,7.3641303,Q3 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,39.4851
Td ameritrade holding corp class a,AMTD,"",21556723.0,1076111000.0,0.583653,0.5971,24,6622.0,0.030728,addition,3.9299794,Q4 2008,FINANCE,13F,06/30/2019,43.972
Cme group inc,CME,"",5510180.0,1069580000.0,0.580111,0.5683,25,-719481.0,-11.54928,reduction,1.5387696,Q3 2008,FINANCE,13F,06/30/2019,134.6307
Lam research corp.,LRCX,"",5432134.0,1020373000.0,0.553422,0.5278,26,112508.0,2.114961,addition,3.7506967,Q4 2005,INFORMATION TECHNOLOGY,13F,06/30/2019,148.5866
Intuitive surgical inc,ISRG,"",1896235.0,994664000.0,0.539479,0.5646,27,110885.0,6.210827,addition,1.6453232,Q2 2010,HEALTH CARE,13F,06/30/2019,371.5039
L3harris technologies inc,LHX,"",5214626.0,986252000.0,0.534916,0.4495,28,136215.0,2.682237,addition,4.4206731,Q3 2008,INFORMATION TECHNOLOGY,13F,06/30/2019,129.9728
Steris corp.,STE,"",6496017.0,967127000.0,0.524543,0.4933,29,-455841.0,-6.55711,reduction,7.6703471,Q2 2015,HEALTH CARE,13F,06/30/2019,81.658
Csx corp,CSX,"",12340092.0,954752000.0,0.517831,0.5362,30,-589342.0,-4.558142,reduction,1.5460287,Q4 2005,TRANSPORTS,13F,06/30/2019,59.4852
Intercontinental exchange inc,ICE,"",11079241.0,951954000.0,0.516314,0.497,31,-697287.0,-5.92099,reduction,1.9769532,Q3 2008,FINANCE,13F,06/30/2019,66.5265
Catalent inc,CTLT,"",17294260.0,937522000.0,0.508486,0.3938,32,-208963.0,-1.193854,reduction,11.8243265,Q2 2017,HEALTH CARE,13F,06/30/2019,34.8101
Nike inc.,NKE,"",11145233.0,935594000.0,0.507441,0.4966,33,504108.0,4.737356,addition,0.7112965,Q1 2005,CONSUMER DISCRETIONARY,13F,06/30/2019,60.5925
Cooper companies (the),COO,"",2773403.0,934244000.0,0.506708,0.4653,34,-60915.0,-2.149194,reduction,5.6039665,Q4 2011,HEALTH CARE,13F,06/30/2019,231.8729
Broadridge financial solutions inc,BR,"",7044246.0,899408000.0,0.487814,0.4497,35,-780073.0,-9.969852,reduction,6.1548676,Q2 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,80.8102
Altria group  inc. (philip morris),MO,"",18731425.0,886937000.0,0.48105,0.5798,36,514526.0,2.824443,addition,1.0026993,Q1 2005,CONSUMER STAPLES,13F,06/30/2019,71.9964
Microchip technology inc,MCHP,"",10190594.0,883514000.0,0.479194,0.4981,37,-642735.0,-5.932941,reduction,4.2810427,Q1 2005,INFORMATION TECHNOLOGY,13F,06/30/2019,81.3897
Progressive corp.,PGR,"",11007602.0,879851000.0,0.477207,0.5253,38,-2139454.0,-16.273255,reduction,1.8827678,Q1 2005,FINANCE,13F,06/30/2019,50.1702
Thermo fisher scientific  inc.,TMO,"",2986916.0,877186000.0,0.475762,0.3688,39,555802.0,22.86203,addition,0.7458340,Q1 2005,HEALTH CARE,13F,06/30/2019,202.0619
American tower corp.  class a,AMT,"",4153880.0,849214000.0,0.46059,0.4877,40,-311590.0,-6.977765,reduction,0.9383270,Q1 2005,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,135.7773
Gartner  inc.,IT,"",5091898.0,819487000.0,0.444467,0.4547,41,-317063.0,-5.86181,reduction,5.6488773,Q4 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,123.3694
Te connectivity ltd,TEL,"",8507844.0,814877000.0,0.441967,0.3836,42,-62772.0,-0.732409,reduction,2.5325487,Q3 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,84.3444
Lpl financial holdings inc,LPLA,"",9937183.0,810576000.0,0.439634,0.387,43,-87804.0,-0.875852,reduction,12.0728745,Q2 2017,FINANCE,13F,06/30/2019,43.9149
Verisk analytics inc,VRSK,"",5459352.0,799575000.0,0.433668,0.4242,44,-294816.0,-5.123521,reduction,3.3388490,Q2 2010,INDUSTRIALS,13F,06/30/2019,88.5134
Servicemaster global holdings inc,SERV,"",15211269.0,792355000.0,0.429752,0.3999,45,-238329.0,-1.542623,reduction,11.1954582,Q2 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,39.2424
Neurocrine biosciences inc.,NBIX,"",9352240.0,789610000.0,0.428263,0.4303,46,540279.0,6.131201,addition,10.2120987,Q2 2017,HEALTH CARE,13F,06/30/2019,60.1983
Alibaba group holding ltd adr,BABA,"",4657975.0,789257000.0,0.428071,0.422,47,484548.0,11.610314,addition,0.1830677,Q3 2014,COMMUNICATIONS,13F,06/30/2019,122.833
Paypal holdings inc,PYPL,"",6770782.0,774973000.0,0.420324,0.4113,48,-375564.0,-5.255329,reduction,0.5754140,Q3 2015,COMMUNICATIONS,13F,06/30/2019,64.8927
Nvidia corp.,NVDA,"",4659070.0,765105000.0,0.414972,0.5404,49,-771100.0,-14.200292,reduction,0.7650361,Q1 2006,INFORMATION TECHNOLOGY,13F,06/30/2019,177.143
Wex  inc.,WEX,"",3618883.0,753090000.0,0.408455,0.4053,50,-190211.0,-4.993602,reduction,8.3615596,Q3 2012,FINANCE,13F,06/30/2019,106.3258
On semiconductor corp,ON,"",36912800.0,746008000.0,0.404614,0.3523,51,6008620.0,19.442742,addition,8.9925940,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,15.3809
Alphabet inc. class a,GOOGL,"",687705.0,744409000.0,0.403747,0.4892,52,-62412.0,-8.320302,reduction,0.0991787,Q1 2006,COMMUNICATIONS,13F,06/30/2019,884.5835
Costco co.,COST,"",2800330.0,740005000.0,0.401358,0.399,53,-172479.0,-5.801886,reduction,0.6375398,Q1 2005,CONSUMER STAPLES,13F,06/30/2019,178.0732
Global payments inc.,GPN,"",4609039.0,738044000.0,0.400295,0.3358,54,171217.0,3.858131,addition,2.9416894,Q4 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,103.8371
Bristol-myers squibb co,BMY,"",16156559.0,732691000.0,0.397392,0.2432,55,6960047.0,75.681378,addition,0.9877036,Q1 2005,HEALTH CARE,13F,06/30/2019,51.7619
Lilly (eli) & co.,LLY,"",6607436.0,732035000.0,0.397036,0.6347,56,-2217899.0,-25.131046,reduction,0.6844034,Q1 2005,HEALTH CARE,13F,06/30/2019,82.8756
Blackstone group inc,BX,"",16212003.0,720137000.0,0.390583,0.1381,57,9085152.0,127.477788,addition,2.4511276,Q4 2016,FINANCE,13F,06/30/2019,39.3253
Aon plc,AON,"",3722514.0,718342000.0,0.389609,0.3574,58,-55286.0,-1.463444,reduction,1.5784065,Q1 2016,FINANCE,13F,06/30/2019,133.2662
Icu medical inc,ICUI,"",2825836.0,711856000.0,0.386091,0.3563,59,140123.0,5.217348,addition,13.6711950,Q2 2017,HEALTH CARE,13F,06/30/2019,204.3847
U.s. bancorp (first national bank of cincinnati),USB,"",13382530.0,701230000.0,0.380328,0.3491,60,310818.0,2.377791,addition,0.8492369,Q4 2005,FINANCE,13F,06/30/2019,51.1544
Nice ltd adr adr,NICE,"",4962882.0,679915000.0,0.368767,0.346,61,-133494.0,-2.619391,reduction,8.0344536,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,80.2133
Westinghouse air brake technologies corp,WAB,"",9078028.0,651434000.0,0.35332,0.3197,62,1252790.0,16.009609,addition,4.8246322,Q3 2012,INDUSTRIALS,13F,06/30/2019,77.8873
Synchrony financial,SYF,"",18736231.0,649577000.0,0.352313,0.3402,63,-507049.0,-2.634941,reduction,2.8241033,Q4 2014,FINANCE,13F,06/30/2019,31.1322
Abbvie inc,ABBV,"",8857575.0,644121000.0,0.349354,0.447,64,-1150059.0,-11.491817,reduction,0.5991001,Q1 2013,HEALTH CARE,13F,06/30/2019,88.2142
Sherwin-williams co.,SHW,"",1405461.0,644089000.0,0.349336,0.3425,65,-29398.0,-2.048842,reduction,1.5233698,Q1 2006,MATERIALS,13F,06/30/2019,358.9512
Accenture plc,ACN,"",3453419.0,638082000.0,0.346078,0.3307,66,63355.0,1.868844,addition,0.5139322,Q3 2011,INFORMATION TECHNOLOGY,13F,06/30/2019,136.3814
Lamar advertising co,LAMR,"",7891993.0,636963000.0,0.345471,0.3511,67,-99438.0,-1.244308,reduction,7.8621170,Q2 2017,COMMUNICATIONS,13F,06/30/2019,73.3505
Comcast corp.  class a,CMCSA,"",14768457.0,624421000.0,0.338669,0.3108,68,740106.0,5.275788,addition,0.3249400,Q2 2005,COMMUNICATIONS,13F,06/30/2019,38.71
Anthem inc,ANTM,"",2189512.0,617893000.0,0.335128,0.3571,69,-55602.0,-2.476578,reduction,0.8558799,Q4 2014,HEALTH CARE,13F,06/30/2019,219.1141
Air products & chemicals inc,APD,"",2711406.0,613778000.0,0.332896,0.3122,70,-238037.0,-8.070575,reduction,1.2304438,Q1 2005,MATERIALS,13F,06/30/2019,149.0169
Perkinelmer inc.,PKI,"",6268097.0,603868000.0,0.327522,0.3382,71,-64578.0,-1.019759,reduction,5.6428673,Q2 2017,HEALTH CARE,13F,06/30/2019,68.5793
Teledyne technologies  inc.,TDY,"",2186982.0,598949000.0,0.324854,0.2847,72,19732.0,0.910463,addition,6.0114953,Q2 2017,INDUSTRIALS,13F,06/30/2019,132.5115
Godaddy inc,GDDY,"",8369171.0,587096000.0,0.318425,0.3306,73,436616.0,5.504103,addition,4.6880859,Q3 2017,COMMUNICATIONS,13F,06/30/2019,75.5967
Iqvia holdings inc,IQV,"",3630639.0,584166000.0,0.316836,0.2426,74,588179.0,19.332349,addition,1.8533124,Q1 2014,HEALTH CARE,13F,06/30/2019,104.8664
Sensata technologies holding n.v.,ST,"",11883639.0,582300000.0,0.315824,0.3336,75,-1485910.0,-11.114137,reduction,7.3756449,Q1 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,42.852
Heico corp.  class a,HEI.A,"",5618828.0,580818000.0,0.31502,0.3122,76,-1081595.0,-16.14219,reduction,4.1981680,Q2 2017,INDUSTRIALS,13F,06/30/2019,39.712
Carlisle companies inc,CSL,"",4131995.0,580173000.0,0.31467,0.2948,77,-205693.0,-4.741996,reduction,7.2990549,Q2 2017,INDUSTRIALS,13F,06/30/2019,100.6163
Norwegian cruise line holdings ltd,NCLH,"",10763002.0,577210000.0,0.313063,0.3562,78,-931357.0,-7.964156,reduction,4.9921160,Q4 2014,CONSUMER DISCRETIONARY,13F,06/30/2019,52.2121
Humana  inc.,HUM,"",2163904.0,574093000.0,0.311372,0.5302,79,-1432300.0,-39.828108,reduction,1.6018240,Q1 2005,HEALTH CARE,13F,06/30/2019,246.2039
Estee lauder companies inc.,EL,"",3077570.0,563485000.0,0.305619,0.3911,80,-1185365.0,-27.806312,reduction,0.8530796,Q3 2008,CONSUMER STAPLES,13F,06/30/2019,104.5998
Euronet worldwide inc.,EEFT,"",3314353.0,557607000.0,0.302431,0.2713,81,-118868.0,-3.462288,reduction,6.0824977,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,86.4795
Johnson & johnson co.,JNJ,"",3987031.0,555199000.0,0.301125,0.3192,82,-132443.0,-3.215046,reduction,0.1510714,Q1 2005,HEALTH CARE,13F,06/30/2019,126.8613
Jpmorgan chase & co. (chemical bank),JPM,"",4753141.0,531379000.0,0.288205,0.2724,83,-102163.0,-2.104152,reduction,0.1486523,Q1 2006,FINANCE,13F,06/30/2019,86.0571
Sysco corp.,SYY,"",7512657.0,531284000.0,0.288154,0.2941,84,-435896.0,-5.483967,reduction,1.4672872,Q1 2005,CONSUMER STAPLES,13F,06/30/2019,54.2846
Zoetis  inc.,ZTS,"",4651656.0,527901000.0,0.286319,0.2668,85,-130441.0,-2.727695,reduction,0.9740464,Q2 2013,HEALTH CARE,13F,06/30/2019,66.852
Cisco systems  inc.,CSCO,"",9363797.0,511714000.0,0.27754,0.3031,86,-763143.0,-7.535771,reduction,0.2187430,Q1 2005,INFORMATION TECHNOLOGY,13F,06/30/2019,27.7932
Dunkin brands group inc,DNKN,"",6357955.0,506475000.0,0.274698,0.2848,87,-485195.0,-7.090229,reduction,7.6861158,Q2 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,55.1535
Lyondellbasell industries nv,LYB,"",5877544.0,506235000.0,0.274568,0.2636,88,220595.0,3.89954,addition,1.7531824,Q1 2016,MATERIALS,13F,06/30/2019,86.7314
Fidelity national information services inc,FIS,"",4082854.0,500867000.0,0.271657,0.2608,89,-77442.0,-1.861454,reduction,0.6655670,Q4 2006,FINANCE,13F,06/30/2019,85.415
Nextera energy inc.,NEE,"",2439805.0,499816000.0,0.271087,0.2948,90,-311189.0,-11.311875,reduction,0.5092475,Q1 2005,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,145.023
Honeywell international inc. (allied chemical and dye - allied signal),HON,"",2838990.0,495664000.0,0.268835,0.1083,91,1610006.0,131.003007,addition,0.3945727,Q1 2005,INDUSTRIALS,13F,06/30/2019,156.9359
Amdocs ltd,DOX,"",7714259.0,478979000.0,0.259785,0.2271,92,141055.0,1.862554,addition,5.5267653,Q2 2010,INFORMATION TECHNOLOGY,13F,06/30/2019,64.7591
Berkeley (w.r.) corp.,WRB,"",7106715.0,468545000.0,0.254126,0.2204,93,2412693.0,51.399269,addition,3.8809060,Q4 2008,FINANCE,13F,06/30/2019,66.7192
Celgene corp.,CELG,"",5047201.0,466562000.0,0.25305,0.2722,94,-159589.0,-3.065017,reduction,0.7121372,Q4 2005,HEALTH CARE,13F,06/30/2019,120.1237
Constellation brands  inc.,STZ,"",2363365.0,465445000.0,0.252445,0.2061,95,242621.0,11.440372,addition,1.2336822,Q3 2008,CONSUMER STAPLES,13F,06/30/2019,192.269
Deere & co.,DE,"",2781167.0,460873000.0,0.249965,0.2436,96,31940.0,1.161781,addition,0.8773397,Q1 2005,INDUSTRIALS,13F,06/30/2019,139.5724
Edwards lifesciences corp.,EW,"",2453903.0,453355000.0,0.245887,0.2801,97,-187134.0,-7.085626,reduction,1.1799312,Q2 2009,HEALTH CARE,13F,06/30/2019,146.2233
Hilton worldwide holdings inc,HLT,"",4588301.0,448457000.0,0.243231,0.189,98,485682.0,11.83834,addition,1.5994914,Q4 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,79.4831
Rexnord corp.,RXN,"",14710373.0,444547000.0,0.24111,0.2053,99,-23705.0,-0.160886,reduction,13.8842596,Q2 2017,INDUSTRIALS,13F,06/30/2019,23.5662
Atlassian corp plc,TEAM,"",3378903.0,442096000.0,0.239781,0.2491,100,-620738.0,-15.519843,reduction,2.8588738,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,35.5419
Intel corp.,INTC,"",9195271.0,440181000.0,0.238742,0.3045,101,-1034106.0,-10.109179,reduction,0.2075682,Q1 2006,INFORMATION TECHNOLOGY,13F,06/30/2019,34.6709
Msci inc,MSCI,"",1835654.0,438335000.0,0.237741,0.2392,102,-335257.0,-15.443148,reduction,2.1672420,Q1 2016,FINANCE,13F,06/30/2019,104.928
Pfizer  inc.,PFE,"",9875333.0,427856000.0,0.232057,0.2637,103,-1326946.0,-11.845322,reduction,0.1785435,Q1 2005,HEALTH CARE,13F,06/30/2019,33.6691
General dynamics corp. (electric boat),GD,"",2335959.0,424721000.0,0.230357,0.2137,104,58222.0,2.556134,addition,0.8087381,Q1 2005,INDUSTRIALS,13F,06/30/2019,196.0515
National instruments corp,NATI,"",10092590.0,423795000.0,0.229855,0.2601,105,-485295.0,-4.587826,reduction,7.6522784,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,40.3576
Sarepta therapeutics inc,SRPT,"",2728082.0,414532000.0,0.224831,0.1761,106,62039.0,2.327007,addition,3.6697363,Q2 2018,HEALTH CARE,13F,06/30/2019,120.9674
Crown holdings inc. (crown cork & seal),CCK,"",6763834.0,413270000.0,0.224146,0.2007,107,129159.0,1.946727,addition,4.9906545,Q2 2009,MATERIALS,13F,06/30/2019,52.7114
Xilinx  inc,XLNX,"",3487605.0,411258000.0,0.223055,0.1968,108,686461.0,24.506452,addition,1.3806282,Q1 2005,INFORMATION TECHNOLOGY,13F,06/30/2019,74.6217
Danaher corp.,DHR,"",2858029.0,408466000.0,0.221541,0.0544,109,2114293.0,284.28004,addition,0.3984038,Q1 2005,HEALTH CARE,13F,06/30/2019,136.2017
V.f. corp. (vanity fair mills inc.),VFC,"",4675107.0,408378000.0,0.221493,0.2663,110,-853467.0,-15.43738,reduction,1.1741190,Q1 2006,CONSUMER DISCRETIONARY,13F,06/30/2019,76.1662
Blackbaud inc,BLKB,"",4878906.0,407395000.0,0.22096,0.2113,111,96323.0,2.014037,addition,9.9225259,Q4 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,80.1808
American express co,AXP,"",3274924.0,404294000.0,0.219278,0.1945,112,64690.0,2.015118,addition,0.3947261,Q1 2005,FINANCE,13F,06/30/2019,88.1342
Kla corp,KLAC,"",3391942.0,400927000.0,0.217452,0.1968,113,418962.0,14.092325,addition,2.1405667,Q1 2005,INFORMATION TECHNOLOGY,13F,06/30/2019,95.7192
Vulcan materials company,VMC,"",2880972.0,395580000.0,0.214552,0.1998,114,-163756.0,-5.378346,reduction,2.1777701,Q4 2005,MATERIALS,13F,06/30/2019,122.3787
Cadence design systems  inc.,CDNS,"",5454406.0,386236000.0,0.209484,0.256,115,-1818483.0,-25.003585,reduction,1.9469591,Q2 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,33.4777
Liberty media corp series c,FWONK,"",10120409.0,378604000.0,0.205344,0.2006,116,-205875.0,-1.993699,reduction,4.3782864,Q3 2017,COMMUNICATIONS,13F,06/30/2019,34.7883
Gildan activewear inc,GIL,"",9713799.0,375748000.0,0.203795,0.1929,117,36796.0,0.380242,addition,4.7689131,Q2 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,30.5445
Bank of america corp. (north carolina national bank),BAC,"",12714666.0,368741000.0,0.199995,0.3471,118,-9988310.0,-43.995598,reduction,0.1365949,Q1 2005,FINANCE,13F,06/30/2019,26.6942
Autodesk  inc.,ADSK,"",2249141.0,366384000.0,0.198717,0.1517,119,492665.0,28.04849,addition,1.0241057,Q1 2005,INFORMATION TECHNOLOGY,13F,06/30/2019,134.445
Waters corporation,WAT,"",1700752.0,366067000.0,0.198545,0.2549,120,-126684.0,-6.932336,reduction,2.5475614,Q3 2008,HEALTH CARE,13F,06/30/2019,184.6072
Magellan midstream partners lp,MMP,"",5706834.0,365237000.0,0.198095,0.0541,121,4096277.0,254.339151,addition,2.4986138,Q1 2019,ENERGY,13F,06/30/2019,63.0489
Fiserv inc.,FISV,"",4004622.0,365054000.0,0.197995,0.1987,122,-56053.0,-1.380386,reduction,1.0190656,Q1 2005,INFORMATION TECHNOLOGY,13F,06/30/2019,66.233
Aptiv plc,APTV,"",4511620.0,365003000.0,0.197968,0.1969,123,41542.0,0.929335,addition,1.7610445,Q2 2012,INDUSTRIALS,13F,06/30/2019,75.0219
Morgan stanley,MS,"",8323739.0,364667000.0,0.197785,0.1726,124,944786.0,12.803795,addition,0.5036236,Q1 2005,FINANCE,13F,06/30/2019,43.8762
Aramark,ARMK,"",10008714.0,360913000.0,0.195749,0.1562,125,469963.0,4.926882,addition,4.0535879,Q2 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,40.4157
Hasbro inc.,HAS,"",3397826.0,359079000.0,0.194755,0.1546,126,116716.0,3.557211,addition,2.6924136,Q2 2009,CONSUMER DISCRETIONARY,13F,06/30/2019,102.3423
Sealed air corp.,SEE,"",8347252.0,357096000.0,0.193679,0.2094,127,143411.0,1.748096,addition,5.4017032,Q3 2008,MATERIALS,13F,06/30/2019,44.7386
Novartis ag ads,NVS,"",3903956.0,356470000.0,0.19334,0.1981,128,186461.0,5.01577,reduction,0.1650303,Q4 2014,HEALTH CARE,13F,06/30/2019,83.0626
Coca cola co.,KO,"",6914074.0,352039000.0,0.190936,0.1922,129,-485325.0,-6.558979,reduction,0.1616938,Q1 2005,CONSUMER STAPLES,13F,06/30/2019,44.6135
Allergan plc,AGN,"",2099688.0,351580000.0,0.190687,0.4752,130,-3755888.0,-64.142076,reduction,0.6400902,Q1 2016,HEALTH CARE,13F,06/30/2019,200.0888
Dollar general corp.,DG,"",2584128.0,349269000.0,0.189434,0.192,131,-319376.0,-10.999675,reduction,1.0003592,Q2 2010,CONSUMER DISCRETIONARY,13F,06/30/2019,104.5417
Middleby corp (the),MIDD,"",2559406.0,347311000.0,0.188372,0.1751,132,130433.0,5.369883,addition,4.5974600,Q4 2014,INDUSTRIALS,13F,06/30/2019,118.9958
Automatic data processing inc,ADP,"",2091594.0,345807000.0,0.187556,0.1894,133,-47428.0,-2.217275,reduction,0.4822675,Q1 2005,INFORMATION TECHNOLOGY,13F,06/30/2019,111.678
Cimpress n.v,CMPR,"",3785510.0,344065000.0,0.186611,0.1641,134,91165.0,2.46769,addition,12.4564330,Q3 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,99.5622
Sage therapeutics inc,SAGE,"",1873408.0,343002000.0,0.186035,0.1471,135,204779.0,12.272291,addition,3.6264189,Q4 2017,HEALTH CARE,13F,06/30/2019,159.8961
Autozone inc.,AZO,"",311336.0,342297000.0,0.185653,0.1892,136,-21910.0,-6.574723,reduction,1.2692051,Q2 2010,CONSUMER DISCRETIONARY,13F,06/30/2019,791.411
Baxter international inc.,BAX,"",4153946.0,340206000.0,0.184518,0.1956,137,-187313.0,-4.314716,reduction,0.8136058,Q1 2005,HEALTH CARE,13F,06/30/2019,62.4063
Amphenol corp. (1987),APH,"",3509581.0,336683000.0,0.182608,0.1896,138,-113430.0,-3.130821,reduction,1.1798894,Q1 2005,INFORMATION TECHNOLOGY,13F,06/30/2019,72.82
Wayfair inc class a,W,"",2305740.0,336638000.0,0.182583,0.1865,139,39445.0,1.740506,addition,2.4970110,Q3 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,82.2503
Belden inc,BDC,"",5537725.0,329882000.0,0.178919,0.1548,140,338127.0,6.502945,addition,12.1842134,Q2 2017,INDUSTRIALS,13F,06/30/2019,74.5735
Omnicom group inc.,OMC,"",4015198.0,329047000.0,0.178466,0.1682,141,-143610.0,-3.453153,reduction,1.8458983,Q1 2005,COMMUNICATIONS,13F,06/30/2019,81.1132
Sensient technologies  inc.,SXT,"",4396336.0,323043000.0,0.17521,0.1601,142,134166.0,3.147833,addition,10.3883176,Q4 2014,MATERIALS,13F,06/30/2019,76.0052
Asml holding nv (adr),ASML,"",1548617.0,322006000.0,0.174647,0.1622,143,-7983.0,-0.512849,reduction,0.3677202,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,146.5735
Pagseguro digital ltd,PAGS,"",8226841.0,320599000.0,0.173884,0.1114,144,1492806.0,22.168076,addition,2.5097901,Q1 2018,FINANCE,13F,06/30/2019,29.325
Uber technologies inc,UBER,"",6888590.0,319050000.0,0.173044,,145,6888590.0,,new,0.4052112,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,46.38
Teleflex  inc.,TFX,"",961202.0,318301000.0,0.172638,0.1612,146,-1189.0,-0.123546,reduction,2.0791737,Q4 2016,INDUSTRIALS,13F,06/30/2019,223.4161
