Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Global blood therapeutics inc,GBT,"",1125000.0,59175000.0,0.490017,0.638,48,-375000.0,-25.0,reduction,1.8743752,Q4 2017,HEALTH CARE,13F,06/30/2019,44.3483
Liberty global plc class a,LBTYA,"",2083977.0,56247000.0,0.465771,0.791,49,-1865576.0,-47.235117,reduction,0.2853278,Q1 2017,COMMUNICATIONS,13F,06/30/2019,32.3115
Arrowhead pharmaceuticals inc,ARWR,"",2000000.0,53000000.0,0.438883,0.2832,50,79391.0,4.133637,addition,2.1094821,Q4 2018,INDUSTRIALS,13F,06/30/2019,14.2261
Fate therapeutics inc,FATE,"",2500000.0,50750000.0,0.420251,0.353,51,0.0,0.0,,3.8232146,Q3 2018,HEALTH CARE,13F,06/30/2019,14.1323
Radius health inc,RDUS,"",2043149.0,49771000.0,0.412144,0.3274,52,0.0,0.0,,4.4300716,Q2 2014,HEALTH CARE,13F,06/30/2019,39.2827
Cvs health corp. (melville shoe),CVS,"",822500.0,44818000.0,0.371129,0.2709,53,197500.0,31.6,addition,0.0632449,Q4 2018,CONSUMER STAPLES,13F,06/30/2019,62.8715
Fox corp,FOX,"",1182500.0,43197000.0,0.357706,0.8095,54,-1624931.0,-57.879642,reduction,No Data,Q1 2019,COMMUNICATIONS,13F,06/30/2019,35.88
Nxp semiconductors n.v.,NXPI,"",430000.0,41972000.0,0.347562,0.38,55,-105000.0,-19.626168,reduction,0.1308184,Q3 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,104.9277
Zymeworks inc,ZYME,"",1756470.0,38642000.0,0.319987,0.2048,56,181470.0,11.521905,addition,4.4682524,Q2 2018,HEALTH CARE,13F,06/30/2019,15.8161
First data corp,FDC,"",1425000.0,38575000.0,0.319432,,57,1425000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,12.51
Progenics pharmaceuticals inc,PGNX,"",5543386.0,34203000.0,0.283228,0.1566,58,1342566.0,31.959617,addition,6.4144712,Q2 2018,HEALTH CARE,13F,06/30/2019,6.8727
Ready capital corp,RC,"",2243239.0,33424000.0,0.276778,0.2645,59,0.0,0.0,,6.9991856,Q4 2016,REAL ESTATE,13F,06/30/2019,13.4779
T-mobile us inc,TMUS,"",425780.0,31567000.0,0.2614,,60,425780.0,,new,0.0498303,Q2 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,74.14
Fox corp class a,FOXA,"",836400.0,30646000.0,0.253774,0.2092,61,127180.0,17.932376,addition,No Data,Q1 2019,COMMUNICATIONS,13F,06/30/2019,36.6994
Ptc therapeutics inc,PTCT,"",600000.0,27000000.0,0.223582,0.2117,62,-100000.0,-14.285714,reduction,0.9748172,Q3 2018,HEALTH CARE,13F,06/30/2019,41.928
Ptc therapeutics inc,PTCT,PRN,24130000.0,26705000.0,0.221139,0.1986,63,0.0,0.0,,N/A,Q3 2018,HEALTH CARE,13F,06/30/2019,
Crispr therapeutics ag,CRSP,"",500000.0,23550000.0,0.195013,0.2081,64,-225000.0,-31.034483,reduction,0.9147457,Q4 2017,HEALTH CARE,13F,06/30/2019,33.1464
Quotient ltd,QTNT,"",2500000.0,23375000.0,0.193564,,65,2500000.0,,new,3.7724461,Q4 2018,HEALTH CARE,13F,06/30/2019,9.35
Codexis inc,CDXS,"",1250000.0,23038000.0,0.190773,0.2062,66,0.0,0.0,,2.1418780,Q2 2018,MATERIALS,13F,06/30/2019,15.1511
Stemline therapeutics inc,STML,"",1500000.0,22980000.0,0.190293,0.2065,67,-500000.0,-25.0,reduction,3.4121929,Q1 2019,HEALTH CARE,13F,06/30/2019,12.85
Sina corp,SINA,"",510000.0,21996000.0,0.182145,0.3094,68,-140000.0,-21.538462,reduction,0.7135861,Q2 2018,COMMUNICATIONS,13F,06/30/2019,59.24
Zealand pharma a/s adr,ZEAL,"",1000000.0,21550000.0,0.178451,0.1298,69,51300.0,5.4074,addition,3.1426776,Q3 2017,HEALTH CARE,13F,06/30/2019,18.0862
Invitae corp,NVTA,"",900000.0,21150000.0,0.175139,0.0565,70,600000.0,200.0,addition,0.9455768,Q1 2019,HEALTH CARE,13F,06/30/2019,23.4733
Cara therapeutics inc,CARA,"",951326.0,20454000.0,0.169376,,71,951326.0,,new,2.3765326,Q2 2019,HEALTH CARE,13F,06/30/2019,21.5
Voyager therapeutics inc,VYGR,"",750000.0,20415000.0,0.169053,0.1538,72,-250158.0,-25.011848,reduction,2.0308692,Q3 2017,HEALTH CARE,13F,06/30/2019,18.18
Chemocentryx  inc.,CCXI,"",2000000.0,18600000.0,0.154023,0.1674,73,500000.0,33.333333,addition,3.4453058,Q1 2018,HEALTH CARE,13F,06/30/2019,12.0857
Protagonist therapeutics inc,PTGX,"",1500000.0,18165000.0,0.150421,0.1808,74,-290000.0,-16.201117,reduction,5.7077626,Q4 2017,HEALTH CARE,13F,06/30/2019,13.9998
Avrobio inc,AVRO,"",1036147.0,16848000.0,0.139515,0.1595,75,136147.0,15.127444,addition,4.2904638,Q2 2018,HEALTH CARE,13F,06/30/2019,25.7573
Clovis oncology inc,CLVS,PRN,18750000.0,11684000.0,0.0967529,0.116,76,0.0,0.0,,N/A,Q4 2018,HEALTH CARE,13F,06/30/2019,
Nanostring technologies inc,NSTG,"",350000.0,10623000.0,0.087967,0.0769,77,-50000.0,-12.5,reduction,0.9875847,Q1 2019,HEALTH CARE,13F,06/30/2019,23.93
Eiger biopharmaceuticals inc,EIGR,"",1000000.0,10600000.0,0.0877766,,78,1000000.0,,new,4.0899796,Q2 2019,HEALTH CARE,13F,06/30/2019,10.6
Voya financial inc,VOYA,"",185000.0,10231000.0,0.0847209,0.0743,79,0.0,0.0,,0.1318039,Q1 2018,FINANCE,13F,06/30/2019,50.5
Veracyte inc,VCYT,"",350000.0,9979000.0,0.0826342,,80,350000.0,,new,0.7223942,Q2 2019,HEALTH CARE,13F,06/30/2019,28.51
Phasebio pharmaceuticals inc,PHAS,"",756961.0,9931000.0,0.0822367,,81,756961.0,,new,2.6374948,Q2 2019,HEALTH CARE,13F,06/30/2019,13.12
Twist bioscience corp,TWST,"",307055.0,8908000.0,0.0737654,,82,307055.0,,new,0.9430436,Q2 2019,HEALTH CARE,13F,06/30/2019,29.01
Savara inc,SVRA,"",3475000.0,8236000.0,0.0682007,0.1436,83,1050000.0,43.298969,addition,8.4344660,Q2 2017,HEALTH CARE,13F,06/30/2019,5.1161
Uniqure n.v.,QURE,"",100000.0,7815000.0,0.0647145,,84,100000.0,,new,0.2642008,Q2 2019,HEALTH CARE,13F,06/30/2019,78.15
Milestone pharmaceuticals inc,MIST,"",250000.0,6788000.0,0.0562101,,85,250000.0,,new,1.0208248,Q2 2019,HEALTH CARE,13F,06/30/2019,27.15
Cyclerion therapeutics inc,CYCN,"",544085.0,6230000.0,0.0515894,0.1005,86,-300000.0,-35.541444,reduction,1.9842633,Q1 2019,HEALTH CARE,13F,06/30/2019,21.03
Solarcity corp,SCTY,PRN,5500000.0,5304000.0,0.0439214,,87,5500000.0,,new,N/A,Q2 2019,ENERGY,13F,06/30/2019,
Personalis inc,PSNL,"",184932.0,5021000.0,0.0415779,,88,184932.0,,new,0.5940636,Q2 2019,HEALTH CARE,13F,06/30/2019,27.15
Pfenex inc,PFNX,"",600000.0,4044000.0,0.0334876,0.0298,89,0.0,0.0,,1.8987342,Q2 2018,HEALTH CARE,13F,06/30/2019,5.41
Sanofi contingent rights expires 12/31/20,GCVRZ,"",6827805.0,3550000.0,0.0293969,0.0247,90,0.0,0.0,,No Data,Q1 2016,HEALTH CARE,13F,06/30/2019,0.3174
Akero therapeutics inc,AKRO,"",150000.0,2873000.0,0.0237908,,91,150000.0,,new,0.5252101,Q2 2019,HEALTH CARE,13F,06/30/2019,19.15
Aptinyx inc,APTX,"",670000.0,2238000.0,0.0185324,0.0218,92,0.0,0.0,,1.9964243,Q2 2018,HEALTH CARE,13F,06/30/2019,24.6933
Gossamer bio inc,GOSS,"",100000.0,2218000.0,0.0183668,0.0658,93,-277852.0,-73.534611,reduction,0.1516760,Q1 2019,HEALTH CARE,13F,06/30/2019,21.67
Zafgen inc,ZFGN,"",1800000.0,2142000.0,0.0177375,0.0396,94,0.0,0.0,,4.8166979,Q2 2018,HEALTH CARE,13F,06/30/2019,9.9768
Assembly biosciences inc,ASMB,"",100000.0,1349000.0,0.0111708,0.0158,95,0.0,0.0,,0.3889537,Q3 2018,HEALTH CARE,13F,06/30/2019,35.0657
Adaptive biotechnologies corp,ADPT,"",25000.0,1208000.0,0.0100032,,96,25000.0,,new,0.0201142,Q2 2019,HEALTH CARE,13F,06/30/2019,48.3
Radius health inc,RDUS,PRN,1250000.0,1132000.0,0.00937387,0.0084,97,0.0,0.0,,N/A,Q1 2019,HEALTH CARE,13F,06/30/2019,
Occidental petroleum corp.,OXY,"",20000.0,1006000.0,0.00833049,,98,20000.0,,new,0.0026725,Q2 2019,ENERGY,13F,06/30/2019,50.28
Goldcorp inc.,GG,"",0.0,0.0,0.0,1.1915,99,-12960000.0,-100.0,soldall,N/A,Q1 2019,MATERIALS,13F,06/30/2019,11.44
Arris international plc,ARRS,"",0.0,0.0,0.0,0.9513,100,-3745000.0,-100.0,soldall,N/A,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,30.6158
Celgene corp.,CELG,"",0.0,0.0,0.0,6.3912,101,-8430000.0,-100.0,soldall,0.0000000,Q1 2019,HEALTH CARE,13F,06/30/2019,94.34
Walt disney co. (the),DIS,"",0.0,0.0,0.0,0.3926,102,-440000.0,-100.0,soldall,0.0000000,Q1 2019,COMMUNICATIONS,13F,06/30/2019,111.03
Bemis company inc.,BMS,"",0.0,0.0,0.0,0.141,103,-316160.0,-100.0,soldall,N/A,Q4 2017,MATERIALS,13F,06/30/2019,44.642
Spdr s&p 500 etf trust,SPY,CALL,0.0,0.0,0.0,2.6038,104,-1147000.0,-100.0,soldall,No Data,Q4 2018,FINANCE,13F,06/30/2019,
Gol linhas aereas inteligentes s.a. adr,GOL,"",0.0,0.0,0.0,0.0015,105,-14498.0,-100.0,soldall,0.0000000,Q1 2019,TRANSPORTS,13F,06/30/2019,13.05
Dynavax technologies corp,DVAX,"",0.0,0.0,0.0,0.0294,106,-500000.0,-100.0,soldall,0.0000000,Q2 2018,HEALTH CARE,13F,06/30/2019,12.4135
Clovis oncology inc,CLVS,"",0.0,0.0,0.0,0.1197,107,-600000.0,-100.0,soldall,0.0000000,Q4 2018,HEALTH CARE,13F,06/30/2019,17.96
Quotient ltd,QTNT,PRN,0.0,0.0,0.0,0.181,108,-2500000.0,-100.0,soldall,N/A,Q1 2019,HEALTH CARE,13F,06/30/2019,
Versum materials inc,VSM,"",0.0,0.0,0.0,0.0849,109,-210000.0,-100.0,soldall,0.0000000,Q1 2019,MATERIALS,13F,06/30/2019,50.31
Translate bio inc,TBIO,"",0.0,0.0,0.0,0.0082,110,-100000.0,-100.0,soldall,No Data,Q2 2018,HEALTH CARE,13F,06/30/2019,11.87
Dermtech ord shs,DMTK,"",1230770.0,,,,111,1230770.0,"",new,N/A,, ,13G,08/29/2019,
