Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Avantor inc,AVTR,"",2183735.0,41688000.0,0.2179,,16,2183735.0,,new,0.3838184,Q2 2019,HEALTH CARE,13F,06/30/2019,19.09
Danaher corp.,DHR,"",285000.0,40732000.0,0.2129,0.1605,17,34901.0,13.954874,addition,0.0397285,Q1 2019,HEALTH CARE,13F,06/30/2019,133.3548
Forty seven inc,FTSV,"",3816951.0,40460000.0,0.2115,0.2999,18,0.0,0.0,,9.0406229,Q4 2018,HEALTH CARE,13F,06/30/2019,15.72
Ranpak holdings corp,PACK,"",4525000.0,40046000.0,0.2093,,19,4525000.0,,new,N/A,Q2 2019, ,13F,06/30/2019,
Ellington residential mortgage reit,EARN,"",3103257.0,33391000.0,0.1745,0.1796,20,0.0,0.0,,24.6094925,Q2 2013,REAL ESTATE,13F,06/30/2019,16.6761
Vici properties inc,VICI,"",1500000.0,33060000.0,0.1728,,21,1500000.0,,new,0.3253726,Q2 2019,REAL ESTATE,13F,06/30/2019,22.04
Alexandria real estate equities  inc.,ARE,"",225000.0,31745000.0,0.1659,,22,225000.0,,new,0.1983777,Q2 2019,REAL ESTATE,13F,06/30/2019,141.09
Gritstone oncology inc,GRTS,"",2567445.0,28601000.0,0.1495,0.166,23,0.0,0.0,,7.1776489,Q4 2018,HEALTH CARE,13F,06/30/2019,15.45
Vanguard real estate etf,VNQ,CALL,300000.0,26220000.0,0.137,,24,300000.0,,new,No Data,Q2 2019,REAL ESTATE,13F,06/30/2019,
Wynn resorts ltd,WYNN,CALL,200000.0,24798000.0,0.1296,,25,200000.0,,new,N/A,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Ishares edge msci min vol usa etf,USMV,PUT,400000.0,24692000.0,0.129,,26,400000.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,
Avrobio inc,AVRO,"",1481162.0,24084000.0,0.1259,0.3176,27,-1481163.0,-50.000017,reduction,6.1331760,Q4 2018,HEALTH CARE,13F,06/30/2019,16.65
C&j energy services inc,CJ,"",2020635.0,23803000.0,0.1244,0.1525,28,0.0,0.0,,3.0601772,Q1 2017,ENERGY,13F,06/30/2019,
Eastman kodak co,KODK,"",8875211.0,21301000.0,0.1113,0.1277,29,0.0,0.0,,20.6016968,Q4 2013,INFORMATION TECHNOLOGY,13F,06/30/2019,9.1
Lululemon athletica inc.,LULU,"",110000.0,19823000.0,0.1036,0.0398,30,60000.0,120.0,addition,0.0844400,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,172.7827
Sientra inc,SIEN,"",2730765.0,16822000.0,0.0879,0.1139,31,0.0,0.0,,5.5402009,Q4 2018,HEALTH CARE,13F,06/30/2019,12.71
Pluralsight inc,PS,"",552000.0,16737000.0,0.0875,0.1503,32,-421800.0,-43.314849,reduction,0.3942294,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,29.1199
Americold realty trust,COLD,"",475700.0,15422000.0,0.0806,0.078,33,-50000.0,-9.511128,reduction,0.2481999,Q2 2018,INDUSTRIALS,13F,06/30/2019,27.3752
Pacific biosciences of california  inc.,PACB,"",2411556.0,14590000.0,0.0763,0.0848,34,0.0,0.0,,1.5764895,Q4 2012,HEALTH CARE,13F,06/30/2019,1.8453
American assets trust inc,AAT,"",275000.0,12958000.0,0.0677,,35,275000.0,,new,0.4604823,Q2 2019,REAL ESTATE,13F,06/30/2019,47.12
Chewy inc,CHWY,"",327500.0,11463000.0,0.0599,,36,327500.0,,new,0.0821626,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,35.0
Vaneck vect semiconductor etf,SMH,PUT,100000.0,11018000.0,0.0576,,37,100000.0,,new,No Data,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Entasis therapeutics holdings inc,ETTX,"",1623405.0,10471000.0,0.0547,0.0534,38,0.0,0.0,,12.3546804,Q4 2018,HEALTH CARE,13F,06/30/2019,4.07
Targa resources inc,TRGP,"",258302.0,10141000.0,0.053,0.0052,39,0.0,0.0,,0.1109640,Q3 2016,ENERGY,13F,06/30/2019,52.3787
Newmont goldcorp corp,NEM,PUT,250000.0,9618000.0,0.0503,,40,250000.0,,new,N/A,Q2 2019,MATERIALS,13F,06/30/2019,
Ctrip.com international ltd adr,CTRP,CALL,250000.0,9228000.0,0.0482,,41,250000.0,,new,N/A,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Avalara inc,AVLR,"",124967.0,9023000.0,0.0472,0.0271,42,25000.0,25.008253,addition,0.1655411,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,59.0729
Owens & minor  inc (holding co.),OMI,"",2589570.0,8287000.0,0.0433,,43,2589570.0,,new,4.1130400,Q2 2019,INDUSTRIALS,13F,06/30/2019,3.2
Evo payments inc,EVOP,"",250000.0,7883000.0,0.0412,0.0449,44,-67972.0,-21.376725,reduction,No Data,Q2 2018,FINANCE,13F,06/30/2019,21.7127
Parsons corp,PSN,"",200000.0,7372000.0,0.0385,,45,200000.0,,new,0.2011263,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,36.86
Discovery inc series c,DISCK,"",250000.0,7113000.0,0.0372,,46,250000.0,,new,0.0465012,Q2 2019,COMMUNICATIONS,13F,06/30/2019,28.45
Hutchison china meditech ltd adr,HCM,"",275000.0,6050000.0,0.0316,,47,275000.0,,new,0.2062088,Q2 2019,HEALTH CARE,13F,06/30/2019,22.0
Revolve group inc,RVLV,"",165000.0,5693000.0,0.0298,,48,165000.0,,new,0.2395818,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,34.5
Eldorado resorts inc,ERI,"",119430.0,5502000.0,0.0288,,49,119430.0,,new,0.1535682,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,46.07
Pennymac mortgage investment trust,PMT,"",250000.0,5458000.0,0.0285,,50,250000.0,,new,0.3180257,Q2 2019,REAL ESTATE,13F,06/30/2019,21.83
Venator materials plc,VNTR,"",1000000.0,5290000.0,0.0276,,51,1000000.0,,new,0.9398496,Q2 2019,MATERIALS,13F,06/30/2019,5.29
Avantor inc  6.25% series a mandatory convertible preferred,AVTR+A,"",80000.0,5290000.0,0.0276,,52,80000.0,,new,N/A,Q2 2019,HEALTH CARE,13F,06/30/2019,66.13
Redwood trust  inc.,RWT,"",319824.0,5287000.0,0.0276,0.0791,53,-687648.0,-68.2548,reduction,0.2853279,Q1 2019,REAL ESTATE,13F,06/30/2019,16.15
Virtu financial inc,VIRT,"",214484.0,4671000.0,0.0244,,54,214484.0,,new,0.1125251,Q2 2019,FINANCE,13F,06/30/2019,21.78
Interxion holding n.v.,INXN,"",58000.0,4413000.0,0.0231,,55,58000.0,,new,0.0758269,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,76.09
Levi strauss & co,LEVI,"",200000.0,4176000.0,0.0218,0.0229,56,0.0,0.0,,0.0509554,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,23.55
Essa pharma inc,EPIX,"",1668560.0,4088000.0,0.0214,0.0276,57,0.0,0.0,,11.3662125,Q4 2018,HEALTH CARE,13F,06/30/2019,2.1
Global blood therapeutics inc,GBT,"",75000.0,3945000.0,0.0206,,58,75000.0,,new,0.1249583,Q2 2019,HEALTH CARE,13F,06/30/2019,52.6
Spdr blackstone gso senior loan etf,SRLN,"",84175.0,3891000.0,0.0203,0.0368,59,-80000.0,-48.728491,reduction,No Data,Q1 2018,FINANCE,13F,06/30/2019,47.3297
Fiverr international ltd,FVRR,"",125000.0,3713000.0,0.0194,,60,125000.0,,new,0.4032258,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,29.7
Vbi vaccines inc,VBIV,"",2691042.0,3149000.0,0.0165,0.0245,61,0.0,0.0,,3.1091980,Q4 2018,MATERIALS,13F,06/30/2019,
Ranpak holdings corp,PACK/WS,"",2560000.0,2998000.0,0.0157,,62,2560000.0,,new,N/A,Q2 2019, ,13F,06/30/2019,
Apollo commercial real estate finance,ARI,"",150000.0,2759000.0,0.0144,,63,150000.0,,new,0.0977008,Q2 2019,REAL ESTATE,13F,06/30/2019,18.39
Crowdstrike holdings inc,CRWD,"",38900.0,2656000.0,0.0139,,64,38900.0,,new,0.0197773,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,68.29
Watford holdings ltd,WTRE,"",95143.0,2609000.0,0.0136,0.0078,65,35143.0,58.571667,addition,0.4193169,Q1 2019,FINANCE,13F,06/30/2019,26.9975
Cheniere energy inc,LNG,"",35604.0,2437000.0,0.0127,,66,35604.0,,new,0.0138656,Q2 2019,ENERGY,13F,06/30/2019,68.45
Arbor realty trust,ABR,"",200000.0,2424000.0,0.0127,,67,200000.0,,new,0.2119992,Q2 2019,REAL ESTATE,13F,06/30/2019,12.12
Franks international n.v.,FI,"",400000.0,2184000.0,0.0114,,68,400000.0,,new,0.1775095,Q2 2019,ENERGY,13F,06/30/2019,5.46
Natera inc,NTRA,"",75000.0,2069000.0,0.0108,,69,75000.0,,new,0.1069442,Q2 2019,HEALTH CARE,13F,06/30/2019,27.58
Newmont goldcorp corp,NEM,"",50000.0,1924000.0,0.0101,,70,50000.0,,new,0.0060984,Q2 2019,MATERIALS,13F,06/30/2019,38.47
Palomar holdings inc,PLMR,"",75000.0,1803000.0,0.0094,,71,75000.0,,new,0.3195569,Q2 2019,FINANCE,13F,06/30/2019,24.04
Realreal inc,REAL,"",62000.0,1792000.0,0.0094,,72,62000.0,,new,0.0726676,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,28.9
Amalgamated bank,AMAL,"",100000.0,1745000.0,0.0091,0.0114,73,-50000.0,-33.333333,reduction,No Data,Q3 2018,FINANCE,13F,06/30/2019,19.29
Tpg re finance trust inc,TRTX,"",87217.0,1682000.0,0.0088,0.0083,74,0.0,0.0,,0.1195736,Q3 2017,FINANCE,13F,06/30/2019,19.77
Catabasis pharmaceuticals inc,CATB,"",200819.0,1621000.0,0.0085,0.0077,75,0.0,0.0,,1.7282186,Q4 2018,HEALTH CARE,13F,06/30/2019,4.37
Tufin software technologies ltd,TUFN,"",62559.0,1620000.0,0.0085,,76,62559.0,,new,0.1928453,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,25.89
Montage resources corp,MR,"",227334.0,1387000.0,0.0072,0.0166,77,0.0,0.0,,0.0751418,Q1 2015,ENERGY,13F,06/30/2019,5.62
Sandridge energy inc,SD,"",172996.0,1197000.0,0.0063,0.0067,78,0.0,0.0,,0.4840403,Q4 2016,ENERGY,13F,06/30/2019,20.7322
Hovnanian enterprises inc. class a,HOV,"",135193.0,1027000.0,0.0054,0.0106,79,-63861.0,-32.082249,reduction,2.2759764,Q3 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,2.6264
Headhunter group plc,HHR,"",60000.0,975000.0,0.0051,,80,60000.0,,new,No Data,Q2 2019,COMMUNICATIONS,13F,06/30/2019,16.25
Adaptive biotechnologies corp,ADPT,"",19400.0,937000.0,0.0049,,81,19400.0,,new,0.0156087,Q2 2019,HEALTH CARE,13F,06/30/2019,48.3
Fs kkr capital corp,FSK,"",103289.0,616000.0,0.0032,0.0029,82,3050.0,3.042728,addition,0.0199192,Q2 2017,FINANCE,13F,06/30/2019,8.6801
Stoke therapeutics inc,STOK,"",20500.0,598000.0,0.0031,,83,20500.0,,new,0.0626528,Q2 2019,HEALTH CARE,13F,06/30/2019,29.17
Parker drilling co,PKD,"",25132.0,510000.0,0.0027,,84,25132.0,,new,0.2679318,Q2 2019,ENERGY,13F,06/30/2019,20.28
South plains financial inc,SPFI,"",25000.0,413000.0,0.0022,,85,25000.0,,new,0.1390434,Q2 2019,FINANCE,13F,06/30/2019,16.5
Transmedics group inc,TMDX,"",10000.0,290000.0,0.0015,,86,10000.0,,new,0.0473485,Q2 2019,HEALTH CARE,13F,06/30/2019,28.99
Nanthealth inc,NH,"",488429.0,257000.0,0.0013,0.0027,87,-108608.0,-18.191167,reduction,0.4414978,Q2 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,12.5
Ngm biopharmaceuticals inc,NGM,"",10000.0,146000.0,0.0008,,88,10000.0,,new,0.0151423,Q2 2019,HEALTH CARE,13F,06/30/2019,14.64
Prevail therapeutics inc,PRVL,"",5000.0,66000.0,0.0003,,89,5000.0,,new,0.0146972,Q2 2019,HEALTH CARE,13F,06/30/2019,13.2
First hawaiian inc,FHB,"",0.0,0.0,,0.1035,"",-817252.0,-100.0,soldall,0.0000000,Q2 2018,FINANCE,13F,06/30/2019,26.05
Assurant inc.,AIZ,"",0.0,0.0,,0.0833,"",-180600.0,-100.0,soldall,0.0000000,Q1 2019,FINANCE,13F,06/30/2019,94.91
One madison corporation,OMAD/U,"",0.0,0.0,,0.2075,"",-4000000.0,-100.0,soldall,N/A,Q1 2018, ,13F,06/30/2019,
Royal caribbean cruises ltd,RCL,"",0.0,0.0,,0.0779,"",-139800.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,114.62
Trine acquisition corp,TRNE/U,"",0.0,0.0,,0.0244,"",-500000.0,-100.0,soldall,N/A,Q1 2019, ,13F,06/30/2019,
Ishares north american tech-software etf,IGV,PUT,0.0,0.0,,0.1538,"",-150000.0,-100.0,soldall,No Data,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Up fintech holding ltd,TIGR,"",0.0,0.0,,0.0063,"",-100000.0,-100.0,soldall,0.0000000,Q1 2019,FINANCE,13F,06/30/2019,12.94
Legacy reserves lp,LGCYQ,PRN,0.0,0.0,,0.034,"",-20004000.0,-100.0,soldall,N/A,Q3 2018,ENERGY,13F,06/30/2019,
Spdr s&p regional banking etf,KRE,PUT,0.0,0.0,,0.0125,"",-50000.0,-100.0,soldall,No Data,Q1 2019,FINANCE,13F,06/30/2019,
Kosmos energy ltd,KOS,"",0.0,0.0,,0.8257,"",-27256941.0,-100.0,soldall,0.0000000,Q4 2011,ENERGY,13F,06/30/2019,12.26
Element solutions inc,ESI,"",0.0,0.0,,0.0442,"",-900000.0,-100.0,soldall,0.0000000,Q1 2019,MATERIALS,13F,06/30/2019,10.1
United therapeutics corp,UTHR,"",0.0,0.0,,0.0319,"",-55813.0,-100.0,soldall,0.0000000,Q1 2019,HEALTH CARE,13F,06/30/2019,117.37
Enviva partners lp,EVA,"",0.0,0.0,,0.0246,"",-157191.0,-100.0,soldall,No Data,Q1 2018,ENERGY,13F,06/30/2019,27.937
Nike inc.,NKE,PUT,0.0,0.0,,0.0614,"",-150000.0,-100.0,soldall,N/A,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Ishares russell 2000 etf,IWM,PUT,0.0,0.0,,0.1861,"",-250000.0,-100.0,soldall,No Data,Q1 2019,FINANCE,13F,06/30/2019,
Pagseguro digital ltd,PAGS,"",0.0,0.0,,0.0435,"",-300000.0,-100.0,soldall,0.0000000,Q1 2019,FINANCE,13F,06/30/2019,29.85
Equinix inc,EQIX,"",0.0,0.0,,0.1076,"",-48842.0,-100.0,soldall,0.0000000,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,453.16
Ceridian hcm holding inc,CDAY,"",0.0,0.0,,0.0249,"",-100000.0,-100.0,soldall,0.0000000,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,51.3
Mercadolibre inc,MELI,"",0.0,0.0,,0.0543,"",-22000.0,-100.0,soldall,0.0000000,Q1 2019,COMMUNICATIONS,13F,06/30/2019,507.73
Lyft inc,LYFT,"",0.0,0.0,,0.0459,"",-120500.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,78.29
Ishares preferred and income securities,PFF,PUT,0.0,0.0,,0.8418,"",-4736400.0,-100.0,soldall,No Data,Q1 2019,FINANCE,13F,06/30/2019,
Legacy reserves lp,LGCYQ,"",0.0,0.0,,0.0002,"",-100020.0,-100.0,soldall,0.0000000,Q3 2018,ENERGY,13F,06/30/2019,4.85
Two harbors investments corp,TWO,"",0.0,0.0,,0.0197,"",-300000.0,-100.0,soldall,0.0000000,Q1 2019,REAL ESTATE,13F,06/30/2019,13.53
Nanostring technologies inc,NSTG,"",0.0,0.0,,0.2369,"",-2036025.0,-100.0,soldall,0.0000000,Q4 2018,HEALTH CARE,13F,06/30/2019,14.83
Healthcare realty trust inc,HR,"",0.0,0.0,,0.0234,"",-150000.0,-100.0,soldall,0.0000000,Q1 2019,REAL ESTATE,13F,06/30/2019,32.11
Godaddy inc,GDDY,"",0.0,0.0,,0.1334,"",-365000.0,-100.0,soldall,0.0000000,Q1 2019,COMMUNICATIONS,13F,06/30/2019,75.19
Citrix systems inc.,CTXS,CALL,0.0,0.0,,0.2336,"",-482000.0,-100.0,soldall,N/A,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Univar solutions inc,UNVR,"",0.0,0.0,,0.035,"",-325000.0,-100.0,soldall,0.0000000,Q1 2019,MATERIALS,13F,06/30/2019,22.16
