Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Sea ltd adr,SE,"",6134122.0,203776000.0,1.25636,0.9986,25,-1129100.0,-15.545443,reduction,1.8756489,Q4 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,17.7499
World wrestling entertainment inc,WWE,"",2692308.0,194412000.0,1.19863,0.0797,26,2535217.0,1613.85248,addition,3.4227155,Q1 2019,COMMUNICATIONS,13F,06/30/2019,73.0601
Uber technologies inc,UBER,"",3001420.0,125199000.0,0.771902,,27,3001420.0,,new,0.1765541,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,46.38
Chewy inc,CHWY,"",3292923.0,115252000.0,0.710575,,28,3292923.0,,new,0.8261222,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,35.0
Coupa software inc,COUP,"",652824.0,82654000.0,0.509595,,29,652824.0,,new,1.0568626,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,126.61
Stoneco ltd,STNE,"",2528303.0,74787000.0,0.461092,0.4994,30,450000.0,21.652281,addition,0.9125142,Q4 2018,FINANCE,13F,06/30/2019,20.4228
Atlassian corp plc,TEAM,"",37900.0,4959000.0,0.0305742,,31,37900.0,,new,0.0320670,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,130.84
Csx corp,CSX,"",0.0,0.0,0.0,3.4983,32,-7998686.0,-100.0,soldall,0.0000000,Q1 2017,TRANSPORTS,13F,06/30/2019,55.2704
Constellation brands  inc.,STZ,"",0.0,0.0,0.0,5.0552,33,-4932455.0,-100.0,soldall,0.0000000,Q3 2015,CONSUMER STAPLES,13F,06/30/2019,152.4694
Alphabet inc. class c,GOOG,"",0.0,0.0,0.0,3.0481,34,-444419.0,-100.0,soldall,0.0000000,Q4 2017,COMMUNICATIONS,13F,06/30/2019,1173.31
Transunion,TRU,"",0.0,0.0,0.0,2.5144,35,-6435350.0,-100.0,soldall,0.0000000,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,45.9789
