Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Diamond eagle acquisition corp,DEACU,"",1000000.0,10060000.0,0.237,,98,1000000.0,,new,N/A,Q2 2019, ,13F,06/30/2019,
Target hospitality corp,TH,"",1100000.0,10010000.0,0.2358,0.2934,99,100000.0,10.0,addition,3.3846154,Q1 2018,FINANCE,13F,06/30/2019,9.7818
Dunkin brands group inc,DNKN,"",125000.0,9958000.0,0.2346,,100,125000.0,,new,0.1511122,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,79.66
Dupont de nemours inc,DD,"",132230.0,9927000.0,0.2339,,101,132230.0,,new,0.0056775,Q2 2019,MATERIALS,13F,06/30/2019,75.07
Vaneck vect semiconductor etf,SMH,"",90000.0,9916000.0,0.2336,,102,90000.0,,new,No Data,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,110.18
Weyerhaeuser corp.,WY,"",375000.0,9878000.0,0.2327,,103,375000.0,,new,0.0503403,Q2 2019,MATERIALS,13F,06/30/2019,26.34
Acamar partners acquisition corp,ACAM,"",1000000.0,9720000.0,0.229,,104,1000000.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,9.72
Take-two interactive software  inc.,TTWO,"",85000.0,9650000.0,0.2274,,105,85000.0,,new,0.0751016,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,113.53
Chewy inc,CHWY,"",275000.0,9625000.0,0.2268,,106,275000.0,,new,0.0689915,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,35.0
Cbs corp,CBS,"",190000.0,9481000.0,0.2234,,107,190000.0,,new,0.0507113,Q2 2019,COMMUNICATIONS,13F,06/30/2019,49.9
Tpg pace holdings corp,TPGH,"",900000.0,9360000.0,0.2205,0.2846,108,0.0,0.0,,1.6000000,Q3 2017,FINANCE,13F,06/30/2019,9.83
Five below inc,FIVE,"",75000.0,9002000.0,0.2121,,109,75000.0,,new,0.1340243,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,120.02
Sprint corp,S,PUT,1350000.0,8870000.0,0.209,,110,1350000.0,,new,N/A,Q2 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,
Diamondpeak holdings corp,DPHC,"",900000.0,8748000.0,0.2061,,111,900000.0,,new,3.2142857,Q2 2019,FINANCE,13F,06/30/2019,9.72
Weibo corp adr,WB,"",200000.0,8710000.0,0.2052,,112,200000.0,,new,0.0888731,Q2 2019,COMMUNICATIONS,13F,06/30/2019,43.55
Lions gate entertainment corp class a,LGF.A,"",700000.0,8575000.0,0.202,0.0237,113,650979.0,1327.959446,addition,0.3215139,Q4 2016,COMMUNICATIONS,13F,06/30/2019,13.3834
Ptc therapeutics inc,PTCT,"",190118.0,8555000.0,0.2016,0.1162,114,90118.0,90.118,addition,0.3088838,Q3 2016,HEALTH CARE,13F,06/30/2019,34.0732
Greenlane holdings inc,GNLN,"",882353.0,8462000.0,0.1994,,115,882353.0,,new,0.9408755,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,9.59
Golar lng ltd,GLNG,"",450000.0,8316000.0,0.1959,0.1895,116,159000.0,54.639175,addition,0.4442251,Q4 2018,ENERGY,13F,06/30/2019,20.2795
Luckin coffee inc,LK,"",400000.0,7796000.0,0.1837,,117,400000.0,,new,0.1699380,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,19.49
General motors co,GM,CALL,200000.0,7706000.0,0.1816,,118,200000.0,,new,N/A,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Citigroup  inc.,C,"",110000.0,7703000.0,0.1815,0.2114,119,0.0,0.0,,0.0048693,Q3 2017,FINANCE,13F,06/30/2019,68.4055
Haymaker acquisition corp ii units,HYACU,"",750000.0,7680000.0,0.1809,,120,750000.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,10.21
Snap inc class a,SNAP,"",521649.0,7460000.0,0.1758,0.5445,121,-1078351.0,-67.396938,reduction,0.0378207,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,11.02
Boeing company,BA,"",20000.0,7280000.0,0.1715,0.2945,122,-5000.0,-20.0,reduction,0.0035542,Q4 2018,INDUSTRIALS,13F,06/30/2019,351.96
Churchill capital corp ii,CCX.UN,"",700000.0,7105000.0,0.1674,,123,700000.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,10.15
Allegheny technologies inc,ATI,"",280000.0,7056000.0,0.1662,,124,280000.0,,new,0.2220812,Q2 2019,MATERIALS,13F,06/30/2019,25.2
Acadia pharmaceuticals inc,ACAD,"",263326.0,7039000.0,0.1658,0.2549,125,-44124.0,-14.351602,reduction,0.1822451,Q1 2019,HEALTH CARE,13F,06/30/2019,26.85
Spartan energy acquisition corp,SPAQ,"",700000.0,7000000.0,0.1649,0.2125,126,0.0,0.0,,1.0144928,Q4 2018,FINANCE,13F,06/30/2019,9.63
Lilly (eli) & co.,LLY,"",63176.0,6999000.0,0.1649,0.3242,127,-17729.0,-21.913355,reduction,0.0065438,Q4 2018,HEALTH CARE,13F,06/30/2019,121.715
Capri holdings ltd,CPRI,"",200000.0,6936000.0,0.1634,,128,200000.0,,new,0.1339405,Q2 2019,INDUSTRIALS,13F,06/30/2019,34.68
Iamgold corp,IAG,"",2026694.0,6850000.0,0.1614,,129,2026694.0,,new,0.4330728,Q2 2019,MATERIALS,13F,06/30/2019,3.38
Rmg acquisition corp,RMG,"",700000.0,6839000.0,0.1611,,130,700000.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,9.77
Canadian pacific railway ltd. (2001),CP,"",28940.0,6808000.0,0.1604,,131,28940.0,,new,0.0208097,Q4 2013,TRANSPORTS,13F,06/30/2019,235.24
Deere & co.,DE,"",40000.0,6628000.0,0.1562,,132,40000.0,,new,0.0126183,Q2 2018,INDUSTRIALS,13F,06/30/2019,165.71
Lennar corp. class b,LEN.B,"",170000.0,6547000.0,0.1543,0.2249,133,-16150.0,-8.675799,reduction,0.0527704,Q1 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,43.1742
Ollies bargain outlet holdings inc,OLLI,"",75000.0,6533000.0,0.1539,,134,75000.0,,new,0.1181474,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,87.11
Ingevity corp,NGVT,"",62104.0,6531000.0,0.1539,,135,62104.0,,new,0.1483612,Q2 2019,MATERIALS,13F,06/30/2019,105.17
Godaddy inc,GDDY,"",90000.0,6314000.0,0.1488,0.209,136,0.0,0.0,,0.0504145,Q1 2019,COMMUNICATIONS,13F,06/30/2019,75.19
Barrick gold corp,GOLD,"",400000.0,6308000.0,0.1486,0.5081,137,-800000.0,-66.666667,reduction,0.0225012,Q1 2019,MATERIALS,13F,06/30/2019,13.71
Splunk inc,SPLK,"",50000.0,6288000.0,0.1482,0.3655,138,-45000.0,-47.368421,reduction,0.0332956,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,124.6
Timken (roller bearing axle) co.,TKR,"",120000.0,6161000.0,0.1452,,139,120000.0,,new,0.1578117,Q2 2019,INDUSTRIALS,13F,06/30/2019,51.34
Twilio inc,TWLO,"",45000.0,6136000.0,0.1446,0.3989,140,-55000.0,-55.0,reduction,0.0331150,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,129.18
Crown holdings inc. (crown cork & seal),CCK,"",100000.0,6110000.0,0.144,,141,100000.0,,new,0.0737844,Q2 2019,MATERIALS,13F,06/30/2019,61.1
Fmc corp. (food machinery & chemical corp.),FMC,"",72936.0,6050000.0,0.1425,,142,72936.0,,new,0.0559197,Q3 2018,MATERIALS,13F,06/30/2019,82.95
Union pacific corp.,UNP,"",35000.0,5919000.0,0.1395,0.3098,143,-25000.0,-41.666667,reduction,0.0049679,Q1 2018,TRANSPORTS,13F,06/30/2019,164.6508
Scorpio tankers inc,STNG,"",200000.0,5904000.0,0.1391,0.1225,144,0.0,0.0,,0.3891051,Q1 2017,TRANSPORTS,13F,06/30/2019,34.5475
Eastman chemical co.,EMN,"",75000.0,5837000.0,0.1375,,145,75000.0,,new,0.0547485,Q2 2019,MATERIALS,13F,06/30/2019,77.83
Crowdstrike holdings inc,CRWD,"",85000.0,5805000.0,0.1368,,146,85000.0,,new,0.0432152,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,68.29
Wpx energy inc,WPX,"",500000.0,5755000.0,0.1356,0.0931,147,270000.0,117.391304,addition,0.1183712,Q1 2017,ENERGY,13F,06/30/2019,11.806
Ingersoll-rand co. ltd.,IR,PUT,45000.0,5700000.0,0.1343,,148,45000.0,,new,N/A,Q2 2019,INDUSTRIALS,13F,06/30/2019,
Yamana gold inc.,AUY,"",2250000.0,5670000.0,0.1336,,149,2250000.0,,new,0.2367374,Q2 2019,MATERIALS,13F,06/30/2019,2.52
Tyson foods  inc.,TSN,"",70000.0,5652000.0,0.1332,0.2358,150,-40000.0,-36.363636,reduction,0.0191944,Q1 2019,CONSUMER STAPLES,13F,06/30/2019,69.43
Spdr s&p oil & gas exploration & production etf,XOP,CALL,200000.0,5450000.0,0.1284,,151,200000.0,,new,No Data,Q2 2019,ENERGY,13F,06/30/2019,
Teck resources ltd,TECK,"",234206.0,5401000.0,0.1273,0.9732,152,-1125302.0,-82.772738,reduction,0.0425914,Q3 2018,MATERIALS,13F,06/30/2019,23.2308
Marathon oil corp. (1901) (old u.s. steel),MRO,"",375000.0,5329000.0,0.1256,0.0516,153,275000.0,275.0,addition,0.0466395,Q2 2018,ENERGY,13F,06/30/2019,16.2954
Social capital hedosophia holdings corp,IPOA,"",500000.0,5215000.0,0.1229,0.1573,154,0.0,0.0,,0.5797101,Q4 2017,FINANCE,13F,06/30/2019,10.09
Servicenow inc,NOW,"",18808.0,5164000.0,0.1217,,155,18808.0,,new,0.0100309,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,274.57
Iaa inc,IAA,"",132149.0,5125000.0,0.1208,,156,132149.0,,new,0.0990028,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,38.78
Bristol-myers squibb co,BMY,"",112915.0,5121000.0,0.1207,0.2435,157,-52337.0,-31.671024,reduction,0.0069029,Q4 2018,HEALTH CARE,13F,06/30/2019,51.98
Far point acquisition corp,FPAC,"",500000.0,5095000.0,0.12,0.1536,158,0.0,0.0,,0.6324311,Q3 2018,FINANCE,13F,06/30/2019,9.633
Sentinel energy services inc,STNL,"",500000.0,5075000.0,0.1196,0.1556,159,0.0,0.0,,No Data,Q4 2017,FINANCE,13F,06/30/2019,
Spdr gold trust,GLD,"",38100.0,5075000.0,0.1196,,160,38100.0,,new,No Data,Q2 2019,MATERIALS,13F,06/30/2019,133.2
