Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Waste management  inc.,WM,"",4069937.0,469549000.0,0.5239,0.4457,28,27195.0,0.672687,addition,0.9593704,Q3 2005,INDUSTRIALS,13F,06/30/2019,64.4804
International business machines corp,IBM,"",3383612.0,466600000.0,0.5206,0.5361,29,-215404.0,-5.98508,reduction,0.3819492,Q1 2004,INFORMATION TECHNOLOGY,13F,06/30/2019,153.4286
Oracle corp,ORCL,"",8161651.0,464970000.0,0.5188,0.4172,30,797079.0,10.823154,addition,0.2446670,Q1 2003,INFORMATION TECHNOLOGY,13F,06/30/2019,47.711
Pepsico inc. (loft  inc.),PEP,"",3484704.0,456949000.0,0.5099,0.355,31,754455.0,27.633194,addition,0.2498999,Q1 2004,CONSUMER STAPLES,13F,06/30/2019,108.4585
Huntington ingalls industries inc,HII,"",1977854.0,443019000.0,0.4943,0.4091,32,114894.0,6.167282,addition,4.7601781,Q2 2011,INDUSTRIALS,13F,06/30/2019,158.8107
Cadence design systems  inc.,CDNS,"",6280165.0,440805000.0,0.4918,0.2816,33,2072953.0,49.271418,addition,2.2417152,Q2 2007,INFORMATION TECHNOLOGY,13F,06/30/2019,48.6562
Iqvia holdings inc,IQV,"",2804007.0,439332000.0,0.4902,0.5516,34,-838786.0,-23.025903,reduction,1.4313461,Q1 2014,HEALTH CARE,13F,06/30/2019,105.2246
Micron technology  inc.,MU,"",11381149.0,435215000.0,0.4856,0.8446,35,-8035904.0,-41.385807,reduction,1.0310880,Q1 2009,INFORMATION TECHNOLOGY,13F,06/30/2019,38.5211
Spirit aerosystems holdings inc. class a,SPR,"",5376020.0,431748000.0,0.4817,0.4519,36,721914.0,15.511336,addition,5.1947241,Q4 2013,INDUSTRIALS,13F,06/30/2019,63.235
Medtronic plc,MDT,"",4419679.0,429946000.0,0.4797,0.4555,37,-339862.0,-7.140647,reduction,0.3295415,Q3 2007,HEALTH CARE,13F,06/30/2019,88.039
Nike inc.,NKE,"",4888478.0,410388000.0,0.4579,0.543,38,-1190015.0,-19.577468,reduction,0.3119860,Q3 2010,CONSUMER DISCRETIONARY,13F,06/30/2019,77.5091
Consolidated edison co. of new york inc. (consolidated gas co. of new york),ED,"",4641560.0,406276000.0,0.4533,0.6179,39,-2241239.0,-32.562901,reduction,1.3974709,Q2 2010,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,73.1711
Akamai technologies inc.,AKAM,"",5061401.0,402178000.0,0.4487,0.3331,40,664795.0,15.120641,addition,3.0678876,Q3 2009,COMMUNICATIONS,13F,06/30/2019,68.5592
Cummins inc,CMI,"",2366771.0,400387000.0,0.4467,0.1441,41,1502462.0,173.833895,addition,1.4999499,Q3 2003,INDUSTRIALS,13F,06/30/2019,159.4464
Hca healthcare inc,HCA,"",2952398.0,394795000.0,0.4405,0.4892,42,-602920.0,-16.958258,reduction,0.8658566,Q1 2012,HEALTH CARE,13F,06/30/2019,126.5918
Danaher corp.,DHR,"",2751355.0,389070000.0,0.4341,0.3617,43,139273.0,5.331877,addition,0.3835336,Q1 2013,HEALTH CARE,13F,06/30/2019,97.5915
Estee lauder companies inc.,EL,"",2105449.0,384265000.0,0.4288,0.3967,44,-170127.0,-7.476217,reduction,0.5836149,Q1 2010,CONSUMER STAPLES,13F,06/30/2019,133.4958
Tyson foods  inc.,TSN,"",4800159.0,383052000.0,0.4274,0.3988,45,-662988.0,-12.135643,reduction,1.3162299,Q4 2001,CONSUMER STAPLES,13F,06/30/2019,69.9444
Boeing company,BA,"",1046820.0,381054000.0,0.4252,0.5362,46,-278379.0,-21.006581,reduction,0.1860319,Q1 2004,INDUSTRIALS,13F,06/30/2019,207.8173
Applied materials inc.,AMAT,"",8459335.0,379909000.0,0.4239,0.2382,47,2797005.0,49.396715,addition,0.9036689,Q1 2011,INFORMATION TECHNOLOGY,13F,06/30/2019,39.6812
Honeywell international inc. (allied chemical and dye - allied signal),HON,"",2129040.0,371176000.0,0.4141,0.3245,48,193971.0,10.023984,addition,0.2959014,Q1 2004,INDUSTRIALS,13F,06/30/2019,134.0487
Gilead sciences inc.,GILD,"",5418293.0,363134000.0,0.4052,0.6177,49,-3538186.0,-39.504207,reduction,0.4278298,Q3 2011,HEALTH CARE,13F,06/30/2019,78.0325
Robert half international  inc.,RHI,"",6415054.0,362707000.0,0.4047,0.4613,50,-257802.0,-3.863443,reduction,5.4568340,Q1 2011,INDUSTRIALS,13F,06/30/2019,54.268
Philip morris international inc,PM,"",4619770.0,360204000.0,0.4019,0.276,51,1663264.0,56.257758,addition,0.2969309,Q2 2008,CONSUMER STAPLES,13F,06/30/2019,82.9011
Wells fargo & co.  (northwest bancorporation),WFC,"",7564725.0,357963000.0,0.3994,0.1227,52,5171498.0,216.088904,addition,0.1716872,Q1 2004,FINANCE,13F,06/30/2019,48.391
Hp inc,HPQ,"",17101774.0,355546000.0,0.3967,0.3848,53,-1695139.0,-9.018178,reduction,1.1353573,Q1 2004,INFORMATION TECHNOLOGY,13F,06/30/2019,19.4509
Unitedhealth group inc.,UNH,"",1467392.0,351000000.0,0.3916,0.4385,54,-226491.0,-13.371112,reduction,0.1548405,Q4 2002,HEALTH CARE,13F,06/30/2019,135.2876
Bristol-myers squibb co,BMY,"",7680121.0,347449000.0,0.3877,0.4242,55,-820972.0,-9.657252,reduction,0.4695111,Q1 2004,HEALTH CARE,13F,06/30/2019,56.6411
Taiwan semiconductor manufacturing co ltd adr,TSM,"",8741205.0,342393000.0,0.382,0.3484,56,722637.0,9.012046,addition,0.1685513,Q3 2009,INFORMATION TECHNOLOGY,13F,06/30/2019,28.0741
American electric power co. (american gas & electric),AEP,"",3835199.0,337536000.0,0.3766,0.2584,57,926783.0,31.865558,addition,0.7766705,Q3 2011,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,76.0502
Comcast corp.  class a,CMCSA,"",8011351.0,336637000.0,0.3756,0.3312,58,153711.0,1.956198,addition,0.1762681,Q3 2008,COMMUNICATIONS,13F,06/30/2019,34.3385
Fortinet inc,FTNT,"",4339730.0,332640000.0,0.3712,0.3361,59,536513.0,14.106821,addition,2.5380022,Q4 2010,INFORMATION TECHNOLOGY,13F,06/30/2019,68.6848
Eaton corp.,ETN,"",3988837.0,331074000.0,0.3694,0.2102,60,1524042.0,61.832404,addition,0.9497231,Q4 2014,CONSUMER DISCRETIONARY,13F,06/30/2019,77.6514
Best buy co.  inc.,BBY,"",4797656.0,330991000.0,0.3693,0.2572,61,1385457.0,40.603054,addition,1.7966058,Q2 2009,CONSUMER DISCRETIONARY,13F,06/30/2019,52.7006
Cdw corp.,CDW,"",2996776.0,330185000.0,0.3684,0.3481,62,-421454.0,-12.329597,reduction,2.0707407,Q1 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,78.703
Booking holdings inc. (priceline),BKNG,"",178091.0,330003000.0,0.3682,0.3381,63,-4643.0,-2.540852,reduction,0.3630065,Q1 2010,CONSUMER DISCRETIONARY,13F,06/30/2019,1874.9413
Lululemon athletica inc.,LULU,"",1812299.0,324420000.0,0.362,0.4184,64,-594569.0,-24.703017,reduction,1.3911868,Q3 2009,CONSUMER DISCRETIONARY,13F,06/30/2019,109.1007
Humana  inc.,HUM,"",1232325.0,322573000.0,0.3599,0.6482,65,-1091216.0,-46.963492,reduction,0.9122252,Q4 2001,HEALTH CARE,13F,06/30/2019,239.4507
Starbucks corp.,SBUX,"",3846298.0,322436000.0,0.3598,0.288,66,194009.0,5.311984,addition,0.3213282,Q1 2010,CONSUMER DISCRETIONARY,13F,06/30/2019,71.1529
F5 networks inc,FFIV,"",2234162.0,321474000.0,0.3587,0.3176,67,326237.0,17.099047,addition,3.7155530,Q3 2010,INFORMATION TECHNOLOGY,13F,06/30/2019,159.3177
Tjx companies inc.,TJX,"",6016656.0,318161000.0,0.355,0.405,68,-1169522.0,-16.274604,reduction,0.4961495,Q4 2005,CONSUMER DISCRETIONARY,13F,06/30/2019,60.071
Charles river laboratories international inc,CRL,"",2239921.0,317845000.0,0.3546,0.3194,69,157160.0,7.545753,addition,4.5890617,Q2 2011,HEALTH CARE,13F,06/30/2019,95.0213
Texas instruments  inc.,TXN,"",2750730.0,315674000.0,0.3522,0.3691,70,-529310.0,-16.137303,reduction,0.2946306,Q1 2013,INFORMATION TECHNOLOGY,13F,06/30/2019,84.3428
Xilinx  inc,XLNX,"",2676058.0,315561000.0,0.3521,0.2431,71,869096.0,48.097082,addition,1.0593634,Q3 2011,INFORMATION TECHNOLOGY,13F,06/30/2019,106.6023
Everest re group ltd.,RE,"",1272631.0,312571000.0,0.3488,0.2852,72,24532.0,1.965549,addition,3.1237874,Q4 2014,FINANCE,13F,06/30/2019,207.5638
Amgen  inc.,AMGN,"",1694402.0,312244000.0,0.3484,0.5569,73,-1068591.0,-38.675125,reduction,0.2825416,Q2 2005,HEALTH CARE,13F,06/30/2019,179.9227
Veeva systems inc,VEEV,"",1958283.0,311054000.0,0.3471,0.1856,74,569097.0,40.966221,addition,1.3297230,Q3 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,132.1751
Viacom inc.  class b,VIAB,"",10430078.0,307218000.0,0.3428,0.312,75,-250075.0,-2.341493,reduction,2.5856065,Q2 2007,COMMUNICATIONS,13F,06/30/2019,29.0429
Home depot  inc. (the),HD,"",1475677.0,306897000.0,0.3424,0.3638,76,-311561.0,-17.432541,reduction,0.1341171,Q4 2003,CONSUMER DISCRETIONARY,13F,06/30/2019,133.6436
Monster beverage corp.,MNST,"",4795737.0,306112000.0,0.3416,0.1976,77,1345673.0,39.004291,addition,0.8801455,Q3 2009,CONSUMER STAPLES,13F,06/30/2019,56.9585
Conocophillips (phillips petroleum),COP,"",5001724.0,305106000.0,0.3404,0.5219,78,-2369987.0,-32.149755,reduction,0.4505489,Q4 2002,ENERGY,13F,06/30/2019,72.1811
Foot locker inc. (f. w. woolworth),FL,"",7277992.0,304803000.0,0.3401,0.408,79,878954.0,13.735721,addition,6.6344503,Q4 2001,CONSUMER DISCRETIONARY,13F,06/30/2019,48.9898
Metlife inc.,MET,"",6133536.0,304653000.0,0.3399,0.2098,80,1488231.0,32.037315,addition,0.6549774,Q3 2011,FINANCE,13F,06/30/2019,44.0311
Baxter international inc.,BAX,"",3627140.0,295611000.0,0.3298,0.3466,81,-424680.0,-10.481216,reduction,0.7104238,Q2 2007,HEALTH CARE,13F,06/30/2019,50.4615
Lam research corp.,LRCX,"",1571906.0,295267000.0,0.3295,0.2467,82,267189.0,20.478694,addition,1.0853456,Q3 2010,INFORMATION TECHNOLOGY,13F,06/30/2019,159.6993
Accenture plc,ACN,"",1591441.0,294050000.0,0.3281,0.2892,83,42986.0,2.776057,addition,0.2368357,Q4 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,134.2821
Exelixis inc,EXEL,"",13692954.0,292618000.0,0.3265,0.4003,84,-2159602.0,-13.623052,reduction,4.5204694,Q3 2015,HEALTH CARE,13F,06/30/2019,21.8328
Verisign inc.,VRSN,"",1406387.0,290194000.0,0.3238,0.1732,85,506936.0,56.360602,addition,1.1881279,Q2 2010,COMMUNICATIONS,13F,06/30/2019,154.5348
Darden restaurants inc,DRI,"",2378462.0,288769000.0,0.3222,0.3414,86,-271102.0,-10.231948,reduction,1.9324521,Q2 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,75.817
Skyworks solutions  inc.,SWKS,"",3708676.0,286347000.0,0.3195,0.2544,87,775470.0,26.437625,addition,2.1599744,Q1 2009,INFORMATION TECHNOLOGY,13F,06/30/2019,91.0552
Southwest airlines co.,LUV,"",5547705.0,281712000.0,0.3143,0.1996,88,1865500.0,50.662579,addition,1.0320928,Q1 2010,TRANSPORTS,13F,06/30/2019,45.0308
Mckesson corp.,MCK,"",2100440.0,280240000.0,0.3127,0.3599,89,-820579.0,-28.092217,reduction,1.1359870,Q3 2002,HEALTH CARE,13F,06/30/2019,133.1113
Pinnacle west capital corp,PNW,"",2900739.0,272931000.0,0.3045,0.2363,90,565847.0,24.234397,addition,2.5830267,Q2 2009,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,81.0571
Ameren corporation,AEE,"",3606197.0,270862000.0,0.3022,0.3004,91,-254015.0,-6.580338,reduction,1.4671265,Q1 2010,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,55.5895
Costco co.,COST,"",1018749.0,269214000.0,0.3004,0.434,92,-679634.0,-40.016533,reduction,0.2319345,Q2 2011,CONSUMER STAPLES,13F,06/30/2019,212.9964
Ishares russell 2000 etf,IWM,PUT,1722600.0,267864000.0,0.2989,0.0639,93,1329100.0,337.763659,addition,No Data,Q1 2019,FINANCE,13F,06/30/2019,
Ishares russell 2000 etf,IWM,CALL,1722600.0,267864000.0,0.2989,0.0639,94,1329100.0,337.763659,addition,No Data,Q1 2019,FINANCE,13F,06/30/2019,
Pultegroup inc,PHM,"",8405551.0,265783000.0,0.2966,0.2199,95,990999.0,13.365595,addition,3.0652582,Q3 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,27.3895
Infosys ltd adr,INFY,"",24398988.0,261069000.0,0.2913,0.2315,96,4433640.0,22.206675,addition,0.5712176,Q1 2010,INFORMATION TECHNOLOGY,13F,06/30/2019,11.4413
Xerox corp. (haloid co.),XRX,"",7337000.0,258262000.0,0.2882,0.2048,97,1300415.0,21.54223,addition,3.2662601,Q4 2011,INFORMATION TECHNOLOGY,13F,06/30/2019,32.5865
Tripadvisor inc,TRIP,"",5527639.0,255266000.0,0.2848,0.2184,98,1526024.0,38.135203,addition,3.9681543,Q4 2011,CONSUMER DISCRETIONARY,13F,06/30/2019,49.8253
Manpowergroup inc.,MAN,"",2645579.0,254108000.0,0.2835,0.2144,99,201806.0,8.257968,addition,4.4210879,Q4 2005,INDUSTRIALS,13F,06/30/2019,82.9871
Lyondellbasell industries nv,LYB,"",2944986.0,253652000.0,0.283,0.3966,100,-1525973.0,-34.130776,reduction,0.8784447,Q4 2014,MATERIALS,13F,06/30/2019,95.3092
Colgate-palmolive co.,CL,"",3485442.0,249801000.0,0.2787,0.1642,101,1195074.0,52.178253,addition,0.4062239,Q1 2008,CONSUMER STAPLES,13F,06/30/2019,69.1677
Progressive corp.,PGR,"",3095221.0,247401000.0,0.276,0.2062,102,399619.0,14.824852,addition,0.5294144,Q2 2010,FINANCE,13F,06/30/2019,54.1108
Hollyfrontier corp,HFC,"",5302713.0,243182000.0,0.2713,0.6155,103,-6473604.0,-54.97138,reduction,3.2219668,Q3 2011,ENERGY,13F,06/30/2019,59.9471
Visa inc,V,"",1374904.0,238615000.0,0.2662,0.2009,104,162602.0,13.412665,addition,0.0693027,Q2 2008,FINANCE,13F,06/30/2019,113.0024
Autozone inc.,AZO,"",216377.0,237657000.0,0.2652,0.2203,105,13597.0,6.705296,addition,0.8820913,Q3 2005,CONSUMER DISCRETIONARY,13F,06/30/2019,773.1303
Jpmorgan chase & co. (chemical bank),JPM,"",2122492.0,237295000.0,0.2648,0.2707,106,-407348.0,-16.10173,reduction,0.0663799,Q4 2003,FINANCE,13F,06/30/2019,75.3822
Kimberly-clark corp.,KMB,"",1778692.0,237064000.0,0.2645,0.1282,107,803121.0,82.323173,addition,0.5168513,Q1 2004,CONSUMER STAPLES,13F,06/30/2019,123.7897
Deckers outdoor corp,DECK,"",1323270.0,232585000.0,0.2595,0.2321,108,-165219.0,-11.09978,reduction,4.5819598,Q2 2009,CONSUMER DISCRETIONARY,13F,06/30/2019,96.4564
Ebay inc.,EBAY,"",5796481.0,227686000.0,0.254,0.1811,109,1168201.0,25.2405,addition,0.6910774,Q4 2010,CONSUMER DISCRETIONARY,13F,06/30/2019,31.7741
Travelers companies  inc. (the) (st. paul fire and marine insurance),TRV,"",1521527.0,227499000.0,0.2538,0.1713,110,344032.0,29.217279,addition,0.5843262,Q4 2005,FINANCE,13F,06/30/2019,112.0289
Athene holding ltd class a,ATH,"",5305711.0,225970000.0,0.2521,0.2027,111,613278.0,13.06951,addition,2.8283549,Q1 2018,FINANCE,13F,06/30/2019,42.9535
Walt disney co. (the),DIS,"",1622869.0,225221000.0,0.2513,0.2229,112,-276673.0,-14.565248,reduction,0.0900903,Q4 2003,COMMUNICATIONS,13F,06/30/2019,106.1865
Kroger co.,KR,"",10367969.0,224362000.0,0.2503,0.3785,113,-4142194.0,-28.546847,reduction,1.2979430,Q3 2005,CONSUMER STAPLES,13F,06/30/2019,28.634
Altria group  inc. (philip morris),MO,"",4727202.0,223833000.0,0.2497,0.164,114,2010023.0,73.974626,addition,0.2530487,Q1 2004,CONSUMER STAPLES,13F,06/30/2019,50.7771
Raytheon co.,RTN,"",1253610.0,217977000.0,0.2432,0.573,115,-1721867.0,-57.868604,reduction,0.4501454,Q4 2004,INDUSTRIALS,13F,06/30/2019,154.0495
Keysight technologies inc,KEYS,"",2498538.0,216573000.0,0.2416,0.267,116,-401501.0,-13.844676,reduction,1.3278089,Q4 2014,HEALTH CARE,13F,06/30/2019,71.7561
Dte energy co. (detroit edison),DTE,"",1682517.0,215160000.0,0.2401,0.1948,117,203167.0,13.733532,addition,0.9179034,Q4 2005,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,103.858
Vmware inc,VMW,"",1284543.0,214789000.0,0.2397,0.2134,118,157630.0,13.98777,addition,0.3139080,Q3 2010,INFORMATION TECHNOLOGY,13F,06/30/2019,114.4313
Mylan nv,MYL,"",11247227.0,213473000.0,0.2382,0.3048,119,1111009.0,10.960784,addition,2.1802444,Q3 2011,HEALTH CARE,13F,06/30/2019,29.2617
Abbvie inc,ABBV,"",2937272.0,211571000.0,0.2361,0.4246,120,-2039418.0,-40.979406,reduction,0.1986684,Q1 2013,HEALTH CARE,13F,06/30/2019,86.0404
Ralph lauren corp. class a,RL,"",1844624.0,209531000.0,0.2338,0.2635,121,-71004.0,-3.706565,reduction,2.3887905,Q2 2009,CONSUMER DISCRETIONARY,13F,06/30/2019,123.9927
Cme group inc,CME,"",1065884.0,206835000.0,0.2308,0.244,122,-342518.0,-24.319619,reduction,0.2976581,Q3 2007,FINANCE,13F,06/30/2019,148.4461
Target corp.,TGT,"",2362331.0,204601000.0,0.2283,0.1294,123,842348.0,55.418251,addition,0.4610956,Q1 2010,CONSUMER DISCRETIONARY,13F,06/30/2019,80.9102
Teledyne technologies  inc.,TDY,"",734943.0,197259000.0,0.2201,0.1685,124,58582.0,8.661351,addition,2.0201842,Q4 2006,INDUSTRIALS,13F,06/30/2019,224.9348
Agilent technologies inc,A,"",2640646.0,197177000.0,0.22,0.2348,125,-112823.0,-4.097486,reduction,0.8356739,Q2 2010,INFORMATION TECHNOLOGY,13F,06/30/2019,54.0255
Cerner corp.,CERN,"",2714579.0,195721000.0,0.2184,0.0614,126,1695766.0,166.445265,addition,0.8525956,Q1 2011,HEALTH CARE,13F,06/30/2019,67.7147
Tech data corp.,TECD,"",1905999.0,195460000.0,0.2181,0.2176,127,-112862.0,-5.59038,reduction,5.2233461,Q4 2001,INFORMATION TECHNOLOGY,13F,06/30/2019,78.5833
Ishares russell 3000 etf,IWV,"",1132641.0,195222000.0,0.2178,0.2555,128,-312206.0,-21.608239,reduction,No Data,Q3 2015,FINANCE,13F,06/30/2019,118.2679
Pra health sciences inc,PRAH,"",2028713.0,194655000.0,0.2172,0.2112,129,203570.0,11.153647,addition,3.0794065,Q4 2015,HEALTH CARE,13F,06/30/2019,102.4464
Public service enterprise group inc,PEG,"",3282990.0,193105000.0,0.2155,0.3407,130,-2160826.0,-39.693223,reduction,0.6492742,Q4 2007,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,46.7587
Reinsurance group of america inc,RGA,"",1223121.0,190097000.0,0.2121,0.1972,131,-88299.0,-6.733083,reduction,1.9488862,Q1 2009,FINANCE,13F,06/30/2019,106.9369
Iac/interactivecorp,IAC,"",867732.0,188011000.0,0.2098,0.1817,132,50796.0,6.217868,addition,1.0455862,Q3 2005,CONSUMER DISCRETIONARY,13F,06/30/2019,113.0802
Zoetis  inc.,ZTS,"",1668577.0,187748000.0,0.2095,0.2871,133,-1035168.0,-38.286451,reduction,0.3493963,Q2 2013,HEALTH CARE,13F,06/30/2019,85.4194
Invesco qqq trust series 1,QQQ,PUT,993800.0,185582000.0,0.2071,0.3637,134,-914200.0,-47.914046,reduction,No Data,Q1 2019,FINANCE,13F,06/30/2019,
Invesco qqq trust series 1,QQQ,CALL,993800.0,185582000.0,0.2071,0.3637,135,-914200.0,-47.914046,reduction,No Data,Q1 2019,FINANCE,13F,06/30/2019,
Valero energy corp.,VLO,"",2174517.0,184051000.0,0.2054,0.5185,136,-3650936.0,-62.672139,reduction,0.5247387,Q4 2002,ENERGY,13F,06/30/2019,92.7637
Abbott laboratories,ABT,"",2177647.0,182399000.0,0.2035,0.1715,137,139598.0,6.84959,addition,0.1232119,Q2 2008,HEALTH CARE,13F,06/30/2019,67.0499
Ross stores inc. (de),ROST,"",1836266.0,182010000.0,0.2031,0.323,138,-1446323.0,-44.060435,reduction,0.5035004,Q3 2005,CONSUMER DISCRETIONARY,13F,06/30/2019,82.1284
Edwards lifesciences corp.,EW,"",975154.0,180150000.0,0.201,0.1826,139,68314.0,7.533192,addition,0.4688917,Q3 2005,HEALTH CARE,13F,06/30/2019,150.2059
Kohls corp.,KSS,"",3775929.0,178488000.0,0.1992,0.4924,140,-2973329.0,-44.054161,reduction,2.3303888,Q1 2009,CONSUMER DISCRETIONARY,13F,06/30/2019,55.2692
Cognizant technology solutions corp,CTSH,"",2812203.0,178238000.0,0.1989,0.3621,141,-1907329.0,-40.41352,reduction,0.5091896,Q1 2013,INFORMATION TECHNOLOGY,13F,06/30/2019,71.5054
American tower corp.  class a,AMT,"",869400.0,177748000.0,0.1983,0.1772,142,21682.0,2.55769,addition,0.1963903,Q3 2010,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,106.9992
Masco corp.,MAS,"",4520776.0,177395000.0,0.1979,0.0039,143,4426871.0,4714.201587,addition,1.5617964,Q4 2008,INDUSTRIALS,13F,06/30/2019,39.0882
Public storage  inc.,PSA,"",734197.0,174864000.0,0.1951,0.1712,144,-6709.0,-0.905513,reduction,0.4205023,Q4 2005,REAL ESTATE,13F,06/30/2019,198.3768
Mcdonalds corp.,MCD,"",833067.0,172995000.0,0.193,0.1443,145,116824.0,16.310666,addition,0.1096949,Q4 2005,CONSUMER DISCRETIONARY,13F,06/30/2019,152.8553
