Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Sina corp,SINA,"",845530.0,36468000.0,0.8571,2.5186,27,-959025.0,-53.144681,reduction,1.1830558,Q2 2012,COMMUNICATIONS,13F,06/30/2019,67.0713
Equifax inc.,EFX,"",241892.0,32713000.0,0.7688,2.3826,28,-611519.0,-71.655861,reduction,0.2001092,Q3 2017,INDUSTRIALS,13F,06/30/2019,106.9093
Ihs markit ltd,INFO,"",485898.0,30961000.0,0.7276,0.6476,29,-19602.0,-3.877745,reduction,0.1211565,Q3 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,25.4511
Moderna inc,MRNA,"",1482545.0,21704000.0,0.5101,0.7066,30,8669.0,0.588177,addition,No Data,Q4 2018,HEALTH CARE,13F,06/30/2019,15.2663
Warrior met coal inc,HCC,"",812600.0,21225000.0,0.4988,1.1501,31,-793200.0,-49.39594,reduction,1.5757223,Q2 2018,MATERIALS,13F,06/30/2019,27.0561
Qiwi plc adr,QIWI,"",970122.0,18985000.0,0.4462,0.5302,32,-593679.0,-37.963846,reduction,1.5921910,Q3 2013,COMMUNICATIONS,13F,06/30/2019,22.8948
The stars group,TSG,"",686487.0,11718000.0,0.2754,0.4319,33,-360594.0,-34.438023,reduction,1.4509786,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,21.8784
Cellular biomedicine group inc,CBMG,"",672885.0,11123000.0,0.2614,0.2664,34,19170.0,2.932471,addition,3.4955065,Q1 2019,HEALTH CARE,13F,06/30/2019,17.2781
Brf brasil foods s.asa adr,BRFS,"",1436005.0,10914000.0,0.2565,,35,1436005.0,,new,0.1767456,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,7.6
Hanesbrands  inc.,HBI,"",593205.0,10215000.0,0.2401,0.2499,36,0.0,0.0,,0.1640773,Q1 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,19.6866
Carvana co,CVNA,"",153487.0,9607000.0,0.2258,0.2908,37,-59089.0,-27.796647,reduction,0.1015461,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,56.8767
Baidu inc adr,BIDU,"",64264.0,7542000.0,0.1773,0.3129,38,-16300.0,-20.232362,reduction,0.0183958,Q4 2012,COMMUNICATIONS,13F,06/30/2019,216.0244
Callaway golf co.,ELY,"",414060.0,7105000.0,0.167,0.1554,39,0.0,0.0,,0.4400680,Q2 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,8.2025
Nielsen n.v.,NLSN,"",240481.0,5435000.0,0.1277,0.1341,40,0.0,0.0,,0.0676135,Q4 2014,COMMUNICATIONS,13F,06/30/2019,44.2084
Centurylink inc,CTL,"",432343.0,5084000.0,0.1195,0.1221,41,0.0,0.0,,0.0396365,Q4 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,16.668
Quanterix corp,QTRX,"",141220.0,4772000.0,0.1122,0.1247,42,-63662.0,-31.07252,reduction,0.5610648,Q4 2017,HEALTH CARE,13F,06/30/2019,21.0091
Zai lab ltd,ZLAB,"",121122.0,4224000.0,0.0993,0.0924,43,-11757.0,-8.847899,reduction,No Data,Q4 2017,HEALTH CARE,13F,06/30/2019,21.1121
Nanostring technologies inc,NSTG,"",138115.0,4192000.0,0.0985,0.0916,44,-24448.0,-15.039093,reduction,0.3897150,Q3 2016,HEALTH CARE,13F,06/30/2019,14.3562
Westinghouse air brake technologies corp,WAB,"",54855.0,3936000.0,0.0925,0.0953,45,0.0,0.0,,0.0291534,Q1 2019,INDUSTRIALS,13F,06/30/2019,73.72
Coherus biosciences inc,CHRS,"",168237.0,3718000.0,0.0874,0.0612,46,-22261.0,-11.685687,reduction,0.2411654,Q3 2017,HEALTH CARE,13F,06/30/2019,11.4917
Microsoft corp.,MSFT,"",25835.0,3461000.0,0.0813,0.0718,47,0.0,0.0,,0.0003384,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,73.9287
Magenta therapeutics inc,MGTA,"",226558.0,3342000.0,0.0785,0.0816,48,16209.0,7.705765,addition,0.5758973,Q2 2018,HEALTH CARE,13F,06/30/2019,8.5348
Perkinelmer inc.,PKI,"",32975.0,3177000.0,0.0747,0.0594,49,6795.0,25.954927,addition,0.0296858,Q2 2012,HEALTH CARE,13F,06/30/2019,48.6487
At home group inc,HOME,"",415383.0,2766000.0,0.065,0.1748,50,0.0,0.0,,No Data,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,18.3684
Merus bv,MRUS,"",176835.0,2591000.0,0.0609,0.0615,51,0.0,0.0,,0.7772967,Q2 2016,HEALTH CARE,13F,06/30/2019,12.512
Alector inc,ALEC,"",120859.0,2296000.0,0.054,0.058,52,-10719.0,-8.146499,reduction,0.1755906,Q1 2019,HEALTH CARE,13F,06/30/2019,18.72
Myovant sciences ltd,MYOV,"",238398.0,2158000.0,0.0507,0.0824,53,91846.0,62.67127,addition,0.2660098,Q1 2018,HEALTH CARE,13F,06/30/2019,15.411
Acceleron pharma inc,XLRN,"",51489.0,2115000.0,0.0497,0.0565,54,0.0,0.0,,0.0977206,Q1 2017,HEALTH CARE,13F,06/30/2019,27.913
Lam research corp.,LRCX,"",11069.0,2079000.0,0.0489,0.0467,55,0.0,0.0,,0.0076428,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,167.0031
Infinity pharmaceuticals inc,INFI,"",1137647.0,2048000.0,0.0481,0.0504,56,0.0,0.0,,1.9948220,Q2 2012,HEALTH CARE,13F,06/30/2019,2.818
Incyte corporation,INCY,"",24033.0,2042000.0,0.048,0.0582,57,-4673.0,-16.278827,reduction,0.0111745,Q2 2012,HEALTH CARE,13F,06/30/2019,59.0772
Prothena corp plc,PRTA,"",189991.0,2008000.0,0.0472,0.0462,58,28145.0,17.389988,addition,0.4761679,Q2 2016,CONSUMER STAPLES,13F,06/30/2019,25.0386
Intellia therapeutics inc,NTLA,"",120854.0,1978000.0,0.0465,0.0486,59,0.0,0.0,,0.2472463,Q1 2018,HEALTH CARE,13F,06/30/2019,17.4308
Cisco systems  inc.,CSCO,"",35700.0,1954000.0,0.0459,0.0454,60,0.0,0.0,,0.0008340,Q2 2012,INFORMATION TECHNOLOGY,13F,06/30/2019,25.599
Paypal holdings inc,PYPL,"",16437.0,1881000.0,0.0442,0.0402,61,0.0,0.0,,0.0013969,Q3 2015,COMMUNICATIONS,13F,06/30/2019,31.8103
Pieris pharmaceuticals inc,PIRS,"",398228.0,1872000.0,0.044,0.0391,62,-96601.0,-19.522098,reduction,0.8062928,Q1 2018,HEALTH CARE,13F,06/30/2019,4.1076
Agios pharmaceuticals inc,AGIO,"",37436.0,1867000.0,0.0439,0.0595,63,0.0,0.0,,0.0637209,Q3 2016,HEALTH CARE,13F,06/30/2019,51.523
Merck & co,MRK,"",22093.0,1852000.0,0.0435,0.0368,64,3293.0,17.515957,addition,0.0008629,Q2 2012,HEALTH CARE,13F,06/30/2019,48.0251
Wave life sciences ltd,WVE,"",70942.0,1851000.0,0.0435,0.0436,65,23294.0,48.887676,addition,0.2069487,Q1 2018,HEALTH CARE,13F,06/30/2019,35.2276
Johnson & johnson co.,JNJ,"",13279.0,1849000.0,0.0435,0.0437,66,0.0,0.0,,0.0005032,Q2 2012,HEALTH CARE,13F,06/30/2019,120.0159
Sangamo therapeutics inc,SGMO,"",168585.0,1816000.0,0.0427,0.0379,67,0.0,0.0,,0.1457339,Q2 2018,HEALTH CARE,13F,06/30/2019,11.9895
The medicines co,MDCO,"",46813.0,1707000.0,0.0401,,68,46813.0,,new,0.0589956,Q2 2019,HEALTH CARE,13F,06/30/2019,36.47
Bitauto holdings ltd,BITA,"",162911.0,1706000.0,0.0401,0.0611,69,0.0,0.0,,0.2239634,Q1 2017,COMMUNICATIONS,13F,06/30/2019,24.6261
Qiagen n.v.,QGEN,"",47117.0,1682000.0,0.0395,0.0518,70,-13770.0,-22.615665,reduction,0.0208935,Q2 2012,HEALTH CARE,13F,06/30/2019,21.0161
Oracle corp,ORCL,"",29418.0,1676000.0,0.0394,0.0372,71,0.0,0.0,,0.0008819,Q2 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,40.9693
Alnylam pharmaceuticals inc,ALNY,"",22655.0,1644000.0,0.0386,,72,22655.0,,new,0.0203714,Q2 2019,HEALTH CARE,13F,06/30/2019,72.56
Livanova plc,LIVN,"",22698.0,1633000.0,0.0384,0.0405,73,5044.0,28.571429,addition,0.0469064,Q4 2015,HEALTH CARE,13F,06/30/2019,59.3094
Aerie pharmaceuticals inc,AERI,"",54384.0,1607000.0,0.0378,0.0355,74,22684.0,71.55836,addition,0.1183805,Q3 2014,HEALTH CARE,13F,06/30/2019,23.4706
Apple inc,AAPL,"",7680.0,1520000.0,0.0357,0.0509,75,-3698.0,-32.501318,reduction,0.0001699,Q3 2013,INFORMATION TECHNOLOGY,13F,06/30/2019,93.4131
Carnival corp.,CCL,"",29260.0,1362000.0,0.032,0.035,76,0.0,0.0,,0.0055526,Q2 2012,CONSUMER DISCRETIONARY,13F,06/30/2019,38.132
Aslan pharmaceuticals ltd,ASLN,"",415450.0,1275000.0,0.03,0.0393,77,27055.0,6.965847,addition,1.2962559,Q2 2018,HEALTH CARE,13F,06/30/2019,7.3674
Analog devices inc,ADI,"",10720.0,1210000.0,0.0284,0.0266,78,0.0,0.0,,0.0028992,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,89.6692
Blueprint medicines corp,BPMC,"",12746.0,1202000.0,0.0282,0.024,79,0.0,0.0,,0.0259487,Q1 2019,HEALTH CARE,13F,06/30/2019,80.05
Biomarin pharmaceutical inc,BMRN,"",13820.0,1184000.0,0.0278,0.0289,80,0.0,0.0,,0.0077009,Q2 2012,HEALTH CARE,13F,06/30/2019,58.5358
Arcus biosciences inc,RCUS,"",146193.0,1162000.0,0.0273,0.043,81,0.0,0.0,,0.3188506,Q1 2018,HEALTH CARE,13F,06/30/2019,12.4526
Five prime therapeutics inc,FPRX,"",191237.0,1153000.0,0.0271,0.0604,82,0.0,0.0,,0.5199483,Q3 2017,HEALTH CARE,13F,06/30/2019,17.4649
Seattle genetics inc,SGEN,"",16660.0,1153000.0,0.0271,0.0392,83,-6047.0,-26.630554,reduction,0.0103018,Q3 2015,HEALTH CARE,13F,06/30/2019,45.1542
Ebay inc.,EBAY,"",28417.0,1122000.0,0.0264,0.0249,84,0.0,0.0,,0.0033880,Q3 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,23.5158
Dermira inc,DERM,"",116325.0,1112000.0,0.0261,0.0371,85,0.0,0.0,,0.2138327,Q3 2016,HEALTH CARE,13F,06/30/2019,21.5817
Xilinx  inc,XLNX,"",9209.0,1086000.0,0.0255,0.0275,86,0.0,0.0,,0.0036455,Q1 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,57.89
Jd.com inc adr,JD,"",35800.0,1084000.0,0.0255,0.0254,87,0.0,0.0,,0.0024540,Q4 2014,CONSUMER DISCRETIONARY,13F,06/30/2019,35.0551
Roku inc,ROKU,"",10101.0,915000.0,0.0215,0.0154,88,0.0,0.0,,0.0086905,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,64.51
Barrick gold corp,GOLD,"",56000.0,883000.0,0.0208,0.0181,89,0.0,0.0,,0.0031502,Q2 2012,MATERIALS,13F,06/30/2019,23.3578
Twilio inc,TWLO,"",4229.0,577000.0,0.0136,0.017,90,-1341.0,-24.075404,reduction,0.0031121,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,56.02
Unum therapeutics inc,UMRX,"",170700.0,447000.0,0.0105,0.027,91,-89895.0,-34.496057,reduction,0.5567515,Q1 2018,HEALTH CARE,13F,06/30/2019,8.9241
Liberty global plc class a,LBTYA,"",14800.0,399000.0,0.0094,0.0087,92,0.0,0.0,,0.0020263,Q3 2017,COMMUNICATIONS,13F,06/30/2019,33.2073
Criteo s.a. adr,CRTO,"",20551.0,354000.0,0.0083,0.0097,93,0.0,0.0,,0.0315344,Q4 2018,COMMUNICATIONS,13F,06/30/2019,22.72
Netgear  inc.,NTGR,"",7100.0,180000.0,0.0042,0.0055,94,0.0,0.0,,0.0228222,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,62.5
Stamps.com inc,STMP,"",2600.0,118000.0,0.0028,0.005,95,0.0,0.0,,0.0151515,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,253.05
Arlo technologies inc,ARLO,"",14060.0,56000.0,0.0013,0.0014,96,0.0,0.0,,No Data,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,4.13
Stoke therapeutics inc,STOK,"",1000.0,29000.0,0.0007,,97,1000.0,,new,0.0030562,Q2 2019,HEALTH CARE,13F,06/30/2019,29.17
Noah holdings ltd adr,NOAH,"",0.0,0.0,,0.5133,"",-449562.0,-100.0,soldall,0.0000000,Q1 2019,FINANCE,13F,06/30/2019,48.46
Huya inc,HUYA,"",0.0,0.0,,0.4795,"",-723493.0,-100.0,soldall,0.0000000,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,28.13
United technologies corp. (united aircraft corp.),UTX,"",0.0,0.0,,0.0243,"",-8000.0,-100.0,soldall,0.0000000,Q1 2013,INDUSTRIALS,13F,06/30/2019,94.7489
Trillium therapeutics inc,TRIL,"",0.0,0.0,,0.0026,"",-175339.0,-100.0,soldall,No Data,Q1 2018,MATERIALS,13F,06/30/2019,7.2
Huazhu grp ltd ads adr,HTHT,"",0.0,0.0,,1.088,"",-1095897.0,-100.0,soldall,0.0000000,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,33.874
Yy inc adr,YY,"",0.0,0.0,,0.0015,"",-760.0,-100.0,soldall,0.0000000,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,100.47
Pinduoduo inc,PDD,"",0.0,0.0,,0.927,"",-1586660.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,24.8
Suncor energy  inc.,SU,"",0.0,0.0,,0.0079,"",-10360.0,-100.0,soldall,0.0000000,Q1 2018,ENERGY,13F,06/30/2019,34.54
Activision blizzard inc,ATVI,"",0.0,0.0,,0.0085,"",-7919.0,-100.0,soldall,0.0000000,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,46.3001
