Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Centene corp,CNC,"",530126.0,27800000.0,1.12815,1.7043,18,-186316.0,-26.005734,reduction,0.1281705,Q4 2017,HEALTH CARE,13F,06/30/2019,83.439
Pioneer natural resources co.,PXD,"",171050.0,26318000.0,1.06801,1.4549,19,-42218.0,-19.79575,reduction,0.1023394,Q1 2019,ENERGY,13F,06/30/2019,152.28
Change healthcare inc,CHNG,"",1511457.0,22068000.0,0.895541,,20,1511457.0,,new,1.2106183,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,14.6
Assurant inc.,AIZ,"",203420.0,21640000.0,0.878172,1.063,21,-46580.0,-18.632,reduction,0.3327662,Q1 2019,FINANCE,13F,06/30/2019,94.91
Star bulk carriers corp,SBLK,"",2140436.0,20655000.0,0.8382,0.9316,22,-1020000.0,-32.274028,reduction,2.3192502,Q3 2018,TRANSPORTS,13F,06/30/2019,14.45
Athene holding ltd class a,ATH,"",450000.0,19377000.0,0.786338,,23,450000.0,,new,0.2398849,Q2 2019,FINANCE,13F,06/30/2019,43.06
Bilibili inc,BILI,"",1190624.0,19372000.0,0.786135,0.9155,24,112219.0,10.406016,addition,No Data,Q1 2019,COMMUNICATIONS,13F,06/30/2019,18.6974
Cbs corp,CBS,"",366272.0,18277000.0,0.741699,0.7799,25,0.0,0.0,,0.0977586,Q1 2019,COMMUNICATIONS,13F,06/30/2019,47.53
Tiffany & co. (de),TIF,"",191381.0,17920000.0,0.727211,,26,191381.0,,new,0.1576190,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,93.64
Melco resorts & entertainment limited ad adr,MLCO,"",808044.0,17551000.0,0.712237,,27,808044.0,,new,0.1634625,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,21.72
Tradeweb markets inc,TW,"",400000.0,17524000.0,0.711141,,28,400000.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,43.81
Roan resources inc,ROAN,"",9257182.0,16107000.0,0.653638,2.4712,29,228809.0,2.534333,addition,No Data,Q4 2018,ENERGY,13F,06/30/2019,8.2159
Nuvasive inc,NUVA,"",269500.0,15777000.0,0.640246,2.2494,30,-614673.0,-69.51954,reduction,0.5177714,Q1 2019,HEALTH CARE,13F,06/30/2019,56.79
Marathon petroleum corp,MPC,"",273844.0,15302000.0,0.62097,,31,273844.0,,new,0.0415974,Q2 2019,ENERGY,13F,06/30/2019,55.88
Clear channel outdoor holdings inc,CCO,"",3076021.0,14519000.0,0.589195,,32,3076021.0,,new,0.6601187,Q2 2019,COMMUNICATIONS,13F,06/30/2019,4.72
Caesars entertainment corp,CZR,"",1101959.0,13026000.0,0.528608,,33,1101959.0,,new,0.1625860,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,11.82
Voya financial inc,VOYA,"",218794.0,12099000.0,0.490989,0.4897,34,0.0,0.0,,0.1558806,Q1 2018,FINANCE,13F,06/30/2019,49.532
Science applications international corp,SAIC,"",135628.0,11740000.0,0.476421,,35,135628.0,,new,0.2292175,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,86.56
Livent corp,LTHM,"",1560000.0,10795000.0,0.438072,1.1961,36,-614255.0,-28.251286,reduction,1.0686395,Q4 2018,MATERIALS,13F,06/30/2019,12.9611
Axa equitable holdings inc,EQH,"",500000.0,10450000.0,0.424071,,37,500000.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,20.9
Eldorado resorts inc,ERI,"",165766.0,7637000.0,0.309917,,38,165766.0,,new,0.2131490,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,46.07
Bjs wholesale club holdings inc,BJ,"",234274.0,6185000.0,0.250993,,39,234274.0,,new,0.1686274,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,26.4
Ii-vi inc.,IIVI,"",164181.0,6003000.0,0.243608,0.3647,40,-54388.0,-24.883675,reduction,0.2550979,Q1 2019,INDUSTRIALS,13F,06/30/2019,37.24
Aramark,ARMK,"",160690.0,5794000.0,0.235126,,41,160690.0,,new,0.0650804,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,36.06
Madison square garden company,MSG,"",20621.0,5772000.0,0.234233,0.2708,42,0.0,0.0,,0.0867887,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,300.1119
Vici properties inc,VICI,"",200000.0,4408000.0,0.178881,,43,200000.0,,new,0.0433830,Q2 2019,REAL ESTATE,13F,06/30/2019,22.04
Conduent inc,CNDT,"",349568.0,3352000.0,0.136027,,44,349568.0,,new,0.1654133,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,9.59
Gds holdings ltd adr,GDS,"",81364.0,3057000.0,0.124056,0.3546,45,-140431.0,-63.315674,reduction,0.0692872,Q1 2019,COMMUNICATIONS,13F,06/30/2019,35.69
Quorum health corp,QHC,"",2980000.0,3009800.0,0.122141,0.1869,46,0.0,0.0,,9.0549985,,HEALTH CARE,13D,09/03/2019,
Boyd gaming corp.,BYD,"",96800.0,2608000.0,0.105835,,47,96800.0,,new,0.0870974,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,26.94
Willscot corp,WSC,"",136410.0,2052000.0,0.0832722,0.0678,48,0.0,0.0,,0.1168694,Q2 2018,FINANCE,13F,06/30/2019,15.6851
Lyon william homes,WLH,"",100000.0,1823000.0,0.0739791,0.0689,49,0.0,0.0,,0.2643405,Q3 2016,INDUSTRIALS,13F,06/30/2019,18.55
Realreal inc,REAL,"",35000.0,1011000.0,0.0410274,,50,35000.0,,new,0.0410220,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,28.9
Estre ambiental inc,ESTR,"",1100964.0,996000.0,0.0404187,0.0871,51,-99036.0,-8.253,reduction,N/A,Q4 2017, ,13F,06/30/2019,
Autolus therapeutics plc,AUTL,"",24200.0,390000.0,0.0158266,,52,24200.0,,new,0.0602740,Q2 2019,HEALTH CARE,13F,06/30/2019,16.1
Avaya holdings corp,AVYA,"",22043.0,263000.0,0.0106728,0.0166,53,0.0,0.0,,0.0198550,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,22.3861
Home depot  inc. (the),HD,"",0.0,0.0,0.0,0.5504,54,-64022.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,191.89
Wellcare health plans inc,WCG,"",0.0,0.0,0.0,0.278,55,-23000.0,-100.0,soldall,0.0000000,Q1 2019,HEALTH CARE,13F,06/30/2019,269.75
Electronic arts  inc.,EA,"",0.0,0.0,0.0,0.7897,56,-173451.0,-100.0,soldall,0.0000000,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,101.63
Ashland inc.,ASH,"",0.0,0.0,0.0,3.2352,57,-924315.0,-100.0,soldall,0.0000000,Q4 2016,MATERIALS,13F,06/30/2019,47.3376
Spdr s&p 500 etf trust,SPY,PUT,0.0,0.0,0.0,0.1708,58,-13500.0,-100.0,soldall,No Data,Q3 2018,FINANCE,13F,06/30/2019,
Astrazeneca plc,AZN,"",0.0,0.0,0.0,2.5957,59,-1433127.0,-100.0,soldall,0.0000000,Q1 2018,HEALTH CARE,13F,06/30/2019,35.0193
Fmc corp. (food machinery & chemical corp.),FMC,"",0.0,0.0,0.0,2.6613,60,-773295.0,-100.0,soldall,0.0000000,Q1 2017,MATERIALS,13F,06/30/2019,83.1457
Tsakos energy navigation limited,TNP,"",0.0,0.0,0.0,0.0673,61,-484684.0,-100.0,soldall,0.0000000,Q3 2015,ENERGY,13F,06/30/2019,8.13
Ultimate software group inc.,ULTI,"",0.0,0.0,0.0,2.6108,62,-176527.0,-100.0,soldall,N/A,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,348.73
Bhp group plc,BBL,"",0.0,0.0,0.0,4.391,63,-2030154.0,-100.0,soldall,0.0000000,Q1 2019,MATERIALS,13F,06/30/2019,48.28
Red hat inc,RHT,"",0.0,0.0,0.0,3.4572,64,-422395.0,-100.0,soldall,N/A,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,178.1819
Vaneck vect semiconductor etf,SMH,PUT,0.0,0.0,0.0,4.0447,65,-849100.0,-100.0,soldall,No Data,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Gcp applied technologies inc,GCP,"",0.0,0.0,0.0,1.2225,66,-921922.0,-100.0,soldall,0.0000000,Q1 2016,MATERIALS,13F,06/30/2019,27.0592
Perspecta inc,PRSP,"",0.0,0.0,0.0,1.5389,67,-1698926.0,-100.0,soldall,0.0000000,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,20.55
Elanco animal health inc,ELAN,"",0.0,0.0,0.0,1.5816,68,-1100850.0,-100.0,soldall,0.0000000,Q1 2019,HEALTH CARE,13F,06/30/2019,32.07
