Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Mcdonalds corp.,MCD,"",1869155.0,388149000.0,0.484,0.3315,23,518223.0,38.360406,addition,0.2461228,Q1 2002,CONSUMER DISCRETIONARY,13F,06/30/2019,186.5715
Caterpillar inc.,CAT,"",2843275.0,387510000.0,0.4832,0.3389,24,907430.0,46.875137,addition,0.5053902,Q1 2006,INDUSTRIALS,13F,06/30/2019,137.8414
Honeywell international inc. (allied chemical and dye - allied signal),HON,"",2187372.0,381893000.0,0.4762,0.2518,25,961201.0,78.390453,addition,0.3040086,Q3 2013,INDUSTRIALS,13F,06/30/2019,157.3002
Nxp semiconductors n.v.,NXPI,"",3861714.0,376942000.0,0.47,0.5093,26,-597255.0,-13.394464,reduction,1.1748445,Q1 2011,INFORMATION TECHNOLOGY,13F,06/30/2019,107.4515
Agilent technologies inc,A,"",4910795.0,366689000.0,0.4573,0.3622,27,1423567.0,40.822309,addition,1.5540982,Q2 2011,INFORMATION TECHNOLOGY,13F,06/30/2019,57.8427
Facebook inc,FB,"",1886672.0,364128000.0,0.4541,1.0247,28,-2871023.0,-60.344831,reduction,0.0661306,Q3 2012,COMMUNICATIONS,13F,06/30/2019,158.3533
Electronic arts  inc.,EA,"",3404173.0,344707000.0,0.4298,0.1981,29,1895737.0,125.675667,addition,1.1550925,Q4 2008,INFORMATION TECHNOLOGY,13F,06/30/2019,96.3247
Iqvia holdings inc,IQV,"",2124226.0,341788000.0,0.4262,0.3332,30,331390.0,18.484122,addition,1.0843420,Q2 2013,HEALTH CARE,13F,06/30/2019,115.9394
Celgene corp.,CELG,"",3675303.0,339744000.0,0.4237,0.8957,31,-3672266.0,-49.979333,reduction,0.5185686,Q4 2007,HEALTH CARE,13F,06/30/2019,82.5332
Booking holdings inc. (priceline),BKNG,"",180598.0,338569000.0,0.4222,0.3774,32,13215.0,7.895067,addition,0.3681166,Q2 2004,CONSUMER DISCRETIONARY,13F,06/30/2019,1934.9456
Wayfair inc class a,W,"",2304068.0,336394000.0,0.4195,0.5557,33,-593186.0,-20.474076,reduction,2.4952003,Q3 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,127.6864
Marathon petroleum corp,MPC,"",5824999.0,325501000.0,0.4059,0.4345,34,206574.0,3.676724,addition,0.8848279,Q3 2011,ENERGY,13F,06/30/2019,55.7207
Activision blizzard inc,ATVI,"",6730587.0,317684000.0,0.3961,0.5635,35,-2848167.0,-29.734212,reduction,0.8774868,Q3 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,47.6988
Square inc,SQ,"",4356832.0,316001000.0,0.394,0.4827,36,-629489.0,-12.624318,reduction,1.0200248,Q4 2016,FINANCE,13F,06/30/2019,63.571
Union pacific corp.,UNP,"",1823631.0,308394000.0,0.3846,0.1082,37,1323006.0,264.270861,addition,0.2588436,Q2 2006,TRANSPORTS,13F,06/30/2019,162.3004
Tjx companies inc.,TJX,"",5802004.0,306810000.0,0.3826,0.3362,38,912205.0,18.655266,addition,0.4784487,Q4 2010,CONSUMER DISCRETIONARY,13F,06/30/2019,43.6897
Procter & gamble co. (oh) (1905),PG,"",2790613.0,305990000.0,0.3816,0.1244,39,1865310.0,201.589101,addition,0.1115072,Q1 2002,CONSUMER STAPLES,13F,06/30/2019,101.9189
Intercontinental exchange inc,ICE,"",3560272.0,305970000.0,0.3815,0.4509,40,-1022645.0,-22.314281,reduction,0.6352864,Q4 2014,FINANCE,13F,06/30/2019,62.3266
Twitter inc,TWTR,"",8200332.0,286191000.0,0.3569,0.3148,41,791122.0,10.677549,addition,1.0608176,Q4 2013,COMMUNICATIONS,13F,06/30/2019,29.1194
Intel corp.,INTC,"",5905309.0,282687000.0,0.3525,0.2357,42,2507930.0,73.819553,addition,0.1333027,Q1 2002,INFORMATION TECHNOLOGY,13F,06/30/2019,47.5759
Keurig dr pepper inc,KDP,"",9578432.0,276816000.0,0.3452,0.1247,43,6128458.0,177.637802,addition,5.3145603,Q3 2008,CONSUMER STAPLES,13F,06/30/2019,48.1487
Walmart inc,WMT,"",2418701.0,267243000.0,0.3332,0.2723,44,257597.0,11.919695,addition,0.0847264,Q1 2002,CONSUMER STAPLES,13F,06/30/2019,78.446
Alibaba group holding ltd adr,BABA,PUT,1560300.0,264393000.0,0.3297,0.4001,45,-136900.0,-8.066227,reduction,N/A,Q3 2014,COMMUNICATIONS,13F,06/30/2019,
Royal caribbean cruises ltd,RCL,"",2151269.0,260755000.0,0.3252,0.2572,46,414788.0,23.8867,addition,1.0265647,Q1 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,109.9
Pepsico inc. (loft  inc.),PEP,"",1966134.0,257819000.0,0.3215,0.1301,47,1144300.0,139.237364,addition,0.1409981,Q4 2005,CONSUMER STAPLES,13F,06/30/2019,124.889
Chipotle mexican grill  inc.,CMG,PUT,346500.0,253943000.0,0.3167,0.2701,48,52200.0,17.737003,addition,N/A,Q3 2009,CONSUMER DISCRETIONARY,13F,06/30/2019,
Amazon.com inc.,AMZN,CALL,132100.0,250149000.0,0.3119,0.425,49,-52600.0,-28.478614,reduction,N/A,Q1 2002,CONSUMER DISCRETIONARY,13F,06/30/2019,
Amgen  inc.,AMGN,"",1322331.0,243679000.0,0.3039,0.3978,50,-298165.0,-18.399613,reduction,0.2204987,Q4 2002,HEALTH CARE,13F,06/30/2019,181.4656
Arconic inc. (alcoa),ARNC,"",9167526.0,236706000.0,0.2952,0.1473,51,3200413.0,53.634195,addition,2.0826293,Q4 2006,INDUSTRIALS,13F,06/30/2019,22.7495
Godaddy inc,GDDY,"",3245811.0,227694000.0,0.2839,0.2979,52,179439.0,5.851834,addition,1.8181778,Q2 2017,COMMUNICATIONS,13F,06/30/2019,69.0881
Alphabet inc. class a,GOOGL,"",209894.0,227273000.0,0.2834,0.3311,53,-7831.0,-3.596739,reduction,0.0302703,Q2 2006,COMMUNICATIONS,13F,06/30/2019,941.3901
Ebay inc.,EBAY,"",5736619.0,226596000.0,0.2826,0.621,54,-7202979.0,-55.666173,reduction,0.6839405,Q1 2004,CONSUMER DISCRETIONARY,13F,06/30/2019,34.038
Oracle corp,ORCL,"",3933974.0,224118000.0,0.2795,0.6041,55,-4770890.0,-54.807174,reduction,0.1179312,Q1 2002,INFORMATION TECHNOLOGY,13F,06/30/2019,46.5976
Morgan stanley,MS,"",5108789.0,223816000.0,0.2791,0.0773,56,3690948.0,260.321714,addition,0.3091047,Q2 2005,FINANCE,13F,06/30/2019,44.3236
At&t inc. (southwestern bell - sbc corp.),T,"",6530098.0,218823000.0,0.2729,0.3086,57,-1084977.0,-14.247752,reduction,0.0893677,Q1 2002,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,33.6841
Citigroup  inc.,C,"",3092906.0,216596000.0,0.2701,0.4189,58,-2117461.0,-40.639383,reduction,0.1369112,Q1 2002,FINANCE,13F,06/30/2019,65.7661
Booking holdings inc. (priceline),BKNG,PUT,112700.0,211280000.0,0.2635,0.2816,59,-12200.0,-9.767814,reduction,N/A,Q2 2005,CONSUMER DISCRETIONARY,13F,06/30/2019,
T-mobile us inc,TMUS,"",2793734.0,207127000.0,0.2583,0.1744,60,840665.0,43.043282,addition,0.3269590,Q1 2014,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,66.1593
Microsoft corp.,MSFT,CALL,1529300.0,204865000.0,0.2555,0.1781,61,360800.0,30.877193,addition,N/A,Q2 2013,INFORMATION TECHNOLOGY,13F,06/30/2019,
Mondelez international inc. (kraft foods),MDLZ,"",3773869.0,203412000.0,0.2537,0.2755,62,-497762.0,-11.652739,reduction,0.2616835,Q2 2011,CONSUMER STAPLES,13F,06/30/2019,41.0843
Lululemon athletica inc.,LULU,"",1111101.0,200231000.0,0.2497,0.3262,63,-429313.0,-27.869975,reduction,0.8529216,Q3 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,141.1597
Allergan plc,AGN,"",1171346.0,196119000.0,0.2446,0.177,64,235849.0,25.211091,addition,0.3570850,Q1 2013,HEALTH CARE,13F,06/30/2019,164.386
Zayo group holdings inc,ZAYO,"",5926898.0,195054000.0,0.2432,,65,5926898.0,,new,2.5085275,Q3 2015,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,32.91
Spirit aerosystems holdings inc. class a,SPR,"",2388071.0,194317000.0,0.2423,0.2655,66,143225.0,6.38017,addition,2.3075379,Q1 2011,INDUSTRIALS,13F,06/30/2019,46.3392
Exact sciences corp,EXAS,"",1633162.0,192778000.0,0.2404,0.2794,67,-863588.0,-34.588485,reduction,1.2612263,Q3 2009,HEALTH CARE,13F,06/30/2019,49.5094
Las vegas sands corp,LVS,"",3242338.0,191590000.0,0.2389,0.2017,68,682208.0,26.647397,addition,0.4211977,Q1 2009,CONSUMER DISCRETIONARY,13F,06/30/2019,58.3692
International business machines corp,IBM,"",1385513.0,191062000.0,0.2383,0.2683,69,-86251.0,-5.860383,reduction,0.1563996,Q1 2002,INFORMATION TECHNOLOGY,13F,06/30/2019,116.6849
Dxc technology company,DXC,"",3386420.0,186761000.0,0.2329,0.1907,70,1091951.0,47.590575,addition,1.2927241,Q3 2008,INFORMATION TECHNOLOGY,13F,06/30/2019,69.5658
Alphabet inc. class a,GOOGL,PUT,172300.0,186566000.0,0.2326,0.1662,71,63000.0,57.639524,addition,N/A,Q1 2018,COMMUNICATIONS,13F,06/30/2019,
Walt disney co. (the),DIS,"",1333383.0,186193000.0,0.2322,0.3749,72,-1280068.0,-48.979989,reduction,0.0740201,Q2 2003,COMMUNICATIONS,13F,06/30/2019,108.634
Herbalife nutrition ltd,HLF,"",4351154.0,186055000.0,0.232,0.411,73,-1651795.0,-27.516392,reduction,2.8767960,Q3 2008,HEALTH CARE,13F,06/30/2019,47.1493
Baidu inc adr,BIDU,"",1576574.0,185027000.0,0.2307,0.208,74,600202.0,61.472676,addition,0.4513007,Q3 2005,COMMUNICATIONS,13F,06/30/2019,168.0382
Home depot  inc. (the),HD,"",880579.0,183135000.0,0.2284,0.3418,75,-497771.0,-36.113542,reduction,0.0800315,Q1 2002,CONSUMER DISCRETIONARY,13F,06/30/2019,193.7082
Applied materials inc.,AMAT,"",4052857.0,182013000.0,0.227,0.347,76,-2718756.0,-40.149312,reduction,0.4329467,Q4 2013,INFORMATION TECHNOLOGY,13F,06/30/2019,38.2477
Black knight inc,BKI,"",3018493.0,181562000.0,0.2264,0.1968,77,223654.0,8.002393,addition,2.0181139,Q4 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,50.6424
Atlassian corp plc,TEAM,"",1382021.0,180824000.0,0.2255,0.2204,78,-135826.0,-8.948596,reduction,1.1693214,Q3 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,92.8235
Citrix systems inc.,CTXS,"",1836223.0,180207000.0,0.2247,0.3251,79,-688541.0,-27.271499,reduction,1.4027678,Q2 2008,INFORMATION TECHNOLOGY,13F,06/30/2019,87.9603
Veeva systems inc,VEEV,"",1106565.0,179385000.0,0.2237,0.0672,80,696471.0,169.832039,addition,0.7513852,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,139.2228
Comcast corp.  class a,CMCSA,"",4204756.0,177777000.0,0.2217,0.0339,81,3549433.0,541.631074,addition,0.0925143,Q4 2006,COMMUNICATIONS,13F,06/30/2019,41.0164
Cvs health corp. (melville shoe),CVS,"",3255978.0,177418000.0,0.2212,0.1012,82,1803928.0,124.233188,addition,0.2503636,Q2 2005,CONSUMER STAPLES,13F,06/30/2019,62.9121
Alphabet inc. class c,GOOG,PUT,164100.0,177377000.0,0.2212,0.1654,83,55000.0,50.412466,addition,N/A,Q2 2014,COMMUNICATIONS,13F,06/30/2019,
Netflix inc,NFLX,"",481858.0,176996000.0,0.2207,0.0038,84,473503.0,5667.301017,addition,0.1100534,Q4 2009,COMMUNICATIONS,13F,06/30/2019,364.0268
Lyondellbasell industries nv,LYB,"",2042669.0,175935000.0,0.2194,0.2026,85,177996.0,9.545695,addition,0.6092972,Q1 2011,MATERIALS,13F,06/30/2019,84.4852
Eqt corporation (equitable gas co.),EQT,"",11032054.0,174417000.0,0.2175,0.3135,86,-667564.0,-5.705862,reduction,4.3178294,Q1 2011,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,27.3137
E*trade financial corp.,ETFC,"",3895862.0,173756000.0,0.2167,0.2264,87,122440.0,3.2448,addition,1.5922925,Q1 2004,FINANCE,13F,06/30/2019,42.6215
Walgreens boots alliance inc.,WBA,"",3166182.0,173096000.0,0.2158,0.0714,88,2293050.0,262.623521,addition,0.3505749,Q1 2004,CONSUMER STAPLES,13F,06/30/2019,60.3612
Liberty sirius xm group  series c,LSXMK,"",4531435.0,172104000.0,0.2146,0.2382,89,-289360.0,-6.002329,reduction,2.2123987,Q2 2016,COMMUNICATIONS,13F,06/30/2019,32.228
Micron technology  inc.,MU,PUT,4449100.0,171691000.0,0.2141,0.4033,90,-3103500.0,-41.091809,reduction,N/A,Q2 2011,INFORMATION TECHNOLOGY,13F,06/30/2019,
Wells fargo & co.  (northwest bancorporation),WFC,PUT,3623800.0,171478000.0,0.2138,0.1368,91,1432000.0,65.334428,addition,N/A,Q1 2010,FINANCE,13F,06/30/2019,
Target corp.,TGT,"",1955062.0,169328000.0,0.2111,0.1441,92,565538.0,40.700125,addition,0.3816021,Q1 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,85.1966
Pg&e corp. (pacific gas & electric),PCG,"",7386138.0,169290000.0,0.2111,0.1748,93,-212062.0,-2.79095,reduction,1.3956649,Q1 2004,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,40.7945
Humana  inc.,HUM,"",633323.0,168020000.0,0.2095,0.0908,94,369281.0,139.856917,addition,0.4688156,Q4 2008,HEALTH CARE,13F,06/30/2019,258.777
Hartford financial services group,HIG,"",3001653.0,167252000.0,0.2086,0.2623,95,-1081422.0,-26.48548,reduction,0.8301491,Q2 2015,FINANCE,13F,06/30/2019,48.6978
Flextronics international inc.,FLEX,"",17331085.0,165859000.0,0.2068,0.2081,96,1223008.0,7.592514,addition,3.3670245,Q3 2007,INFORMATION TECHNOLOGY,13F,06/30/2019,10.7839
Etsy inc,ETSY,"",2672165.0,163991000.0,0.2045,0.3174,97,-982446.0,-26.882369,reduction,2.2183007,Q4 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,29.421
At&t inc. (southwestern bell - sbc corp.),T,PUT,4865800.0,163053000.0,0.2033,0.2474,98,-1238700.0,-20.291588,reduction,N/A,Q1 2012,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,
Chipotle mexican grill  inc.,CMG,CALL,222100.0,162773000.0,0.203,0.1763,99,30000.0,15.616866,addition,N/A,Q1 2008,CONSUMER DISCRETIONARY,13F,06/30/2019,
Bank of america corp. (north carolina national bank),BAC,"",5611999.0,162748000.0,0.2029,0.1358,100,1804061.0,47.376323,addition,0.0602903,Q2 2008,FINANCE,13F,06/30/2019,27.7314
Nvidia corp.,NVDA,PUT,978100.0,160633000.0,0.2003,0.2087,101,78700.0,8.750278,addition,N/A,Q4 2009,INFORMATION TECHNOLOGY,13F,06/30/2019,
Vertex pharmaceuticals  inc.,VRTX,"",869909.0,159524000.0,0.1989,0.2385,102,-133320.0,-13.28909,reduction,0.3384333,Q3 2006,HEALTH CARE,13F,06/30/2019,150.9368
Ford motor co.,F,"",15248972.0,155997000.0,0.1945,0.0215,103,13355015.0,705.138237,addition,0.3821951,Q4 2008,CONSUMER DISCRETIONARY,13F,06/30/2019,9.9936
Allison transmission holdings inc,ALSN,"",3355304.0,155518000.0,0.1939,0.1881,104,114146.0,3.521766,addition,2.7842536,Q1 2012,CONSUMER DISCRETIONARY,13F,06/30/2019,31.444
Costco co.,COST,"",584038.0,154338000.0,0.1925,0.2308,105,-153483.0,-20.810662,reduction,0.1329656,Q1 2004,CONSUMER STAPLES,13F,06/30/2019,233.1429
Pfizer  inc.,PFE,"",3549564.0,153767000.0,0.1917,0.5955,106,-7302650.0,-67.291799,reduction,0.0641752,Q1 2002,HEALTH CARE,13F,06/30/2019,42.1782
Dollar tree inc.,DLTR,"",1428912.0,153451000.0,0.1914,0.3346,107,-1036245.0,-42.035659,reduction,0.6014446,Q2 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,90.5731
Micron technology  inc.,MU,"",3975846.0,153428000.0,0.1913,0.1383,108,1386790.0,53.563538,addition,0.3601962,Q2 2005,INFORMATION TECHNOLOGY,13F,06/30/2019,36.6682
Steel dynamics  inc.,STLD,"",5021896.0,151661000.0,0.1891,0.1274,109,2226952.0,79.677875,addition,2.2867338,Q3 2007,MATERIALS,13F,06/30/2019,31.6794
Bank of america corp. (north carolina national bank),BAC,PUT,5222300.0,151447000.0,0.1889,0.1936,110,-208100.0,-3.83213,reduction,N/A,Q1 2008,FINANCE,13F,06/30/2019,
Jd.com inc adr,JD,"",4988640.0,151106000.0,0.1884,0.0543,111,3594162.0,257.742467,addition,0.3419523,Q2 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,30.1796
At&t inc. (southwestern bell - sbc corp.),T,CALL,4502597.0,150882000.0,0.1881,0.1918,112,-229700.0,-4.85388,reduction,N/A,Q2 2012,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,
Palo alto networks inc,PANW,"",735571.0,149880000.0,0.1869,0.1863,113,141902.0,23.902545,addition,0.7663795,Q3 2012,INFORMATION TECHNOLOGY,13F,06/30/2019,165.0297
Netflix inc,NFLX,PUT,407400.0,149646000.0,0.1866,0.257,114,-150400.0,-26.963069,reduction,N/A,Q4 2006,COMMUNICATIONS,13F,06/30/2019,
Duke energy corp.,DUK,"",1680677.0,148303000.0,0.1849,0.0517,115,1236247.0,278.164615,addition,0.2306721,Q3 2012,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,88.6487
Yum! brands  inc. (tricon global restaurants),YUM,"",1328290.0,147002000.0,0.1833,0.1956,116,-188654.0,-12.436451,reduction,0.4365211,Q1 2003,CONSUMER DISCRETIONARY,13F,06/30/2019,72.4863
Apple inc,AAPL,PUT,733300.0,145135000.0,0.181,0.2726,117,-377200.0,-33.966682,reduction,N/A,Q4 2004,INFORMATION TECHNOLOGY,13F,06/30/2019,
Booking holdings inc. (priceline),BKNG,CALL,76900.0,144165000.0,0.1798,0.1533,118,8900.0,13.088235,addition,N/A,Q2 2005,CONSUMER DISCRETIONARY,13F,06/30/2019,
Shopify inc,SHOP,"",478252.0,143564000.0,0.179,0.0162,119,417697.0,689.781191,addition,0.4249996,Q1 2017,COMMUNICATIONS,13F,06/30/2019,279.7848
Continental resources inc,CLR,"",3354794.0,141203000.0,0.1761,0.1403,120,929930.0,38.34978,addition,0.8959975,Q2 2017,ENERGY,13F,06/30/2019,50.6349
Match group inc,MTCH,"",2092963.0,140794000.0,0.1756,0.1544,121,-17827.0,-0.844565,reduction,0.7444823,Q2 2017,COMMUNICATIONS,13F,06/30/2019,46.8657
Edison international (southern california edison),EIX,"",2076537.0,139979000.0,0.1746,0.1639,122,27570.0,1.345556,addition,0.5867747,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,61.9929
Hd supply holdings inc,HDS,"",3417694.0,137665000.0,0.1717,0.1621,123,523757.0,18.098424,addition,2.0005233,Q2 2014,INDUSTRIALS,13F,06/30/2019,36.7551
S&p global inc. (mcgraw-hill inc.),SPGI,"",597828.0,136179000.0,0.1698,0.2684,124,-388875.0,-39.411555,reduction,0.2427235,Q4 2008,COMMUNICATIONS,13F,06/30/2019,120.1227
Csx corp,CSX,"",1758291.0,136039000.0,0.1696,0.1627,125,75873.0,4.509759,addition,0.2202875,Q4 2014,TRANSPORTS,13F,06/30/2019,72.1009
Phillips 66,PSX,"",1444355.0,135105000.0,0.1685,0.1181,126,484035.0,50.403511,addition,0.3220125,Q2 2012,ENERGY,13F,06/30/2019,86.1765
Advance auto parts  inc.,AAP,"",874432.0,134785000.0,0.1681,0.1848,127,35879.0,4.27868,addition,1.2248662,Q3 2003,CONSUMER DISCRETIONARY,13F,06/30/2019,160.9233
Schlumberger ltd.,SLB,"",3378707.0,134270000.0,0.1674,0.3127,128,-2176254.0,-39.176765,reduction,0.2443010,Q3 2006,ENERGY,13F,06/30/2019,44.0932
Cvs health corp. (melville shoe),CVS,PUT,2460900.0,134094000.0,0.1672,0.1486,129,328350.0,15.39706,addition,N/A,Q3 2009,CONSUMER STAPLES,13F,06/30/2019,
Nevro corp,NVRO,"",2067400.0,134029000.0,0.1671,0.1495,130,216680.0,11.707876,addition,6.6927808,Q1 2018,HEALTH CARE,13F,06/30/2019,51.7701
Walt disney co. (the),DIS,PUT,942900.0,131667000.0,0.1642,0.0725,131,437600.0,86.602019,addition,N/A,Q1 2012,COMMUNICATIONS,13F,06/30/2019,
Allstate corp (the),ALL,"",1290696.0,131251000.0,0.1637,0.1847,132,-227030.0,-14.958563,reduction,0.3920824,Q1 2015,FINANCE,13F,06/30/2019,86.1721
Genpact ltd,G,"",3431295.0,130698000.0,0.163,0.1555,133,9744.0,0.284783,addition,1.8012047,Q1 2011,INDUSTRIALS,13F,06/30/2019,23.7291
State street corp. (state street bank & trust co.  boston  ma),STT,"",2320424.0,130083000.0,0.1622,0.052,134,1709253.0,279.668538,addition,0.6227989,Q4 2015,FINANCE,13F,06/30/2019,64.2832
Monster beverage corp.,MNST,"",2037742.0,130069000.0,0.1622,0.215,135,-1010258.0,-33.144948,reduction,0.3739800,Q4 2015,CONSUMER STAPLES,13F,06/30/2019,54.9525
Square inc,SQ,PUT,1790000.0,129829000.0,0.1619,0.2196,136,-478200.0,-21.082797,reduction,N/A,Q2 2017,FINANCE,13F,06/30/2019,
Ross stores inc. (de),ROST,"",1308687.0,129717000.0,0.1618,0.0901,137,559338.0,74.64319,addition,0.3588393,Q4 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,93.1202
Cigna holding co,CI,"",799963.0,126034000.0,0.1572,0.356,138,-913334.0,-53.308562,reduction,0.2118490,Q4 2009,FINANCE,13F,06/30/2019,168.3595
Occidental petroleum corp.,OXY,"",2486630.0,125028000.0,0.1559,0.2545,139,-488458.0,-16.418271,reduction,0.3322817,Q2 2008,ENERGY,13F,06/30/2019,75.9604
Mongodb inc,MDB,"",820825.0,124839000.0,0.1557,0.1098,140,242640.0,41.965807,addition,1.4835080,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,142.6443
Liberty sirius xm group  series a,LSXMA,"",3289862.0,124390000.0,0.1551,0.1783,141,-323342.0,-8.9489,reduction,1.0360465,Q2 2016,COMMUNICATIONS,13F,06/30/2019,32.8462
Simon property group  inc.,SPG,"",777914.0,124280000.0,0.155,0.0836,142,422971.0,119.165894,addition,0.2525531,Q1 2009,REAL ESTATE,13F,06/30/2019,163.1833
Baidu inc adr,BIDU,PUT,1054500.0,123756000.0,0.1543,0.1474,143,362600.0,52.406417,addition,N/A,Q1 2010,COMMUNICATIONS,13F,06/30/2019,
Goodyear tire and rubber co.,GT,"",8078028.0,123593000.0,0.1541,0.071,144,5049952.0,166.770979,addition,3.4741218,Q3 2011,CONSUMER DISCRETIONARY,13F,06/30/2019,16.9299
Citigroup  inc.,C,CALL,1757400.0,123071000.0,0.1535,0.1665,145,-313100.0,-15.121951,reduction,N/A,Q2 2005,FINANCE,13F,06/30/2019,
