Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Wells fargo & co.  (northwest bancorporation),WFC,"",750000.0,35490000.0,1.4148,,15,750000.0,,new,0.0170218,Q2 2019,FINANCE,13F,06/30/2019,47.32
Cme group inc,CME,"",176709.0,34301000.0,1.3674,,16,176709.0,,new,0.0493477,Q2 2019,FINANCE,13F,06/30/2019,194.11
Liberty sirius xm group  series a,LSXMA,"",884771.0,33453000.0,1.3336,1.4217,17,56080.0,6.767299,addition,0.2786329,Q2 2016,COMMUNICATIONS,13F,06/30/2019,39.5908
Under armour inc cl c,UA,"",1403271.0,31152000.0,1.2419,0.4795,18,837740.0,148.133347,addition,0.3109742,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,20.858
Discovery inc series a,DISCA,PUT,1000000.0,30700000.0,1.2238,,19,1000000.0,,new,N/A,Q2 2019,COMMUNICATIONS,13F,06/30/2019,
Williams cos. (the),WMB,"",1050000.0,29442000.0,1.1737,1.7938,20,-340000.0,-24.460432,reduction,0.0866322,Q3 2018,ENERGY,13F,06/30/2019,27.19
Rti international metals inc.,RTI,PRN,26500000.0,26819000.0,1.0691,0.4928,21,15493000.0,140.755883,addition,N/A,Q3 2018,MATERIALS,13F,06/30/2019,
Tesla inc,TSLA,PRN,27650000.0,26781000.0,1.0676,,22,27650000.0,,new,N/A,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Nice systems ltd ord shs (isr),NCSYF,PRN,15000000.0,25566000.0,1.0192,1.0614,23,-500000.0,-3.225806,reduction,N/A,Q1 2018, ,13F,06/30/2019,
J2 global inc,JCOM,PRN,17500000.0,24444000.0,0.9744,2.0514,24,-16300000.0,-48.224852,reduction,N/A,Q4 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,
Teradyne inc,TER,PRN,14250000.0,23163000.0,0.9234,0.66,25,3800000.0,36.363636,addition,N/A,Q4 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,
Wright medical group inc,WMGI,PRN,15000000.0,22296000.0,0.8888,,26,15000000.0,,new,N/A,Q2 2019,HEALTH CARE,13F,06/30/2019,
Viavi solutions inc,VIAV,PRN,18000000.0,21197000.0,0.845,,27,18000000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Whiting petroleum corp,WLL,PRN,21000000.0,20485000.0,0.8166,0.9626,28,-1000000.0,-4.545455,reduction,N/A,Q3 2018,ENERGY,13F,06/30/2019,
Silicon laboratories inc,SLAB,PRN,16200000.0,20212000.0,0.8057,0.7186,29,1500000.0,10.204082,addition,N/A,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,
Liberty media corp series a,FWONA,PRN,17638000.0,19892000.0,0.793,0.794,30,2000000.0,12.789359,addition,N/A,Q4 2014,COMMUNICATIONS,13F,06/30/2019,
Central garden & pet co. class a,CENTA,"",784735.0,19335000.0,0.7708,0.8563,31,-34914.0,-4.259628,reduction,1.3586132,Q3 2016,CONSUMER STAPLES,13F,06/30/2019,32.9487
Fox corp class a,FOXA,"",509629.0,18673000.0,0.7444,,32,509629.0,,new,No Data,Q2 2019,COMMUNICATIONS,13F,06/30/2019,36.64
Nutanix inc,NTNX,PRN,20000000.0,18625000.0,0.7425,,33,20000000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Square inc,SQ,PRN,15300000.0,18302000.0,0.7296,,34,15300000.0,,new,N/A,Q2 2019,FINANCE,13F,06/30/2019,
Liberty media corp series a,FWONA,"",493684.0,17704000.0,0.7058,0.7693,35,-9224.0,-1.834133,reduction,0.2135773,Q3 2016,COMMUNICATIONS,13F,06/30/2019,32.3482
Microchip technology inc,MCHP,PRN,14360000.0,17040000.0,0.6793,0.5142,36,4000000.0,38.610039,addition,N/A,Q1 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,
Jazz pharmaceuticals plc,JAZZ,PRN,15000000.0,14849000.0,0.5919,1.1015,37,-10000000.0,-40.0,reduction,N/A,Q3 2018,HEALTH CARE,13F,06/30/2019,
Qiagen n.v.,QGEN,PRN,12400000.0,13845000.0,0.5519,,38,12400000.0,,new,N/A,Q2 2017,HEALTH CARE,13F,06/30/2019,
Akamai technologies inc.,AKAM,PRN,12650000.0,13570000.0,0.541,,39,12650000.0,,new,N/A,Q1 2017,COMMUNICATIONS,13F,06/30/2019,
Ambac financial group inc,AMBC,"",800010.0,13481000.0,0.5374,0.3542,40,365010.0,83.910345,addition,1.7563337,Q4 2017,FINANCE,13F,06/30/2019,17.0462
Liberty expedia holdings inc  series a,LEXEA,"",279831.0,13374000.0,0.5331,0.5732,41,-18225.0,-6.114623,reduction,N/A,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,39.1273
Fireeye inc,FEYE,PRN,14000000.0,13194000.0,0.526,0.6346,42,-1000000.0,-6.666667,reduction,N/A,Q2 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,
Ctrip.com international ltd adr,CTRP,PRN,12295000.0,12898000.0,0.5142,1.0562,43,-10000000.0,-44.853106,reduction,N/A,Q4 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,
Heico corp.  class a,HEI.A,"",122727.0,12686000.0,0.5057,,44,122727.0,,new,0.0916968,Q2 2019,INDUSTRIALS,13F,06/30/2019,103.37
Lions gate entertainment corp class b,LGF.B,"",952858.0,11063000.0,0.441,0.5003,45,215553.0,29.235255,addition,0.4376529,Q1 2018,COMMUNICATIONS,13F,06/30/2019,14.2867
Kohls corp.,KSS,CALL,225000.0,10700000.0,0.4266,,46,225000.0,,new,N/A,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Nxp semiconductors n.v.,NXPI,PRN,10000000.0,10582000.0,0.4218,,47,10000000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Uniti group inc,UNIT,PUT,1100000.0,10450000.0,0.4166,,48,1100000.0,,new,N/A,Q2 2019,REAL ESTATE,13F,06/30/2019,
Altair engineering inc,ALTR,PRN,9330000.0,10159000.0,0.405,,49,9330000.0,,new,N/A,Q2 2019,INDUSTRIALS,13F,06/30/2019,
Teladoc health inc,TDOC,PRN,6450000.0,9528000.0,0.3798,,50,6450000.0,,new,N/A,Q2 2019,HEALTH CARE,13F,06/30/2019,
Avaya holdings corp,AVYA,"",783151.0,9327000.0,0.3718,0.4061,51,246147.0,45.837089,addition,0.7054143,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,17.3259
Interdigital  inc.,IDCC,PRN,8918000.0,9318000.0,0.3715,1.0635,52,-13582000.0,-60.364444,reduction,N/A,Q4 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,
Wellpoint inc.,WLP,PRN,2350000.0,9207000.0,0.367,0.8513,53,-2400000.0,-50.526316,reduction,N/A,Q1 2015,HEALTH CARE,13F,06/30/2019,
Boeing company,BA,"",25000.0,9100000.0,0.3628,,54,25000.0,,new,0.0044428,Q2 2019,INDUSTRIALS,13F,06/30/2019,364.01
Darling ingredients inc,DAR,"",443000.0,8811000.0,0.3512,0.431,55,0.0,0.0,,0.2688923,Q1 2019,CONSUMER STAPLES,13F,06/30/2019,21.65
Ishares iboxx $ high yield corp bond etf,HYG,PUT,100000.0,8718000.0,0.3475,,56,100000.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,
Mellanox technologies ltd,MLNX,CALL,75000.0,8300000.0,0.3309,,57,75000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Liberty global plc class a,LBTYA,"",293461.0,7921000.0,0.3158,,58,293461.0,,new,0.0401792,Q4 2018,COMMUNICATIONS,13F,06/30/2019,26.99
Wix.com ltd,WIX,"",54565.0,7753000.0,0.3091,0.2248,59,13165.0,31.799517,addition,0.1094364,Q1 2019,COMMUNICATIONS,13F,06/30/2019,125.9619
Red hat inc,RHT,"",40500.0,7604000.0,0.3031,0.3243,60,1000.0,2.531646,addition,N/A,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,175.9393
Xylem inc,XYL,"",88747.0,7423000.0,0.2959,,61,88747.0,,new,0.0492957,Q2 2019,INDUSTRIALS,13F,06/30/2019,83.64
Taiwan semiconductor manufacturing co ltd adr,TSM,"",182669.0,7155000.0,0.2852,0.3362,62,0.0,0.0,,0.0035223,Q2 2010,INFORMATION TECHNOLOGY,13F,06/30/2019,17.3391
Red hat inc,RHT,PUT,37500.0,7041000.0,0.2807,,63,37500.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Liberty sirius xm group  series c,LSXMK,"",171709.0,6522000.0,0.26,0.2952,64,-87.0,-0.050641,reduction,0.0838341,Q2 2016,COMMUNICATIONS,13F,06/30/2019,37.9719
Rollins  inc.,ROL,"",180819.0,6486000.0,0.2586,,65,180819.0,,new,0.0552136,Q2 2019,INDUSTRIALS,13F,06/30/2019,35.87
Huazhu grp ltd ads adr,HTHT,PRN,5770000.0,6249000.0,0.2491,0.2005,66,1900000.0,49.095607,addition,N/A,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Celgene corp.,CELG,"",64300.0,5943000.0,0.2369,0.6863,67,-97601.0,-60.284371,reduction,0.0090724,Q1 2019,HEALTH CARE,13F,06/30/2019,94.34
Biomarin pharmaceutical inc,BMRN,"",68474.0,5864000.0,0.2338,0.1664,68,26780.0,64.229865,addition,0.0381556,Q3 2014,HEALTH CARE,13F,06/30/2019,89.2342
Abbott laboratories,ABT,"",66891.0,5626000.0,0.2243,,69,66891.0,,new,0.0037847,Q2 2019,HEALTH CARE,13F,06/30/2019,84.1
Change healthcare inc units,CHNGU,PRN,100000.0,5622000.0,0.2241,,70,100000.0,,new,No Data,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Wabco holdings inc,WBC,"",41500.0,5503000.0,0.2194,0.0681,71,30000.0,260.869565,addition,0.0809914,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,132.3866
Mastercard inc,MA,"",19900.0,5264000.0,0.2098,,72,19900.0,,new,0.0019614,Q2 2019,FINANCE,13F,06/30/2019,264.53
Booking holdings inc. (priceline),BKNG,"",2794.0,5238000.0,0.2088,,73,2794.0,,new,0.0056951,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,1874.71
Viacom inc.  class b,VIAB,"",173500.0,5182000.0,0.2066,,74,173500.0,,new,0.0430105,Q2 2019,COMMUNICATIONS,13F,06/30/2019,29.87
Anadarko petroleum corp.,APC,"",70500.0,4974000.0,0.1983,,75,70500.0,,new,N/A,Q2 2019,ENERGY,13F,06/30/2019,70.56
Ur energy inc,URG,"",5277697.0,4952000.0,0.1974,0.2362,76,-1104592.0,-17.307145,reduction,3.2995917,Q4 2010,MATERIALS,13F,06/30/2019,0.8008
Automatic data processing inc,ADP,"",29544.0,4885000.0,0.1947,,77,29544.0,,new,0.0068121,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,165.33
News inc. class b,NWS,"",343658.0,4798000.0,0.1913,0.4399,78,-440182.0,-56.157124,reduction,0.0587169,Q1 2019,COMMUNICATIONS,13F,06/30/2019,12.49
Nike inc.,NKE,"",54585.0,4582000.0,0.1827,,79,54585.0,,new,0.0034837,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,83.95
Live nation entertainment inc,LYV,"",67617.0,4480000.0,0.1786,,80,67617.0,,new,0.0316692,Q2 2019,COMMUNICATIONS,13F,06/30/2019,66.25
Accenture plc,ACN,"",24240.0,4479000.0,0.1786,,81,24240.0,,new,0.0036074,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,184.77
United microelectronics corp. adr,UMC,"",2026844.0,4479000.0,0.1786,0.1712,82,0.0,0.0,,0.0864400,Q2 2011,INFORMATION TECHNOLOGY,13F,06/30/2019,2.3233
New relic inc,NEWR,"",49856.0,4314000.0,0.172,0.312,83,-20500.0,-29.137529,reduction,0.0853552,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,98.7
Clear channel outdoor holdings inc,CCO,"",895714.0,4227000.0,0.1685,,84,895714.0,,new,0.1922216,Q2 2019,COMMUNICATIONS,13F,06/30/2019,4.72
Coupa software inc,COUP,"",32900.0,4165000.0,0.166,,85,32900.0,,new,0.0532621,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,126.61
Mellanox technologies ltd,MLNX,"",37500.0,4150000.0,0.1654,0.0941,86,19806.0,111.93625,addition,0.0684307,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,114.2984
Bhp group plc,BBL,"",80377.0,4104000.0,0.1636,0.2086,87,-15950.0,-16.558182,reduction,0.0076115,Q1 2019,MATERIALS,13F,06/30/2019,48.28
Lennar corp. class b,LEN.B,"",102809.0,3959000.0,0.1578,0.1591,88,12276.0,13.559696,addition,0.0319134,Q1 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,44.5514
Dish network corp  class a,DISH,PRN,4000000.0,3950000.0,0.1575,0.83,89,-17500000.0,-81.395349,reduction,N/A,Q3 2017,COMMUNICATIONS,13F,06/30/2019,
Ocwen financial corp,OCN,"",1900000.0,3933000.0,0.1568,0.1554,90,0.0,0.0,,1.4115899,Q1 2015,FINANCE,13F,06/30/2019,6.5664
Altisource portfolio solutions s.a.,ASPS,"",200000.0,3932000.0,0.1567,0.2074,91,5000.0,2.564103,addition,1.2500000,Q2 2015,REAL ESTATE,13F,06/30/2019,25.8245
Globus medical inc,GMED,"",92500.0,3913000.0,0.156,0.2564,92,-23000.0,-19.91342,reduction,0.0933401,Q1 2019,HEALTH CARE,13F,06/30/2019,49.41
Kohls corp.,KSS,"",81000.0,3853000.0,0.1536,,93,81000.0,,new,0.0499907,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,47.55
Liberty broadband corp class c,LBRDK,"",36787.0,3834000.0,0.1528,0.1517,94,0.0,0.0,,0.0202639,Q4 2018,COMMUNICATIONS,13F,06/30/2019,72.03
Vaneck vect gold miners etf,GDX,"",150000.0,3834000.0,0.1528,,95,150000.0,,new,No Data,Q2 2019,MATERIALS,13F,06/30/2019,25.56
Commvault systems inc,CVLT,"",75500.0,3746000.0,0.1493,,96,75500.0,,new,0.1671093,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,49.62
Ansys  inc.,ANSS,"",17651.0,3615000.0,0.1441,,97,17651.0,,new,0.0209881,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,204.82
Agilent technologies inc,A,"",47500.0,3547000.0,0.1414,,98,47500.0,,new,0.0150321,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,74.67
Cognizant technology solutions corp,CTSH,"",52682.0,3340000.0,0.1331,,99,52682.0,,new,0.0095388,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,63.39
Ryanair holdings adr,RYAAY,"",50381.0,3242000.0,0.1292,0.2683,100,-30031.0,-37.346416,reduction,0.0223836,Q1 2019,TRANSPORTS,13F,06/30/2019,74.94
Moodys corp,MCO,"",16528.0,3228000.0,0.1287,,101,16528.0,,new,0.0087357,Q2 2019,FINANCE,13F,06/30/2019,195.31
Akamai technologies inc.,AKAM,"",37500.0,3005000.0,0.1198,0.3238,102,-63000.0,-62.686567,reduction,0.0227300,Q1 2019,COMMUNICATIONS,13F,06/30/2019,71.71
Textron inc.,TXT,"",55500.0,2944000.0,0.1174,,103,55500.0,,new,0.0241179,Q2 2019,INDUSTRIALS,13F,06/30/2019,53.04
New relic inc,NEWR,PRN,2750000.0,2930000.0,0.1168,,104,2750000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Graco inc.,GGG,"",56970.0,2859000.0,0.114,,105,56970.0,,new,0.0341526,Q2 2019,INDUSTRIALS,13F,06/30/2019,50.18
Nomad foods ltd,NOMD,"",130500.0,2787000.0,0.1111,0.2467,106,-138000.0,-51.396648,reduction,0.0671124,Q1 2019,CONSUMER STAPLES,13F,06/30/2019,20.45
Mellanox technologies ltd,MLNX,PUT,25000.0,2767000.0,0.1103,,107,25000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Cypress semiconductor corp,CY,"",120500.0,2680000.0,0.1068,,108,120500.0,,new,0.0326275,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,22.24
Western gas partners lp,WES,"",86000.0,2646000.0,0.1055,,109,86000.0,,new,0.0392802,Q2 2019,ENERGY,13F,06/30/2019,30.77
Anadarko petroleum corp.,APC,PUT,37500.0,2646000.0,0.1055,,110,37500.0,,new,N/A,Q2 2019,ENERGY,13F,06/30/2019,
Frontier communications corp,FTR,"",1476241.0,2585000.0,0.103,0.1321,111,0.0,0.0,,1.4010069,Q4 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,4.8767
Zayo group holdings inc,ZAYO,"",75500.0,2485000.0,0.0991,,112,75500.0,,new,0.0319550,Q2 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,32.91
Arch coal inc,ARCH,"",26300.0,2476000.0,0.0987,0.1078,113,0.0,0.0,,0.1617466,Q4 2016,ENERGY,13F,06/30/2019,74.9016
Dell technologies inc,DELL,"",45500.0,2311000.0,0.0921,,114,45500.0,,new,0.0059240,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,50.8
Cypress semiconductor corp,CY,PUT,100000.0,2224000.0,0.0887,,115,100000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Estee lauder companies inc.,EL,"",12127.0,2221000.0,0.0885,,116,12127.0,,new,0.0033615,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,183.11
Oi s.a class c,OIBR.C,"",1102721.0,2216000.0,0.0883,0.0932,117,0.0,0.0,,0.1926756,Q3 2018,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,2.212
Advanced disposal services inc,ADSW,"",65500.0,2090000.0,0.0833,,118,65500.0,,new,0.0736534,Q2 2019,INDUSTRIALS,13F,06/30/2019,31.91
Pretium resources inc,PVG,"",199000.0,1991000.0,0.0794,0.0957,119,-50000.0,-20.080321,reduction,0.1073818,Q1 2016,MATERIALS,13F,06/30/2019,7.4029
Nordstrom inc.,JWN,"",62000.0,1976000.0,0.0788,,120,62000.0,,new,0.0400905,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,31.86
Huntsman corp,HUN,"",95500.0,1952000.0,0.0778,,121,95500.0,,new,0.0416176,Q2 2019,MATERIALS,13F,06/30/2019,20.44
Citrix systems inc.,CTXS,"",19500.0,1914000.0,0.0763,,122,19500.0,,new,0.0148969,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,98.14
Illumina inc,ILMN,"",5107.0,1880000.0,0.0749,0.1174,123,-3300.0,-39.253003,reduction,0.0034741,Q4 2018,HEALTH CARE,13F,06/30/2019,299.93
Medidata solutions inc,MDSO,"",20476.0,1853000.0,0.0739,,124,20476.0,,new,0.0327826,Q2 2019,HEALTH CARE,13F,06/30/2019,90.51
Zynga  inc.,ZNGA,"",297700.0,1825000.0,0.0728,,125,297700.0,,new,0.0316154,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,6.13
Entercom communications corp.,ETM,"",308260.0,1788000.0,0.0713,0.0707,126,8260.0,2.753333,addition,0.2163228,Q1 2019,COMMUNICATIONS,13F,06/30/2019,5.2647
Weibo corp adr,WB,PRN,1850000.0,1755000.0,0.07,,127,1850000.0,,new,N/A,Q2 2019,COMMUNICATIONS,13F,06/30/2019,
Logmein inc,LOGM,"",23500.0,1731000.0,0.069,0.2555,128,-47500.0,-66.901408,reduction,0.0471698,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,80.1
First data corp,FDC,"",62500.0,1692000.0,0.0675,0.1777,129,-88000.0,-58.471761,reduction,N/A,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,26.27
Amerisourcebergen corp (holding co),ABC,"",18000.0,1535000.0,0.0612,0.2537,130,-53000.0,-74.647887,reduction,0.0085641,Q1 2019,CONSUMER STAPLES,13F,06/30/2019,79.52
Worldpay inc class a,WP,"",12500.0,1532000.0,0.0611,0.1504,131,-17000.0,-57.627119,reduction,N/A,Q1 2019,INDUSTRIALS,13F,06/30/2019,113.5
Mr. cooper group inc.,COOP,"",175000.0,1402000.0,0.0559,0.1395,132,-148800.0,-45.954293,reduction,0.0807680,Q3 2018,FINANCE,13F,06/30/2019,57.473
Energy fuels inc,UUUU,"",441997.0,1383000.0,0.0551,0.0661,133,0.0,0.0,,0.4543088,Q2 2015,MATERIALS,13F,06/30/2019,4.7984
Allergan plc,AGN,"",8000.0,1339000.0,0.0534,,134,8000.0,,new,0.0024388,Q2 2019,HEALTH CARE,13F,06/30/2019,167.43
Occidental petroleum corp.,OXY,CALL,25000.0,1257000.0,0.0501,,135,25000.0,,new,N/A,Q2 2019,ENERGY,13F,06/30/2019,
Uranium energy corp,UEC,"",764341.0,1047000.0,0.0417,0.0481,136,0.0,0.0,,0.4230123,Q4 2016,MATERIALS,13F,06/30/2019,1.1929
Contura energy inc,CTRA,"",20000.0,1035000.0,0.0413,0.052,137,0.0,0.0,,0.1040583,Q4 2018,ENERGY,13F,06/30/2019,65.74
Takeda pharmaceutical co ltd,TAK,"",55500.0,982000.0,0.0391,0.0508,138,0.0,0.0,,0.0017805,Q4 2018,HEALTH CARE,13F,06/30/2019,16.82
Huazhu grp ltd ads adr,HTHT,"",19800.0,718000.0,0.0286,,139,19800.0,,new,0.0067462,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,36.25
First majestic silver corp,AG,"",89140.0,705000.0,0.0281,0.0264,140,0.0,0.0,,0.0440154,Q3 2016,MATERIALS,13F,06/30/2019,9.9317
Clearway energy inc class a,CWEN.A,"",39282.0,635000.0,0.0253,,141,39282.0,,new,0.0508044,Q2 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,
Avaya holdings corp,AVYA,CALL,50000.0,596000.0,0.0238,,142,50000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Platinum group metals ltd,PLG,"",431715.0,560000.0,0.0223,0.0379,143,0.0,0.0,,0.7369665,Q1 2017,MATERIALS,13F,06/30/2019,0.4051
Nielsen n.v.,NLSN,"",20000.0,452000.0,0.018,,144,20000.0,,new,0.0056232,Q2 2019,COMMUNICATIONS,13F,06/30/2019,22.6
Mag silver corp,MAG,"",35000.0,369000.0,0.0147,0.0168,145,0.0,0.0,,0.0405139,Q1 2016,MATERIALS,13F,06/30/2019,9.44
Advanced micro devices inc,AMD,"",1980.0,60000.0,0.0024,,146,1980.0,,new,0.0001824,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,30.37
Change healthcare inc,CHNG,"",1594.0,24000.0,0.001,,147,1594.0,,new,0.0012767,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,14.6
Red hat inc,RHT,PRN,0.0,0.0,,0.2117,"",-1900000.0,-100.0,soldall,N/A,Q4 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,
Caesars entertainment corp,CZR,PRN,0.0,0.0,,1.304,"",-20000000.0,-100.0,soldall,N/A,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,
Intelsat s.a.,I,"",0.0,0.0,,0.1133,"",-161028.0,-100.0,soldall,0.0000000,Q1 2019,COMMUNICATIONS,13F,06/30/2019,15.66
Centene corp,CNC,"",0.0,0.0,,0.0239,"",-10000.0,-100.0,soldall,0.0000000,Q1 2019,HEALTH CARE,13F,06/30/2019,53.1
Chegg inc,CHGG,"",0.0,0.0,,0.1535,"",-89600.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,38.12
Prospect capital corp,PSEC,PRN,0.0,0.0,,0.1477,"",-3300000.0,-100.0,soldall,N/A,Q2 2013,FINANCE,13F,06/30/2019,
Fox corp,FOX,"",0.0,0.0,,0.4076,"",-252798.0,-100.0,soldall,No Data,Q1 2019,COMMUNICATIONS,13F,06/30/2019,35.88
Illumina inc,ILMN,PRN,0.0,0.0,,0.8898,"",-16150000.0,-100.0,soldall,N/A,Q4 2016,HEALTH CARE,13F,06/30/2019,
Iac/interactivecorp,IAC,"",0.0,0.0,,0.0273,"",-2893.0,-100.0,soldall,0.0000000,Q3 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,130.5297
Liberty global plc class c,LBTYK,"",0.0,0.0,,0.5811,"",-534119.0,-100.0,soldall,0.0000000,Q3 2017,COMMUNICATIONS,13F,06/30/2019,24.21
Euronet worldwide inc.,EEFT,PRN,0.0,0.0,,0.628,"",-7068000.0,-100.0,soldall,N/A,Q4 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,
Verint systems inc,VRNT,PRN,0.0,0.0,,0.0498,"",-1000000.0,-100.0,soldall,N/A,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
