Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Entegra financial corp,ENFC,"",341462.0,10285000.0,0.293,0.1114,31,221462.0,184.551667,addition,4.9344220,Q1 2019,FINANCE,13F,06/30/2019,27.4245
Stewardship financial corp,SSFN,"",651699.0,10075000.0,0.2871,,32,651699.0,,new,7.4821929,Q2 2019,FINANCE,13F,06/30/2019,15.46
Apple inc,AAPL,"",49893.0,9875000.0,0.2814,0.3072,33,10785.0,27.577478,addition,0.0011040,Q3 2013,INFORMATION TECHNOLOGY,13F,06/30/2019,191.6728
Hubspot inc,HUBS,"",57150.0,9745000.0,0.2777,0.4004,34,-1109.0,-1.903569,reduction,0.1344706,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,162.8148
Tcf financial corp (delisted merged with chemical financial),TCF,"",463534.0,9637000.0,0.2746,0.0404,35,416347.0,882.334117,addition,N/A,Q4 2018,FINANCE,13F,06/30/2019,38.9478
Lam research corp.,LRCX,"",51021.0,9584000.0,0.2731,0.2172,36,21679.0,73.883852,addition,0.0352282,Q4 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,182.7619
L3harris technologies inc,LHX,"",47532.0,8990000.0,0.2561,,37,47532.0,,new,0.0402950,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,189.13
Netflix inc,NFLX,"",24118.0,8859000.0,0.2524,0.1356,38,14918.0,162.152174,addition,0.0055084,Q3 2014,COMMUNICATIONS,13F,06/30/2019,363.2155
Ebay inc.,EBAY,"",222239.0,8778000.0,0.2501,0.1048,39,154043.0,225.88275,addition,0.0264961,Q4 2012,CONSUMER DISCRETIONARY,13F,06/30/2019,36.4645
Dropbox inc,DBX,"",339408.0,8502000.0,0.2422,0.2545,40,57147.0,20.246155,addition,0.0821036,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,27.3118
Lilly (eli) & co.,LLY,"",75739.0,8391000.0,0.2391,,41,75739.0,,new,0.0078451,Q1 2018,HEALTH CARE,13F,06/30/2019,110.79
Alexion pharmaceuticals inc.,ALXN,"",61254.0,8023000.0,0.2286,0.0987,42,43599.0,246.949873,addition,0.0273175,Q2 2016,HEALTH CARE,13F,06/30/2019,122.5342
Unum group  inc.,UNM,"",238993.0,8018000.0,0.2285,0.0652,43,192367.0,412.574529,addition,0.1145535,Q4 2013,FINANCE,13F,06/30/2019,34.093
M b t financial corp,MBTF,"",796687.0,7983000.0,0.2275,0.1968,44,321687.0,67.723579,addition,N/A,Q4 2018,FINANCE,13F,06/30/2019,9.5907
Align technology inc,ALGN,"",29096.0,7964000.0,0.2269,0.2153,45,10786.0,58.907701,addition,0.0364292,Q1 2018,HEALTH CARE,13F,06/30/2019,258.7871
Medidata solutions inc,MDSO,"",87766.0,7944000.0,0.2263,,46,87766.0,,new,0.1405155,Q2 2019,HEALTH CARE,13F,06/30/2019,90.51
Morgan stanley,MS,"",180520.0,7909000.0,0.2253,,47,180520.0,,new,0.0109223,Q4 2017,FINANCE,13F,06/30/2019,43.81
Biogen inc,BIIB,"",33437.0,7820000.0,0.2228,0.3941,48,-6874.0,-17.052417,reduction,0.0181279,Q4 2017,HEALTH CARE,13F,06/30/2019,289.4861
Zendesk inc,ZEN,"",87289.0,7771000.0,0.2214,0.3287,49,-6234.0,-6.66574,reduction,0.0786529,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,81.06
Micron technology  inc.,MU,"",199446.0,7697000.0,0.2193,,50,199446.0,,new,0.0180690,Q2 2013,INFORMATION TECHNOLOGY,13F,06/30/2019,38.59
Duke realty corp.,DRE,"",240899.0,7615000.0,0.217,0.0256,51,220608.0,1087.220935,addition,0.0670225,Q1 2016,REAL ESTATE,13F,06/30/2019,31.129
Facebook inc,FB,"",39016.0,7530000.0,0.2145,0.2129,52,8141.0,26.367611,addition,0.0013676,Q2 2017,COMMUNICATIONS,13F,06/30/2019,171.9702
Expedia group inc,EXPE,"",56228.0,7480000.0,0.2131,0.173,53,21077.0,59.96131,addition,0.0375780,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,124.2591
New relic inc,NEWR,"",84968.0,7351000.0,0.2094,,54,84968.0,,new,0.1454682,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,86.51
Ppl corp. (pennsylvania power & light),PPL,"",236091.0,7321000.0,0.2086,0.18,55,98957.0,72.160806,addition,0.0326883,Q4 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,31.2195
Midsouth bancorp inc,MSL,"",616975.0,7311000.0,0.2083,,56,616975.0,,new,3.6900419,Q2 2019,FINANCE,13F,06/30/2019,11.85
Paypal holdings inc,PYPL,"",63497.0,7268000.0,0.2071,0.1283,57,33611.0,112.46403,addition,0.0053963,Q3 2017,COMMUNICATIONS,13F,06/30/2019,101.7868
Bank of america corp. (north carolina national bank),BAC,"",249026.0,7222000.0,0.2058,,58,249026.0,,new,0.0026753,Q4 2013,FINANCE,13F,06/30/2019,29.0
Roku inc,ROKU,"",78885.0,7145000.0,0.2036,0.049,59,60522.0,329.586669,addition,0.0678697,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,85.88
Altaba inc. (yahoo),AABA,"",100955.0,7003000.0,0.1995,,60,100955.0,,new,0.0194327,Q2 2019,FINANCE,13F,06/30/2019,69.37
Alteryx inc,AYX,"",62260.0,6794000.0,0.1936,0.2815,61,-18906.0,-23.293004,reduction,0.0991401,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,72.7279
Pegasystems inc.,PEGA,"",94822.0,6752000.0,0.1924,,62,94822.0,,new,0.1198307,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,71.21
Adobe systems  inc.,ADBE,"",22625.0,6666000.0,0.1899,,63,22625.0,,new,0.0046607,Q4 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,294.65
Robert half international  inc.,RHI,"",114954.0,6554000.0,0.1867,0.2198,64,33380.0,40.919901,addition,0.0977833,Q4 2017,INDUSTRIALS,13F,06/30/2019,63.7245
Hewlett packard enterprise co,HPE,"",437668.0,6543000.0,0.1864,0.1069,65,270057.0,161.121287,addition,0.0326825,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,15.1023
Qualcomm inc.,QCOM,"",85869.0,6532000.0,0.1861,,66,85869.0,,new,0.0070636,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,76.07
Clorox co.,CLX,"",41984.0,6428000.0,0.1832,0.0786,67,30141.0,254.504771,addition,0.0334614,Q3 2018,CONSUMER STAPLES,13F,06/30/2019,152.8245
Life storage inc,LSI,"",67328.0,6402000.0,0.1824,0.1861,68,21052.0,45.492264,addition,0.1443258,Q2 2016,REAL ESTATE,13F,06/30/2019,95.9073
E*trade financial corp.,ETFC,"",141821.0,6325000.0,0.1802,0.2026,69,36333.0,34.44278,addition,0.0579642,Q3 2015,FINANCE,13F,06/30/2019,47.3406
Chipotle mexican grill  inc.,CMG,"",8620.0,6317000.0,0.18,,70,8620.0,,new,0.0310967,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,732.88
Csx corp,CSX,"",80850.0,6255000.0,0.1782,0.4992,71,-80497.0,-49.890608,reduction,0.0101293,Q4 2013,TRANSPORTS,13F,06/30/2019,74.5615
Tractor supply company,TSCO,"",57202.0,6224000.0,0.1773,,72,57202.0,,new,0.0479601,Q4 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,108.8
Cf industries holdings inc,CF,"",133086.0,6216000.0,0.1771,0.0423,73,108051.0,431.59976,addition,0.0609564,Q4 2017,MATERIALS,13F,06/30/2019,46.2187
Netapp inc.,NTAP,"",99475.0,6138000.0,0.1749,0.0174,74,93397.0,1536.640342,addition,0.0414445,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,62.1668
Ralph lauren corp. class a,RL,"",53861.0,6118000.0,0.1743,0.1857,75,19231.0,55.532775,addition,0.0697501,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,108.4709
Cadence bancorp,CADE,"",294062.0,6116000.0,0.1743,0.2256,76,0.0,0.0,,0.2284687,Q1 2019,FINANCE,13F,06/30/2019,18.55
Wingstop inc,WING,"",64384.0,6100000.0,0.1738,0.1047,77,31090.0,93.380189,addition,0.2186957,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,81.0393
Oracle corp,ORCL,"",104298.0,5942000.0,0.1693,0.116,78,52095.0,99.793115,addition,0.0031266,Q3 2010,INFORMATION TECHNOLOGY,13F,06/30/2019,51.0539
Boeing company,BA,"",16200.0,5897000.0,0.168,,79,16200.0,,new,0.0028789,Q2 2019,INDUSTRIALS,13F,06/30/2019,364.01
Nvidia corp.,NVDA,"",35220.0,5784000.0,0.1648,0.0457,80,29064.0,472.124756,addition,0.0057833,Q1 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,172.5664
Akamai technologies inc.,AKAM,"",71450.0,5726000.0,0.1631,0.165,81,15823.0,28.44482,addition,0.0433083,Q3 2018,COMMUNICATIONS,13F,06/30/2019,68.0169
Mongodb inc,MDB,"",37071.0,5638000.0,0.1606,0.2217,82,607.0,1.664656,addition,0.0669998,Q4 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,118.7164
Wyndham hotels & resorts inc,WH,"",101000.0,5630000.0,0.1604,0.2088,83,-10.0,-0.0099,reduction,0.1047392,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,57.338
B riley principal merger corp,BRPM/U,"",550000.0,5489000.0,0.1564,,84,550000.0,,new,N/A,Q2 2019, ,13F,06/30/2019,
Vmware inc,VMW,"",32536.0,5440000.0,0.155,0.0284,85,28731.0,755.085414,addition,0.0079509,Q3 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,162.9558
Inphi corp,IPHI,"",108005.0,5411000.0,0.1542,,86,108005.0,,new,0.2377917,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,50.1
Dupont de nemours inc,DD,"",71937.0,5400000.0,0.1539,0.2028,87,-20027.0,-21.777,addition,0.0030887,Q3 2018,MATERIALS,13F,06/30/2019,
Unitedhealth group inc.,UNH,"",21871.0,5337000.0,0.1521,0.0751,88,14524.0,197.68613,addition,0.0023078,Q4 2013,HEALTH CARE,13F,06/30/2019,245.1018
Smartsheet inc,SMAR,"",109573.0,5303000.0,0.1511,0.1245,89,35785.0,48.497046,addition,0.1028275,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,37.2345
F5 networks inc,FFIV,"",35883.0,5226000.0,0.1489,0.1394,90,14404.0,67.06085,addition,0.0596757,Q1 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,153.3441
Zynga  inc.,ZNGA,"",850238.0,5212000.0,0.1485,0.1249,91,283746.0,50.088262,addition,0.0902943,Q1 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,4.9975
Carmax inc.,KMX,"",59643.0,5179000.0,0.1476,,92,59643.0,,new,0.0360185,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,86.83
Norfolk southern corp.,NSC,"",25949.0,5172000.0,0.1474,,93,25949.0,,new,0.0098512,Q2 2019,TRANSPORTS,13F,06/30/2019,199.33
Altice usa inc,ATUS,"",211183.0,5142000.0,0.1465,0.0755,94,126223.0,148.567561,addition,0.0326036,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,23.005
Gilead sciences inc.,GILD,"",75781.0,5120000.0,0.1459,0.3256,95,-45338.0,-37.432608,reduction,0.0059837,Q4 2017,HEALTH CARE,13F,06/30/2019,65.8374
Perspecta inc,PRSP,"",218537.0,5116000.0,0.1458,0.2318,96,-58629.0,-21.153027,reduction,0.1346500,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,21.9436
Check point software technologies ltd,CHKP,"",43877.0,5073000.0,0.1445,,97,43877.0,,new,0.0288209,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,115.61
Dfb healthcare acquisitions corp,DFBH,"",500004.0,5065000.0,0.1443,0.2066,98,0.0,0.0,,No Data,Q4 2018,FINANCE,13F,06/30/2019,9.83
Caci international inc. class a,CACI,"",24622.0,5037000.0,0.1435,,99,24622.0,,new,0.0989630,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,204.59
Eqova water technologies corp,AQUA,"",347590.0,4950000.0,0.141,0.312,100,-252100.0,-42.038386,reduction,No Data,Q4 2017,INDUSTRIALS,13F,06/30/2019,11.0225
Conocophillips (phillips petroleum),COP,"",80518.0,4912000.0,0.14,0.6034,101,-138095.0,-63.168705,reduction,0.0072530,Q3 2017,ENERGY,13F,06/30/2019,66.74
Genomic health inc,GHDX,"",84349.0,4907000.0,0.1398,0.2239,102,7073.0,9.152906,addition,0.2261974,Q1 2018,HEALTH CARE,13F,06/30/2019,60.7408
Crown castle international corp,CCI,"",37523.0,4891000.0,0.1394,0.1048,103,17727.0,89.548394,addition,0.0090252,Q2 2013,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,120.3156
Store capital corp,STOR,"",146216.0,4853000.0,0.1383,0.0777,104,90137.0,160.732181,addition,0.0643925,Q2 2018,REAL ESTATE,13F,06/30/2019,31.1953
Charles schwab corp,SCHW,"",120346.0,4837000.0,0.1378,0.3674,105,-87441.0,-42.082036,reduction,0.0092065,Q2 2017,FINANCE,13F,06/30/2019,42.76
Square inc,SQ,"",65871.0,4778000.0,0.1361,0.1724,106,10205.0,18.332555,addition,0.0154218,Q4 2017,FINANCE,13F,06/30/2019,75.8022
Sl green realty corp.,SLG,"",57372.0,4611000.0,0.1314,0.3467,107,-35863.0,-38.465169,reduction,0.0696093,Q4 2017,REAL ESTATE,13F,06/30/2019,86.7639
Pacira biosciences inc,PCRX,"",106001.0,4610000.0,0.1314,0.1212,108,29013.0,37.685094,addition,0.2545653,Q2 2018,HEALTH CARE,13F,06/30/2019,40.8378
Curtiss-wright corp.,CW,"",36148.0,4595000.0,0.1309,0.1587,109,2294.0,6.776156,addition,0.0845963,Q1 2018,INDUSTRIALS,13F,06/30/2019,118.7044
Legacytexas financial group inc,LTXB,"",112508.0,4580000.0,0.1305,,110,112508.0,,new,0.2288609,Q2 2019,FINANCE,13F,06/30/2019,40.71
Oreilly automotive inc.,ORLY,"",12362.0,4566000.0,0.1301,0.2269,111,-1770.0,-12.524766,reduction,0.0161574,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,358.9685
Lkq corp,LKQ,"",169881.0,4521000.0,0.1288,,112,169881.0,,new,0.0551186,Q2 2019,INDUSTRIALS,13F,06/30/2019,26.61
Equinix inc,EQIX,"",8889.0,4483000.0,0.1277,0.3272,113,-8569.0,-49.083515,reduction,0.0109917,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,352.56
Coupa software inc,COUP,"",35192.0,4456000.0,0.127,0.015,114,31205.0,782.668673,addition,0.0569726,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,122.5734
Dnb financial corp,DNBF,"",99598.0,4429000.0,0.1262,,115,99598.0,,new,2.3001848,Q2 2019,FINANCE,13F,06/30/2019,44.47
Cvs health corp. (melville shoe),CVS,"",80649.0,4395000.0,0.1252,0.0499,116,58264.0,260.281438,addition,0.0062014,Q1 2019,CONSUMER STAPLES,13F,06/30/2019,54.3346
Union pacific corp.,UNP,"",25778.0,4359000.0,0.1242,0.3571,117,-25873.0,-50.091963,reduction,0.0036589,Q1 2019,TRANSPORTS,13F,06/30/2019,167.2
Cornerstone ondemand inc,CSOD,"",74950.0,4342000.0,0.1237,0.0927,118,34031.0,83.166744,addition,0.1235168,Q4 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,53.9039
Planet fitness inc,PLNT,"",59282.0,4294000.0,0.1223,,119,59282.0,,new,0.0640264,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,72.44
Match group inc,MTCH,"",63092.0,4244000.0,0.1209,0.179,120,-13367.0,-17.482572,reduction,0.0224423,Q3 2016,COMMUNICATIONS,13F,06/30/2019,50.1842
Altria group  inc. (philip morris),MO,"",88940.0,4211000.0,0.12,,121,88940.0,,new,0.0047610,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,47.35
United therapeutics corp,UTHR,"",53940.0,4211000.0,0.12,,122,53940.0,,new,0.1230103,Q1 2011,HEALTH CARE,13F,06/30/2019,78.06
C.h. robinson worldwide inc,CHRW,"",49846.0,4205000.0,0.1198,0.1677,123,3239.0,6.9496,addition,0.0368193,Q2 2018,TRANSPORTS,13F,06/30/2019,85.6854
Abiomed inc,ABMD,"",16023.0,4174000.0,0.1189,0.176,124,1122.0,7.529696,addition,0.0353085,Q1 2019,HEALTH CARE,13F,06/30/2019,283.8324
Sysco corp.,SYY,"",59004.0,4173000.0,0.1189,0.0675,125,34550.0,141.285679,addition,0.0115240,Q3 2018,CONSUMER STAPLES,13F,06/30/2019,69.0788
Madison square garden company,MSG,"",14895.0,4170000.0,0.1188,0.06,126,9947.0,201.030719,addition,0.0626894,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,284.3216
Keysight technologies inc,KEYS,"",46428.0,4170000.0,0.1188,,127,46428.0,,new,0.0246734,Q2 2019,HEALTH CARE,13F,06/30/2019,89.81
Adt inc,ADT,"",665511.0,4073000.0,0.1161,0.0367,128,526675.0,379.350457,addition,0.0899473,Q3 2018,INDUSTRIALS,13F,06/30/2019,6.515
Cdw corp.,CDW,"",36667.0,4070000.0,0.116,0.0086,129,34508.0,1598.332561,addition,0.0253365,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,110.1386
Bandwidth inc,BAND,"",53853.0,4040000.0,0.1151,0.1644,130,-5528.0,-9.309375,reduction,0.2341435,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,66.96
Bristol-myers squibb co,BMY,"",89020.0,4037000.0,0.115,0.5147,131,-171836.0,-65.873892,reduction,0.0054421,Q3 2013,HEALTH CARE,13F,06/30/2019,50.704
Xerox corp. (haloid co.),XRX,"",113194.0,4008000.0,0.1142,0.0266,132,93045.0,461.784704,addition,0.0503913,Q4 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,33.504
Landcadia holdings inc,LCAHU,"",400000.0,4000000.0,0.114,,133,400000.0,,new,N/A,Q2 2019, ,13F,06/30/2019,
Parker-hannifin corp.,PH,"",23227.0,3949000.0,0.1125,0.0201,134,20396.0,720.452137,addition,0.0180755,Q1 2019,INDUSTRIALS,13F,06/30/2019,170.2062
Rh common stock,RH,"",34019.0,3933000.0,0.1121,0.1432,135,392.0,1.16573,addition,0.1829962,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,103.0958
Acuity brands inc (holding company),AYI,"",28360.0,3911000.0,0.1114,0.1912,136,-10159.0,-26.373997,reduction,0.0710777,Q3 2015,INDUSTRIALS,13F,06/30/2019,146.8171
Snap-on inc.,SNA,"",23552.0,3901000.0,0.1111,0.1624,137,-1534.0,-6.114965,reduction,0.0426589,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,156.52
Mgic investment corp. (1984),MTG,"",296510.0,3896000.0,0.111,0.0481,138,208431.0,236.64097,addition,0.0837244,Q4 2017,FINANCE,13F,06/30/2019,13.1957
Cabot oil & gas corp.,COG,"",169144.0,3884000.0,0.1107,0.2809,139,-91105.0,-35.006859,reduction,0.0404274,Q4 2018,ENERGY,13F,06/30/2019,24.9274
Acacia communications inc,ACIA,"",82283.0,3880000.0,0.1106,0.0768,140,49910.0,154.171686,addition,0.2004458,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,51.1691
Grace (w.r.) & co. (de),GRA,"",50936.0,3877000.0,0.1105,0.1572,141,2217.0,4.550586,addition,0.0763200,Q1 2014,MATERIALS,13F,06/30/2019,74.5963
Primerica inc,PRI,"",31997.0,3838000.0,0.1094,,142,31997.0,,new,0.0764016,Q4 2018,FINANCE,13F,06/30/2019,119.95
Anaplan inc,PLAN,"",76042.0,3838000.0,0.1094,,143,76042.0,,new,0.0588743,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,50.47
Spirit aerosystems holdings inc. class a,SPR,"",47043.0,3828000.0,0.1091,0.0526,144,33137.0,238.292823,addition,0.0454566,Q4 2018,INDUSTRIALS,13F,06/30/2019,78.6268
Medifast inc,MED,"",29694.0,3810000.0,0.1086,0.0323,145,23564.0,384.404568,addition,0.2507939,Q1 2019,CONSUMER STAPLES,13F,06/30/2019,128.1452
Axa equitable holdings inc,EQH,"",181327.0,3790000.0,0.108,0.0403,146,132965.0,274.936934,addition,No Data,Q1 2019,FINANCE,13F,06/30/2019,20.6973
Viasat inc.,VSAT,"",46738.0,3777000.0,0.1076,,147,46738.0,,new,0.0762447,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,80.82
Brinker international inc.,EAT,"",95087.0,3742000.0,0.1066,0.0335,148,76859.0,421.6535,addition,0.2535653,Q4 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,40.6948
Veeva systems inc,VEEV,"",23031.0,3734000.0,0.1064,0.0228,149,18684.0,429.813665,addition,0.0156386,Q2 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,145.8034
Wells fargo & co.  (northwest bancorporation),WFC,"",78411.0,3710000.0,0.1057,0.3649,150,-104193.0,-57.059539,reduction,0.0017796,Q1 2012,FINANCE,13F,06/30/2019,48.5362
Cree inc.,CREE,"",65850.0,3699000.0,0.1054,0.0115,151,60991.0,1255.217123,addition,0.0615248,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,56.2567
3m co. (minnesota mining & manufacturing),MMM,"",21258.0,3685000.0,0.105,0.0195,152,18989.0,836.888497,addition,0.0036952,Q1 2019,INDUSTRIALS,13F,06/30/2019,177.016
Realty income corp.,O,"",52799.0,3642000.0,0.1038,,153,52799.0,,new,0.0165915,Q2 2019,REAL ESTATE,13F,06/30/2019,68.97
Horizon therapeutics plc,HZNP,"",150984.0,3633000.0,0.1035,0.1875,154,-20541.0,-11.975514,reduction,0.0809783,Q4 2013,HEALTH CARE,13F,06/30/2019,21.139
