Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Alphabet inc. class a,GOOGL,"",17800.0,19274000.0,1.6363,1.6822,20,153.0,0.867003,addition,0.0025671,Q3 2015,COMMUNICATIONS,13F,06/30/2019,1107.21
Liberty media corp series c,FWONK,"",491498.0,18387000.0,1.561,1.9961,21,-211647.0,-30.10005,reduction,0.2126316,Q3 2016,COMMUNICATIONS,13F,06/30/2019,29.33
T-mobile us inc,TMUS,"",232536.0,17240000.0,1.4636,3.8812,22,-460942.0,-66.46815,reduction,0.0272144,Q3 2018,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,70.1486
Mastercard inc,MA,"",49648.0,13133000.0,1.1149,,23,49648.0,,new,0.0048935,Q2 2019,FINANCE,13F,06/30/2019,264.53
Och-ziff cap management group inc,SCU,"",505487.0,11606000.0,0.9853,0.7977,24,-94678.0,-15.775328,reduction,1.0150341,Q4 2015,FINANCE,13F,06/30/2019,-93.2293
Euronav nv,EURN,"",1104100.0,10423000.0,0.8849,,25,1104100.0,,new,0.5018180,Q2 2019,TRANSPORTS,13F,06/30/2019,9.44
Cadiz inc.,CDZI,"",875720.0,9852000.0,0.8364,0.6646,26,28135.0,3.319431,addition,3.2470152,Q4 2010,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,9.8211
Fox corp class a,FOXA,"",227435.0,8308000.0,0.7053,,27,227435.0,,new,No Data,Q2 2019,COMMUNICATIONS,13F,06/30/2019,36.64
Visa inc,V,"",41250.0,7159000.0,0.6078,0.4567,28,5150.0,14.265928,addition,0.0020792,Q2 2018,FINANCE,13F,06/30/2019,140.18
Jpmorgan chase & co. (chemical bank),JPM,"",61040.0,6824000.0,0.5793,0.1594,29,41600.0,213.99177,addition,0.0019090,Q3 2017,FINANCE,13F,06/30/2019,106.612
Grupo supervielle sa adr,SUPV,"",694573.0,5473000.0,0.4646,0.3338,30,16753.0,2.4716,addition,0.7604259,Q2 2018,FINANCE,13F,06/30/2019,9.0237
Jd.com inc adr,JD,"",136400.0,4131000.0,0.3507,0.3419,31,-3600.0,-2.571429,reduction,0.0093497,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,30.15
Sprint corp,S,"",591000.0,3883000.0,0.3297,2.1184,32,-4038100.0,-87.232939,reduction,0.0144396,Q4 2016,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,6.9636
Ericsson (l.m.) telephone companies adr,ERIC,"",395401.0,3756000.0,0.3189,0.302,33,-10778.0,-2.65351,reduction,0.0119637,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,9.18
Viacom inc.  class b,VIAB,"",125000.0,3734000.0,0.317,,34,125000.0,,new,0.0309874,Q2 2019,COMMUNICATIONS,13F,06/30/2019,29.87
Martin marietta materials inc.,MLM,"",15000.0,3452000.0,0.2931,0.2444,35,0.0,0.0,,0.0240231,Q4 2018,MATERIALS,13F,06/30/2019,171.87
Paypal holdings inc,PYPL,"",30000.0,3434000.0,0.2915,0.2103,36,5000.0,20.0,addition,0.0025495,Q1 2018,COMMUNICATIONS,13F,06/30/2019,82.3017
Vulcan materials company,VMC,"",25000.0,3433000.0,0.2914,0.2397,37,0.0,0.0,,0.0188979,Q4 2018,MATERIALS,13F,06/30/2019,98.8
Walt disney co. (the),DIS,"",21425.0,2992000.0,0.254,0.1311,38,6839.0,46.887426,addition,0.0011894,Q2 2014,COMMUNICATIONS,13F,06/30/2019,116.2737
Las vegas sands corp,LVS,"",50000.0,2955000.0,0.2509,0.3703,39,-25000.0,-33.333333,reduction,0.0064953,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,52.05
Amazon.com inc.,AMZN,"",1560.0,2954000.0,0.2508,0.2308,40,-40.0,-2.5,reduction,0.0003154,Q3 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,1397.6187
Mondelez international inc. (kraft foods),MDLZ,"",50000.0,2695000.0,0.2288,0.283,41,-20000.0,-28.571429,reduction,0.0034670,Q2 2018,CONSUMER STAPLES,13F,06/30/2019,41.6533
Booking holdings inc. (priceline),BKNG,"",1360.0,2550000.0,0.2165,0.1922,42,0.0,0.0,,0.0027721,Q1 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,1475.4505
Activision blizzard inc,ATVI,"",53000.0,2502000.0,0.2124,1.0968,43,-244400.0,-82.178884,reduction,0.0069098,Q2 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,49.2137
Alexion pharmaceuticals inc.,ALXN,"",18898.0,2475000.0,0.2101,0.2069,44,0.0,0.0,,0.0084280,Q2 2017,HEALTH CARE,13F,06/30/2019,121.67
Discover financial services,DFS,"",29000.0,2250000.0,0.191,0.1672,45,0.0,0.0,,0.0091126,Q2 2018,FINANCE,13F,06/30/2019,65.0497
Lyft inc,LYFT,"",30000.0,1971000.0,0.1673,,46,30000.0,,new,0.0102452,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,65.71
Bristol-myers squibb co,BMY,"",42500.0,1927000.0,0.1636,0.1643,47,0.0,0.0,,0.0025982,Q1 2019,HEALTH CARE,13F,06/30/2019,47.71
Regeneron pharmaceuticals inc.,REGN,"",5100.0,1596000.0,0.1355,0.1696,48,0.0,0.0,,0.0046435,Q1 2016,HEALTH CARE,13F,06/30/2019,402.1576
Goldman sachs group inc,GS,"",5100.0,1043000.0,0.0885,0.8675,49,-50687.0,-90.858085,reduction,0.0014184,Q4 2018,FINANCE,13F,06/30/2019,167.05
Charles schwab corp,SCHW,"",21600.0,868000.0,0.0737,0.0748,50,0.0,0.0,,0.0016524,Q4 2014,FINANCE,13F,06/30/2019,42.76
Dht holdings inc,DHT,"",113300.0,670000.0,0.0569,0.0269,51,38922.0,52.32999,addition,0.0796541,Q2 2018,ENERGY,13F,06/30/2019,4.8507
D.r. horton  inc.,DHI,"",12450.0,537000.0,0.0456,0.0417,52,0.0,0.0,,0.0033665,Q4 2011,CONSUMER DISCRETIONARY,13F,06/30/2019,30.1236
Newmont goldcorp corp,NEM,"",12500.0,481000.0,0.0408,,53,12500.0,,new,0.0015246,Q2 2019,MATERIALS,13F,06/30/2019,38.47
Berkshire hathaway inc class b,BRK.B,"",2250.0,480000.0,0.0408,0.0366,54,0.0,0.0,,0.0000918,Q1 2011,FINANCE,13F,06/30/2019,94.588
Transocean ltd,RIG,"",30000.0,192000.0,0.0163,0.0211,55,0.0,0.0,,0.0049036,Q2 2017,ENERGY,13F,06/30/2019,8.71
Eagle materials inc.,EXP,"",1975.0,183000.0,0.0155,0.0134,56,0.0,0.0,,0.0047001,Q3 2016,MATERIALS,13F,06/30/2019,62.175
Csx corp,CSX,"",1600.0,124000.0,0.0105,0.0097,57,0.0,0.0,,0.0002005,Q4 2016,TRANSPORTS,13F,06/30/2019,35.93
Bank of america corp. (north carolina national bank),BAC,"",4000.0,116000.0,0.0098,0.0503,58,-18500.0,-82.222222,reduction,0.0000430,Q3 2012,FINANCE,13F,06/30/2019,20.453
Spotify technology sa,SPOT,"",400.0,58000.0,0.0049,0.2003,59,-17415.0,-97.754701,reduction,0.0002212,Q2 2018,COMMUNICATIONS,13F,06/30/2019,168.24
Charter communications inc,CHTR,"",1.0,0.0,0.0,0.0,60,0.0,0.0,,0.0000005,Q3 2016,COMMUNICATIONS,13F,06/30/2019,269.97
Goldcorp inc.,GG,"",0.0,0.0,,0.0116,"",-12500.0,-100.0,soldall,N/A,Q1 2015,MATERIALS,13F,06/30/2019,11.44
Svb financial group,SIVB,"",0.0,0.0,,0.003,"",-165.0,-100.0,soldall,0.0000000,Q4 2017,FINANCE,13F,06/30/2019,233.8513
Rowan companies plc,RDC,"",0.0,0.0,,10.5723,"",-12097330.0,-100.0,soldall,N/A,Q2 2017,ENERGY,13F,06/30/2019,13.1473
Novocure ltd,NVCR,"",0.0,0.0,,0.1951,"",-50000.0,-100.0,soldall,0.0000000,Q1 2019,HEALTH CARE,13F,06/30/2019,48.17
Fox corp,FOX,"",0.0,0.0,,0.6664,"",-229317.0,-100.0,soldall,No Data,Q1 2019,COMMUNICATIONS,13F,06/30/2019,35.88
Qualcomm inc.,QCOM,"",0.0,0.0,,0.9033,"",-195561.0,-100.0,soldall,0.0000000,Q4 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,56.9606
Dollar tree inc.,DLTR,"",0.0,0.0,,0.1672,"",-19650.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,88.5267
Qorvo inc,QRVO,"",0.0,0.0,,0.3387,"",-58300.0,-100.0,soldall,0.0000000,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,71.73
