Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Gores holdings iii inc,GRSH,"",836828.0,8410000.0,0.806135,0.7197,28,-13172.0,-1.549647,reduction,1.7850427,Q4 2018,FINANCE,13F,06/30/2019,9.72
Chaparral energy inc. class a,CHAP,"",1748494.0,8235000.0,0.789361,0.8524,29,0.0,0.0,,No Data,Q3 2018,ENERGY,13F,06/30/2019,15.8346
Diamond eagle acquisition corp,DEACU,"",750000.0,7545000.0,0.723221,,30,750000.0,,new,N/A,Q2 2019, ,13F,06/30/2019,
Sony corp. sponsored adr,SNE,"",143554.0,7521000.0,0.720921,0.7623,31,-67447.0,-31.965251,reduction,0.0113649,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,42.24
Trine acquisition corp,TRNE,"",750000.0,7298000.0,0.699545,,32,750000.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,9.73
Ultra petroleum corp,UPL,"",36379590.0,6548000.0,0.627654,1.8981,33,0.0,0.0,,N/A,Q2 2017,ENERGY,13F,06/30/2019,10.4893
Echostar corp.,SATS,"",175598.2,6307000.0,0.604553,,34,175598.2,,new,0.1460836,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,44.32
Gores metropoulos inc,GMHI,"",600000.0,6042000.0,0.579152,,35,600000.0,,new,1.2000000,Q2 2019,FINANCE,13F,06/30/2019,10.07
T-mobile us inc,TMUS,"",73392.0,5441000.0,0.521544,,36,73392.0,,new,0.0085893,Q2 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,74.14
Dfb healthcare acquisitions corp,DFBH,"",500000.0,5065000.0,0.485502,0.4272,37,0.0,0.0,,No Data,Q3 2018,FINANCE,13F,06/30/2019,9.72
Landcadia holdings ii inc,LCA,"",500000.0,4864000.0,0.466236,,38,500000.0,,new,1.5807777,Q2 2019,FINANCE,13F,06/30/2019,9.728
Leo holdings corp,LHC,"",471194.0,4839000.0,0.463839,,39,471194.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,10.27
Churchill capital corp ii,CCX.UN,"",250000.0,2538000.0,0.243278,,40,250000.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,10.15
Pivotal acquisition corp,PVT,"",200000.0,2030000.0,0.194584,,41,200000.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,10.15
Far point acquisition corporation,FPAC/WS,"",693020.0,901000.0,0.0863648,0.0808,42,-6980.0,-0.997143,reduction,N/A,Q2 2018, ,13F,06/30/2019,
Gs acquisition holdings corp,GSAH/WS,"",561000.0,715000.0,0.0685359,0.0748,43,0.0,0.0,,N/A,Q3 2018, ,13F,06/30/2019,
Social capital hedosophia holdings corp,IPOA/WS,"",500000.0,670000.0,0.0642224,0.0342,44,0.0,0.0,,N/A,Q3 2017, ,13F,06/30/2019,
Tpg pace holdings corp,TPGH/WS,"",366666.0,614000.0,0.0588546,0.057,45,-100000.0,-21.428602,reduction,N/A,Q3 2017, ,13F,06/30/2019,
Target hospitality corporation,THWWW,"",283131.0,566000.0,0.0542536,0.0375,46,0.0,0.0,,N/A,Q1 2019, ,13F,06/30/2019,
Mosaic acquisition corp,MOSC/WS,"",589986.0,560000.0,0.0536784,0.0417,47,-10014.0,-1.669,reduction,N/A,Q3 2018, ,13F,06/30/2019,
Spartan energy acquisition corp,SPAQ/WS,"",581461.0,518000.0,0.0496526,0.0549,48,-1871.0,-0.320744,reduction,N/A,Q1 2019, ,13F,06/30/2019,
Capitol investment corp iv,CIC/WS,"",367433.0,511000.0,0.0489816,0.0708,49,-232567.0,-38.761167,reduction,N/A,Q4 2017, ,13F,06/30/2019,
Halcon resources corp,HKRS,"",3382582.0,507387.3,0.0486353,,50,-5007585.0,-59.683973,reduction,N/A,,ENERGY,13D,08/05/2019,
Collier creek holdings,CCH/WS,"",366666.0,477000.0,0.0457225,0.0364,51,0.0,0.0,,N/A,Q4 2018, ,13F,06/30/2019,
Regalwood global energy ltd,RWGEWS,"",498700.0,449000.0,0.0430386,0.0415,52,-1300.0,-0.26,reduction,N/A,Q1 2018, ,13F,06/30/2019,
Gores holdings iii,GRSHW,"",279779.0,406000.0,0.0389169,0.0346,53,-3553.0,-1.254006,reduction,N/A,Q4 2018, ,13F,06/30/2019,
New frontier corporation,NFC/WS,"",495013.0,347000.0,0.0332615,0.0304,54,-4987.0,-0.9974,reduction,N/A,Q3 2018, ,13F,06/30/2019,
Trine acquisition corp,TRNE/WS,"",375000.0,285000.0,0.0273185,,55,375000.0,,new,N/A,Q2 2019, ,13F,06/30/2019,
Pivotal acquisition corp,PVT/WS,"",200000.0,268000.0,0.025689,,56,200000.0,,new,N/A,Q2 2019, ,13F,06/30/2019,
Gores metropoulos inc,GMHIW,"",200000.0,252000.0,0.0241553,,57,200000.0,,new,N/A,Q2 2019, ,13F,06/30/2019,
Leo holdings corp,LHC/WS,"",189480.0,237000.0,0.0227175,,58,189480.0,,new,N/A,Q2 2019, ,13F,06/30/2019,
Dfb healthcare acquisitions corp warrant,DFBHW,"",166666.0,207000.0,0.0198419,0.0164,59,0.0,0.0,,No Data,Q3 2018,FINANCE,13F,06/30/2019,1.527
Landcadia holdings inc,LCAHW,"",166666.0,142000.0,0.0136113,,60,166666.0,,new,N/A,Q2 2019, ,13F,06/30/2019,
Altaba inc. (yahoo),AABA,"",0.0,0.0,0.0,8.9771,61,-1416072.0,-100.0,soldall,0.0000000,Q3 2015,FINANCE,13F,06/30/2019,72.7473
Sm energy co,SM,"",0.0,0.0,0.0,0.8241,62,-550880.0,-100.0,soldall,0.0000000,Q2 2017,ENERGY,13F,06/30/2019,17.7504
Saban capital acquisition corp class a,SCAC,"",0.0,0.0,0.0,0.7034,63,-800000.0,-100.0,soldall,N/A,Q4 2016,FINANCE,13F,06/30/2019,10.0
Alta mesa resources inc,AMRQQ,"",0.0,0.0,0.0,0.043,64,-1894500.0,-100.0,soldall,0.0000000,Q2 2017,FINANCE,13F,06/30/2019,6.81
Vantage energy acquisition corp,VEAC,"",0.0,0.0,0.0,2.4038,65,-2750000.0,-100.0,soldall,N/A,Q2 2017,FINANCE,13F,06/30/2019,9.7773
Vantage energy acquisition corporation,VEACW,"",0.0,0.0,0.0,0.0114,66,-577470.0,-100.0,soldall,N/A,Q2 2017, ,13F,06/30/2019,
Constellation alpha capital corporation,CNACW,"",0.0,0.0,0.0,0.0128,67,-1249999.0,-100.0,soldall,N/A,Q3 2017, ,13F,06/30/2019,
Constellation alpha capital corporation,CNACR,"",0.0,0.0,0.0,0.0134,68,-1249999.0,-100.0,soldall,N/A,Q3 2017, ,13F,06/30/2019,
Leo holdings corp,LHC/U,"",0.0,0.0,0.0,0.4443,69,-500000.0,-100.0,soldall,N/A,Q1 2018, ,13F,06/30/2019,
Pivotal acquisition corp units,PVT.UN,"",0.0,0.0,0.0,0.349,70,-400000.0,-100.0,soldall,No Data,Q1 2019,FINANCE,13F,06/30/2019,10.19
Gores metropoulos inc units,GMHIU,"",0.0,0.0,0.0,0.5255,71,-600000.0,-100.0,soldall,No Data,Q1 2019,FINANCE,13F,06/30/2019,10.24
Trine acquisition corp,TRNE/U,"",0.0,0.0,0.0,0.6428,72,-750000.0,-100.0,soldall,N/A,Q1 2019, ,13F,06/30/2019,
