Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Falcon minerals corp,FLMN,"",500000.0,4200000.0,0.4546,1.2779,45,-1044389.0,-67.624737,reduction,1.4543339,Q3 2017,FINANCE,13F,06/30/2019,
Gores holdings iii inc units,GRSHU,"",400000.0,4188000.0,0.453302,0.3857,46,0.0,0.0,,No Data,Q3 2018,FINANCE,13F,06/30/2019,10.21
Leo holdings corp,LHC/WS,"",400000.0,4108000.0,0.444643,0.3759,47,0.0,0.0,,N/A,Q2 2018, ,13F,06/30/2019,
Mosaic acquisition corp class a,MOSC,"",399999.0,4080000.0,0.441612,0.3774,48,0.0,0.0,,0.9274264,Q2 2018,FINANCE,13F,06/30/2019,9.68
Nabors industries ltd  6.00% mandatory conv cumul preferred shares series a,NBR+A,"",175000.0,4060000.0,0.439447,0.4422,49,0.0,0.0,,N/A,Q1 2019,ENERGY,13F,06/30/2019,27.18
New frontier corp,NFC,"",400000.0,4028000.0,0.435984,0.3707,50,0.0,0.0,,1.3913043,Q3 2018,FINANCE,13F,06/30/2019,9.62
U.s. well services  inc.,USWSW,"",800000.0,3856000.0,0.417367,0.5976,51,0.0,0.0,,N/A,Q4 2018, ,13F,06/30/2019,
Act ii global acquisition corp units,ACTTU,"",375000.0,3795000.0,0.410764,,52,375000.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,10.12
Accelerate diagnostics corp,AXDX,PRN,4000000.0,3345000.0,0.362057,,53,4000000.0,,new,N/A,Q2 2019,HEALTH CARE,13F,06/30/2019,
Tpg pace holdings corp,TPGH/WS,"",316666.0,3293000.0,0.356428,0.3026,54,0.0,0.0,,N/A,Q2 2018, ,13F,06/30/2019,
Trinity merger corp,TMCX,"",300000.0,3090000.0,0.334456,0.287,55,0.0,0.0,,0.6955715,Q2 2018,FINANCE,13F,06/30/2019,9.77
Trinity merger corporation,TMCXW,"",300000.0,3090000.0,0.334456,0.287,56,0.0,0.0,,N/A,Q2 2018, ,13F,06/30/2019,
Boxwood merger corp units,BWMCU,"",300000.0,3090000.0,0.334456,0.2833,57,0.0,0.0,,No Data,Q4 2018,FINANCE,13F,06/30/2019,9.93
Rmg acquisition corp units,RMG.UN,"",304193.0,3054000.0,0.330559,0.3286,58,-45807.0,-13.087714,reduction,No Data,Q1 2019,FINANCE,13F,06/30/2019,10.03
Amci acquisition corp,AMCIU,"",300000.0,3051000.0,0.330235,0.2842,59,0.0,0.0,,No Data,Q4 2018,FINANCE,13F,06/30/2019,9.95
Tortoise acquisition corp units,SHLL.UN,"",300000.0,3006000.0,0.325364,0.2805,60,0.0,0.0,,No Data,Q1 2019,FINANCE,13F,06/30/2019,9.99
Protalix biotherapeutics inc,PLX,PRN,2879000.0,2752000.0,0.297872,0.2568,61,0.0,0.0,,N/A,Q4 2014,HEALTH CARE,13F,06/30/2019,
Nebula acquisition corp warrant,NEBUW,"",266666.0,2691000.0,0.291269,0.2494,62,0.0,0.0,,No Data,Q2 2018,FINANCE,13F,06/30/2019,2.5
Wabco holdings inc,WBC,"",19875.0,2635000.0,0.285208,,63,19875.0,,new,0.0387881,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,132.6
Diamond eagle acquisition corp,DEACU,"",249600.0,2511000.0,0.271786,,64,249600.0,,new,N/A,Q2 2019, ,13F,06/30/2019,
Teekay corp.,TK,PRN,3000000.0,2349000.0,0.254252,,65,3000000.0,,new,N/A,Q2 2019,ENERGY,13F,06/30/2019,
Gores metropoulos inc units,GMHIU,"",200000.0,2095000.0,0.226759,0.1917,66,0.0,0.0,,No Data,Q1 2019,FINANCE,13F,06/30/2019,10.24
Graf industrial corp,GRAF/U,"",200000.0,2058000.0,0.222754,0.1894,67,0.0,0.0,,N/A,Q4 2018, ,13F,06/30/2019,
Chaserg technology acquisition corp units,CTACU,"",200000.0,2046000.0,0.221455,0.1891,68,0.0,0.0,,No Data,Q4 2018,FINANCE,13F,06/30/2019,9.99
Vectoiq acquisition corp,VTIQ,"",200000.0,2026000.0,0.219291,0.187,69,0.0,0.0,,0.7751938,Q2 2018,FINANCE,13F,06/30/2019,9.58
Dfb healthcare acquisitions corp warrant,DFBHW,"",200000.0,2026000.0,0.219291,0.187,70,0.0,0.0,,No Data,Q2 2018,FINANCE,13F,06/30/2019,
Vectolq acquisition corporation,VTIQW,"",200000.0,2026000.0,0.219291,0.187,71,0.0,0.0,,N/A,Q2 2018, ,13F,06/30/2019,
New frontier corporation,NFC/WS,"",200000.0,2014000.0,0.217992,0.1853,72,0.0,0.0,,N/A,Q3 2018, ,13F,06/30/2019,
Gx acquisition corporation,GXGXU,"",200000.0,2010000.0,0.217559,,73,200000.0,,new,N/A,Q2 2019, ,13F,06/30/2019,
Landcadia holdings inc,LCAHU,"",198603.0,1986000.0,0.214961,,74,198603.0,,new,N/A,Q2 2019, ,13F,06/30/2019,
Target hospitality corporation,THWWW,"",149999.0,1365000.0,0.147745,0.1334,75,0.0,0.0,,N/A,Q1 2019, ,13F,06/30/2019,
Mosaic acquisition corp,MOSC/WS,"",133333.0,1360000.0,0.147204,0.1258,76,0.0,0.0,,N/A,Q2 2018, ,13F,06/30/2019,
Arya sciences acquisition corp units,ARYAU,"",100000.0,1069000.0,0.115707,0.0969,77,0.0,0.0,,No Data,Q4 2018,FINANCE,13F,06/30/2019,10.34
Hennessy cap acquisition corp ii uit 1,HCACU,"",100000.0,1040000.0,0.112568,0.0944,78,0.0,0.0,,N/A,Q1 2019, ,13F,06/30/2019,
Verastem inc,VSTM,PRN,2000000.0,1035000.0,0.112027,0.1475,79,0.0,0.0,,N/A,Q4 2018,HEALTH CARE,13F,06/30/2019,
Akorn  inc.,AKRX,PUT,91000.0,469000.0,0.0507637,0.03,80,0.0,0.0,,N/A,Q4 2018,HEALTH CARE,13F,06/30/2019,
Hovnanian enterprises inc. class a,HOV,"",42590.0,324000.0,0.0350692,,81,42590.0,,new,0.7170034,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,7.6
Alta mesa res inc wt exp 03/23,AMRWW,"",1630633.0,238000.0,0.0257607,0.0405,82,0.0,0.0,,N/A,Q1 2018, ,13F,06/30/2019,
Cinedigm corp,CIDM,"",132929.0,179000.0,0.0193746,0.0245,83,-4828.0,-3.504722,reduction,0.3349181,Q4 2013,INFORMATION TECHNOLOGY,13F,06/30/2019,20.2
Celgene corp.,CELG,PUT,0.0,0.0,0.0,5.2985,84,-600000.0,-100.0,soldall,N/A,Q1 2019,HEALTH CARE,13F,06/30/2019,
Newmont goldcorp corp,NEM,CALL,0.0,0.0,0.0,0.2197,85,-65600.0,-100.0,soldall,N/A,Q1 2019,MATERIALS,13F,06/30/2019,
Sprint corp,S,CALL,0.0,0.0,0.0,0.2644,86,-500000.0,-100.0,soldall,N/A,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,
Sprint corp,S,PUT,0.0,0.0,0.0,0.2644,87,-500000.0,-100.0,soldall,N/A,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,
Fiserv inc.,FISV,PUT,0.0,0.0,0.0,0.6206,88,-75100.0,-100.0,soldall,N/A,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Weatherford international plc,WFTIQ,PRN,0.0,0.0,0.0,9.826,89,-130000000.0,-100.0,soldall,N/A,Q1 2018,ENERGY,13F,06/30/2019,
Spdr s&p 500 etf trust,SPY,PUT,0.0,0.0,0.0,2.147,90,-81200.0,-100.0,soldall,No Data,Q4 2018,FINANCE,13F,06/30/2019,
Qiagen n.v.,QGEN,PRN,0.0,0.0,0.0,0.1373,91,-1000000.0,-100.0,soldall,N/A,Q4 2018,HEALTH CARE,13F,06/30/2019,
Mercadolibre inc,MELI,PRN,0.0,0.0,0.0,2.8368,92,-7532000.0,-100.0,soldall,N/A,Q3 2016,COMMUNICATIONS,13F,06/30/2019,
Red hat inc,RHT,"",0.0,0.0,0.0,4.703,93,-275000.0,-100.0,soldall,N/A,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,175.64
Halcon resources corp,HKRS,"",0.0,0.0,0.0,0.0443,94,-350000.0,-100.0,soldall,N/A,Q1 2018,ENERGY,13F,06/30/2019,4.726
Bb&t corp.,BBT,"",0.0,0.0,0.0,0.5641,95,-129498.0,-100.0,soldall,0.0000000,Q1 2019,FINANCE,13F,06/30/2019,46.53
Ishares iboxx investment grade corporate bond fund,LQD,"",0.0,0.0,0.0,0.8359,96,-75000.0,-100.0,soldall,No Data,Q2 2018,FINANCE,13F,06/30/2019,112.82
Intelsat s.a.,I,"",0.0,0.0,0.0,0.0367,97,-25000.0,-100.0,soldall,0.0000000,Q1 2019,COMMUNICATIONS,13F,06/30/2019,15.66
Versum materials inc,VSM,"",0.0,0.0,0.0,1.5305,98,-325000.0,-100.0,soldall,0.0000000,Q1 2019,MATERIALS,13F,06/30/2019,50.31
Gty technology holdings inc,GTYHW,"",0.0,0.0,0.0,0.9335,99,-1133332.0,-100.0,soldall,N/A,Q1 2018, ,13F,06/30/2019,
Vantage energy acquisition corp,VEAC,"",0.0,0.0,0.0,0.1913,100,-200000.0,-100.0,soldall,N/A,Q2 2017,FINANCE,13F,06/30/2019,9.75
Vantage energy acquisition corporation,VEACW,"",0.0,0.0,0.0,0.3398,101,-355200.0,-100.0,soldall,N/A,Q2 2017, ,13F,06/30/2019,
International money express inc,IMXI,"",0.0,0.0,0.0,0.7029,102,-644019.0,-100.0,soldall,N/A,Q3 2018, ,13F,06/30/2019,
Organogenesis holdings inc,ORGOW,"",0.0,0.0,0.0,1.7369,103,-2474077.0,-100.0,soldall,N/A,Q4 2018, ,13F,06/30/2019,
Fox corp class a,FOXA,"",0.0,0.0,0.0,0.315,104,-91664.0,-100.0,soldall,No Data,Q1 2019,COMMUNICATIONS,13F,06/30/2019,36.71
