Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Dollar tree inc.,DLTR,"",1560105.0,167540000.0,0.5604,0.5779,13,-136993.0,-8.072191,reduction,0.6566651,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,99.2671
Gilead sciences inc.,GILD,"",2473696.0,167123000.0,0.559,0.5953,14,-350685.0,-12.416349,reduction,0.1953237,Q3 2014,HEALTH CARE,13F,06/30/2019,66.0756
Oracle corp,ORCL,"",2921278.0,166425000.0,0.5566,0.0064,15,2884369.0,7814.812105,addition,0.0875730,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,56.9016
Union pacific corp.,UNP,"",983138.0,166258000.0,0.5561,0.2976,16,434167.0,79.08742,addition,0.1395452,Q2 2014,TRANSPORTS,13F,06/30/2019,160.9105
Walmart inc,WMT,"",1501804.0,165934000.0,0.555,0.5663,17,-289125.0,-16.143856,reduction,0.0526078,Q2 2014,CONSUMER STAPLES,13F,06/30/2019,97.4865
Royal caribbean cruises ltd,RCL,"",1366690.0,165656000.0,0.5541,0.5077,18,414.0,0.030301,addition,0.6521712,Q1 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,124.9444
Walgreens boots alliance inc.,WBA,"",3015197.0,164841000.0,0.5513,0.1039,19,2508623.0,495.213532,addition,0.3338571,Q1 2019,CONSUMER STAPLES,13F,06/30/2019,56.1149
Home depot  inc. (the),HD,"",759143.0,157879000.0,0.528,0.0012,20,757173.0,38435.177665,addition,0.0689948,Q3 2014,CONSUMER DISCRETIONARY,13F,06/30/2019,207.8907
Qualcomm inc.,QCOM,"",1969843.0,149846000.0,0.5012,0.2893,21,405065.0,25.88642,addition,0.1620390,Q2 2012,INFORMATION TECHNOLOGY,13F,06/30/2019,60.9814
Caterpillar inc.,CAT,"",1079889.0,147178000.0,0.4923,0.021,22,1032108.0,2160.080367,addition,0.1919496,Q4 2014,INDUSTRIALS,13F,06/30/2019,136.3322
V.f. corp. (vanity fair mills inc.),VFC,"",1667400.0,145647000.0,0.4871,0.1933,23,981339.0,143.039613,addition,0.4187553,Q1 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,86.6448
Fidelity national information services inc,FIS,"",1176031.0,144275000.0,0.4825,0.6286,24,-538388.0,-31.403525,reduction,0.1917108,Q4 2017,FINANCE,13F,06/30/2019,106.2198
Suncor energy  inc.,SU,"",4584119.0,142841000.0,0.4778,0.2507,25,2199680.0,92.251469,addition,0.2946812,Q1 2017,ENERGY,13F,06/30/2019,31.1618
Celgene corp.,CELG,"",1536179.0,142004000.0,0.475,0.5245,26,-178641.0,-10.417478,reduction,0.2167479,Q2 2015,HEALTH CARE,13F,06/30/2019,103.1423
Sba communications corp.,SBAC,"",629516.0,141540000.0,0.4734,0.5195,27,-173088.0,-21.565803,reduction,0.5565520,Q2 2009,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,143.2296
Abbvie inc,ABBV,"",1910982.0,138967000.0,0.4648,0.5992,28,-382634.0,-16.682566,reduction,0.1292532,Q2 2013,HEALTH CARE,13F,06/30/2019,80.6557
Servicenow inc,NOW,"",503380.0,138213000.0,0.4623,0.1028,29,374709.0,291.214804,addition,0.2684693,Q1 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,266.9504
Spdr dow jones industrial average etf trust,DIA,"",505685.0,134436000.0,0.4496,0.0327,30,466775.0,1199.627345,addition,No Data,Q3 2014,FINANCE,13F,06/30/2019,265.3329
Spdr s&p consumer staples etf,XLP,"",2255938.0,131002000.0,0.4382,0.3728,31,206420.0,10.071636,addition,No Data,Q1 2014,CONSUMER STAPLES,13F,06/30/2019,54.6248
Wayfair inc class a,W,"",897058.0,130970000.0,0.438,0.4848,32,-110383.0,-10.956771,reduction,0.9714728,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,146.8298
Activision blizzard inc,ATVI,"",2738021.0,129235000.0,0.4322,0.4005,33,24993.0,0.921222,addition,0.3569640,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,46.0889
Amgen  inc.,AMGN,"",687478.0,126688000.0,0.4237,0.4045,34,30676.0,4.67051,addition,0.1146370,Q2 2014,HEALTH CARE,13F,06/30/2019,187.933
Bristol-myers squibb co,BMY,"",2793542.0,126687000.0,0.4237,0.6008,35,-1091042.0,-28.086457,reduction,0.1707784,Q3 2015,HEALTH CARE,13F,06/30/2019,49.5652
Schlumberger ltd.,SLB,"",3110739.0,123621000.0,0.4135,0.2665,36,1223835.0,64.859421,addition,0.2249253,Q2 2017,ENERGY,13F,06/30/2019,39.1884
Worldpay inc class a,WP,"",1006284.0,123320000.0,0.4125,0.0024,37,999710.0,15207.027685,addition,N/A,Q3 2014,INDUSTRIALS,13F,06/30/2019,53.524
Etsy inc,ETSY,"",2007053.0,123173000.0,0.412,0.3749,38,286594.0,16.657996,addition,1.6661572,Q1 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,53.3468
State street corp. (state street bank & trust co.  boston  ma),STT,"",2170209.0,121662000.0,0.4069,0.1723,39,1362825.0,168.795146,addition,0.5824813,Q1 2018,FINANCE,13F,06/30/2019,65.3441
Cisco systems  inc.,CSCO,"",2197040.0,120244000.0,0.4022,0.0644,40,1829222.0,497.317151,addition,0.0513240,Q4 2013,INFORMATION TECHNOLOGY,13F,06/30/2019,54.4862
Invesco qqq trust series 1,QQQ,"",642268.0,119937000.0,0.4011,0.1334,41,413174.0,180.351297,addition,No Data,Q1 2014,FINANCE,13F,06/30/2019,184.2146
Facebook inc,FB,"",621158.0,119883000.0,0.401,0.0908,42,453042.0,269.481786,addition,0.0217725,Q1 2014,COMMUNICATIONS,13F,06/30/2019,178.2214
Conocophillips (phillips petroleum),COP,"",1964511.0,119835000.0,0.4008,0.0013,43,1958341.0,31739.724473,addition,0.1769607,Q1 2018,ENERGY,13F,06/30/2019,61.018
Masco corp.,MAS,"",3051844.0,119754000.0,0.4005,0.4054,44,-129169.0,-4.060625,reduction,1.0543232,Q3 2013,INDUSTRIALS,13F,06/30/2019,33.4959
Lockheed martin corp.,LMT,"",327712.0,119136000.0,0.3985,0.1214,45,202911.0,162.58764,addition,0.1160453,Q1 2016,INDUSTRIALS,13F,06/30/2019,347.17
Rio tinto plc (nyse) adr,RIO,"",1906290.0,118838000.0,0.3975,0.0333,46,1731823.0,992.63643,addition,0.1498679,Q3 2017,MATERIALS,13F,06/30/2019,61.412
Electronic arts  inc.,EA,"",1161191.0,117582000.0,0.3933,0.2484,47,407133.0,53.992266,addition,0.3940114,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,87.0318
General dynamics corp. (electric boat),GD,"",642760.0,116867000.0,0.3909,0.3238,48,52814.0,8.952345,addition,0.2225315,Q1 2011,INDUSTRIALS,13F,06/30/2019,178.619
Applied materials inc.,AMAT,"",2592797.0,116443000.0,0.3895,0.0474,49,2224215.0,603.451878,addition,0.2769757,Q4 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,43.7832
Veeva systems inc,VEEV,"",715529.0,115994000.0,0.388,0.0841,50,511117.0,250.042561,addition,0.4858620,Q2 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,139.458
Workday inc,WDAY,"",555563.0,114213000.0,0.382,0.0821,51,424175.0,322.841508,addition,0.2458243,Q4 2018,COMMUNICATIONS,13F,06/30/2019,194.7249
Citrix systems inc.,CTXS,"",1143759.0,112249000.0,0.3754,0.3065,52,195237.0,20.583286,addition,0.8737655,Q3 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,100.6772
Pg&e corp. (pacific gas & electric),PCG,"",4858660.0,111360000.0,0.3725,0.1231,53,2724718.0,127.684726,addition,0.9180794,Q2 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,26.9706
Edison international (southern california edison),EIX,"",1621793.0,109325000.0,0.3657,0.0851,54,1197982.0,282.668926,addition,0.4582760,Q3 2013,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,66.6063
International business machines corp,IBM,"",785097.0,108265000.0,0.3621,0.0025,55,779561.0,14081.665462,addition,0.0886234,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,137.9554
Restaurant brands international inc,QSR,"",1551847.0,107915000.0,0.3609,0.3681,56,-192109.0,-11.015702,reduction,0.6058116,Q4 2014,CONSUMER DISCRETIONARY,13F,06/30/2019,63.4669
Altria group  inc. (philip morris),MO,"",2276979.0,107815000.0,0.3606,,57,2276979.0,,new,0.1218874,Q1 2015,CONSUMER STAPLES,13F,06/30/2019,47.35
Mgm resorts international  inc.,MGM,"",3713022.0,106081000.0,0.3548,0.4688,58,-1922460.0,-34.113497,reduction,0.7120845,Q1 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,26.1133
Hilton worldwide holdings inc,HLT,"",1083735.0,105924000.0,0.3543,0.494,59,-749785.0,-40.8932,reduction,0.3777923,Q4 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,81.784
Colgate-palmolive co.,CL,"",1419335.0,101724000.0,0.3402,0.2055,60,494457.0,53.461862,addition,0.1654217,Q3 2014,CONSUMER STAPLES,13F,06/30/2019,70.9084
Spdr s&p 500 etf trust,SPY,PUT,333900.0,97833000.0,0.3272,0.181,61,136200.0,68.892261,addition,No Data,Q1 2015,FINANCE,13F,06/30/2019,
Sysco corp.,SYY,"",1380360.0,97619000.0,0.3265,0.2912,62,34880.0,2.592383,addition,0.2695963,Q1 2015,CONSUMER STAPLES,13F,06/30/2019,66.7418
Red hat inc,RHT,"",515103.0,96716000.0,0.3235,0.0843,63,372789.0,261.948227,addition,N/A,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,185.5331
Csx corp,CSX,"",1243347.0,96198000.0,0.3217,0.0629,64,984026.0,379.462519,addition,0.1557728,Q1 2014,TRANSPORTS,13F,06/30/2019,73.427
Cabot oil & gas corp.,COG,"",4187097.0,96136000.0,0.3215,0.2353,65,1406211.0,50.567014,addition,1.0007641,Q2 2017,ENERGY,13F,06/30/2019,24.1629
Hubspot inc,HUBS,"",532887.0,90868000.0,0.3039,0.349,66,-114832.0,-17.728676,reduction,1.2538518,Q2 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,152.7823
3m co. (minnesota mining & manufacturing),MMM,"",523534.0,90749000.0,0.3035,0.1343,67,324232.0,162.683766,addition,0.0910051,Q1 2019,INDUSTRIALS,13F,06/30/2019,186.4508
Monster beverage corp.,MNST,"",1398785.0,89284000.0,0.2986,0.2381,68,53140.0,3.949036,addition,0.2567143,Q4 2013,CONSUMER STAPLES,13F,06/30/2019,55.3118
Mohawk industries inc.,MHK,"",602579.0,88862000.0,0.2972,0.3436,69,-237667.0,-28.285407,reduction,0.8351753,Q4 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,146.0251
Raytheon co.,RTN,"",508291.0,88382000.0,0.2956,0.0267,70,463078.0,1024.214275,addition,0.1825168,Q4 2012,INDUSTRIALS,13F,06/30/2019,174.958
Shopify inc,SHOP,"",291612.0,87527000.0,0.2927,,71,291612.0,,new,0.2591416,Q2 2019,COMMUNICATIONS,13F,06/30/2019,300.15
Fiserv inc.,FISV,"",954962.0,87054000.0,0.2912,0.2721,72,4054.0,0.426329,addition,0.2430114,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,85.3909
Alcoa corp,AA,"",3682173.0,86200000.0,0.2883,0.2856,73,553967.0,17.708776,addition,1.9843571,Q4 2016,MATERIALS,13F,06/30/2019,27.212
Cardinal health  inc.,CAH,"",1826782.0,86041000.0,0.2878,0.1916,74,599464.0,48.843413,addition,0.6247544,Q2 2016,HEALTH CARE,13F,06/30/2019,49.5534
Dropbox inc,DBX,"",3421101.0,85699000.0,0.2866,0.2763,75,-488322.0,-12.490897,reduction,0.8275723,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,22.0743
Ionis phrmacutls,IONS,"",1315079.0,84520000.0,0.2827,0.2069,76,528669.0,67.22562,addition,0.9359993,Q2 2017,HEALTH CARE,13F,06/30/2019,57.7443
Archer-daniels-midland co.,ADM,"",2067758.0,84365000.0,0.2822,0.0981,77,1366120.0,194.704392,addition,0.3712512,Q3 2013,CONSUMER STAPLES,13F,06/30/2019,42.2209
Cummins inc,CMI,"",490287.0,84006000.0,0.281,0.3081,78,-111701.0,-18.555353,reduction,0.3107212,Q1 2014,INDUSTRIALS,13F,06/30/2019,149.8909
Tapestry inc,TPR,"",2640603.0,83786000.0,0.2802,0.144,79,1273047.0,93.089204,addition,0.9174176,Q2 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,39.1414
Bank of new york mellon corp,BK,"",1893700.0,83607000.0,0.2796,0.0224,80,1756780.0,1283.070406,addition,0.2008890,Q3 2018,FINANCE,13F,06/30/2019,44.6041
Carnival corp.,CCL,"",1795004.0,83557000.0,0.2795,0.0327,81,1596162.0,802.7288,addition,0.3406338,Q2 2012,CONSUMER DISCRETIONARY,13F,06/30/2019,48.1087
Manulife financial corp,MFC,"",4594445.0,83527000.0,0.2794,0.2712,82,-352369.0,-7.12315,reduction,0.2353603,Q2 2014,FINANCE,13F,06/30/2019,17.5109
Dollar general corp.,DG,"",611876.0,82701000.0,0.2766,0.5689,83,-859086.0,-58.403004,reduction,0.2368675,Q3 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,119.3
Charles schwab corp,SCHW,"",2040792.0,82019000.0,0.2743,0.0557,84,1638975.0,407.890906,addition,0.1561217,Q1 2019,FINANCE,13F,06/30/2019,40.696
Nike inc.,NKE,"",962732.0,80821000.0,0.2703,,85,962732.0,,new,0.0614422,Q2 2014,CONSUMER DISCRETIONARY,13F,06/30/2019,83.95
Bank of montreal (nyse),BMO,"",1066711.0,80483000.0,0.2692,0.2133,86,187327.0,21.302071,addition,0.1669789,Q2 2018,FINANCE,13F,06/30/2019,75.6117
Corning inc.,GLW,"",2410496.0,80101000.0,0.2679,0.3246,87,-614017.0,-20.301351,reduction,0.3086936,Q4 2017,MATERIALS,13F,06/30/2019,30.9749
United parcel service  inc. class b,UPS,"",772314.0,79757000.0,0.2668,0.015,88,730994.0,1769.10455,addition,0.0899399,Q3 2015,TRANSPORTS,13F,06/30/2019,103.8616
Firstenergy corp.,FE,"",1839154.0,78734000.0,0.2633,0.3008,89,-390852.0,-17.526948,reduction,0.3405904,Q3 2018,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,40.8304
United technologies corp. (united aircraft corp.),UTX,"",592453.0,77137000.0,0.258,,90,592453.0,,new,0.0686568,Q3 2014,INDUSTRIALS,13F,06/30/2019,130.2
Vertex pharmaceuticals  inc.,VRTX,"",417171.0,76501000.0,0.2559,0.3939,91,-243353.0,-36.842416,reduction,0.1622981,Q2 2015,HEALTH CARE,13F,06/30/2019,184.2456
Incyte corporation,INCY,"",900397.0,76498000.0,0.2559,0.2274,92,84744.0,10.389712,addition,0.4186530,Q1 2013,HEALTH CARE,13F,06/30/2019,71.3813
Bp plc adr (british petroleum),BP,"",1822518.0,75999000.0,0.2542,0.195,93,446765.0,32.474216,addition,0.0536736,Q4 2010,ENERGY,13F,06/30/2019,41.0316
Philip morris international inc,PM,"",962774.0,75607000.0,0.2529,0.0469,94,798947.0,487.677245,addition,0.0618813,Q2 2013,CONSUMER STAPLES,13F,06/30/2019,78.2907
Teradyne inc,TER,"",1551375.0,74326000.0,0.2486,0.1976,95,21451.0,1.402096,addition,0.9128420,Q4 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,34.0186
American capital agency corp.,AGNC,"",4383025.0,73722000.0,0.2466,0.3085,96,-903569.0,-17.091704,reduction,0.8000849,Q4 2016,REAL ESTATE,13F,06/30/2019,18.5271
Synchrony financial,SYF,"",2122134.0,73574000.0,0.2461,0.1826,97,356376.0,20.182607,addition,0.3198683,Q3 2014,FINANCE,13F,06/30/2019,26.2184
Comcast corp.  class a,CMCSA,"",1721816.0,72798000.0,0.2435,0.5516,98,-2534260.0,-59.544519,reduction,0.0378839,Q1 2014,COMMUNICATIONS,13F,06/30/2019,37.6058
Metlife inc.,MET,"",1456135.0,72326000.0,0.2419,0.2349,99,-246011.0,-14.452991,reduction,0.1554952,Q1 2018,FINANCE,13F,06/30/2019,42.6157
Itau unibnco adr,ITUB,"",7622781.0,71807000.0,0.2402,0.0925,100,4382463.0,135.247929,addition,0.0782365,Q2 2015,FINANCE,13F,06/30/2019,9.1763
Royal dutch shell plc class a adr,RDS.A,"",1091814.0,71044000.0,0.2376,0.1459,101,372997.0,51.890398,addition,0.0270319,Q4 2009,ENERGY,13F,06/30/2019,62.3814
Mercadolibre inc,MELI,"",115444.0,70625000.0,0.2362,0.0688,102,73655.0,176.254517,addition,0.2322350,Q4 2018,COMMUNICATIONS,13F,06/30/2019,549.4296
Weyerhaeuser corp.,WY,"",2657081.0,69988000.0,0.2341,0.1105,103,1363197.0,105.356972,addition,0.3566887,Q1 2017,MATERIALS,13F,06/30/2019,25.9717
Chipotle mexican grill  inc.,CMG,"",94922.0,69566000.0,0.2327,0.6223,104,-175313.0,-64.874276,reduction,0.3424315,Q4 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,694.4463
Regions financial corp.  (birmingham  al),RF,"",4618162.0,68995000.0,0.2308,0.1812,105,668566.0,16.927453,addition,0.4628484,Q3 2008,FINANCE,13F,06/30/2019,14.8551
Lyondellbasell industries nv,LYB,"",785379.0,67645000.0,0.2262,0.1797,106,126276.0,19.158766,addition,0.2342667,Q4 2014,MATERIALS,13F,06/30/2019,89.381
Dunkin brands group inc,DNKN,"",844483.0,67272000.0,0.225,0.0651,107,577154.0,215.896517,addition,1.0208934,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,78.2165
Spdr s&p industrial etf,XLI,"",866135.0,67056000.0,0.2243,0.0821,108,528764.0,156.730721,addition,No Data,Q2 2017,INDUSTRIALS,13F,06/30/2019,75.073
Ally financial inc,ALLY,"",2160830.0,66964000.0,0.224,0.058,109,1509454.0,231.733131,addition,0.5534629,Q3 2018,FINANCE,13F,06/30/2019,29.9349
Vail resorts inc,MTN,"",296164.0,66098000.0,0.2211,0.1632,110,64550.0,27.869645,addition,0.7367264,Q4 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,218.2565
Amazon.com inc.,AMZN,PUT,34900.0,66088000.0,0.221,0.1905,111,1900.0,5.757576,addition,N/A,Q2 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,
Canadian pacific railway ltd. (2001),CP,"",275679.0,64851000.0,0.2169,0.2891,112,-157128.0,-36.304404,reduction,0.1982304,Q3 2013,TRANSPORTS,13F,06/30/2019,157.7277
Baxter international inc.,BAX,"",787995.0,64537000.0,0.2159,0.2466,113,-147555.0,-15.772006,reduction,0.1543394,Q2 2014,HEALTH CARE,13F,06/30/2019,81.31
Zendesk inc,ZEN,"",716531.0,63793000.0,0.2134,0.1936,114,13796.0,1.963187,addition,0.6456398,Q4 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,52.903
Adobe systems  inc.,ADBE,"",211919.0,62442000.0,0.2088,0.0101,115,200196.0,1707.719867,addition,0.0436550,Q2 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,293.2836
Tesla inc,TSLA,CALL,277000.0,61898000.0,0.207,0.0118,116,264000.0,2030.769231,addition,N/A,Q3 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,
Wendys co. (the),WEN,"",3109610.0,60886000.0,0.2036,0.2372,117,-979474.0,-23.953384,reduction,1.3484866,Q1 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,17.599
Honeywell international inc. (allied chemical and dye - allied signal),HON,"",345993.0,60407000.0,0.202,0.3116,118,-258721.0,-42.784027,reduction,0.0480873,Q2 2017,INDUSTRIALS,13F,06/30/2019,137.3529
Annaly mortgage management  inc.,NLY,"",6615803.0,60402000.0,0.202,0.3744,119,-4944865.0,-42.773177,reduction,0.4543009,Q4 2014,REAL ESTATE,13F,06/30/2019,10.153
Nielsen n.v.,NLSN,"",2657762.0,60065000.0,0.2009,0.2011,120,37710.0,1.439284,addition,0.7472550,Q1 2016,COMMUNICATIONS,13F,06/30/2019,23.5875
Vici properties inc,VICI,"",2724927.0,60057000.0,0.2009,0.1379,121,781253.0,40.194652,addition,0.5910776,Q1 2018,REAL ESTATE,13F,06/30/2019,21.1018
Rogers communications inc. class b (nyse),RCI,"",1106726.0,59232000.0,0.1981,0.2356,122,-243556.0,-18.037417,reduction,0.2161954,Q1 2015,COMMUNICATIONS,13F,06/30/2019,47.4514
Enbridge  inc.,ENB,"",1639187.0,59142000.0,0.1978,0.0503,123,1211351.0,283.134425,addition,0.0809919,Q1 2019,ENERGY,13F,06/30/2019,36.127
Allstate corp (the),ALL,"",581490.0,59132000.0,0.1978,0.3775,124,-654849.0,-52.966783,reduction,0.1766427,Q1 2015,FINANCE,13F,06/30/2019,95.8576
Flextronics international inc.,FLEX,"",6149488.0,58851000.0,0.1968,0.2091,125,-300665.0,-4.661362,reduction,1.1947017,Q4 2011,INFORMATION TECHNOLOGY,13F,06/30/2019,11.8905
Hp inc,HPQ,"",2791639.0,58038000.0,0.1941,,126,2791639.0,,new,0.1853321,Q2 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,20.79
Pepsico inc. (loft  inc.),PEP,"",440102.0,57711000.0,0.193,0.5292,127,-891952.0,-66.960649,reduction,0.0315612,Q3 2013,CONSUMER STAPLES,13F,06/30/2019,117.7596
Taiwan semiconductor manufacturing co ltd adr,TSM,"",1441505.0,56464000.0,0.1889,0.0181,128,1305305.0,958.373715,addition,0.0277957,Q3 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,39.1468
Godaddy inc,GDDY,"",785200.0,55082000.0,0.1842,0.2109,129,-80096.0,-9.256486,reduction,0.4398387,Q4 2015,COMMUNICATIONS,13F,06/30/2019,71.3348
Tesla inc,TSLA,PUT,245700.0,54904000.0,0.1836,0.0163,130,227700.0,1265.0,addition,N/A,Q3 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,
Glaxosmithkline plc adr,GSK,"",1369889.0,54823000.0,0.1834,0.1856,131,217.0,0.015843,addition,0.0557044,Q4 2010,HEALTH CARE,13F,06/30/2019,40.6998
Amdocs ltd,DOX,"",880682.0,54682000.0,0.1829,0.2026,132,-274353.0,-23.752787,reduction,0.6309514,Q4 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,56.1895
Pfizer  inc.,PFE,"",1255499.0,54388000.0,0.1819,0.298,133,-908610.0,-41.985408,reduction,0.0226991,Q3 2013,HEALTH CARE,13F,06/30/2019,42.4978
Prudential financial inc.,PRU,"",523361.0,52859000.0,0.1768,0.0531,134,345206.0,193.767225,addition,0.1301893,Q4 2016,FINANCE,13F,06/30/2019,97.9946
Paccar inc.,PCAR,"",736320.0,52765000.0,0.1765,0.0798,135,374978.0,103.77371,addition,0.2125819,Q1 2019,INDUSTRIALS,13F,06/30/2019,69.9326
Tableau software inc,DATA,"",316543.0,52552000.0,0.1758,0.1746,136,-106673.0,-25.205333,reduction,N/A,Q1 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,101.7349
United therapeutics corp,UTHR,"",671595.0,52425000.0,0.1753,0.0341,137,582102.0,650.444169,addition,1.5315735,Q1 2010,HEALTH CARE,13F,06/30/2019,83.759
Eog resources inc,EOG,"",559971.0,52167000.0,0.1745,0.3311,138,-513043.0,-47.813262,reduction,0.0964370,Q2 2017,ENERGY,13F,06/30/2019,97.1386
Match group inc,MTCH,"",767219.0,51611000.0,0.1726,0.2224,139,-444531.0,-36.685042,reduction,0.2729054,Q4 2015,COMMUNICATIONS,13F,06/30/2019,56.61
Eaton corp.,ETN,"",612440.0,51004000.0,0.1706,0.1699,140,-37954.0,-5.83554,reduction,0.1458190,Q3 2014,CONSUMER DISCRETIONARY,13F,06/30/2019,74.0509
Ferrari n.v.,RACE,"",314717.0,50802000.0,0.1699,0.0104,141,290768.0,1214.113324,addition,0.1665610,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,159.345
Hsbc holdings plc adr,HSBC,"",1206721.0,50369000.0,0.1685,0.0223,142,1037234.0,611.9844,addition,0.0297913,Q1 2016,FINANCE,13F,06/30/2019,41.5771
Us foods holding corp,USFD,"",1408352.0,50363000.0,0.1684,0.1449,143,127872.0,9.986255,addition,0.6425843,Q4 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,32.3763
Biogen inc,BIIB,"",213640.0,49964000.0,0.1671,0.0357,144,167063.0,358.681323,addition,0.1158254,Q3 2014,HEALTH CARE,13F,06/30/2019,253.6248
Bunge ltd. adr,BG,"",895799.0,49905000.0,0.1669,0.2189,145,-376715.0,-29.603996,reduction,0.6328052,Q4 2017,CONSUMER STAPLES,13F,06/30/2019,53.562
Zynga  inc.,ZNGA,"",8128056.0,49825000.0,0.1666,0.0974,146,2491945.0,44.213909,addition,0.8631900,Q4 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,5.2302
Comerica  inc. (detroit  mi) (detroit bank & trust),CMA,"",685286.0,49779000.0,0.1665,0.0672,147,402702.0,142.507007,addition,0.4588149,Q1 2014,FINANCE,13F,06/30/2019,76.9284
