Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Alphabet inc. class a,GOOGL,PUT,262900.0,284668000.0,0.428,0.4359,18,15400.0,6.222222,addition,N/A,Q2 2018,COMMUNICATIONS,13F,06/30/2019,
Citigroup  inc.,C,"",3879603.0,271689000.0,0.4085,0.2613,19,1073531.0,38.257429,addition,0.1717353,Q4 2006,FINANCE,13F,06/30/2019,68.6741
Cisco systems  inc.,CSCO,"",4642473.0,254083000.0,0.382,0.0939,20,3480803.0,299.637849,addition,0.1084505,Q4 2006,INFORMATION TECHNOLOGY,13F,06/30/2019,52.1987
Mondelez international inc. (kraft foods),MDLZ,"",4654932.0,250901000.0,0.3772,0.2034,21,1932784.0,71.002164,addition,0.3227772,Q4 2006,CONSUMER STAPLES,13F,06/30/2019,51.007
Diamondback energy inc,FANG,"",2301455.0,250790000.0,0.377,0.2104,22,916932.0,66.227285,addition,1.4115892,Q2 2018,ENERGY,13F,06/30/2019,108.7402
Invesco qqq trust series 1,QQQ,CALL,1335900.0,249466000.0,0.375,0.2809,23,291300.0,27.886272,addition,No Data,Q2 2018,FINANCE,13F,06/30/2019,
Oracle corp,ORCL,"",4305229.0,245269000.0,0.3687,0.4359,24,-1117971.0,-20.6146,reduction,0.1290606,Q4 2006,INFORMATION TECHNOLOGY,13F,06/30/2019,48.1789
Walt disney co. (the),DIS,"",1708178.0,238530000.0,0.3586,0.995,25,-4280042.0,-71.474361,reduction,0.0948261,Q4 2006,COMMUNICATIONS,13F,06/30/2019,111.0769
Cms energy corp. (consumers power co.),CMS,"",3940203.0,228177000.0,0.343,0.2264,26,1216570.0,44.667178,addition,1.3884221,Q1 2016,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,54.0721
Capital one financial corp,COF,"",2486952.0,225666000.0,0.3393,0.271,27,270360.0,12.197103,addition,0.5287675,Q4 2006,FINANCE,13F,06/30/2019,86.9667
Visa inc,V,"",1297779.0,225230000.0,0.3386,0.4629,28,-682419.0,-34.46216,reduction,0.0654152,Q4 2008,FINANCE,13F,06/30/2019,118.9808
Keycorp  inc. (cleveland  ohio),KEY,"",12187149.0,216322000.0,0.3252,0.1118,29,7442416.0,156.856371,addition,1.2147548,Q4 2006,FINANCE,13F,06/30/2019,18.1374
Spdr s&p 500 etf trust,SPY,CALL,717200.0,210140000.0,0.3159,0.0226,30,663700.0,1240.560748,addition,No Data,Q3 2017,FINANCE,13F,06/30/2019,
Amazon.com inc.,AMZN,CALL,110200.0,208678000.0,0.3137,0.3411,31,-17800.0,-13.90625,reduction,N/A,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,
Alibaba group holding ltd adr,BABA,PUT,1211600.0,205306000.0,0.3087,0.0065,32,1187900.0,5012.236287,addition,N/A,Q4 2014,COMMUNICATIONS,13F,06/30/2019,
Delta air lines inc.,DAL,"",3526687.0,200139000.0,0.3009,0.2013,33,922224.0,35.409372,addition,0.5424003,Q2 2007,TRANSPORTS,13F,06/30/2019,52.7244
Boston scientific inc.,BSX,"",4580662.0,196877000.0,0.296,0.2682,34,-88732.0,-1.900289,reduction,0.3288414,Q4 2006,HEALTH CARE,13F,06/30/2019,26.197
Amazon.com inc.,AMZN,"",102995.0,195034000.0,0.2932,0.4468,35,-64650.0,-38.563631,reduction,0.0208214,Q3 2012,CONSUMER DISCRETIONARY,13F,06/30/2019,1637.973
Bank of america corp. (north carolina national bank),BAC,"",6620544.0,191996000.0,0.2886,0.0873,36,4506704.0,213.199864,addition,0.0711252,Q4 2006,FINANCE,13F,06/30/2019,28.1518
Apple inc,AAPL,CALL,955800.0,189172000.0,0.2844,0.1851,37,304500.0,46.752649,addition,N/A,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,
Evergy (kansas power & light - western resources - westar energy inc.),EVRG,"",3141149.0,188940000.0,0.284,0.2095,38,729180.0,30.231732,addition,2.2084996,Q4 2009,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,56.0173
Microsoft corp.,MSFT,CALL,1402300.0,187852000.0,0.2824,0.2017,39,259500.0,22.707385,addition,N/A,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,
Facebook inc,FB,PUT,973000.0,187789000.0,0.2823,0.3755,40,-532400.0,-35.366016,reduction,N/A,Q2 2018,COMMUNICATIONS,13F,06/30/2019,
Ishares msci emerging index fund,EEM,PUT,4314500.0,185135000.0,0.2783,0.4207,41,-2235500.0,-34.129771,reduction,No Data,Q2 2018,FINANCE,13F,06/30/2019,
Mcdonalds corp.,MCD,"",887463.0,184291000.0,0.2771,0.2814,42,-102747.0,-10.376284,reduction,0.1168576,Q4 2006,CONSUMER DISCRETIONARY,13F,06/30/2019,185.5993
Technipfmc plc ordinary share,FTI,"",7076484.0,183564000.0,0.276,0.0586,43,5410877.0,324.859165,addition,1.5793608,Q1 2017,ENERGY,13F,06/30/2019,25.0345
Hca healthcare inc,HCA,"",1357460.0,183488000.0,0.2759,0.0021,44,1346554.0,12346.909958,addition,0.3981055,Q1 2011,HEALTH CARE,13F,06/30/2019,134.8697
Eog resources inc,EOG,"",1935542.0,180315000.0,0.2711,0.1689,45,750116.0,63.27818,addition,0.3333348,Q4 2006,ENERGY,13F,06/30/2019,111.388
Lyondellbasell industries nv,LYB,PUT,2077600.0,178944000.0,0.269,0.0057,46,2032500.0,4506.651885,addition,N/A,Q2 2018,MATERIALS,13F,06/30/2019,
Conocophillips (phillips petroleum),COP,"",2897347.0,176738000.0,0.2657,0.487,47,-1978305.0,-40.575189,reduction,0.2609893,Q1 2016,ENERGY,13F,06/30/2019,63.5785
Facebook inc,FB,CALL,904500.0,174569000.0,0.2624,0.1939,48,127200.0,16.364338,addition,N/A,Q1 2018,COMMUNICATIONS,13F,06/30/2019,
Union pacific corp.,UNP,"",1001239.0,169320000.0,0.2546,0.3714,49,-482846.0,-32.534929,reduction,0.1421145,Q4 2006,TRANSPORTS,13F,06/30/2019,148.8717
Masco corp.,MAS,"",4285689.0,168170000.0,0.2528,0.2596,50,-126239.0,-2.861311,reduction,1.4805807,Q3 2009,INDUSTRIALS,13F,06/30/2019,35.9322
Procter & gamble co. (oh) (1905),PG,"",1509909.0,165562000.0,0.2489,0.1435,51,588167.0,63.810372,addition,0.0603329,Q4 2006,CONSUMER STAPLES,13F,06/30/2019,98.7923
Entergy corp.,ETR,"",1600331.0,164722000.0,0.2476,0.1978,52,218363.0,15.800872,addition,0.8048740,Q1 2015,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,83.654
Bio-rad laboratories inc class a,BIO,"",525924.0,164399000.0,0.2472,0.1925,53,105050.0,24.959964,addition,1.7648456,Q2 2011,HEALTH CARE,13F,06/30/2019,273.3056
E*trade financial corp.,ETFC,"",3601961.0,160647000.0,0.2415,0.2298,54,294221.0,8.894925,addition,1.4721711,Q3 2008,FINANCE,13F,06/30/2019,38.1589
Facebook inc,FB,"",827265.0,159662000.0,0.24,0.2567,55,-201696.0,-19.601909,reduction,0.0289968,Q2 2012,COMMUNICATIONS,13F,06/30/2019,134.2692
Noble energy  inc,NBL,"",7124013.0,159578000.0,0.2399,0.0656,56,5351433.0,301.900789,addition,1.4896002,Q4 2006,ENERGY,13F,06/30/2019,21.8468
S&p global inc. (mcgraw-hill inc.),SPGI,"",696625.0,158684000.0,0.2386,0.1691,57,159996.0,29.815012,addition,0.2828360,Q4 2006,COMMUNICATIONS,13F,06/30/2019,181.1309
Honeywell international inc. (allied chemical and dye - allied signal),HON,"",893227.0,155949000.0,0.2345,0.3921,58,-755491.0,-45.822936,reduction,0.1241438,Q4 2006,INDUSTRIALS,13F,06/30/2019,134.2304
Netflix inc,NFLX,PUT,415500.0,152621000.0,0.2294,0.1425,59,148500.0,55.617978,addition,N/A,Q3 2018,COMMUNICATIONS,13F,06/30/2019,
Zoetis  inc.,ZTS,"",1344530.0,152591000.0,0.2294,0.2219,60,-128629.0,-8.731508,reduction,0.2815416,Q1 2013,HEALTH CARE,13F,06/30/2019,100.4567
Ishares russell 2000 etf,IWM,PUT,978800.0,152203000.0,0.2288,0.3334,61,-476500.0,-32.74239,reduction,No Data,Q4 2015,FINANCE,13F,06/30/2019,
Gilead sciences inc.,GILD,"",2208668.0,149218000.0,0.2243,0.3847,62,-1745720.0,-44.146401,reduction,0.1743970,Q4 2006,HEALTH CARE,13F,06/30/2019,67.4354
Regeneron pharmaceuticals inc.,REGN,"",473318.0,148149000.0,0.2227,0.0208,63,439550.0,1301.676143,addition,0.4309551,Q4 2010,HEALTH CARE,13F,06/30/2019,319.7998
Iqvia holdings inc,IQV,"",916872.0,147525000.0,0.2218,0.1114,64,399364.0,77.170594,addition,0.4680306,Q2 2013,HEALTH CARE,13F,06/30/2019,150.299
Alphabet inc. class a,GOOGL,CALL,135400.0,146611000.0,0.2204,0.1409,65,55400.0,69.25,addition,N/A,Q2 2018,COMMUNICATIONS,13F,06/30/2019,
Kimberly-clark corp.,KMB,"",1088825.0,145119000.0,0.2182,0.1185,66,449729.0,70.369553,addition,0.3163901,Q4 2006,CONSUMER STAPLES,13F,06/30/2019,124.1238
D.r. horton  inc.,DHI,"",3358499.0,144852000.0,0.2178,0.1261,67,1321944.0,64.910793,addition,0.9081442,Q4 2006,CONSUMER DISCRETIONARY,13F,06/30/2019,41.787
Humana  inc.,HUM,"",543520.0,144196000.0,0.2168,0.0634,68,384300.0,241.36415,addition,0.4023392,Q3 2009,HEALTH CARE,13F,06/30/2019,270.7727
Unitedhealth group inc.,UNH,"",590921.0,144191000.0,0.2168,0.1335,69,230140.0,63.78939,addition,0.0623545,Q3 2014,HEALTH CARE,13F,06/30/2019,248.7029
Hill-rom holdings,HRC,"",1372490.0,143590000.0,0.2159,0.17,70,299144.0,27.87023,addition,2.0540108,Q2 2010,HEALTH CARE,13F,06/30/2019,89.5672
Spdr s&p regional banking etf,KRE,PUT,2671400.0,142733000.0,0.2146,0.1302,71,976800.0,57.641921,addition,No Data,Q1 2019,FINANCE,13F,06/30/2019,
Goldman sachs group inc,GS,"",693186.0,141826000.0,0.2132,0.0382,72,560071.0,420.742215,addition,0.1927873,Q4 2006,FINANCE,13F,06/30/2019,211.7429
Array biopharma inc,ARRY,"",3021920.0,140006000.0,0.2105,0.0555,73,1500142.0,98.578242,addition,N/A,Q1 2012,HEALTH CARE,13F,06/30/2019,29.4141
Paypal holdings inc,PYPL,PUT,1189800.0,136185000.0,0.2047,0.1148,74,451300.0,61.110359,addition,N/A,Q3 2018,COMMUNICATIONS,13F,06/30/2019,
Dentsply international inc. (1983),XRAY,"",2323390.0,135593000.0,0.2038,0.0717,75,1357763.0,140.609469,addition,1.0363949,Q4 2009,HEALTH CARE,13F,06/30/2019,49.7344
Nvidia corp.,NVDA,PUT,807900.0,132681000.0,0.1995,0.2019,76,56500.0,7.519297,addition,N/A,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,
Suncor energy  inc.,SU,"",4250056.0,132432000.0,0.1991,0.1723,77,699593.0,19.704275,addition,0.2732066,Q3 2016,ENERGY,13F,06/30/2019,30.7664
Nike inc.,NKE,"",1572454.0,132008000.0,0.1985,0.0078,78,1510892.0,2454.260745,addition,0.1003551,Q3 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,83.8474
Altria group  inc. (philip morris),MO,"",2773211.0,131312000.0,0.1974,0.0165,79,2581429.0,1346.022567,addition,0.1484509,Q4 2006,CONSUMER STAPLES,13F,06/30/2019,48.2245
Thermo fisher scientific  inc.,TMO,"",444332.0,130491000.0,0.1962,0.2356,80,-130821.0,-22.745426,reduction,0.1109499,Q4 2006,HEALTH CARE,13F,06/30/2019,223.2666
United therapeutics corp,UTHR,"",1661839.0,129723000.0,0.195,0.002,81,1650646.0,14747.127669,addition,3.7898267,Q2 2017,HEALTH CARE,13F,06/30/2019,78.3775
Comcast corp.  class a,CMCSA,"",3066701.0,129660000.0,0.1949,0.0089,82,2918344.0,1967.109068,addition,0.0674745,Q4 2006,COMMUNICATIONS,13F,06/30/2019,41.9013
Tableau software inc,DATA,"",776389.0,128896000.0,0.1938,0.055,83,487468.0,168.720169,addition,N/A,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,148.1918
Ascendis pharma a/s adr,ASND,"",1116954.0,128617000.0,0.1934,0.2428,84,-261355.0,-18.962003,reduction,2.6505790,Q3 2016,HEALTH CARE,13F,06/30/2019,107.0656
Ebay inc.,EBAY,"",3214201.0,126961000.0,0.1909,0.341,85,-2920225.0,-47.603883,reduction,0.3832087,Q4 2006,CONSUMER DISCRETIONARY,13F,06/30/2019,31.3075
Ishares china large-cap etf,FXI,CALL,2940500.0,125765000.0,0.1891,0.0967,86,1481300.0,101.514529,addition,No Data,Q2 2018,FINANCE,13F,06/30/2019,
Spdr consumer discretionary select sector etf,XLY,PUT,1053400.0,125565000.0,0.1888,0.0689,87,649100.0,160.549097,addition,No Data,Q1 2019,FINANCE,13F,06/30/2019,
Moodys corp,MCO,"",638271.0,124661000.0,0.1874,,88,638271.0,,new,0.3373525,Q4 2014,FINANCE,13F,06/30/2019,195.31
Microsoft corp.,MSFT,"",929262.0,124484000.0,0.1871,0.1676,89,-20316.0,-2.139477,reduction,0.0121704,Q4 2006,INFORMATION TECHNOLOGY,13F,06/30/2019,99.0445
Spdr energy select sector fund,XLE,PUT,1949700.0,124215000.0,0.1867,0.0297,90,1649700.0,549.9,addition,No Data,Q1 2019,ENERGY,13F,06/30/2019,
Laboratory corp of america holdings,LH,"",714877.0,123602000.0,0.1858,0.1933,91,-129590.0,-15.345774,reduction,0.7317062,Q4 2010,HEALTH CARE,13F,06/30/2019,151.3409
Lowes companies  inc.,LOW,"",1223537.0,123467000.0,0.1856,0.2267,92,-160443.0,-11.59287,reduction,0.1562787,Q4 2006,CONSUMER DISCRETIONARY,13F,06/30/2019,90.3689
Ishares nasdaq biotechnology index fund,IBB,PUT,1121200.0,122323000.0,0.1839,0.1089,93,470100.0,72.200891,addition,No Data,Q1 2018,HEALTH CARE,13F,06/30/2019,
Spdr consumer discretionary select sector etf,XLY,CALL,1025100.0,122192000.0,0.1837,0.0682,94,625100.0,156.275,addition,No Data,Q1 2019,FINANCE,13F,06/30/2019,
Alexandria real estate equities  inc.,ARE,"",855614.0,120719000.0,0.1815,0.0751,95,503620.0,143.076302,addition,0.7543767,Q4 2016,REAL ESTATE,13F,06/30/2019,136.4473
Wells fargo & co.  (northwest bancorporation),WFC,"",2549835.0,120658000.0,0.1814,0.1613,96,319684.0,14.334635,addition,0.0578704,Q2 2015,FINANCE,13F,06/30/2019,53.3631
Williams cos. (the),WMB,"",4271459.0,119772000.0,0.1801,0.1669,97,389007.0,10.019622,addition,0.3524248,Q2 2016,ENERGY,13F,06/30/2019,24.5054
First data corp,FDC,"",4404327.0,119225000.0,0.1792,0.1516,98,547371.0,14.191788,addition,N/A,Q4 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,22.4732
Voya financial inc,VOYA,"",2138906.0,118282000.0,0.1778,0.1417,99,244047.0,12.879428,addition,1.5238715,Q4 2013,FINANCE,13F,06/30/2019,47.7122
Cabot oil & gas corp.,COG,"",5054884.0,116060000.0,0.1745,0.0652,100,3386105.0,202.909133,addition,1.2081751,Q4 2015,ENERGY,13F,06/30/2019,23.1393
Align technology inc,ALGN,"",419726.0,114879000.0,0.1727,0.0655,101,265798.0,172.676836,addition,0.5255115,Q4 2010,HEALTH CARE,13F,06/30/2019,250.1057
Ishares msci emerging index fund,EEM,CALL,2672400.0,114673000.0,0.1724,0.0621,102,1705200.0,176.30273,addition,No Data,Q4 2017,FINANCE,13F,06/30/2019,
Burlington stores inc,BURL,"",672278.0,114388000.0,0.172,0.1136,103,187817.0,38.768239,addition,1.0129245,Q4 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,160.2854
Ishares iboxx investment grade corporate bond fund,LQD,"",916415.0,113975000.0,0.1713,0.1685,104,-29062.0,-3.073792,reduction,No Data,Q3 2013,FINANCE,13F,06/30/2019,118.9038
Sealed air corp.,SEE,"",2651188.0,113418000.0,0.1705,0.1874,105,-67446.0,-2.480878,reduction,1.7156462,Q4 2009,MATERIALS,13F,06/30/2019,35.4027
Jpmorgan chase & co. (chemical bank),JPM,PUT,1009200.0,112829000.0,0.1696,0.0027,106,991300.0,5537.988827,addition,N/A,Q1 2019,FINANCE,13F,06/30/2019,
Matador resources co,MTDR,"",5607224.0,111472000.0,0.1676,0.0961,107,2286693.0,68.865281,addition,4.8068787,Q1 2012,ENERGY,13F,06/30/2019,23.1229
Lockheed martin corp.,LMT,"",306522.0,111433000.0,0.1675,0.2136,108,-169083.0,-35.55114,reduction,0.1085418,Q2 2012,INDUSTRIALS,13F,06/30/2019,312.901
Biogen inc,BIIB,"",475720.0,111257000.0,0.1673,0.0381,109,367962.0,341.470703,addition,0.2579127,Q4 2006,HEALTH CARE,13F,06/30/2019,246.0978
Wright medical group n.v.,WMGI,"",3701260.0,110372000.0,0.1659,0.1528,110,455901.0,14.047783,addition,2.9217398,Q3 2011,HEALTH CARE,13F,06/30/2019,28.0009
Evercore inc. class a,EVR,"",1226784.0,108656000.0,0.1634,0.1111,111,410643.0,50.315203,addition,3.0769601,Q1 2011,FINANCE,13F,06/30/2019,84.4147
Wyndham hotels & resorts inc,WH,"",1930113.0,107584000.0,0.1617,0.0736,112,946322.0,96.191366,addition,2.0015690,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,51.8247
Alliant energy corp,LNT,"",2191359.0,107552000.0,0.1617,0.1476,113,98511.0,4.707031,addition,0.9225998,Q2 2010,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,41.6263
Netflix inc,NFLX,"",290347.0,106650000.0,0.1603,0.1532,114,3201.0,1.114764,addition,0.0663135,Q4 2009,COMMUNICATIONS,13F,06/30/2019,345.5703
Vaneck vect gold miners etf,GDX,CALL,4167800.0,106529000.0,0.1602,0.0503,115,2667800.0,177.853333,addition,No Data,Q1 2015,MATERIALS,13F,06/30/2019,
Ingersoll-rand co. ltd.,IR,"",837607.0,106100000.0,0.1595,0.1042,116,192331.0,29.806005,addition,0.3467203,Q4 2006,INDUSTRIALS,13F,06/30/2019,99.2005
Mckesson corp.,MCK,"",780732.0,104923000.0,0.1577,0.1021,117,198163.0,34.01537,addition,0.4222455,Q4 2006,HEALTH CARE,13F,06/30/2019,133.2386
Las vegas sands corp,LVS,"",1774804.0,104873000.0,0.1577,0.1011,118,667059.0,60.21774,addition,0.2305569,Q4 2006,CONSUMER DISCRETIONARY,13F,06/30/2019,60.9849
Charles schwab corp,SCHW,"",2609380.0,104871000.0,0.1577,0.2074,119,-632284.0,-19.504921,reduction,0.1996190,Q3 2017,FINANCE,13F,06/30/2019,45.0386
Jack in the box  inc,JACK,"",1281351.0,104289000.0,0.1568,0.1023,120,438145.0,51.961798,addition,4.9626297,Q4 2011,CONSUMER DISCRETIONARY,13F,06/30/2019,86.1817
Raymond james financial inc.,RJF,"",1229296.0,103937000.0,0.1563,0.1963,121,-401575.0,-24.623345,reduction,0.8854048,Q3 2016,FINANCE,13F,06/30/2019,81.6119
Wintrust financial corp.,WTFC,"",1417711.0,103720000.0,0.1559,0.1461,122,-32315.0,-2.228581,reduction,2.5008132,Q4 2010,FINANCE,13F,06/30/2019,80.2657
Zions bancorp,ZION,"",2241378.0,103059000.0,0.1549,0.151,123,19379.0,0.872143,addition,1.2666015,Q1 2010,FINANCE,13F,06/30/2019,40.4996
Ishares nasdaq biotechnology index fund,IBB,CALL,943100.0,102892000.0,0.1547,0.0657,124,550700.0,140.341488,addition,No Data,Q2 2018,HEALTH CARE,13F,06/30/2019,
Bank of america corp. (north carolina national bank),BAC,PUT,3509100.0,101764000.0,0.153,0.0028,125,3442200.0,5145.29148,addition,N/A,Q1 2019,FINANCE,13F,06/30/2019,
Genpact ltd,G,"",2668691.0,101650000.0,0.1528,0.0762,126,1220516.0,84.279593,addition,1.4008877,Q3 2014,INDUSTRIALS,13F,06/30/2019,34.9776
Target corp.,TGT,"",1171143.0,101433000.0,0.1525,0.0786,127,517108.0,79.06427,addition,0.2285915,Q4 2006,CONSUMER DISCRETIONARY,13F,06/30/2019,80.7918
Equinix inc,EQIX,"",199958.0,100837000.0,0.1516,0.1778,128,-62197.0,-23.725277,reduction,0.2472586,Q3 2007,INFORMATION TECHNOLOGY,13F,06/30/2019,444.2272
Norfolk southern corp.,NSC,"",505319.0,100725000.0,0.1514,0.1859,129,-159321.0,-23.971022,reduction,0.1918374,Q2 2014,TRANSPORTS,13F,06/30/2019,165.5399
Planet fitness inc,PLNT,"",1374974.0,99603000.0,0.1497,0.025,130,1131760.0,465.335055,addition,1.4850135,Q3 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,70.5514
Danaher corp.,DHR,"",695920.0,99461000.0,0.1495,0.0505,131,440300.0,172.247868,addition,0.0970099,Q1 2019,HEALTH CARE,13F,06/30/2019,138.9163
Sba communications corp.,SBAC,"",438693.0,98636000.0,0.1483,0.2181,132,-291049.0,-39.883822,reduction,0.3878463,Q1 2011,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,160.1797
Ford motor co.,F,"",9513211.0,97320000.0,0.1463,0.0772,133,3640699.0,61.995599,addition,0.2384359,Q4 2006,CONSUMER DISCRETIONARY,13F,06/30/2019,9.1977
Centerpoint energy inc,CNP,"",3385705.0,96933000.0,0.1457,0.2011,134,-992174.0,-22.663349,reduction,0.6741478,Q4 2006,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,27.7114
Bankunited inc,BKU,"",2834587.0,95639000.0,0.1438,0.1922,135,-1010003.0,-26.27076,reduction,2.9815788,Q4 2015,FINANCE,13F,06/30/2019,34.7051
Ishares core s&p 500 etf,IVV,"",324429.0,95625000.0,0.1438,,136,324429.0,,new,No Data,Q2 2014,FINANCE,13F,06/30/2019,294.75
Six flags entertainment corp.,SIX,"",1920848.0,95428000.0,0.1435,0.0168,137,1693410.0,744.558957,addition,2.2769654,Q2 2011,COMMUNICATIONS,13F,06/30/2019,51.0712
Nisource inc.,NI,"",3309192.0,95305000.0,0.1433,0.0623,138,1857478.0,127.950685,addition,0.8863511,Q4 2006,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,27.0948
Ametek inc.,AME,"",1047622.0,95166000.0,0.1431,0.0973,139,263811.0,33.657476,addition,0.4587791,Q3 2013,INDUSTRIALS,13F,06/30/2019,75.5788
Dupont de nemours inc,DD,"",1260887.0,94655000.0,0.1423,0.0642,140,456343.0,56.720701,addition,0.0541381,Q3 2017,MATERIALS,13F,06/30/2019,70.5901
Jpmorgan chase & co. (chemical bank),JPM,"",843468.0,94300000.0,0.1418,0.1596,141,-210132.0,-19.944191,reduction,0.0263791,Q1 2016,FINANCE,13F,06/30/2019,101.9725
Kb home inc.,KBH,"",3664613.0,94290000.0,0.1418,0.0244,142,2991189.0,444.17618,addition,4.1534773,Q3 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,25.4326
Chevron corp. (standard oil of california),CVX,"",753766.0,93799000.0,0.141,0.2553,143,-631312.0,-45.579527,reduction,0.0397049,Q1 2016,ENERGY,13F,06/30/2019,123.4897
Packaging corp. of america,PKG,"",976584.0,93088000.0,0.1399,0.0701,144,504973.0,107.07405,addition,1.0316755,Q4 2010,MATERIALS,13F,06/30/2019,91.0769
Ally financial inc,ALLY,"",2985507.0,92521000.0,0.1391,0.1379,145,-366484.0,-10.933323,reduction,0.7646911,Q2 2014,FINANCE,13F,06/30/2019,26.8231
Public service enterprise group inc,PEG,"",1566759.0,92157000.0,0.1385,0.0827,146,637153.0,68.540113,addition,0.3098566,Q4 2014,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,52.9193
Pfizer  inc.,PFE,"",2125115.0,92060000.0,0.1384,0.2834,147,-2334101.0,-52.343304,reduction,0.0384215,Q4 2006,HEALTH CARE,13F,06/30/2019,42.4657
Vertex pharmaceuticals  inc.,VRTX,"",500603.0,91801000.0,0.138,0.168,148,-109608.0,-17.962311,reduction,0.1947568,Q4 2006,HEALTH CARE,13F,06/30/2019,154.8188
Dominos pizza inc,DPZ,"",328282.0,91354000.0,0.1373,0.0565,149,182022.0,124.450978,addition,0.7962212,Q1 2010,CONSUMER DISCRETIONARY,13F,06/30/2019,269.3242
