Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
United technologies corp. (united aircraft corp.),UTX,"",2239589.0,291594000.0,0.723576,0.2817,21,1365631.0,156.258195,addition,0.2595361,Q3 2017,INDUSTRIALS,13F,06/30/2019,123.7208
Pfizer  inc.,PFE,"",6569391.0,284586000.0,0.706186,0.8115,22,-1071767.0,-14.026238,reduction,0.1187729,Q4 2009,HEALTH CARE,13F,06/30/2019,31.794
Cisco systems  inc.,CSCO,"",5195321.0,284340000.0,0.705576,0.7356,23,-253800.0,-4.657632,reduction,0.1213653,Q4 2001,INFORMATION TECHNOLOGY,13F,06/30/2019,25.1097
Unitedhealth group inc.,UNH,"",1157806.0,282516000.0,0.70105,0.7424,24,-42900.0,-3.572898,reduction,0.1221727,Q4 2001,HEALTH CARE,13F,06/30/2019,91.2817
Chevron corp. (standard oil of california),CVX,"",2242693.0,279081000.0,0.692526,0.6125,25,254279.0,12.788031,addition,0.1181347,Q4 2001,ENERGY,13F,06/30/2019,103.7546
Home depot  inc. (the),HD,"",1315505.0,273586000.0,0.67889,0.5786,26,109700.0,9.097657,addition,0.1195598,Q4 2001,CONSUMER DISCRETIONARY,13F,06/30/2019,82.0447
Verizon communications,VZ,"",4570839.0,261132000.0,0.647986,0.7644,27,-599400.0,-11.593275,reduction,0.1105197,Q4 2001,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,48.7082
Intel corp.,INTC,"",5240680.0,250871000.0,0.622524,0.7112,28,-55700.0,-1.051662,reduction,0.1182998,Q4 2001,INFORMATION TECHNOLOGY,13F,06/30/2019,24.8142
Burlington stores inc,BURL,"",1445334.0,245924000.0,0.610248,0.7023,29,-347275.0,-19.372602,reduction,2.1776917,Q4 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,152.3319
Citigroup  inc.,C,"",3471488.0,243108000.0,0.603261,0.5432,30,-20200.0,-0.578517,reduction,0.1536696,Q2 2009,FINANCE,13F,06/30/2019,53.452
Noble energy  inc,NBL,"",10824441.0,242467000.0,0.60167,0.9084,31,-3865437.0,-26.313609,reduction,2.2633436,Q4 2007,ENERGY,13F,06/30/2019,36.654
Coca cola co.,KO,"",4677782.0,238193000.0,0.591064,0.5447,32,28900.0,0.621655,addition,0.1093954,Q1 2007,CONSUMER STAPLES,13F,06/30/2019,40.3864
Comcast corp.  class a,CMCSA,"",5531798.0,233884000.0,0.580372,0.627,33,-739714.0,-11.794827,reduction,0.1217123,Q4 2002,COMMUNICATIONS,13F,06/30/2019,32.1961
Boeing company,BA,"",635179.0,231212000.0,0.573741,0.7231,34,-123038.0,-16.227281,reduction,0.1128786,Q4 2004,INDUSTRIALS,13F,06/30/2019,225.3973
Honeywell international inc. (allied chemical and dye - allied signal),HON,"",1283470.0,224081000.0,0.556046,1.1283,35,-1555956.0,-54.798259,reduction,0.1783811,Q2 2003,INDUSTRIALS,13F,06/30/2019,147.0078
Pepsico inc. (loft  inc.),PEP,"",1707879.0,223954000.0,0.555731,0.5393,36,-51900.0,-2.949234,reduction,0.1224778,Q4 2001,CONSUMER STAPLES,13F,06/30/2019,85.897
National vision holdings inc,EYE,"",7271873.0,223465000.0,0.554517,0.4944,37,981115.0,15.596133,addition,9.2599936,Q4 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,34.8956
Wells fargo & co.  (northwest bancorporation),WFC,"",4720674.0,223382000.0,0.554312,0.6276,38,-474000.0,-9.12473,reduction,0.1071393,Q4 2001,FINANCE,13F,06/30/2019,51.3357
Marathon petroleum corp,MPC,"",3974807.0,222112000.0,0.55116,0.1484,39,2983447.0,300.944864,addition,0.6037804,Q3 2011,ENERGY,13F,06/30/2019,56.6607
Olin corp. (mathieson chemical),OLN,"",9521082.0,208607000.0,0.517648,0.5003,40,875000.0,10.120191,addition,5.7949373,Q4 2014,MATERIALS,13F,06/30/2019,23.796
Adobe systems  inc.,ADBE,"",695228.0,204849000.0,0.508323,0.4437,41,29400.0,4.415555,addition,0.1432161,Q4 2001,INFORMATION TECHNOLOGY,13F,06/30/2019,95.4048
Parsley energy inc,PE,"",10579177.0,201110000.0,0.499045,0.4966,42,290000.0,2.818496,addition,3.3409686,Q4 2014,ENERGY,13F,06/30/2019,22.8396
Mcdonalds corp.,MCD,"",936746.0,194525000.0,0.482704,0.4455,43,-1463.0,-0.155935,reduction,0.1233469,Q4 2001,CONSUMER DISCRETIONARY,13F,06/30/2019,74.3569
Vulcan materials company,VMC,"",1407858.0,193313000.0,0.479697,0.3916,44,85100.0,6.433528,addition,1.0642210,Q4 2011,MATERIALS,13F,06/30/2019,109.0377
Walmart inc,WMT,"",1704679.0,188350000.0,0.467381,0.9246,45,-2086813.0,-55.039362,reduction,0.0597144,Q4 2001,CONSUMER STAPLES,13F,06/30/2019,80.8434
Raytheon co.,RTN,"",1071108.0,186244000.0,0.462155,,46,1071108.0,,new,0.3846127,Q2 2019,INDUSTRIALS,13F,06/30/2019,173.88
Paypal holdings inc,PYPL,"",1605575.0,183774000.0,0.456026,0.3549,47,238675.0,17.461043,addition,0.1364496,Q3 2015,COMMUNICATIONS,13F,06/30/2019,51.7118
Itt inc. (international telephone and telegraph),ITT,"",2793298.0,182905000.0,0.45387,0.3404,48,446097.0,19.005488,addition,3.1742023,Q2 2018,INDUSTRIALS,13F,06/30/2019,59.2693
Sarepta therapeutics inc,SRPT,"",1200000.0,182340000.0,0.452468,0.4918,49,-450000.0,-27.272727,reduction,1.6142050,Q1 2018,HEALTH CARE,13F,06/30/2019,122.446
Abbott laboratories,ABT,"",2140788.0,180040000.0,0.44676,0.3971,50,154245.0,7.764493,addition,0.1211264,Q4 2001,HEALTH CARE,13F,06/30/2019,49.5476
Vistra energy cp,VST,"",7690895.0,174122000.0,0.432075,0.4703,51,465895.0,6.448374,addition,1.5642074,Q2 2018,ENERGY,13F,06/30/2019,23.4149
Exxonmobil corp. (standard oil of new jersey),XOM,"",2250892.0,172486000.0,0.428016,0.3028,52,752300.0,50.200455,addition,0.0531986,Q4 2001,ENERGY,13F,06/30/2019,72.9985
Netflix inc,NFLX,"",464982.0,170797000.0,0.423824,0.5765,53,-181655.0,-28.092268,reduction,0.1061991,Q4 2012,COMMUNICATIONS,13F,06/30/2019,160.286
Evergy (kansas power & light - western resources - westar energy inc.),EVRG,"",2838070.0,170710000.0,0.423609,0.2182,54,1334700.0,88.78054,addition,1.9954088,Q1 2016,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,58.703
Deere & co.,DE,"",1018397.0,168759000.0,0.418767,0.055,55,880670.0,639.431629,addition,0.3212609,Q1 2016,INDUSTRIALS,13F,06/30/2019,163.1725
Pioneer natural resources co.,PXD,"",1073800.0,165215000.0,0.409973,0.5424,56,-350600.0,-24.613873,reduction,0.6424554,Q3 2008,ENERGY,13F,06/30/2019,155.9039
Medtronic plc,MDT,"",1635132.0,159246000.0,0.395161,0.3273,57,197828.0,13.763824,addition,0.1219192,Q1 2015,HEALTH CARE,13F,06/30/2019,82.068
Oracle corp,ORCL,"",2754997.0,156952000.0,0.389469,0.4113,58,-307400.0,-10.037889,reduction,0.0825883,Q4 2001,INFORMATION TECHNOLOGY,13F,06/30/2019,28.7995
Public service enterprise group inc,PEG,"",2630444.0,154723000.0,0.383938,0.3658,59,168300.0,6.835506,addition,0.5202207,Q3 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,52.9998
General dynamics corp. (electric boat),GD,"",833042.0,151464000.0,0.37585,0.3873,60,-81934.0,-8.95477,reduction,0.2884095,Q4 2006,INDUSTRIALS,13F,06/30/2019,175.4837
Entergy corp.,ETR,"",1457100.0,149979000.0,0.372166,0.423,61,-311900.0,-17.63143,reduction,0.7328371,Q2 2015,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,83.4147
Philip morris international inc,PM,"",1896654.0,148944000.0,0.369597,0.4299,62,-48600.0,-2.498388,reduction,0.1219055,Q1 2008,CONSUMER STAPLES,13F,06/30/2019,84.0006
Martin marietta materials inc.,MLM,"",633666.0,145813000.0,0.361828,0.3434,63,-48900.0,-7.164142,reduction,1.0148398,Q3 2014,MATERIALS,13F,06/30/2019,189.3679
Anaptysbio inc,ANAB,"",2565922.0,144769000.0,0.359237,0.4884,64,-107862.0,-4.034058,reduction,9.4858484,Q1 2017,HEALTH CARE,13F,06/30/2019,54.8837
Thermo fisher scientific  inc.,TMO,"",490995.0,144195000.0,0.357813,0.3285,65,10971.0,2.285511,addition,0.1226016,Q3 2006,HEALTH CARE,13F,06/30/2019,179.4767
Accenture plc,ACN,"",780400.0,144195000.0,0.357813,0.3523,66,-20100.0,-2.510931,reduction,0.1161379,Q3 2011,INFORMATION TECHNOLOGY,13F,06/30/2019,92.7304
Fidelity national information services inc,FIS,"",1160857.0,142414000.0,0.353393,0.1992,67,456633.0,64.84201,addition,0.1892373,Q4 2006,FINANCE,13F,06/30/2019,106.8631
Costco co.,COST,"",530334.0,140146000.0,0.347765,0.1574,68,270436.0,104.054668,addition,0.1207390,Q1 2009,CONSUMER STAPLES,13F,06/30/2019,216.5589
Valero energy corp.,VLO,"",1627200.0,139305000.0,0.345679,0.1513,69,913800.0,128.090833,addition,0.3926641,Q4 2018,ENERGY,13F,06/30/2019,82.4158
Linde plc,LIN,"",671041.0,134745000.0,0.334363,0.3034,70,-18603.0,-2.697479,reduction,0.2333406,Q4 2018,MATERIALS,13F,06/30/2019,223.7759
Barrick gold corp,GOLD,"",8500000.0,134045000.0,0.332626,0.304,71,-367062.0,-4.139612,reduction,0.4781513,Q1 2014,MATERIALS,13F,06/30/2019,12.2019
Pnc financial services group  inc. (the) (provident national trust co.),PNC,"",970777.0,133268000.0,0.330698,0.2608,72,120600.0,14.185281,addition,0.2180247,Q2 2014,FINANCE,13F,06/30/2019,115.936
Centerpoint energy inc,CNP,"",4641900.0,132898000.0,0.32978,0.3472,73,118500.0,2.619711,addition,0.9242762,Q1 2012,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,27.1656
Lockheed martin corp.,LMT,"",359348.0,130637000.0,0.324169,0.4225,74,-203581.0,-36.164596,reduction,0.1272479,Q4 2014,INDUSTRIALS,13F,06/30/2019,304.165
Firstenergy corp.,FE,"",3032400.0,129817000.0,0.322135,0.2772,75,368300.0,13.824556,addition,0.5615660,Q4 2015,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,35.5132
Crown holdings inc. (crown cork & seal),CCK,"",2111268.0,128998000.0,0.320102,0.4109,76,-900000.0,-29.887742,reduction,1.5577865,Q2 2012,MATERIALS,13F,06/30/2019,46.5732
Starbucks corp.,SBUX,"",1524060.0,127762000.0,0.317035,0.2808,77,13455.0,0.890703,addition,0.1273233,Q1 2002,CONSUMER DISCRETIONARY,13F,06/30/2019,38.24
Waste management  inc.,WM,"",1096201.0,126469000.0,0.313827,0.5153,78,-887086.0,-44.72807,reduction,0.2583978,Q3 2017,INDUSTRIALS,13F,06/30/2019,87.4902
Summit materials inc,SUM,"",6510590.0,125329000.0,0.310998,0.2751,79,-422182.0,-6.089656,reduction,5.8093959,Q2 2016,INDUSTRIALS,13F,06/30/2019,19.2184
Qualcomm inc.,QCOM,"",1644064.0,125064000.0,0.31034,0.2161,80,128800.0,8.500169,addition,0.1352404,Q4 2001,INFORMATION TECHNOLOGY,13F,06/30/2019,53.9169
Exelon corp,EXC,"",2558500.0,122654000.0,0.30436,0.3284,81,-61000.0,-2.328689,reduction,0.2633312,Q4 2016,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,42.9967
Nvidia corp.,NVDA,"",741981.0,121856000.0,0.30238,0.3594,82,-58500.0,-7.308106,reduction,0.1218360,Q4 2010,INFORMATION TECHNOLOGY,13F,06/30/2019,31.9075
Union pacific corp.,UNP,"",716488.0,121165000.0,0.300665,0.359,83,-142200.0,-16.560148,reduction,0.1016973,Q4 2001,TRANSPORTS,13F,06/30/2019,42.9658
Vertex pharmaceuticals  inc.,VRTX,"",653141.0,119773000.0,0.297211,0.2043,84,208900.0,47.024025,addition,0.2541009,Q2 2012,HEALTH CARE,13F,06/30/2019,154.4815
Nextera energy inc.,NEE,"",584343.0,119709000.0,0.297052,0.2876,85,-10700.0,-1.798189,reduction,0.1219668,Q4 2009,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,118.2045
Gentex corp.,GNTX,"",4852970.0,119432000.0,0.296365,0.2303,86,400000.0,8.982769,addition,1.9047688,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,21.1943
Avery dennison corp.,AVY,"",1027725.0,118887000.0,0.295012,0.2608,87,104700.0,11.343138,addition,1.2207210,Q1 2014,INDUSTRIALS,13F,06/30/2019,85.4968
Unknown,unknown,"",2400000.0,118824000.0,0.294856,,88,2310479.0,2580.9352,addition,N/A,,"",13G,07/26/2019,
Cameco corp.,CCJ,"",11040722.0,118467000.0,0.29397,0.3108,89,500000.0,4.743508,addition,2.7894699,Q2 2015,ENERGY,13F,06/30/2019,11.3896
Emerson electric co.,EMR,"",1775553.0,118465000.0,0.293965,0.5495,90,-1434224.0,-44.68298,reduction,0.2886609,Q2 2017,INDUSTRIALS,13F,06/30/2019,67.3091
Duke energy corp.,DUK,"",1289800.0,113812000.0,0.282419,,91,1289800.0,,new,0.1770244,Q2 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,88.24
Salesforce.com inc.,CRM,"",735668.0,111623000.0,0.276987,0.4191,92,-322555.0,-30.480815,reduction,0.0948026,Q2 2009,INFORMATION TECHNOLOGY,13F,06/30/2019,75.444
Broadcom ltd. (avago technologies),AVGO,"",386126.0,111150000.0,0.275813,0.3512,93,-80900.0,-17.322376,reduction,0.0969995,Q2 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,161.9121
International business machines corp,IBM,"",797690.0,110001000.0,0.272962,0.4369,94,-440700.0,-35.586528,reduction,0.0900449,Q4 2001,INFORMATION TECHNOLOGY,13F,06/30/2019,134.2806
Cimarex energy co.,XEC,"",1846255.0,109538000.0,0.271813,0.2329,95,513600.0,38.539607,addition,1.8196876,Q1 2013,ENERGY,13F,06/30/2019,78.7901
Danaher corp.,DHR,"",765867.0,109458000.0,0.271615,0.2594,96,-19865.0,-2.528216,reduction,0.1067604,Q4 2009,HEALTH CARE,13F,06/30/2019,99.1108
Southwest gas holdings inc,SWX,"",1213218.0,108729000.0,0.269806,0.1467,97,500000.0,70.104793,addition,2.2334647,Q3 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,82.8036
Texas instruments  inc.,TXN,"",931344.0,106881000.0,0.26522,0.4024,98,-585800.0,-38.612024,reduction,0.0997562,Q4 2013,INFORMATION TECHNOLOGY,13F,06/30/2019,68.8484
Wayfair inc class a,W,"",726688.0,106096000.0,0.263272,0.1762,99,252034.0,53.098468,addition,0.7869699,Q4 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,102.8568
Analog devices inc,ADI,"",931457.0,105134000.0,0.260885,0.1045,100,534550.0,134.678905,addition,0.2519085,Q3 2007,INFORMATION TECHNOLOGY,13F,06/30/2019,97.8499
Wpx energy inc,WPX,"",9111000.0,104868000.0,0.260225,0.2626,101,1100000.0,13.73112,addition,2.1569602,Q3 2015,ENERGY,13F,06/30/2019,11.7359
Boston scientific inc.,BSX,"",2435196.0,104665000.0,0.259721,0.2628,102,-303686.0,-11.087955,reduction,0.1748204,Q2 2012,HEALTH CARE,13F,06/30/2019,26.2357
Beacon roofing supply inc,BECN,"",2816763.0,103432000.0,0.256661,0.2579,103,-389789.0,-12.156017,reduction,4.1114626,Q1 2015,INDUSTRIALS,13F,06/30/2019,37.2896
Altria group  inc. (philip morris),MO,"",2159732.0,102263000.0,0.253761,0.3377,104,-192000.0,-8.164196,reduction,0.1156112,Q4 2001,CONSUMER STAPLES,13F,06/30/2019,51.9983
Abbvie inc,ABBV,"",1401362.0,101907000.0,0.252877,,105,1401362.0,,new,0.0947840,Q4 2014,HEALTH CARE,13F,06/30/2019,72.72
Caterpillar inc.,CAT,"",747674.0,101900000.0,0.25286,0.2328,106,60567.0,8.814784,addition,0.1328986,Q1 2015,INDUSTRIALS,13F,06/30/2019,131.4378
Owens corning inc,OC,"",1750183.0,101861000.0,0.252763,0.497,107,-2467839.0,-58.507021,reduction,1.6087719,Q1 2017,INDUSTRIALS,13F,06/30/2019,56.6036
Sherwin-williams co.,SHW,"",218852.0,100298000.0,0.248885,0.3484,108,-104600.0,-32.338647,reduction,0.2372122,Q3 2017,MATERIALS,13F,06/30/2019,399.3987
Booking holdings inc. (priceline),BKNG,"",53000.0,99360000.0,0.246557,0.1335,109,22400.0,73.202614,addition,0.1080310,Q4 2009,CONSUMER DISCRETIONARY,13F,06/30/2019,1688.1757
Lam research corp.,LRCX,"",528778.0,99326000.0,0.246473,0.2792,110,-94900.0,-15.216185,reduction,0.3651025,Q2 2012,INFORMATION TECHNOLOGY,13F,06/30/2019,120.0705
Red hat inc,RHT,"",527200.0,98987000.0,0.245631,0.2348,111,13300.0,2.588052,addition,N/A,Q1 2010,INFORMATION TECHNOLOGY,13F,06/30/2019,129.8603
Johnson controls international plc (tyco laboratories),JCI,"",2355898.0,97322000.0,0.2415,0.1587,112,637603.0,37.106725,addition,0.2960750,Q4 2018,MATERIALS,13F,06/30/2019,36.0799
Lowes companies  inc.,LOW,"",957743.0,96646000.0,0.239822,0.2755,113,-48900.0,-4.85773,reduction,0.1223296,Q4 2006,CONSUMER DISCRETIONARY,13F,06/30/2019,77.6517
Mondelez international inc. (kraft foods),MDLZ,"",1765497.0,95160000.0,0.236135,0.2251,114,-38200.0,-2.117872,reduction,0.1224212,Q1 2007,CONSUMER STAPLES,13F,06/30/2019,36.467
Keycorp  inc. (cleveland  ohio),KEY,"",5336403.0,94721000.0,0.235046,0.0291,115,4596700.0,621.425085,addition,0.5319063,Q2 2016,FINANCE,13F,06/30/2019,17.9531
Intuitive surgical inc,ISRG,"",180015.0,94427000.0,0.234316,0.262,116,-3616.0,-1.969166,reduction,0.1561952,Q4 2009,HEALTH CARE,13F,06/30/2019,254.3234
Edison international (southern california edison),EIX,"",1379484.0,92991000.0,0.230753,0.1393,117,479500.0,53.278725,addition,0.3898059,Q4 2004,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,64.341
Gilead sciences inc.,GILD,"",1355625.0,91586000.0,0.227266,0.2072,118,81100.0,6.363155,addition,0.1070405,Q2 2002,HEALTH CARE,13F,06/30/2019,58.4466
Anthem inc,ANTM,"",314493.0,88753000.0,0.220236,0.2305,119,-6700.0,-2.085973,reduction,0.1229353,Q4 2014,HEALTH CARE,13F,06/30/2019,176.1866
Cvs health corp. (melville shoe),CVS,"",1587374.0,86496000.0,0.214636,0.219,120,-36600.0,-2.253731,reduction,0.1220587,Q4 2018,CONSUMER STAPLES,13F,06/30/2019,65.49
Morgan stanley,MS,"",1973206.0,86446000.0,0.214512,0.4231,121,-2036294.0,-50.786732,reduction,0.1193878,Q2 2014,FINANCE,13F,06/30/2019,41.307
Advance auto parts  inc.,AAP,"",547815.0,84440000.0,0.209534,0.2675,122,-79500.0,-12.673059,reduction,0.7673554,Q4 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,124.6416
American tower corp.  class a,AMT,"",410917.0,84012000.0,0.208472,0.1072,123,193400.0,88.912591,addition,0.0928227,Q2 2007,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,164.9918
Westlake chemical corp,WLK,"",1204801.0,83685000.0,0.20766,0.0477,124,923754.0,328.683103,addition,0.9392695,Q4 2018,MATERIALS,13F,06/30/2019,68.9465
Charter communications inc,CHTR,"",211099.0,83422000.0,0.207008,0.1886,125,-6282.0,-2.889857,reduction,0.0953129,Q1 2016,COMMUNICATIONS,13F,06/30/2019,315.7864
Intuit  inc.,INTU,"",316400.0,82685000.0,0.205179,0.2142,126,-11300.0,-3.448276,reduction,0.1220491,Q3 2010,INFORMATION TECHNOLOGY,13F,06/30/2019,122.4342
Becton  dickinson and co.,BDX,"",327202.0,82458000.0,0.204615,0.1645,127,63721.0,24.184287,addition,0.1212084,Q4 2017,HEALTH CARE,13F,06/30/2019,227.0947
Ally financial inc,ALLY,"",2639800.0,81807000.0,0.203,0.1196,128,899800.0,51.712644,addition,0.6761436,Q2 2018,FINANCE,13F,06/30/2019,27.0192
Novo-nordisk a/s ads,NVO,"",1600000.0,81664000.0,0.202645,0.0903,129,910000.0,131.884058,addition,0.2758621,Q1 2017,HEALTH CARE,13F,06/30/2019,48.4651
Alexion pharmaceuticals inc.,ALXN,"",619462.0,81137000.0,0.201337,0.1651,130,130900.0,26.792915,addition,0.2762619,Q1 2012,HEALTH CARE,13F,06/30/2019,134.655
Cme group inc,CME,"",414731.0,80503000.0,0.199764,0.185,131,-34800.0,-7.741402,reduction,0.1158175,Q3 2006,FINANCE,13F,06/30/2019,77.9876
Tjx companies inc.,TJX,"",1516147.0,80174000.0,0.198948,0.3911,132,-1423126.0,-48.417619,reduction,0.1250255,Q4 2010,CONSUMER DISCRETIONARY,13F,06/30/2019,66.6001
Nike inc.,NKE,"",949938.0,79747000.0,0.197888,0.2272,133,-128900.0,-11.94804,reduction,0.0606257,Q4 2001,CONSUMER DISCRETIONARY,13F,06/30/2019,60.99
United parcel service  inc. class b,UPS,"",763189.0,78815000.0,0.195576,0.1616,134,184789.0,31.948306,addition,0.0888773,Q3 2002,TRANSPORTS,13F,06/30/2019,98.1785
Stryker corp.,SYK,"",378597.0,77832000.0,0.193136,0.1917,135,-9460.0,-2.437786,reduction,0.1012021,Q4 2014,HEALTH CARE,13F,06/30/2019,153.716
Chubb limited,CB,"",525424.0,77390000.0,0.192039,0.2137,136,-84800.0,-13.896536,reduction,0.1152878,Q3 2014,FINANCE,13F,06/30/2019,127.4593
Fibrogen inc,FGEN,"",1700000.0,76806000.0,0.19059,0.1427,137,650000.0,61.904762,addition,1.9558214,Q4 2014,HEALTH CARE,13F,06/30/2019,40.9974
General electric co,GE,"",7238860.0,76008000.0,0.18861,,138,7238860.0,,new,0.0829472,Q4 2001,INDUSTRIALS,13F,06/30/2019,10.5
Dentsply international inc. (1983),XRAY,"",1285900.0,75045000.0,0.18622,0.1335,139,209600.0,19.474124,addition,0.5736016,Q3 2015,HEALTH CARE,13F,06/30/2019,50.2469
Colgate-palmolive co.,CL,"",1046520.0,75004000.0,0.186119,0.1852,140,-33800.0,-3.128703,reduction,0.1219706,Q2 2012,CONSUMER STAPLES,13F,06/30/2019,61.5447
Cf industries holdings inc,CF,"",1592397.0,74381000.0,0.184573,,141,1592397.0,,new,0.7293533,Q2 2019,MATERIALS,13F,06/30/2019,46.71
Blackrock inc. class a,BLK,"",157880.0,74093000.0,0.183858,0.1829,142,-13300.0,-7.769599,reduction,0.1021414,Q2 2011,FINANCE,13F,06/30/2019,333.2723
Textron inc.,TXT,"",1395902.0,74039000.0,0.183724,0.0218,143,1223416.0,709.284232,addition,0.6065974,Q3 2018,INDUSTRIALS,13F,06/30/2019,55.3173
Louisiana pacific corp.,LPX,"",2819623.0,73931000.0,0.183456,0.2115,144,-650000.0,-18.734024,reduction,2.2810638,Q4 2012,MATERIALS,13F,06/30/2019,21.9705
Citizens financial group inc,CFG,"",2080306.0,73560000.0,0.182536,0.1936,145,-302094.0,-12.680238,reduction,0.4652992,Q1 2015,FINANCE,13F,06/30/2019,33.8008
Te connectivity ltd,TEL,"",764634.0,73237000.0,0.181734,,146,764634.0,,new,0.2276103,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,95.78
Sempra energy  inc.,SRE,"",532800.0,73228000.0,0.181712,0.107,147,192774.0,56.6939,addition,0.1940630,Q3 2018,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,122.3242
