Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Alexion pharmaceuticals inc.,ALXN,"",54600.0,7152000.0,0.136403,0.0661,81,35600.0,187.368421,addition,0.0243500,Q4 2018,HEALTH CARE,13F,06/30/2019,129.8281
Twitter inc,TWTR,PRN,7000000.0,6729000.0,0.128335,,82,7000000.0,,new,N/A,Q2 2019,COMMUNICATIONS,13F,06/30/2019,
Wright medical group inc,WMGI,PRN,4500000.0,6677000.0,0.127344,0.2702,83,-2275000.0,-33.579336,reduction,N/A,Q3 2018,HEALTH CARE,13F,06/30/2019,
Bunge ltd. adr,BG,"",119624.0,6664000.0,0.127096,0.1815,84,-13212.0,-9.946099,reduction,0.0845041,Q2 2016,CONSUMER STAPLES,13F,06/30/2019,64.0088
Energizer holdings inc  7.50% series a mandatory convertible cumulative preferred,ENR+A,"",70000.0,6081000.0,0.115977,0.1255,85,20000.0,40.0,addition,N/A,Q1 2019,CONSUMER STAPLES,13F,06/30/2019,94.3286
Apollo commercial real estate finance,ARI,PRN,6000000.0,5974000.0,0.113936,,86,6000000.0,,new,N/A,Q2 2019,REAL ESTATE,13F,06/30/2019,
Monocle acquisition corp,MNCL,"",600000.0,5946000.0,0.113402,0.1513,87,0.0,0.0,,2.6929982,Q1 2019,FINANCE,13F,06/30/2019,9.8
Boxwood merger corp,BWMC,"",600100.0,5911000.0,0.112734,0.1501,88,0.0,0.0,,2.9634568,Q1 2019,FINANCE,13F,06/30/2019,9.72
Rmg acquisition corp,RMG,"",600000.0,5862000.0,0.1118,,89,600000.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,9.77
Booking holdings inc. (priceline),BKNG,PRN,4000000.0,5749000.0,0.109645,0.062,90,2225000.0,125.352113,addition,N/A,Q2 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,
Catalent inc,CTLT,"",104480.0,5664000.0,0.108024,0.0248,91,80782.0,340.881087,addition,0.0714344,Q4 2018,HEALTH CARE,13F,06/30/2019,48.9864
Megalith financial acquisition corp,MFAC,"",500000.0,5030000.0,0.095932,0.1284,92,0.0,0.0,,2.3629490,Q3 2018,FINANCE,13F,06/30/2019,9.52
Gigcapital2 inc,GIX/U,"",500000.0,5025000.0,0.0958366,,93,500000.0,,new,N/A,Q2 2019, ,13F,06/30/2019,
Cf finance acquisition corp,CFFA,"",500000.0,5015000.0,0.0956459,0.1274,94,0.0,0.0,,1.3919822,Q1 2019,FINANCE,13F,06/30/2019,9.9
Hca healthcare inc,HCA,"",36928.0,4992000.0,0.0952072,,95,36928.0,,new,0.0108300,Q2 2017,HEALTH CARE,13F,06/30/2019,135.17
Lsc communications inc,LKSD,"",1315944.0,4830000.0,0.0921176,0.2264,96,-31122.0,-2.310355,reduction,3.9223368,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,7.0
Agilent technologies inc,A,"",62758.0,4686000.0,0.0893712,,97,62758.0,,new,0.0198608,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,74.67
Teva pharmaceutical industries ltd  adr,TEVA,"",506900.0,4679000.0,0.0892377,0.1162,98,218900.0,76.006944,addition,0.0464232,Q3 2018,HEALTH CARE,13F,06/30/2019,14.682
Charles river laboratories international inc,CRL,"",32704.0,4641000.0,0.088513,,99,32704.0,,new,0.0670027,Q2 2019,HEALTH CARE,13F,06/30/2019,141.9
Novartis ag ads,NVS,"",50000.0,4566000.0,0.0870826,0.1113,100,5000.0,11.111111,reduction,0.0021136,Q1 2019,HEALTH CARE,13F,06/30/2019,86.147
Amedisys inc,AMED,"",37500.0,4553000.0,0.0868347,,101,37500.0,,new,0.1165320,Q2 2019,HEALTH CARE,13F,06/30/2019,121.41
Schultze special purpose acquisition corp,SAMA,"",455000.0,4505000.0,0.0859192,0.1151,102,0.0,0.0,,2.8000000,Q1 2019,FINANCE,13F,06/30/2019,9.75
Humana  inc.,HUM,"",16900.0,4484000.0,0.0855187,0.0065,103,15955.0,1688.359788,addition,0.0125102,Q1 2019,HEALTH CARE,13F,06/30/2019,265.3391
Abbvie inc,ABBV,"",59400.0,4320000.0,0.0823909,,104,59400.0,,new,0.0040176,Q2 2019,HEALTH CARE,13F,06/30/2019,72.72
Invitation homes inc,INVH,"",150000.0,4010000.0,0.0764786,,105,150000.0,,new,0.0278976,Q4 2018,REAL ESTATE,13F,06/30/2019,26.73
Redwood trust  inc.,RWT,PRN,4000000.0,3918000.0,0.074724,0.0437,106,2225000.0,125.352113,addition,N/A,Q4 2018,REAL ESTATE,13F,06/30/2019,
Alexandria real estate equities  inc.,ARE,"",27000.0,3809000.0,0.0726451,,107,27000.0,,new,0.0238053,Q2 2019,REAL ESTATE,13F,06/30/2019,141.09
Lululemon athletica inc.,LULU,"",21000.0,3784000.0,0.0721683,,108,21000.0,,new,0.0161204,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,180.21
Solarwinds corp,SWI,"",186937.0,3428000.0,0.0653787,0.0327,109,121937.0,187.595385,addition,0.0602731,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,16.7718
Altus midstream co,ALTM,"",854739.0,3180000.0,0.0606488,0.1298,110,0.0,0.0,,0.2630533,Q4 2018,FINANCE,13F,06/30/2019,7.73
Collier creek holdings,CCH.UN,"",300000.0,3135000.0,0.0597906,0.1332,111,-200000.0,-40.0,reduction,No Data,Q4 2018,FINANCE,13F,06/30/2019,10.05
Becton dickinson and co  6.125% depositary shares mandatory convertible preferred stock series a,BDXA,"",50000.0,3107000.0,0.0592566,,112,50000.0,,new,No Data,Q2 2019,HEALTH CARE,13F,06/30/2019,61.91
Blackstone mortgage trust  inc.,BXMT,"",85358.0,3037000.0,0.0579216,0.008,113,76352.0,847.790362,addition,0.0635624,Q1 2017,REAL ESTATE,13F,06/30/2019,35.4724
Quidel corp.,QDEL,"",43485.0,2580000.0,0.0492057,,114,43485.0,,new,0.1049348,Q2 2019,HEALTH CARE,13F,06/30/2019,59.32
Colfax corp  5.75% tangible equity units,CFXA,"",20000.0,2531000.0,0.0482711,0.0609,115,2250.0,12.676056,addition,No Data,Q1 2019,INDUSTRIALS,13F,06/30/2019,132.4359
Waters corporation,WAT,"",11415.0,2457000.0,0.0468598,0.0263,116,7360.0,181.504316,addition,0.0170986,Q3 2017,HEALTH CARE,13F,06/30/2019,222.1248
Petroleo brasileiro sa (petrobras) adr,PBR,"",150000.0,2336000.0,0.0445521,,117,150000.0,,new,0.0022999,Q2 2019,ENERGY,13F,06/30/2019,15.57
Neovasc inc,NVCN,"",480926.9,2322000.0,0.0442851,0.0123,118,367840.4,325.273485,addition,No Data,Q4 2017,HEALTH CARE,13F,06/30/2019,5.0994
Pivotal acquisition corp,PVT/WS,"",1652600.0,2190000.0,0.0417676,0.0111,119,652600.0,65.26,addition,N/A,Q1 2019, ,13F,06/30/2019,
South jersey industries  7.25% equity units,SJIU,"",40000.0,2127000.0,0.0405661,,120,40000.0,,new,No Data,Q2 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,53.25
Covetrus inc,CVET,"",86500.0,2116000.0,0.0403563,0.0598,121,13500.0,18.493151,addition,0.0772459,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,30.6966
Fortive corp  5.00% mandatory convertible preferred stock  series a,FTV+A,"",2000.0,2054000.0,0.0391738,0.1237,122,-2565.0,-56.18839,reduction,N/A,Q3 2018,INDUSTRIALS,13F,06/30/2019,1067.9095
Ship finance international ltd,SFL,PRN,2000000.0,2022000.0,0.0385635,0.0452,123,225000.0,12.676056,addition,N/A,Q1 2018,ENERGY,13F,06/30/2019,
Centerpoint energy inc  7.00% dep shares series b mandatory convertible preferred,CNP+B,"",40000.0,2017000.0,0.0384682,,124,40000.0,,new,N/A,Q4 2018,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,50.22
The medicines co,MDCO,PRN,2000000.0,1988000.0,0.0379151,0.2133,125,-6275000.0,-75.830816,reduction,N/A,Q4 2018,HEALTH CARE,13F,06/30/2019,
Biohaven pharmaceutical holding co ltd,BHVN,"",45000.0,1971000.0,0.0375908,0.0073,126,39476.0,714.627082,addition,0.0862895,Q1 2019,HEALTH CARE,13F,06/30/2019,44.7328
Gilead sciences inc.,GILD,"",28105.0,1899000.0,0.0362177,0.0171,127,17890.0,175.134606,addition,0.0022192,Q4 2017,HEALTH CARE,13F,06/30/2019,66.2708
Slack technologies inc,WORK,"",50000.0,1875000.0,0.0357599,,128,50000.0,,new,0.0099179,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,37.5
Zimmer biomet holdings inc,ZBH,"",15809.0,1861000.0,0.0354929,,129,15809.0,,new,0.0076997,Q2 2019,HEALTH CARE,13F,06/30/2019,117.74
Fintech acquisition corp iii w,FTACW,"",1350000.0,1836000.0,0.0350161,0.0316,130,0.0,0.0,,N/A,Q1 2019, ,13F,06/30/2019,
Verisk analytics inc,VRSK,"",12162.0,1781000.0,0.0339672,,131,12162.0,,new,0.0074381,Q4 2018,INDUSTRIALS,13F,06/30/2019,146.46
Exxonmobil corp. (standard oil of new jersey),XOM,"",22918.0,1756000.0,0.0334904,,132,22918.0,,new,0.0005417,Q4 2018,ENERGY,13F,06/30/2019,76.63
Csx corp,CSX,"",22683.0,1755000.0,0.0334713,,133,22683.0,,new,0.0028418,Q2 2019,TRANSPORTS,13F,06/30/2019,77.37
Adaptive biotechnologies corp,ADPT,"",35000.0,1691000.0,0.0322507,,134,35000.0,,new,0.0281599,Q2 2019,HEALTH CARE,13F,06/30/2019,48.3
Exelon corp,EXC,"",35256.0,1690000.0,0.0322316,0.014,135,24433.0,225.750716,addition,0.0036287,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,48.6123
Nuance communications  inc.,NUAN,"",122128.55,1689000.0,0.0322125,0.0409,136,13716.78,12.652482,addition,0.0370183,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,16.9301
Luckin coffee inc,LK,"",85000.0,1657000.0,0.0316022,,137,85000.0,,new,0.0361118,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,19.49
Arya sciences acquisition corp units,ARYAU,"",150000.0,1604000.0,0.0305914,0.04,138,0.0,0.0,,No Data,Q4 2018,FINANCE,13F,06/30/2019,10.34
Global blood therapeutics inc,GBT,"",30000.0,1578000.0,0.0300956,,139,30000.0,,new,0.0499833,Q2 2019,HEALTH CARE,13F,06/30/2019,52.6
Roper technologies inc,ROP,"",4237.0,1552000.0,0.0295997,,140,4237.0,,new,0.0040740,Q1 2017,INDUSTRIALS,13F,06/30/2019,366.26
Lilly (eli) & co.,LLY,"",13797.0,1529000.0,0.029161,,141,13797.0,,new,0.0014291,Q3 2018,HEALTH CARE,13F,06/30/2019,110.79
Arya sciences acquisition corp,ARYA,"",150000.0,1506000.0,0.0287224,0.038,142,0.0,0.0,,0.8347245,Q4 2018,FINANCE,13F,06/30/2019,9.8
Citrix systems inc.,CTXS,"",15093.0,1481000.0,0.0282456,0.0452,143,-2543.0,-14.419369,reduction,0.0115302,Q3 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,99.66
Cnx resources corp. (consol energy),CNX,"",201347.0,1472000.0,0.0280739,0.0406,144,54705.0,37.305138,addition,0.1073507,Q4 2018,ENERGY,13F,06/30/2019,9.9143
Henry (jack) & associates  inc.,JKHY,"",10844.0,1452000.0,0.0276925,0.0281,145,2978.0,37.859141,addition,0.0140831,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,131.0111
Newell brands inc,NWL,"",93491.0,1442000.0,0.0275018,0.0278,146,22969.0,32.569978,addition,0.0220810,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,16.0346
Plains group holdings l.p.,PAGP,"",56904.0,1421000.0,0.0271013,0.0365,147,0.0,0.0,,0.0340722,Q4 2013,ENERGY,13F,06/30/2019,31.26
Simon property group  inc.,SPG,"",8324.0,1330000.0,0.0253657,0.0251,148,2974.0,55.588785,addition,0.0027024,Q4 2018,REAL ESTATE,13F,06/30/2019,165.0496
Essex property trust  inc.,ESS,"",4407.0,1287000.0,0.0245456,,149,4407.0,,new,0.0067047,Q2 2019,REAL ESTATE,13F,06/30/2019,291.93
Vici properties inc,VICI,"",57637.0,1270000.0,0.0242214,,150,57637.0,,new,0.0125023,Q2 2019,REAL ESTATE,13F,06/30/2019,22.04
Federal realty investment trust,FRT,"",9524.0,1226000.0,0.0233822,0.0068,151,7597.0,394.239751,addition,0.0127071,Q1 2019,REAL ESTATE,13F,06/30/2019,130.5992
Q2 holdings inc,QTWO,"",15900.0,1214000.0,0.0231534,,152,15900.0,,new,0.0333823,Q2 2019,COMMUNICATIONS,13F,06/30/2019,76.36
Hutchison china meditech ltd adr,HCM,"",55000.0,1210000.0,0.0230771,,153,55000.0,,new,0.0412418,Q2 2019,HEALTH CARE,13F,06/30/2019,22.0
Mckesson corp.,MCK,"",8987.0,1208000.0,0.0230389,0.327,154,-99547.0,-91.719645,reduction,0.0048605,Q2 2016,HEALTH CARE,13F,06/30/2019,117.7421
Canadian imperial bank of commerce (nyse),CM,"",15254.0,1198000.0,0.0228482,0.0238,155,3548.0,30.309243,addition,0.0034296,Q4 2015,FINANCE,13F,06/30/2019,77.1232
Salesforce.com inc.,CRM,"",7880.0,1196000.0,0.0228101,,156,7880.0,,new,0.0010155,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,151.73
Interxion holding n.v.,INXN,"",15000.0,1141000.0,0.0217611,,157,15000.0,,new,0.0196104,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,76.09
Paychex inc.,PAYX,"",13841.0,1139000.0,0.021723,,158,13841.0,,new,0.0038517,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,82.29
