Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Encore capital group inc,ECPG,PRN,7850000.0,8008000.0,0.2355,0.3745,44,0.0,0.0,,N/A,Q3 2018,FINANCE,13F,06/30/2019,
Sunpower corp,SPWR,PRN,8525000.0,7674000.0,0.2257,0.5667,45,-4061000.0,-32.26601,reduction,N/A,Q3 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,
Spdr s&p consumer staples etf,XLP,"",125000.0,7258000.0,0.2134,,46,125000.0,,new,No Data,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,58.07
Dht holdings inc,DHT,PRN,6834000.0,7147000.0,0.2102,0.3108,47,1050000.0,18.153527,addition,N/A,Q1 2018,ENERGY,13F,06/30/2019,
Merck & co,MRK,"",80000.0,6708000.0,0.1973,,48,80000.0,,new,0.0031245,Q2 2019,HEALTH CARE,13F,06/30/2019,83.85
Enphase energy inc,ENPH,"",358220.0,6530000.0,0.192,,49,358220.0,,new,0.2936711,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,18.23
Mfa financial  inc.,MFA,PRN,6000000.0,6062000.0,0.1783,,50,6000000.0,,new,N/A,Q2 2019,REAL ESTATE,13F,06/30/2019,
Cme group inc,CME,"",30000.0,5823000.0,0.1712,0.2653,51,0.0,0.0,,0.0083778,Q3 2012,FINANCE,13F,06/30/2019,57.7133
Broadcom ltd. (avago technologies),AVGO,"",20000.0,5757000.0,0.1693,,52,20000.0,,new,0.0050242,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,287.86
Qudian inc adr,QD,PUT,750000.0,5625000.0,0.1654,,53,750000.0,,new,N/A,Q2 2019,FINANCE,13F,06/30/2019,
Spdr s&p financial etf,XLF,"",194000.0,5354000.0,0.1575,0.268,54,0.0,0.0,,No Data,Q4 2016,FINANCE,13F,06/30/2019,25.6523
Two harbors investments corp,TWO,PRN,4870000.0,4909000.0,0.1444,,55,4870000.0,,new,N/A,Q2 2019,REAL ESTATE,13F,06/30/2019,
Gopro inc,GPRO,"",882905.0,4820000.0,0.1418,0.0926,56,617805.0,233.04602,addition,0.5728685,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,5.7723
Novavax inc,NVAX,PRN,11850000.0,4795000.0,0.141,0.1719,57,3250000.0,37.790698,addition,N/A,Q1 2019,HEALTH CARE,13F,06/30/2019,
Nio inc,NIO,PUT,1825300.0,4654000.0,0.1369,0.2248,58,1004900.0,122.48903,addition,N/A,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Exxonmobil corp. (standard oil of new jersey),XOM,"",60000.0,4597000.0,0.1352,,59,60000.0,,new,0.0014181,Q2 2019,ENERGY,13F,06/30/2019,76.63
Constellation brands  inc.,STZ,"",23000.0,4529000.0,0.1332,,60,23000.0,,new,0.0120061,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,196.94
Accelerate diagnostics corp,AXDX,PRN,5000000.0,4463000.0,0.1313,,61,5000000.0,,new,N/A,Q2 2019,HEALTH CARE,13F,06/30/2019,
Mcdermott international inc,MDR,PUT,446300.0,4311000.0,0.1268,0.2099,62,-78700.0,-14.990476,reduction,N/A,Q4 2018,ENERGY,13F,06/30/2019,
Radius health inc,RDUS,PRN,4750000.0,4288000.0,0.1261,0.2139,63,0.0,0.0,,N/A,Q3 2017,HEALTH CARE,13F,06/30/2019,
Alibaba group holding ltd adr,BABA,"",25000.0,4236000.0,0.1246,1.9607,64,-175000.0,-87.5,reduction,0.0009825,Q4 2017,COMMUNICATIONS,13F,06/30/2019,139.9276
Golar lng ltd,GLNG,PUT,210000.0,3880000.0,0.1141,0.2379,65,0.0,0.0,,N/A,Q1 2019,ENERGY,13F,06/30/2019,
Realogy holdings corp. (domus holdings corp.),RLGY,PUT,450000.0,3258000.0,0.0958,,66,450000.0,,new,N/A,Q2 2019,REAL ESTATE,13F,06/30/2019,
Spdr s&p industrial etf,XLI,"",40000.0,3096000.0,0.091,,67,40000.0,,new,No Data,Q2 2019,INDUSTRIALS,13F,06/30/2019,77.42
United states steel corp.,X,"",175000.0,2679000.0,0.0788,,68,175000.0,,new,0.1024950,Q2 2019,MATERIALS,13F,06/30/2019,15.31
Talos energy inc,TALO,"",104963.0,2524000.0,0.0742,0.1464,69,2343.0,2.283181,addition,0.1936944,Q4 2018,ENERGY,13F,06/30/2019,21.3705
Northrop grumman corp.,NOC,"",7362.0,2378000.0,0.0699,,70,7362.0,,new,0.0043511,Q2 2019,INDUSTRIALS,13F,06/30/2019,323.11
Alcoa corp,AA,"",100000.0,2341000.0,0.0688,0.0681,71,55000.0,122.222222,addition,0.0538909,Q1 2019,MATERIALS,13F,06/30/2019,25.5475
Freeport-mcmoran copper & gold  inc,FCX,"",200000.0,2322000.0,0.0683,,72,200000.0,,new,0.0137846,Q2 2019,MATERIALS,13F,06/30/2019,11.61
Nio inc,NIO,PRN,4350000.0,2151000.0,0.0633,0.2008,73,0.0,0.0,,N/A,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Noble corporation,NE,PUT,1066700.0,1994000.0,0.0586,0.1187,74,296700.0,38.532468,addition,N/A,Q1 2019,ENERGY,13F,06/30/2019,
Verastem inc,VSTM,PRN,3675000.0,1966000.0,0.0578,0.1567,75,0.0,0.0,,N/A,Q4 2018,HEALTH CARE,13F,06/30/2019,
Hecla mining co. (par $0.25),HL,PUT,1015900.0,1828000.0,0.0538,,76,1015900.0,,new,N/A,Q2 2019,MATERIALS,13F,06/30/2019,
Aurora cannabis inc,ACB,PRN,1500000.0,1824000.0,0.0536,0.1001,77,150000.0,11.111111,addition,No Data,Q1 2019,HEALTH CARE,13F,06/30/2019,
Spdr s&p 500 etf trust,SPY,"",9000.0,1386000.0,0.0408,,78,9000.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,293.0
Coeur mining inc.,CDE,"",250000.0,1085000.0,0.0319,,79,250000.0,,new,0.1125315,Q2 2019,MATERIALS,13F,06/30/2019,4.34
Warrior met coal inc,HCC,"",40000.0,1044000.0,0.0307,,80,40000.0,,new,0.0775645,Q2 2019,MATERIALS,13F,06/30/2019,26.12
Teck resources ltd,TECK,"",30000.0,691000.0,0.0203,,81,30000.0,,new,0.0054556,Q2 2019,MATERIALS,13F,06/30/2019,23.06
Iqiyi inc debt 3.750%12/0,IQ-NOTE,PRN,625000.0,688000.0,0.0202,0.054,82,-250000.0,-28.571429,reduction,N/A,Q1 2019, ,13F,06/30/2019,
Lee enterprises  inc.,LEE,"",162009.0,362000.0,0.0106,0.1181,83,-504119.0,-75.678999,reduction,0.2801954,Q4 2016,COMMUNICATIONS,13F,06/30/2019,2.2879
Nii holdings inc,NIHD,"",192700.0,325000.0,0.0096,0.0171,84,30000.0,18.438844,addition,0.1895348,Q4 2018,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,3.7742
Bausch health companies,BHC,PUT,0.0,0.0,,0.2455,"",-185000.0,-100.0,soldall,N/A,Q1 2019,HEALTH CARE,13F,06/30/2019,
Whiting petroleum corp,WLL,"",0.0,0.0,,0.0562,"",-40000.0,-100.0,soldall,0.0000000,Q1 2019,ENERGY,13F,06/30/2019,26.14
Vaneck vect gold miners etf,GDX,"",0.0,0.0,,0.0301,"",-25000.0,-100.0,soldall,No Data,Q1 2016,MATERIALS,13F,06/30/2019,22.42
Ishares u.s. home construction etf,ITB,"",0.0,0.0,,0.4734,"",-250000.0,-100.0,soldall,No Data,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,35.24
Visa inc,V,"",0.0,0.0,,2.0142,"",-240000.0,-100.0,soldall,0.0000000,Q4 2017,FINANCE,13F,06/30/2019,156.19
Encore capital group inc,ECPG,PUT,0.0,0.0,,0.2297,"",-157000.0,-100.0,soldall,N/A,Q4 2018,FINANCE,13F,06/30/2019,
Cleveland-cliffs inc,CLF,"",0.0,0.0,,0.0402,"",-75000.0,-100.0,soldall,0.0000000,Q1 2019,MATERIALS,13F,06/30/2019,9.99
Transocean ltd,RIG,PUT,0.0,0.0,,0.3278,"",-700500.0,-100.0,soldall,N/A,Q2 2017,ENERGY,13F,06/30/2019,
Dht holdings inc,DHT,PUT,0.0,0.0,,0.0898,"",-375000.0,-100.0,soldall,N/A,Q4 2018,ENERGY,13F,06/30/2019,
Array biopharma inc,ARRY,PRN,0.0,0.0,,0.9455,"",-10000000.0,-100.0,soldall,N/A,Q3 2017,HEALTH CARE,13F,06/30/2019,
Spdr s&p metals & mining etf,XME,"",0.0,0.0,,0.2392,"",-150000.0,-100.0,soldall,No Data,Q1 2019,MATERIALS,13F,06/30/2019,29.68
Market vectors tr russia etf,RSX,"",0.0,0.0,,0.5203,"",-470000.0,-100.0,soldall,No Data,Q1 2019,FINANCE,13F,06/30/2019,20.6
Uniti group inc,UNIT,PUT,0.0,0.0,,0.6013,"",-1000000.0,-100.0,soldall,N/A,Q1 2019,REAL ESTATE,13F,06/30/2019,
Kinross gold corp. adr,KGC,"",0.0,0.0,,0.0277,"",-150000.0,-100.0,soldall,0.0000000,Q1 2019,MATERIALS,13F,06/30/2019,3.44
Chesapeake energy corp.,CHK,"",0.0,0.0,,0.0083,"",-50200.0,-100.0,soldall,0.0000000,Q1 2019,ENERGY,13F,06/30/2019,3.1
Ishares china large-cap etf,FXI,"",0.0,0.0,,3.4813,"",-1463481.0,-100.0,soldall,No Data,Q3 2018,FINANCE,13F,06/30/2019,44.27
