Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Alamos gold inc,AGI,"",226238.0,1369000.0,0.0336,0.1778,28,-1350429.0,-85.65087,reduction,0.0578392,Q1 2019,MATERIALS,13F,06/30/2019,5.08
Alibaba group holding ltd adr,BABA,"",7000.0,1186000.0,0.0291,0.0235,29,1200.0,20.689655,addition,0.0002751,Q2 2016,COMMUNICATIONS,13F,06/30/2019,168.0891
Iqiyi inc,IQ,"",21000.0,434000.0,0.0106,,30,21000.0,,new,0.0028961,Q2 2019,COMMUNICATIONS,13F,06/30/2019,20.65
Avangrid inc,AGR,"",0.0,0.0,,0.7131,"",-638074.0,-100.0,soldall,No Data,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,50.35
Spotify technology sa,SPOT,"",0.0,0.0,,0.0213,"",-6901.0,-100.0,soldall,0.0000000,Q2 2018,COMMUNICATIONS,13F,06/30/2019,138.8
Bank of america corp. (north carolina national bank),BAC,"",0.0,0.0,,5.9455,"",-9709519.0,-100.0,soldall,0.0000000,Q3 2016,FINANCE,13F,06/30/2019,22.9557
Jpmorgan chase & co. (chemical bank),JPM,"",0.0,0.0,,5.9908,"",-2666359.0,-100.0,soldall,0.0000000,Q1 2009,FINANCE,13F,06/30/2019,49.4711
Amazon.com inc.,AMZN,"",0.0,0.0,,0.0741,"",-1874.0,-100.0,soldall,0.0000000,Q4 2011,CONSUMER DISCRETIONARY,13F,06/30/2019,375.2275
Alphabet inc. class a,GOOGL,"",0.0,0.0,,0.1015,"",-3886.0,-100.0,soldall,0.0000000,Q4 2011,COMMUNICATIONS,13F,06/30/2019,791.4951
Cytokinetics inc,CYTK,"",0.0,0.0,,0.2621,"",-1459706.0,-100.0,soldall,0.0000000,Q3 2011,HEALTH CARE,13F,06/30/2019,6.6281
Dish network corp  class a,DISH,"",0.0,0.0,,0.0215,"",-30571.0,-100.0,soldall,0.0000000,Q1 2018,COMMUNICATIONS,13F,06/30/2019,32.5668
Dropbox inc,DBX,"",0.0,0.0,,0.0553,"",-114303.0,-100.0,soldall,0.0000000,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,25.4103
Citigroup  inc.,C,"",0.0,0.0,,5.351,"",-3874769.0,-100.0,soldall,0.0000000,Q3 2016,FINANCE,13F,06/30/2019,57.4568
United rentals  inc.,URI,"",0.0,0.0,,0.4644,"",-183135.0,-100.0,soldall,0.0000000,Q1 2019,INDUSTRIALS,13F,06/30/2019,114.25
Cree inc.,CREE,PUT,0.0,0.0,,1.27,"",-1000000.0,-100.0,soldall,N/A,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Transocean ltd,RIG,"",0.0,0.0,,0.6301,"",-3259590.0,-100.0,soldall,0.0000000,Q3 2018,ENERGY,13F,06/30/2019,10.299
Vaneck vect gold miners etf,GDX,"",0.0,0.0,,0.0536,"",-107673.0,-100.0,soldall,No Data,Q4 2018,MATERIALS,13F,06/30/2019,21.09
Vaneck vect oil services etf,OIH,CALL,0.0,0.0,,0.153,"",-400000.0,-100.0,soldall,No Data,Q4 2018,FINANCE,13F,06/30/2019,
