Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Illumina inc,ILMN,CALL,24000.0,8836000.0,1.8195,,15,24000.0,,new,N/A,Q2 2019,HEALTH CARE,13F,06/30/2019,
Spdr s&p 500 etf trust,SPY,PUT,30000.0,8790000.0,1.81,,16,30000.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,
Facebook inc,FB,CALL,43300.0,8357000.0,1.7209,,17,43300.0,,new,N/A,Q2 2019,COMMUNICATIONS,13F,06/30/2019,
Amazon.com inc.,AMZN,CALL,4200.0,7953000.0,1.6377,,18,4200.0,,new,N/A,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Coca cola co.,KO,CALL,150000.0,7638000.0,1.5728,,19,150000.0,,new,N/A,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,
Paypal holdings inc,PYPL,CALL,63900.0,7314000.0,1.5061,,20,63900.0,,new,N/A,Q2 2019,COMMUNICATIONS,13F,06/30/2019,
United airlines holdings inc,UAL,PUT,77000.0,6741000.0,1.3881,,21,77000.0,,new,N/A,Q2 2019,TRANSPORTS,13F,06/30/2019,
Adobe systems  inc.,ADBE,PUT,22400.0,6600000.0,1.3591,,22,22400.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Netease inc adr,NTES,PUT,25600.0,6548000.0,1.3484,,23,25600.0,,new,N/A,Q2 2019,COMMUNICATIONS,13F,06/30/2019,
Visa inc,V,CALL,37300.0,6473000.0,1.3329,,24,37300.0,,new,N/A,Q2 2019,FINANCE,13F,06/30/2019,
Goldman sachs group inc,GS,PUT,31000.0,6343000.0,1.3061,,25,31000.0,,new,N/A,Q2 2019,FINANCE,13F,06/30/2019,
Delta air lines inc.,DAL,CALL,111000.0,6299000.0,1.2971,,26,111000.0,,new,N/A,Q2 2019,TRANSPORTS,13F,06/30/2019,
Cisco systems  inc.,CSCO,PUT,103400.0,5659000.0,1.1653,,27,103400.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Cisco systems  inc.,CSCO,CALL,103400.0,5659000.0,1.1653,,28,103400.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Deere & co.,DE,CALL,33600.0,5568000.0,1.1466,,29,33600.0,,new,N/A,Q2 2019,INDUSTRIALS,13F,06/30/2019,
Delta air lines inc.,DAL,PUT,93300.0,5295000.0,1.0903,,30,93300.0,,new,N/A,Q2 2019,TRANSPORTS,13F,06/30/2019,
Ipath series b s&p 500 vix short-term fu,VXX,PUT,200000.0,5200000.0,1.0708,16.5758,31,-225000.0,-52.941176,reduction,No Data,Q1 2019,FINANCE,13F,06/30/2019,
International business machines corp,IBM,PUT,37600.0,5185000.0,1.0677,,32,37600.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Comcast corp.  class a,CMCSA,PUT,121700.0,5145000.0,1.0594,,33,121700.0,,new,N/A,Q2 2019,COMMUNICATIONS,13F,06/30/2019,
Csx corp,CSX,PUT,64500.0,4990000.0,1.0275,,34,64500.0,,new,N/A,Q2 2019,TRANSPORTS,13F,06/30/2019,
Apple inc,AAPL,PUT,23900.0,4730000.0,0.974,,35,23900.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Apple inc,AAPL,CALL,23400.0,4631000.0,0.9536,,36,23400.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Paypal holdings inc,PYPL,PUT,40000.0,4578000.0,0.9427,,37,40000.0,,new,N/A,Q2 2019,COMMUNICATIONS,13F,06/30/2019,
Ebay inc.,EBAY,PUT,115400.0,4558000.0,0.9386,,38,115400.0,,new,N/A,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Intel corp.,INTC,PUT,93400.0,4471000.0,0.9207,,39,93400.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Caterpillar inc.,CAT,PUT,32500.0,4429000.0,0.912,,40,32500.0,,new,N/A,Q2 2019,INDUSTRIALS,13F,06/30/2019,
Illumina inc,ILMN,PUT,12000.0,4418000.0,0.9097,,41,12000.0,,new,N/A,Q2 2019,HEALTH CARE,13F,06/30/2019,
Deere & co.,DE,PUT,26200.0,4342000.0,0.8941,,42,26200.0,,new,N/A,Q2 2019,INDUSTRIALS,13F,06/30/2019,
Ebay inc.,EBAY,CALL,105800.0,4179000.0,0.8605,,43,105800.0,,new,N/A,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Adobe systems  inc.,ADBE,CALL,14000.0,4125000.0,0.8494,,44,14000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Alphabet inc. class a,GOOGL,CALL,3800.0,4115000.0,0.8474,,45,3800.0,,new,N/A,Q2 2019,COMMUNICATIONS,13F,06/30/2019,
Microsoft corp.,MSFT,CALL,29700.0,3979000.0,0.8193,,46,29700.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Lockheed martin corp.,LMT,"",9950.0,3617000.0,0.7448,,47,9950.0,,new,0.0035234,Q2 2019,INDUSTRIALS,13F,06/30/2019,363.54
Boeing company,BA,"",9712.0,3535000.0,0.7279,,48,9712.0,,new,0.0017259,Q2 2019,INDUSTRIALS,13F,06/30/2019,364.01
Csx corp,CSX,CALL,45100.0,3489000.0,0.7184,,49,45100.0,,new,N/A,Q2 2019,TRANSPORTS,13F,06/30/2019,
Pepsico inc. (loft  inc.),PEP,CALL,25400.0,3331000.0,0.6859,,50,25400.0,,new,N/A,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,
Autodesk  inc.,ADSK,PUT,20300.0,3307000.0,0.681,,51,20300.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
International business machines corp,IBM,CALL,22800.0,3144000.0,0.6474,,52,22800.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Kinder morgan inc. (de),KMI,PUT,150000.0,3132000.0,0.6449,,53,150000.0,,new,N/A,Q2 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,
Goldman sachs group inc,GS,CALL,15300.0,3130000.0,0.6445,,54,15300.0,,new,N/A,Q2 2019,FINANCE,13F,06/30/2019,
Intel corp.,INTC,CALL,64600.0,3092000.0,0.6367,,55,64600.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Alphabet inc. class a,GOOGL,"",2730.0,2956000.0,0.6087,,56,2730.0,,new,0.0003937,Q2 2019,COMMUNICATIONS,13F,06/30/2019,1082.8
Micron technology  inc.,MU,CALL,75000.0,2894000.0,0.5959,,57,75000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Mondelez international inc. (kraft foods),MDLZ,CALL,50000.0,2695000.0,0.5549,,58,50000.0,,new,N/A,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,
Costco co.,COST,CALL,9700.0,2563000.0,0.5278,,59,9700.0,,new,N/A,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,
Mondelez international inc. (kraft foods),MDLZ,PUT,46900.0,2528000.0,0.5206,,60,46900.0,,new,N/A,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,
Netease inc adr,NTES,CALL,9700.0,2481000.0,0.5109,,61,9700.0,,new,N/A,Q2 2019,COMMUNICATIONS,13F,06/30/2019,
Texas instruments  inc.,TXN,PUT,20000.0,2295000.0,0.4726,,62,20000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Costco co.,COST,PUT,8500.0,2246000.0,0.4625,,63,8500.0,,new,N/A,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,
Yum! brands  inc. (tricon global restaurants),YUM,CALL,20000.0,2213000.0,0.4557,,64,20000.0,,new,N/A,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Yum! brands  inc. (tricon global restaurants),YUM,PUT,20000.0,2213000.0,0.4557,,65,20000.0,,new,N/A,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Caterpillar inc.,CAT,CALL,15000.0,2044000.0,0.4209,,66,15000.0,,new,N/A,Q2 2019,INDUSTRIALS,13F,06/30/2019,
Home depot  inc. (the),HD,PUT,9300.0,1934000.0,0.3982,,67,9300.0,,new,N/A,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Spdr s&p 500 etf trust,SPY,"",6456.0,1892000.0,0.3896,2.4312,68,0.0,0.0,,No Data,Q3 2018,FINANCE,13F,06/30/2019,290.72
General motors co,GM,CALL,43800.0,1688000.0,0.3476,,69,43800.0,,new,N/A,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Nvidia corp.,NVDA,PUT,10000.0,1642000.0,0.3381,,70,10000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Spdr s&p metals & mining etf,XME,PUT,55000.0,1561000.0,0.3214,,71,55000.0,,new,No Data,Q2 2019,MATERIALS,13F,06/30/2019,
General motors co,GM,PUT,40500.0,1560000.0,0.3212,,72,40500.0,,new,N/A,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Comcast corp.  class a,CMCSA,CALL,36400.0,1539000.0,0.3169,,73,36400.0,,new,N/A,Q2 2019,COMMUNICATIONS,13F,06/30/2019,
Amazon.com inc.,AMZN,"",805.0,1524000.0,0.3138,,74,805.0,,new,0.0001627,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,1893.63
Qualcomm inc.,QCOM,CALL,20000.0,1521000.0,0.3132,,75,20000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Visa inc,V,PUT,8700.0,1510000.0,0.3109,,76,8700.0,,new,N/A,Q2 2019,FINANCE,13F,06/30/2019,
Asml holding nv (adr),ASML,CALL,6900.0,1435000.0,0.2955,,77,6900.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Spdr s&p metals & mining etf,XME,CALL,50000.0,1419000.0,0.2922,,78,50000.0,,new,No Data,Q2 2019,MATERIALS,13F,06/30/2019,
Expedia group inc,EXPE,PUT,10400.0,1384000.0,0.285,,79,10400.0,,new,N/A,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
United airlines holdings inc,UAL,CALL,15000.0,1313000.0,0.2704,,80,15000.0,,new,N/A,Q2 2019,TRANSPORTS,13F,06/30/2019,
Abbvie inc,ABBV,PUT,17500.0,1273000.0,0.2621,,81,17500.0,,new,N/A,Q2 2019,HEALTH CARE,13F,06/30/2019,
Lockheed martin corp.,LMT,CALL,3400.0,1236000.0,0.2545,,82,3400.0,,new,N/A,Q2 2019,INDUSTRIALS,13F,06/30/2019,
Cisco systems  inc.,CSCO,"",21700.0,1188000.0,0.2446,,83,21700.0,,new,0.0005069,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,54.73
Texas instruments  inc.,TXN,CALL,10000.0,1148000.0,0.2364,,84,10000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Abbvie inc,ABBV,"",15650.0,1138000.0,0.2343,,85,15650.0,,new,0.0010585,Q2 2019,HEALTH CARE,13F,06/30/2019,72.72
Comcast corp.  class a,CMCSA,"",26500.0,1120000.0,0.2306,,86,26500.0,,new,0.0005831,Q2 2019,COMMUNICATIONS,13F,06/30/2019,42.28
United airlines holdings inc,UAL,"",12400.0,1086000.0,0.2236,,87,12400.0,,new,0.0048264,Q2 2019,TRANSPORTS,13F,06/30/2019,87.55
Netease inc adr,NTES,"",4200.0,1074000.0,0.2212,,88,4200.0,,new,0.0032823,Q2 2019,COMMUNICATIONS,13F,06/30/2019,255.77
Boeing company,BA,CALL,2500.0,910000.0,0.1874,,89,2500.0,,new,N/A,Q2 2019,INDUSTRIALS,13F,06/30/2019,
Kinder morgan inc. (de),KMI,CALL,40000.0,835000.0,0.1719,,90,40000.0,,new,N/A,Q2 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,
Nvidia corp.,NVDA,CALL,5000.0,821000.0,0.1691,,91,5000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Autodesk  inc.,ADSK,CALL,5000.0,815000.0,0.1678,,92,5000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Home depot  inc. (the),HD,"",3450.0,717000.0,0.1476,,93,3450.0,,new,0.0003136,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,207.97
Expedia group inc,EXPE,"",5200.0,692000.0,0.1425,,94,5200.0,,new,0.0034752,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,133.03
Kinder morgan inc. (de),KMI,"",32500.0,679000.0,0.1398,,95,32500.0,,new,0.0014356,Q2 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,20.88
International business machines corp,IBM,"",4400.0,607000.0,0.125,,96,4400.0,,new,0.0004967,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,137.9
Caterpillar inc.,CAT,"",4396.0,599000.0,0.1233,,97,4396.0,,new,0.0007814,Q2 2019,INDUSTRIALS,13F,06/30/2019,136.29
Goldman sachs group inc,GS,"",2400.0,491000.0,0.1011,,98,2400.0,,new,0.0006675,Q2 2019,FINANCE,13F,06/30/2019,204.6
Mondelez international inc. (kraft foods),MDLZ,"",9050.0,488000.0,0.1005,,99,9050.0,,new,0.0006275,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,53.9
Autodesk  inc.,ADSK,"",2300.0,375000.0,0.0772,,100,2300.0,,new,0.0010473,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,162.9
Spdr s&p metals & mining etf,XME,"",3000.0,85000.0,0.0175,,101,3000.0,,new,No Data,Q2 2019,MATERIALS,13F,06/30/2019,28.38
Pepsico inc. (loft  inc.),PEP,PUT,500.0,66000.0,0.0136,,102,500.0,,new,N/A,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,
Spdr gold trust,GLD,CALL,0.0,0.0,,32.5252,"",-200000.0,-100.0,soldall,No Data,Q1 2019,MATERIALS,13F,06/30/2019,
Spdr gold trust,GLD,"",0.0,0.0,,10.2219,"",-62859.0,-100.0,soldall,No Data,Q1 2019,MATERIALS,13F,06/30/2019,122.01
Spdr gold trust,GLD,PUT,0.0,0.0,,32.5252,"",-200000.0,-100.0,soldall,No Data,Q1 2019,MATERIALS,13F,06/30/2019,
Ishares msci emerging index fund,EEM,CALL,0.0,0.0,,5.7208,"",-100000.0,-100.0,soldall,No Data,Q1 2019,FINANCE,13F,06/30/2019,
