Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Incyte corporation,INCY,"",121700.0,10340000.0,0.6112,0.5917,37,0.0,0.0,,0.0565862,Q1 2019,HEALTH CARE,13F,06/30/2019,86.01
American international group  inc.,AIG,"",193920.0,10332000.0,0.6107,0.8326,38,-148126.0,-43.305871,reduction,0.0222920,Q3 2017,FINANCE,13F,06/30/2019,60.4385
Vmware inc,VMW,"",60815.0,10169000.0,0.6011,0.6206,39,-4.0,-0.006577,reduction,0.0148616,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,152.0376
Transunion,TRU,"",137600.0,10115000.0,0.5979,,40,137600.0,,new,0.0732694,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,73.51
Alnylam pharmaceuticals inc,ALNY,"",138800.0,10071000.0,0.5953,0.3966,41,63722.0,84.874397,addition,0.1248089,Q1 2019,HEALTH CARE,13F,06/30/2019,83.8596
Biogen inc,BIIB,"",42500.0,9939000.0,0.5875,,42,42500.0,,new,0.0230415,Q2 2019,HEALTH CARE,13F,06/30/2019,233.87
Under armour inc,UAA,"",391456.0,9923000.0,0.5865,0.4676,43,155.0,0.039611,addition,0.0867493,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,21.1417
Splunk inc,SPLK,"",78872.0,9918000.0,0.5862,0.669,44,-16103.0,-16.954988,reduction,0.0525218,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,99.7901
Agilent technologies inc,A,"",132511.0,9895000.0,0.5849,0.602,45,11.0,0.008302,addition,0.0419352,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,80.3795
Marathon oil corp. (1901) (old u.s. steel),MRO,"",696200.0,9893000.0,0.5847,0.5006,46,166277.0,31.377577,addition,0.0865877,Q2 2018,ENERGY,13F,06/30/2019,18.0265
Comcast corp.  class a,CMCSA,"",233800.0,9885000.0,0.5843,0.5284,47,0.0,0.0,,0.0051441,Q3 2018,COMMUNICATIONS,13F,06/30/2019,35.4082
Exact sciences corp,EXAS,"",83500.0,9856000.0,0.5826,0.6135,48,-41800.0,-33.359936,reduction,0.0644837,Q2 2018,HEALTH CARE,13F,06/30/2019,64.8857
Hilton worldwide holdings inc,HLT,"",100507.0,9824000.0,0.5807,0.5822,49,-23409.0,-18.891023,reduction,0.0350370,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,71.8015
Paychex inc.,PAYX,"",119216.0,9810000.0,0.5798,0.5404,50,16.0,0.013423,addition,0.0331755,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,80.2003
Qiagen n.v.,QGEN,"",239594.0,9717000.0,0.5743,0.5506,51,50.0,0.020873,addition,0.1062454,Q3 2013,HEALTH CARE,13F,06/30/2019,30.1592
Resmed inc.,RMD,"",79400.0,9689000.0,0.5727,0.4666,52,0.0,0.0,,0.0552655,Q3 2018,HEALTH CARE,13F,06/30/2019,115.3398
Chipotle mexican grill  inc.,CMG,"",13204.0,9677000.0,0.572,0.7147,53,-4597.0,-25.824392,reduction,0.0476335,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,431.3857
Coupa software inc,COUP,"",75558.0,9566000.0,0.5654,0.3886,54,-1.0,-0.001323,reduction,0.1223215,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,45.62
Square inc,SQ,"",131800.0,9559000.0,0.565,0.0451,55,121156.0,1138.256295,addition,0.0308571,Q1 2019,FINANCE,13F,06/30/2019,72.723
Thermo fisher scientific  inc.,TMO,"",32500.0,9545000.0,0.5642,,56,32500.0,,new,0.0081153,Q2 2019,HEALTH CARE,13F,06/30/2019,293.68
Idexx laboratories inc.,IDXX,"",34385.0,9467000.0,0.5596,0.5305,57,-7587.0,-18.076337,reduction,0.0399408,Q1 2015,HEALTH CARE,13F,06/30/2019,106.1028
Bruker corp,BRKR,"",189127.0,9447000.0,0.5584,0.4109,58,27.0,0.014278,addition,0.1222778,Q2 2017,HEALTH CARE,13F,06/30/2019,29.3722
Servicenow inc,NOW,"",34400.0,9445000.0,0.5583,0.6092,59,-9316.0,-21.310275,reduction,0.0183467,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,246.49
Visa inc,V,"",54100.0,9389000.0,0.555,,60,54100.0,,new,0.0027269,Q2 2019,FINANCE,13F,06/30/2019,173.55
Xilinx  inc,XLNX,"",79600.0,9386000.0,0.5548,0.8293,61,-36100.0,-31.201383,reduction,0.0315110,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,65.2627
Sealed air corp.,SEE,"",218534.0,9349000.0,0.5526,0.57,62,-389.0,-0.177688,reduction,0.1414185,Q1 2019,MATERIALS,13F,06/30/2019,46.06
Pure storage inc,PSTG,"",607900.0,9283000.0,0.5487,0.3682,63,309000.0,103.379057,addition,0.2401912,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,15.4255
Roper technologies inc,ROP,"",25208.0,9233000.0,0.5457,,64,25208.0,,new,0.0242385,Q2 2019,INDUSTRIALS,13F,06/30/2019,366.26
Expeditors international of washington inc,EXPD,"",120500.0,9141000.0,0.5403,0.517,65,0.0,0.0,,0.0705834,Q1 2019,TRANSPORTS,13F,06/30/2019,75.9
Oreilly automotive inc.,ORLY,"",24700.0,9122000.0,0.5392,0.5422,66,0.0,0.0,,0.0322834,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,344.33
Biotechne corp,TECH,"",43706.0,9112000.0,0.5386,0.569,67,-6994.0,-13.794872,reduction,0.1153497,Q1 2018,HEALTH CARE,13F,06/30/2019,151.05
Home depot  inc. (the),HD,"",43800.0,9109000.0,0.5384,,68,43800.0,,new,0.0039808,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,207.97
Dominos pizza inc,DPZ,"",32624.0,9079000.0,0.5366,0.4757,69,16.0,0.049068,addition,0.0791268,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,248.0068
Okta inc,OKTA,"",73100.0,9029000.0,0.5337,0.4986,70,-33512.0,-31.43361,reduction,0.0640442,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,49.4128
Norwegian cruise line holdings ltd,NCLH,"",167800.0,8999000.0,0.5319,,71,167800.0,,new,0.0778293,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,53.63
Planet fitness inc,PLNT,"",123720.0,8962000.0,0.5297,0.4806,72,20.0,0.016168,addition,0.1336213,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,56.8695
E*trade financial corp.,ETFC,"",200171.0,8928000.0,0.5277,0.5254,73,-4.0,-0.001998,reduction,0.0818126,Q1 2014,FINANCE,13F,06/30/2019,36.5802
Dropbox inc,DBX,"",355100.0,8895000.0,0.5258,,74,355100.0,,new,0.0858995,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,25.05
Nike inc.,NKE,"",105620.0,8867000.0,0.5241,0.5027,75,14.0,0.013257,addition,0.0067407,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,84.21
Regeneron pharmaceuticals inc.,REGN,"",28007.0,8766000.0,0.5181,0.65,76,3.0,0.010713,addition,0.0255003,Q3 2018,HEALTH CARE,13F,06/30/2019,404.016
Ringcentral inc,RNG,"",76019.0,8736000.0,0.5164,0.4712,77,-1297.0,-1.677531,reduction,0.0916223,Q2 2016,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,30.4001
Copart inc.,CPRT,"",114519.0,8559000.0,0.5059,,78,114519.0,,new,0.0499843,Q2 2019,INDUSTRIALS,13F,06/30/2019,74.74
Axalta coating systems ltd,AXTA,"",286800.0,8538000.0,0.5047,,79,286800.0,,new,0.1229529,Q2 2019,MATERIALS,13F,06/30/2019,29.77
Proofpoint inc,PFPT,"",69300.0,8333000.0,0.4925,0.4757,80,0.0,0.0,,0.1235955,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,105.6153
Fastenal co.,FAST,"",254200.0,8284000.0,0.4896,,81,254200.0,,new,0.0443297,Q2 2019,INDUSTRIALS,13F,06/30/2019,32.59
Lendingtree inc,TREE,"",19702.0,8275000.0,0.4891,0.5069,82,-5808.0,-22.767542,reduction,0.1516705,Q3 2017,FINANCE,13F,06/30/2019,244.45
Nektar therapeutics  inc.,NKTR,"",225564.0,8026000.0,0.4744,,83,225564.0,,new,0.1286952,Q2 2019,HEALTH CARE,13F,06/30/2019,35.58
Advance auto parts  inc.,AAP,"",50610.0,7801000.0,0.4611,0.4879,84,-5.0,-0.009878,reduction,0.0708923,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,157.46
Irobot corp,IRBT,"",84700.0,7762000.0,0.4588,0.4198,85,21599.0,34.229252,addition,0.3012091,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,85.7545
Insperity inc.,NSP,"",63483.0,7754000.0,0.4583,0.4438,86,0.0,0.0,,0.1541224,Q4 2017,INDUSTRIALS,13F,06/30/2019,61.5854
Robert half international  inc.,RHI,"",128800.0,7343000.0,0.434,0.4744,87,0.0,0.0,,0.1095611,Q1 2019,INDUSTRIALS,13F,06/30/2019,65.16
Bce inc. (bell telephone of canada),BCE,"",161429.0,7342000.0,0.434,0.5276,88,-48824.0,-23.221547,reduction,0.0179350,Q3 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,44.2207
Sei investments co.,SEIC,"",127500.0,7153000.0,0.4228,0.3767,89,-26.0,-0.020388,reduction,0.0844259,Q2 2017,FINANCE,13F,06/30/2019,58.6155
New relic inc,NEWR,"",81463.0,7047000.0,0.4165,0.4545,90,0.0,0.0,,0.1394676,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,82.5605
Six flags entertainment corp.,SIX,"",138900.0,6901000.0,0.4079,,91,138900.0,,new,0.1646515,Q2 2019,COMMUNICATIONS,13F,06/30/2019,49.68
Vonage holdings corp.,VG,"",603197.0,6834000.0,0.4039,0.3026,92,70019.0,13.132387,addition,0.2491520,Q4 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,10.173
Fireeye inc,FEYE,"",458099.0,6784000.0,0.401,0.4366,93,-1950.0,-0.423868,reduction,0.2133173,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,15.5995
Cornerstone ondemand inc,CSOD,"",115917.0,6715000.0,0.3969,0.327,94,10317.0,9.769886,addition,0.1910300,Q3 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,42.1515
Insulet corp,PODD,"",55320.0,6604000.0,0.3903,0.372,95,-13886.0,-20.064734,reduction,0.0917870,Q3 2018,HEALTH CARE,13F,06/30/2019,105.8688
Trex company,TREX,"",90350.0,6478000.0,0.3829,0.2053,96,31314.0,53.042212,addition,0.1546295,Q1 2013,INDUSTRIALS,13F,06/30/2019,44.9867
Boston beer inc class a,SAM,"",16800.0,6346000.0,0.3751,0.2221,97,3470.0,26.031508,addition,0.1388430,Q1 2019,CONSUMER STAPLES,13F,06/30/2019,311.8796
Hyatt hotels corp,H,"",82700.0,6296000.0,0.3721,0.3557,98,-4008.0,-4.622411,reduction,0.0788671,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,67.6
Nu skin enterprises inc. class a,NUS,"",126603.0,6244000.0,0.3691,0.2235,99,43990.0,53.248278,addition,0.2279082,Q4 2017,CONSUMER STAPLES,13F,06/30/2019,60.4828
Smartsheet inc,SMAR,"",127600.0,6176000.0,0.365,0.1774,100,50670.0,65.865072,addition,0.1197447,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,43.8119
Anaplan inc,PLAN,"",120500.0,6082000.0,0.3595,,101,120500.0,,new,0.0932951,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,50.47
Shake shack inc,SHAK,"",80700.0,5827000.0,0.3444,0.2006,102,20700.0,34.5,addition,0.2164119,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,67.7167
Paylocity holding corp,PCTY,"",61922.0,5810000.0,0.3434,0.3121,103,22.0,0.035541,addition,0.1166579,Q3 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,52.3743
Amedisys inc,AMED,"",47165.0,5726000.0,0.3384,0.2297,104,14200.0,43.07599,addition,0.1465662,Q1 2018,HEALTH CARE,13F,06/30/2019,103.0752
Logitech international sa adr,LOGI,"",138177.0,5523000.0,0.3264,0.3062,105,-62.0,-0.04485,reduction,0.0841465,Q1 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,26.8763
Blueprint medicines corp,BPMC,"",57660.0,5439000.0,0.3215,,106,57660.0,,new,0.1173860,Q2 2019,HEALTH CARE,13F,06/30/2019,94.33
Chegg inc,CHGG,"",139639.0,5389000.0,0.3185,0.2848,107,7446.0,5.632673,addition,0.1167062,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,28.9623
Mastec inc. (burnup & sims  inc.),MTZ,"",103500.0,5333000.0,0.3152,0.2814,108,0.0,0.0,,0.1356310,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,40.56
Credit acceptance corp.,CACC,"",10606.0,5132000.0,0.3033,0.2708,109,6.0,0.056604,addition,0.0564149,Q1 2019,FINANCE,13F,06/30/2019,451.948
Inphi corp,IPHI,"",101829.0,5102000.0,0.3016,0.1911,110,24529.0,31.732212,addition,0.2241942,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,40.2807
Lgi homes inc,LGIH,"",71100.0,5079000.0,0.3002,0.3034,111,-18000.0,-20.20202,reduction,0.3099390,Q4 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,72.7471
Wingstop inc,WING,"",53500.0,5069000.0,0.2996,0.2347,112,-1100.0,-2.014652,reduction,0.1817255,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,52.2299
Tri pointe group inc,TPH,"",413803.0,4953000.0,0.2928,0.3336,113,-53069.0,-11.366927,reduction,0.2908780,Q4 2017,INDUSTRIALS,13F,06/30/2019,16.9936
Sinclair broadcast group inc  class a,SBGI,"",92134.0,4941000.0,0.292,0.2938,114,-42934.0,-31.786952,reduction,0.1000478,Q1 2019,COMMUNICATIONS,13F,06/30/2019,38.48
Kbr inc,KBR,"",197237.0,4919000.0,0.2907,0.2128,115,37.0,0.018763,addition,0.1393310,Q3 2018,INDUSTRIALS,13F,06/30/2019,18.8155
Acacia communications inc,ACIA,"",101200.0,4773000.0,0.2821,0.2672,116,18800.0,22.815534,addition,0.2465286,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,45.1397
Hexcel corp,HXL,"",58512.0,4732000.0,0.2797,0.2287,117,4.0,0.006837,addition,0.0687729,Q1 2019,INDUSTRIALS,13F,06/30/2019,69.1608
Seaworld entertainment  inc.,SEAS,"",152445.0,4726000.0,0.2793,0.2219,118,41.0,0.026902,addition,0.1937286,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,31.4299
Zuora inc,ZUO,"",306600.0,4697000.0,0.2776,,119,306600.0,,new,0.2759924,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,15.32
Axis capital holdings ltd,AXS,"",78200.0,4665000.0,0.2757,0.2422,120,-2.0,-0.002557,reduction,0.0931507,Q1 2019,FINANCE,13F,06/30/2019,54.78
Big lots inc,BIG,"",161800.0,4629000.0,0.2736,,121,161800.0,,new,0.4147654,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,28.61
Polaris inc,PII,"",49017.0,4472000.0,0.2643,0.2911,122,-11983.0,-19.644262,reduction,0.0801980,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,111.8048
Irhythm technologies inc,IRTC,"",55603.0,4397000.0,0.2599,0.139,123,22797.0,69.490337,addition,0.2237545,Q3 2018,HEALTH CARE,13F,06/30/2019,85.108
Silicon laboratories inc,SLAB,"",41800.0,4322000.0,0.2555,0.1911,124,0.0,0.0,,0.0964467,Q3 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,62.3608
Green dot corp,GDOT,"",85000.0,4157000.0,0.2457,0.2287,125,18300.0,27.436282,addition,0.1640293,Q4 2016,FINANCE,13F,06/30/2019,53.5327
Mednax inc,MD,"",161900.0,4085000.0,0.2415,0.1935,126,35926.0,28.518583,addition,0.1922575,Q4 2018,HEALTH CARE,13F,06/30/2019,31.2491
Axon enterprise inc. (taser international inc.),AAXN,"",63346.0,4067000.0,0.2404,0.2341,127,-12754.0,-16.759527,reduction,0.1068950,Q2 2018,INDUSTRIALS,13F,06/30/2019,63.1726
Dine brands global inc,DIN,"",41723.0,3983000.0,0.2354,0.1614,128,10451.0,33.419673,addition,0.2428580,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,92.337
Amicus therapeutics inc,FOLD,"",316400.0,3949000.0,0.2334,0.2432,129,0.0,0.0,,0.1242587,Q3 2018,HEALTH CARE,13F,06/30/2019,10.2667
Liveperson inc.,LPSN,"",135916.0,3811000.0,0.2253,0.2018,130,12905.0,10.490932,addition,0.2074103,Q2 2017,COMMUNICATIONS,13F,06/30/2019,13.7344
Liveramp holdings inc,RAMP,"",78106.0,3787000.0,0.2238,0.2718,131,-10024.0,-11.374106,reduction,N/A,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,
Dycom industries inc,DY,"",62200.0,3662000.0,0.2164,0.1546,132,2672.0,4.488644,addition,0.1975858,Q3 2018,INDUSTRIALS,13F,06/30/2019,83.4947
Agios pharmaceuticals inc,AGIO,"",73121.0,3647000.0,0.2156,,133,73121.0,,new,0.1244613,Q2 2019,HEALTH CARE,13F,06/30/2019,49.88
Cargurus inc,CARG,"",100482.0,3628000.0,0.2144,0.1668,134,26810.0,36.391031,addition,0.0759616,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,39.0061
Sailpoint technologies holdings inc,SAIL,"",175594.0,3519000.0,0.208,0.163,135,75194.0,74.894422,addition,0.1970310,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,25.003
Genomic health inc,GHDX,"",59500.0,3461000.0,0.2046,0.1194,136,29350.0,97.3466,addition,0.1595602,Q3 2018,HEALTH CARE,13F,06/30/2019,63.3682
Groupon  inc,GRPN,"",966636.0,3461000.0,0.2046,0.2682,137,-369700.0,-27.665198,reduction,0.1702963,Q1 2016,COMMUNICATIONS,13F,06/30/2019,4.6289
Rent-a-center inc.,RCII,"",129524.0,3449000.0,0.2039,0.1804,138,-23376.0,-15.288424,reduction,0.2395930,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,19.9692
Synaptics inc,SYNA,"",116900.0,3406000.0,0.2013,0.147,139,51482.0,78.696995,addition,0.3551033,Q1 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,38.1307
Core-mark holding co inc,CORE,"",85270.0,3387000.0,0.2002,0.2052,140,-12500.0,-12.785108,reduction,0.1858544,Q4 2016,CONSUMER STAPLES,13F,06/30/2019,23.8598
National vision holdings inc,EYE,"",107712.0,3310000.0,0.1956,,141,107712.0,,new,0.1371603,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,30.73
Kosmos energy ltd,KOS,"",515572.0,3233000.0,0.1911,0.206,142,-69518.0,-11.881591,reduction,0.1284243,Q2 2018,ENERGY,13F,06/30/2019,6.2426
Callaway golf co.,ELY,"",185186.0,3178000.0,0.1878,0.1171,143,55131.0,42.390527,addition,0.1968179,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,16.2962
Viavi solutions inc,VIAV,"",235000.0,3123000.0,0.1846,0.1644,144,-5.0,-0.002128,reduction,0.1021118,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,10.05
Eagle pharmaceuticals inc,EGRX,"",55100.0,3068000.0,0.1813,0.1573,145,-14.0,-0.025402,reduction,0.4030724,Q4 2017,HEALTH CARE,13F,06/30/2019,52.8989
Pacira biosciences inc,PCRX,"",69700.0,3031000.0,0.1792,0.15,146,0.0,0.0,,0.1673871,Q2 2018,HEALTH CARE,13F,06/30/2019,32.0585
Mercury systems inc.,MRCY,"",43037.0,3028000.0,0.179,0.1558,147,15.0,0.034866,addition,0.0775861,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,44.4254
Esperion therapeutics inc.,ESPR,"",64339.0,2993000.0,0.1769,,148,64339.0,,new,0.2368016,Q2 2019,HEALTH CARE,13F,06/30/2019,46.52
Meritor inc,MTOR,"",122300.0,2966000.0,0.1753,0.1407,149,0.0,0.0,,0.1480988,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,20.35
Caredx inc,CDNA,"",80800.0,2908000.0,0.1719,0.11,150,19046.0,30.841727,addition,0.1906560,Q1 2018,HEALTH CARE,13F,06/30/2019,30.5339
Mimecast ltd,MIME,"",60829.0,2841000.0,0.1679,0.1629,151,-18.0,-0.029582,reduction,0.0984926,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,41.472
