Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
American tower corp.  class a,AMT,"",24039756.0,4914927000.0,1.08913,1.2257,12,-3423009.0,-12.464182,reduction,5.4303815,Q1 2012,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,111.5303
Coca cola co.,KO,"",92490674.0,4709625000.0,1.04364,0.8648,13,11000079.0,13.498587,addition,2.1630034,Q1 2001,CONSUMER STAPLES,13F,06/30/2019,44.1849
Merck & co,MRK,"",55145591.0,4623958000.0,1.02465,1.1814,14,-7573495.0,-12.075264,reduction,2.1538049,Q1 2001,HEALTH CARE,13F,06/30/2019,40.9724
Lockheed martin corp.,LMT,"",12622255.0,4588696000.0,1.01684,0.8711,15,-192244.0,-1.500207,reduction,4.4696370,Q1 2001,INDUSTRIALS,13F,06/30/2019,215.988
Chubb limited,CB,"",29807880.0,4390403000.0,0.972898,0.9543,16,-273241.0,-0.908347,reduction,6.5404015,Q1 2001,FINANCE,13F,06/30/2019,72.0003
Alphabet inc. class a,GOOGL,"",3941027.0,4267344000.0,0.945628,1.0313,17,71662.0,1.852035,addition,0.5683627,Q3 2004,COMMUNICATIONS,13F,06/30/2019,637.5811
Home depot  inc. (the),HD,"",19648106.0,4086216000.0,0.905491,0.7509,18,2370794.0,13.722007,addition,1.7857207,Q1 2001,CONSUMER DISCRETIONARY,13F,06/30/2019,152.2404
Exxonmobil corp. (standard oil of new jersey),XOM,"",52984838.0,4060228000.0,0.899732,0.9552,19,788075.0,1.509816,addition,1.2522680,Q1 2001,ENERGY,13F,06/30/2019,71.9574
Allergan plc,AGN,"",22792796.0,3816199000.0,0.845656,0.8174,20,-1859004.0,-7.541048,reduction,6.9483876,Q1 2013,HEALTH CARE,13F,06/30/2019,207.9829
Pnc financial services group  inc. (the) (provident national trust co.),PNC,"",27187568.0,3732310000.0,0.827066,0.7762,21,-753355.0,-2.696242,reduction,6.1059983,Q3 2001,FINANCE,13F,06/30/2019,62.0318
Abbott laboratories,ABT,"",44261230.0,3722369000.0,0.824864,0.8367,22,-1951177.0,-4.222193,reduction,2.5043131,Q1 2001,HEALTH CARE,13F,06/30/2019,45.9072
Pepsico inc. (loft  inc.),PEP,"",28126277.0,3688199000.0,0.817292,0.8303,23,-1788028.0,-5.977167,reduction,2.0170303,Q1 2001,CONSUMER STAPLES,13F,06/30/2019,100.1758
Cisco systems  inc.,CSCO,"",67205375.0,3678152000.0,0.815065,0.8465,24,-2020940.0,-2.919323,reduction,1.5699513,Q1 2001,INFORMATION TECHNOLOGY,13F,06/30/2019,23.402
Lilly (eli) & co.,LLY,"",31815877.0,3524881000.0,0.781101,1.0783,25,-4874886.0,-13.286412,reduction,3.2955136,Q1 2001,HEALTH CARE,13F,06/30/2019,61.2247
Intel corp.,INTC,"",73352263.0,3511373000.0,0.778108,0.8937,26,-128202.0,-0.174471,reduction,1.6558073,Q1 2001,INFORMATION TECHNOLOGY,13F,06/30/2019,31.4992
Johnson & johnson co.,JNJ,"",23774873.0,3311364000.0,0.733786,0.7566,27,-123153.0,-0.515327,reduction,0.9008466,Q1 2001,HEALTH CARE,13F,06/30/2019,67.9541
Apple inc,AAPL,"",16622900.0,3290004000.0,0.729053,0.6153,28,2320798.0,16.226971,addition,0.3678300,Q1 2007,INFORMATION TECHNOLOGY,13F,06/30/2019,122.897
Mcdonalds corp.,MCD,"",15805274.0,3282123000.0,0.727307,0.6814,29,-39260.0,-0.247783,reduction,2.0811748,Q1 2001,CONSUMER DISCRETIONARY,13F,06/30/2019,121.1016
Tjx companies inc.,TJX,"",61922395.0,3274457000.0,0.725608,0.7132,30,2740450.0,4.630551,addition,5.1062857,Q1 2001,CONSUMER DISCRETIONARY,13F,06/30/2019,53.101
Union pacific corp.,UNP,"",19140250.0,3236807000.0,0.717265,0.7784,31,-1415388.0,-6.885644,reduction,2.7167402,Q2 2010,TRANSPORTS,13F,06/30/2019,100.9083
Danaher corp.,DHR,"",22243820.0,3179087000.0,0.704474,0.7489,32,-2804990.0,-11.198097,reduction,3.1007458,Q2 2004,HEALTH CARE,13F,06/30/2019,93.3308
Visa inc,V,"",16771354.0,2910669000.0,0.644994,0.629,33,-1010056.0,-5.680404,reduction,0.8453687,Q2 2008,FINANCE,13F,06/30/2019,72.7956
Astrazeneca plc,AZN,"",66634158.0,2750658000.0,0.609536,0.5862,34,2616071.0,4.086456,addition,5.2926257,Q1 2001,HEALTH CARE,13F,06/30/2019,31.1584
Baxter international inc.,BAX,"",32853752.0,2690724000.0,0.596255,0.5974,35,413743.0,1.27541,addition,6.4348464,Q1 2001,HEALTH CARE,13F,06/30/2019,60.1457
Marsh & mclennan companies  inc.,MMC,"",26508306.0,2644202000.0,0.585946,0.6292,36,-3080157.0,-10.409993,reduction,5.2355881,Q2 2008,FINANCE,13F,06/30/2019,36.9442
Facebook inc,FB,"",13399404.0,2586084000.0,0.573067,0.4343,37,1895703.0,16.479071,addition,0.4696684,Q4 2012,COMMUNICATIONS,13F,06/30/2019,132.1396
American express co,AXP,"",20460085.0,2525593000.0,0.559662,0.4478,38,2368402.0,13.091109,addition,2.4660510,Q1 2008,FINANCE,13F,06/30/2019,80.5204
Nextera energy inc.,NEE,"",12281966.0,2516085000.0,0.557555,0.5749,39,-849410.0,-6.468553,reduction,2.5635496,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,67.304
General dynamics corp. (electric boat),GD,"",13791717.0,2507610000.0,0.555677,0.5226,40,159796.0,1.172219,addition,4.7748639,Q4 2001,INDUSTRIALS,13F,06/30/2019,171.5447
Boston scientific inc.,BSX,"",58329608.0,2507007000.0,0.555544,0.4785,41,3274680.0,5.948023,addition,4.1874274,Q4 2008,HEALTH CARE,13F,06/30/2019,15.5863
Thermo fisher scientific  inc.,TMO,"",8447625.0,2480900000.0,0.549759,0.5523,42,-461953.0,-5.184903,reduction,2.1093750,Q1 2008,HEALTH CARE,13F,06/30/2019,156.8185
Procter & gamble co. (oh) (1905),PG,"",22320556.0,2447450000.0,0.542346,0.5174,43,363845.0,1.657102,addition,0.8918840,Q1 2001,CONSUMER STAPLES,13F,06/30/2019,82.8564
Accenture plc,ACN,"",12950102.0,2392790000.0,0.530234,0.5369,44,-516852.0,-3.837928,reduction,1.9272132,Q3 2001,INFORMATION TECHNOLOGY,13F,06/30/2019,65.7351
United technologies corp. (united aircraft corp.),UTX,"",18072924.0,2353094000.0,0.521437,0.5529,45,-867765.0,-4.581486,reduction,2.0943916,Q1 2001,INDUSTRIALS,13F,06/30/2019,106.3023
Nike inc.,NKE,"",28019010.0,2352196000.0,0.521238,0.566,46,-1657464.0,-5.585111,reduction,1.7881925,Q1 2001,CONSUMER DISCRETIONARY,13F,06/30/2019,53.2796
Dominion energy inc,D,"",30366671.0,2347951000.0,0.520298,0.5352,47,-462388.0,-1.499845,reduction,3.7798169,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,61.7729
Suncor energy  inc.,SU,"",73766395.0,2300897000.0,0.509871,0.5217,48,2724088.0,3.834459,addition,4.7419289,Q1 2001,ENERGY,13F,06/30/2019,29.4571
Anthem inc,ANTM,"",8045620.0,2270555000.0,0.503147,0.531,49,-124731.0,-1.52663,reduction,3.1450317,Q4 2014,HEALTH CARE,13F,06/30/2019,213.0568
Alibaba group holding ltd adr,BABA,"",13378670.0,2267015000.0,0.502362,0.7087,50,-3771710.0,-21.991991,reduction,0.5258084,Q3 2014,COMMUNICATIONS,13F,06/30/2019,107.3701
Canadian national railway co.,CNI,"",23191484.0,2150619000.0,0.476569,0.526,51,-2747683.0,-10.592796,reduction,3.2179109,Q1 2001,TRANSPORTS,13F,06/30/2019,63.2178
Blackrock inc. class a,BLK,"",4562563.0,2141211000.0,0.474485,0.4333,52,85389.0,1.907208,addition,2.9517778,Q1 2002,FINANCE,13F,06/30/2019,230.5734
Prudential financial inc.,PRU,"",20540718.0,2074613000.0,0.459727,0.4294,53,-94963.0,-0.460188,reduction,5.1096313,Q2 2006,FINANCE,13F,06/30/2019,67.5505
Deere & co.,DE,"",11558803.0,1915408000.0,0.424448,0.3559,54,1727759.0,17.574522,addition,3.6463101,Q3 2001,INDUSTRIALS,13F,06/30/2019,147.5499
American international group  inc.,AIG,"",35631745.0,1898460000.0,0.420692,0.3563,55,-906164.0,-2.480065,reduction,4.0960266,Q2 2011,FINANCE,13F,06/30/2019,48.5707
Cvs health corp. (melville shoe),CVS,"",33748059.0,1838932000.0,0.407501,0.4062,56,493742.0,1.484746,addition,2.5950065,Q1 2001,CONSUMER STAPLES,13F,06/30/2019,56.3945
Philip morris international inc,PM,"",23280821.0,1828242000.0,0.405132,0.4855,57,-972425.0,-4.009463,reduction,1.4963506,Q2 2008,CONSUMER STAPLES,13F,06/30/2019,79.3574
Global payments inc.,GPN,"",11269227.0,1804541000.0,0.39988,0.3572,58,-284312.0,-2.460822,reduction,7.1925115,Q1 2008,INFORMATION TECHNOLOGY,13F,06/30/2019,64.8064
Linde plc,LIN,"",8743886.0,1755881000.0,0.389097,0.2983,59,1256610.0,16.783273,addition,3.0405056,Q4 2018,MATERIALS,13F,06/30/2019,220.623
Alphabet inc. class c,GOOG,"",1570085.0,1697122000.0,0.376076,0.4187,60,-5765.0,-0.365834,reduction,0.2264328,Q2 2014,COMMUNICATIONS,13F,06/30/2019,791.035
Hca healthcare inc,HCA,"",12335914.0,1667446000.0,0.3695,0.3786,61,-486599.0,-3.79488,reduction,3.6177823,Q1 2011,HEALTH CARE,13F,06/30/2019,59.1701
United parcel service  inc. class b,UPS,"",16124960.0,1665225000.0,0.369008,0.4576,62,-1958871.0,-10.832168,reduction,1.8778339,Q3 2003,TRANSPORTS,13F,06/30/2019,78.9806
Colgate-palmolive co.,CL,"",23143235.0,1658676000.0,0.367557,0.3699,63,-688895.0,-2.890614,reduction,2.6973153,Q3 2003,CONSUMER STAPLES,13F,06/30/2019,64.3284
Public storage  inc.,PSA,"",6716784.0,1599737000.0,0.354496,0.3458,64,-293277.0,-4.183658,reduction,3.8469553,Q1 2009,REAL ESTATE,13F,06/30/2019,193.0844
Ihs markit ltd,INFO,"",25050807.0,1596238000.0,0.353721,0.2851,65,1904591.0,8.22852,addition,6.2463052,Q3 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,38.8591
Intercontinental exchange inc,ICE,"",18560823.0,1595115000.0,0.353472,0.3821,66,-3596583.0,-16.231968,reduction,3.3119487,Q4 2012,FINANCE,13F,06/30/2019,47.9847
Sempra energy  inc.,SRE,"",11357913.0,1561032000.0,0.345919,0.3245,67,-26068.0,-0.228988,reduction,4.1369197,Q1 2015,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,105.6989
Lowes companies  inc.,LOW,"",15333762.0,1547331000.0,0.342883,0.3412,68,1571553.0,11.419337,addition,1.9585350,Q1 2001,CONSUMER DISCRETIONARY,13F,06/30/2019,73.5629
Hilton worldwide holdings inc,HLT,"",15804975.0,1544779000.0,0.342317,0.3647,69,-3569703.0,-18.42458,reduction,5.5096476,Q4 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,62.3834
Costco co.,COST,"",5831788.0,1541108000.0,0.341504,0.3331,70,-243158.0,-4.002636,reduction,1.3276997,Q3 2011,CONSUMER STAPLES,13F,06/30/2019,149.4987
Walmart inc,WMT,"",13761274.0,1520483000.0,0.336934,0.2722,71,1437515.0,11.664582,addition,0.4820534,Q1 2001,CONSUMER STAPLES,13F,06/30/2019,89.0457
Vertex pharmaceuticals  inc.,VRTX,"",8258612.0,1514465000.0,0.3356,0.3678,72,-570173.0,-6.458114,reduction,3.2129676,Q1 2001,HEALTH CARE,13F,06/30/2019,84.2108
Eaton corp.,ETN,"",18100192.0,1507384000.0,0.334031,0.3175,73,697031.0,4.005198,addition,4.3095695,Q1 2001,CONSUMER DISCRETIONARY,13F,06/30/2019,50.7297
Tc energy corp,TRP,"",30329885.0,1505565000.0,0.333628,0.3207,74,-1185116.0,-3.760482,reduction,3.2515234,Q4 2016,ENERGY,13F,06/30/2019,44.0791
Metlife inc.,MET,"",30293356.0,1504670000.0,0.333429,0.2899,75,226547.0,0.753479,addition,3.2349144,Q4 2008,FINANCE,13F,06/30/2019,45.0485
Fleetcor technologies inc,FLT,"",5144077.0,1444714000.0,0.320143,0.2986,76,-203041.0,-3.797204,reduction,5.9421012,Q2 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,160.5982
Honeywell international inc. (allied chemical and dye - allied signal),HON,"",8010577.0,1398567000.0,0.309917,0.305,77,-463855.0,-5.473582,reduction,1.1133378,Q1 2001,INDUSTRIALS,13F,06/30/2019,76.8674
Crown castle international corp,CCI,"",10608951.0,1382876000.0,0.30644,0.2955,78,414034.0,4.061181,addition,2.5517007,Q1 2016,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,111.5137
Paypal holdings inc,PYPL,"",11891517.0,1361103000.0,0.301616,0.2989,79,-818350.0,-6.438698,reduction,1.0105991,Q3 2015,COMMUNICATIONS,13F,06/30/2019,48.4358
Sysco corp.,SYY,"",18742109.0,1325441000.0,0.293713,0.2819,80,96930.0,0.519866,addition,3.6604967,Q1 2006,CONSUMER STAPLES,13F,06/30/2019,62.5083
Exelon corp,EXC,"",27627822.0,1324477000.0,0.293499,0.3093,81,381336.0,1.399579,addition,2.8435680,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,35.11
Advanced micro devices inc,AMD,"",42967074.0,1304911000.0,0.289164,0.2386,82,1680279.0,4.069773,addition,3.9580926,Q3 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,16.8265
Kla corp,KLAC,"",10845553.0,1281945000.0,0.284074,0.283,83,382673.0,3.657435,addition,6.8443475,Q3 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,106.2763
Ecolab inc.,ECL,"",6476184.0,1278658000.0,0.283346,0.3215,84,-1563799.0,-19.450277,reduction,2.2506287,Q2 2010,MATERIALS,13F,06/30/2019,109.7122
Servicenow inc,NOW,"",4642074.0,1274574000.0,0.282441,0.2805,85,-383476.0,-7.630528,reduction,2.4757728,Q4 2012,INFORMATION TECHNOLOGY,13F,06/30/2019,66.479
Raytheon co.,RTN,"",7324779.0,1273632000.0,0.282232,0.1598,86,3450691.0,89.071054,addition,2.6301767,Q2 2006,INDUSTRIALS,13F,06/30/2019,166.6048
Unilever n.v. adr,UN,"",20805644.0,1263319000.0,0.279947,0.2815,87,-519354.0,-2.435423,reduction,1.2133481,Q2 2006,CONSUMER STAPLES,13F,06/30/2019,46.5898
Marvell technology group ltd,MRVL,"",52667475.0,1257172000.0,0.278585,0.142,88,21140208.0,67.053728,addition,7.9636312,Q2 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,21.8851
L3harris technologies inc,LHX,"",6514827.0,1232151000.0,0.27304,0.2126,89,638341.0,10.862631,addition,5.5229120,Q4 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,128.3276
Incyte corporation,INCY,"",14383216.0,1221998000.0,0.27079,0.2938,90,-697784.0,-4.626908,reduction,6.6876905,Q1 2001,HEALTH CARE,13F,06/30/2019,60.2752
Ss&c technologies holdings inc,SSNC,"",21110064.0,1216150000.0,0.269494,0.3196,91,-1043901.0,-4.712028,reduction,8.3189092,Q3 2013,INFORMATION TECHNOLOGY,13F,06/30/2019,49.8873
Northrop grumman corp.,NOC,"",3735235.0,1206892000.0,0.267443,0.2403,92,-199847.0,-5.078598,reduction,2.2075857,Q4 2007,INDUSTRIALS,13F,06/30/2019,200.8602
Workday inc,WDAY,"",5733849.0,1178765000.0,0.26121,0.2714,93,-480472.0,-7.731689,reduction,2.5371013,Q1 2015,COMMUNICATIONS,13F,06/30/2019,81.7826
Mastercard inc,MA,"",4430471.0,1171993000.0,0.259709,0.2566,94,-382147.0,-7.940522,reduction,0.4366889,Q4 2007,FINANCE,13F,06/30/2019,60.534
Ppg industries  inc. (pittsburgh plate glass),PPG,"",9866528.0,1151522000.0,0.255173,0.2467,95,215561.0,2.233569,addition,4.1756012,Q1 2001,MATERIALS,13F,06/30/2019,106.606
Netflix inc,NFLX,"",3108210.0,1141707000.0,0.252998,0.2619,96,-135230.0,-4.169339,reduction,0.7098963,Q1 2007,COMMUNICATIONS,13F,06/30/2019,217.6278
Expedia group inc,EXPE,"",8553136.0,1137824000.0,0.252138,0.1643,97,2457887.0,40.324636,addition,5.7161906,Q1 2009,CONSUMER DISCRETIONARY,13F,06/30/2019,120.6124
Simon property group  inc.,SPG,"",7002438.0,1118711000.0,0.247902,0.3033,98,-346706.0,-4.717638,reduction,2.2733712,Q4 2001,REAL ESTATE,13F,06/30/2019,161.7134
Alnylam pharmaceuticals inc,ALNY,"",14863968.0,1078530000.0,0.238998,0.3139,99,31370.0,0.211494,addition,13.3656757,Q3 2013,HEALTH CARE,13F,06/30/2019,78.8349
Transunion,TRU,"",14516900.0,1067139000.0,0.236474,0.2219,100,-141645.0,-0.966296,reduction,7.7299787,Q2 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,33.4514
Guidewire software  inc.,GWRE,"",10456790.0,1060109000.0,0.234916,0.2391,101,-407274.0,-3.748818,reduction,12.7817993,Q4 2012,INFORMATION TECHNOLOGY,13F,06/30/2019,67.3115
M&t bank corp. (buffalo  ny) (manufacturers & traders trust),MTB,"",6155928.0,1046939000.0,0.231998,0.2165,102,67591.0,1.110172,addition,4.6053176,Q1 2008,FINANCE,13F,06/30/2019,113.5792
Northern trust corp.,NTRS,"",11615969.0,1045437000.0,0.231665,0.2704,103,-1591442.0,-12.049614,reduction,5.4055419,Q2 2013,FINANCE,13F,06/30/2019,77.3387
Mylan nv,MYL,"",54684656.0,1041196000.0,0.230725,0.3125,104,6003232.0,12.331669,addition,10.6004722,Q1 2001,HEALTH CARE,13F,06/30/2019,38.9665
Ugi corp. (united gas improvement),UGI,"",19438281.0,1038199000.0,0.230061,0.1234,105,9603987.0,97.658124,addition,11.1496392,Q1 2003,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,38.1411
Ball corp.,BLL,"",14574845.0,1020094000.0,0.226049,0.2248,106,-2582399.0,-15.051363,reduction,4.3900136,Q4 2010,MATERIALS,13F,06/30/2019,37.2158
Seattle genetics inc,SGEN,"",14377983.0,995101000.0,0.220511,0.2443,107,-350353.0,-2.378768,reduction,8.8906647,Q1 2001,HEALTH CARE,13F,06/30/2019,55.3275
Salesforce.com inc.,CRM,"",6409222.0,972472000.0,0.215496,0.2393,108,-263323.0,-3.946365,reduction,0.8259307,Q4 2008,INFORMATION TECHNOLOGY,13F,06/30/2019,81.7507
Caterpillar inc.,CAT,"",7100973.0,967792000.0,0.214459,0.2213,109,-109911.0,-1.524238,reduction,1.2621932,Q1 2001,INDUSTRIALS,13F,06/30/2019,86.7016
Mondelez international inc. (kraft foods),MDLZ,"",17847582.0,961984000.0,0.213172,0.2065,110,-417429.0,-2.285402,reduction,1.2375677,Q1 2009,CONSUMER STAPLES,13F,06/30/2019,41.3075
Cdw corp.,CDW,"",8661393.0,961416000.0,0.213046,0.1951,111,-275614.0,-3.083963,reduction,5.9849316,Q3 2013,INFORMATION TECHNOLOGY,13F,06/30/2019,44.6722
Cerner corp.,CERN,"",13025781.0,954789000.0,0.211578,0.1853,112,-1278275.0,-8.936451,reduction,4.0911401,Q1 2001,HEALTH CARE,13F,06/30/2019,50.7998
International paper co.,IP,"",21955420.0,951109000.0,0.210762,0.2957,113,-6263616.0,-22.196421,reduction,5.5888962,Q2 2011,MATERIALS,13F,06/30/2019,43.9955
Adobe systems  inc.,ADBE,"",3226321.0,950636000.0,0.210658,0.2057,114,-181701.0,-5.331568,reduction,0.6646179,Q2 2001,INFORMATION TECHNOLOGY,13F,06/30/2019,116.9538
Genpact ltd,G,"",24618447.0,937716000.0,0.207795,0.1988,115,-332969.0,-1.334469,reduction,12.9230693,Q2 2008,INDUSTRIALS,13F,06/30/2019,19.8178
3m co. (minnesota mining & manufacturing),MMM,"",5396153.0,935368000.0,0.207274,0.3819,116,-2719694.0,-33.510908,reduction,0.9380046,Q1 2001,INDUSTRIALS,13F,06/30/2019,176.4437
Bluebird bio inc,BLUE,"",7251800.0,922428000.0,0.204407,0.2605,117,-59900.0,-0.819235,reduction,13.1206803,Q1 2016,HEALTH CARE,13F,06/30/2019,100.804
Td ameritrade holding corp class a,AMTD,"",18424125.0,919732000.0,0.203809,0.2449,118,-3210881.0,-14.841138,reduction,3.3588793,Q4 2016,FINANCE,13F,06/30/2019,48.719
Diamondback energy inc,FANG,"",8371746.0,912268000.0,0.202155,0.206,119,-586118.0,-6.543055,reduction,5.1347804,Q4 2012,ENERGY,13F,06/30/2019,90.2044
Monster beverage corp.,MNST,"",14034584.0,895828000.0,0.198512,0.1842,120,-870401.0,-5.839664,reduction,2.5757202,Q1 2012,CONSUMER STAPLES,13F,06/30/2019,46.2772
Edwards lifesciences corp.,EW,"",4810030.0,888606000.0,0.196912,0.2787,121,-1621373.0,-25.210254,reduction,2.3128480,Q1 2009,HEALTH CARE,13F,06/30/2019,100.2304
Biogen inc,BIIB,"",3798965.0,888464000.0,0.19688,0.2789,122,-1409937.0,-27.067835,reduction,2.0596178,Q1 2001,HEALTH CARE,13F,06/30/2019,280.0948
Analog devices inc,ADI,"",7763210.0,876235000.0,0.194171,0.2264,123,-1734544.0,-18.262676,reduction,2.0995267,Q4 2008,INFORMATION TECHNOLOGY,13F,06/30/2019,57.7624
Automatic data processing inc,ADP,"",5288404.0,874331000.0,0.193749,0.1909,124,11223.0,0.21267,addition,1.2193691,Q1 2001,INFORMATION TECHNOLOGY,13F,06/30/2019,71.4599
Equinix inc,EQIX,"",1713092.0,863895000.0,0.191436,0.1655,125,100723.0,6.246895,addition,2.1183282,Q3 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,398.9226
Conocophillips (phillips petroleum),COP,"",14065144.0,857974000.0,0.190124,0.1926,126,1322626.0,10.379628,addition,1.2669703,Q1 2001,ENERGY,13F,06/30/2019,49.6056
Insulet corp,PODD,"",5159195.0,850906031.35,0.188558,0.1596,127,-1011690.0,-16.394569,reduction,8.5601377,,HEALTH CARE,13G,09/30/2019,
Verisign inc.,VRSN,"",4060049.0,849199000.0,0.188179,0.1785,128,-281021.0,-6.473542,reduction,3.4299645,Q2 2007,COMMUNICATIONS,13F,06/30/2019,76.8697
Alcon inc,ALC,"",13706926.0,847534000.0,0.18781,,129,13706926.0,,new,No Data,Q2 2019,HEALTH CARE,13F,06/30/2019,62.05
Elanco animal health inc,ELAN,"",24996447.0,844880000.0,0.187222,0.1765,130,692213.0,2.848117,addition,6.8350461,Q3 2018,HEALTH CARE,13F,06/30/2019,32.3484
Hp inc,HPQ,"",40614764.0,844381000.0,0.187112,0.1764,131,523449.0,1.305642,addition,2.6963443,Q1 2001,INFORMATION TECHNOLOGY,13F,06/30/2019,20.6646
Wex  inc.,WEX,"",4038192.0,840347000.0,0.186218,0.1777,132,-49573.0,-1.212716,reduction,9.3303882,Q1 2005,FINANCE,13F,06/30/2019,79.5094
Progressive corp.,PGR,"",10383871.0,829982000.0,0.183921,0.1659,133,220410.0,2.168651,addition,1.7760833,Q4 2016,FINANCE,13F,06/30/2019,66.2124
Universal health services class b,UHS,"",6171051.0,804644000.0,0.178306,0.2047,134,-585557.0,-8.666434,reduction,6.9737270,Q1 2001,HEALTH CARE,13F,06/30/2019,78.043
Micron technology  inc.,MU,"",20797348.0,802569000.0,0.177846,0.2076,135,-1380040.0,-6.222735,reduction,1.8841591,Q1 2009,INFORMATION TECHNOLOGY,13F,06/30/2019,32.7491
Fidelity national information services inc,FIS,"",6184526.0,758717000.0,0.168129,0.0731,136,3330535.0,116.69746,addition,1.0081713,Q2 2012,FINANCE,13F,06/30/2019,111.8899
Fmc corp. (food machinery & chemical corp.),FMC,"",9093541.0,754309000.0,0.167152,0.1473,137,626000.0,7.392937,addition,6.9719704,Q1 2016,MATERIALS,13F,06/30/2019,76.1996
Costar group inc,CSGP,"",1360988.0,754069000.0,0.167099,0.1806,138,-348883.0,-20.404054,reduction,3.7236334,Q2 2012,INDUSTRIALS,13F,06/30/2019,213.9062
American electric power co. (american gas & electric),AEP,"",8553319.0,752777000.0,0.166813,0.1664,139,-222092.0,-2.530844,reduction,1.7321424,Q4 2006,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,67.669
V.f. corp. (vanity fair mills inc.),VFC,"",8475948.0,740374000.0,0.164064,0.1683,140,-73792.0,-0.863091,reduction,2.1286725,Q2 2012,CONSUMER DISCRETIONARY,13F,06/30/2019,59.643
Celanese corp,CE,"",6837841.0,737118000.0,0.163343,0.1006,141,2333638.0,51.810231,addition,5.5259746,Q2 2010,MATERIALS,13F,06/30/2019,73.4861
Hartford financial services group,HIG,"",13104481.0,730183000.0,0.161806,0.1466,142,89055.0,0.684227,addition,3.6242273,Q1 2001,FINANCE,13F,06/30/2019,36.5182
Mckesson corp.,MCK,"",5398244.0,725471000.0,0.160762,0.2091,143,-2490608.0,-31.571235,reduction,2.9195479,Q1 2001,HEALTH CARE,13F,06/30/2019,120.3314
Haemonetics corp. (ma),HAE,"",5984670.0,720195000.0,0.159593,0.1176,144,48757.0,0.82139,addition,11.7878078,Q2 2010,HEALTH CARE,13F,06/30/2019,81.6191
